id,related_scenes,question,answer,related_context,question_type,question_source
42,13、EXT A HOLIDAY FAIR NIGHT | 8、EXT DINGY BACK STREET,What does Dr. Parnassus state when the policeman demands to know what he is playing at?,Dr. Parnassus states that they are not playing.,"Dr. Parnassus retorts that they are not playing, then pushes aside the mirror to reveal a door in the back wall, now swinging open.",Character Understanding,broad_coverage_event_chain
43,16、EXT CITY STREETS LATER | 8、EXT DINGY BACK STREET | 13、EXT A HOLIDAY FAIR NIGHT,What does Valentina state about her upcoming age?,"Valentina states that she is going to be sixteen, which she refers to as 'the age of consent'.",She reveals with a smirk that she’s actually going to be sixteen—‘the age of consent’—before ducking back down into the wagon.,Character Understanding,broad_coverage_event_chain
44,7、INT/EXT MAGICAL FOREST,What happens after Martin turns away from the stairs and walks toward the club?,The door of the club closes behind Martin and laughter spills out before the building explodes in a fireball.,"Martin turns away from the stairs and walks toward the club as the door closes behind him, laughter spilling out before the building erupts in a fireball.",Temporal Reasoning,broad_coverage_scene
45,27、EXT SIDE OF BLACK FRIARS' BRIDGE MOMENTS LATER | 28、EXT PAVEMENT ON BLACK FRIARS' BRIDGE A LITTLE LATER,What does Anton state about attempting to revive the man using the kiss of life?,Anton states that the kiss of life will not work and expresses concern that they do not know where the man has been.,"Anton pulls her away, visibly uncomfortable, and says it won't work, adding that they don't know where the man has been.",Character Understanding,broad_coverage_event_chain
46,6、EXT THE STAGE NIGHT,Why does Beauty sigh after returning through the mirror?,Beauty sighs because she is exhausted from her experience.,"After a moment, 'Beauty' lets out a sigh. Valentina lets out a sigh, her expression one of weariness.",Causal-Motivational Reasoning,broad_coverage_scene
47,34、INT DOCTOR PARNASSUS' CABIN MOMENTS LATER | 44、EXT OUTSIDE PUB NIGHT | 30、EXT DERELICT BUILDINGS DAWN,What does Valentina state about the Doctor's condition when he tries to prepare for the show?,Valentina states that the Doctor cannot go on in his current state.,"Valentina steps forward, her voice sharp with concern, insisting he cannot go on in this state.",Character Understanding,broad_coverage_event_chain
48,49、INT PARNASSUS' ROOM NIGHT | 34、INT DOCTOR PARNASSUS' CABIN MOMENTS LATER | 37、EXT SHOPPING MALL PARKING LOT LATER | 46、EXT OUTSIDE PUB THAT MOMENT,What does Valentina state about Doctor Parnassus's condition when the women suggest he is drunk?,Valentina states that Doctor Parnassus has a bad cold.,"Sylvia declared he was drunk, but Valentina snapped back that he had a bad cold.",Character Understanding,broad_coverage_event_chain
49,10、EXT A HOLIDAY FAIR NIGHT | 13、EXT A HOLIDAY FAIR NIGHT,What does Dr. Parnassus state about his long struggle after seeing Diego's reaction?,Dr. Parnassus states that perhaps his long struggle has not been in vain.,"From his glass plinth, Dr. Parnassus declares that perhaps his long struggle has not been in vain.",Character Understanding,broad_coverage_event_chain
50,46、EXT OUTSIDE PUB THAT MOMENT | 48、INT/EXT THEATRE/WAGON NIGHT | 34、INT DOCTOR PARNASSUS' CABIN MOMENTS LATER | 37、EXT SHOPPING MALL PARKING LOT LATER,What does Valentina state about Parnassus's condition when he falls?,Valentina states that Parnassus is not drunk but sick with a bad cold.,"Valentina insists he is not drunk, but sick with a bad cold.",Character Understanding,broad_coverage_event_chain
51,41、INT DOCTOR PARNASSUS' CABIN MOMENTS LATER | 15、EXT EDGE OF FAIR / THE WAGON CONTINUOUS | 49、INT PARNASSUS' ROOM NIGHT | 34、INT DOCTOR PARNASSUS' CABIN MOMENTS LATER | 37、EXT SHOPPING MALL PARKING LOT LATER,Why does Valentina insist that Parnassus is not drunk when the others accuse him of being so?,Valentina insists that Parnassus is not drunk because she believes he is sick with a bad cold.,"Sylvia declares he is drunk, and Evelyn calls the situation disgraceful. Valentina insists he is not drunk, but sick with a bad cold.",Causal-Motivational Reasoning,broad_coverage_event_chain
52,43、EXT THE WAGON NIGHT | 16、EXT CITY STREETS LATER,What does Parnassus state about Tony when Percy criticizes him?,"Parnassus defends Tony by stating that he has ambition and energy, and notes that Valentina sees good in him.","Parnassus defends Tony, praising his ambition and energy, and notes that Valentina sees good in him.",Character Understanding,broad_coverage_event_chain
53,10、EXT A HOLIDAY FAIR NIGHT|13、EXT A HOLIDAY FAIR NIGHT,What specific gesture does Anton make upon exiting the mirror that triggers Dr. Parnassus's celebratory reaction?,Anton releases symbolic balloon over audience,Anton steps out of the mirror and releases an inflated balloon that zigs and zags over the audience; Dr.,Narrative Progression,supplementary_cross_scene
54,8、EXT DINGY BACK STREET|13、EXT A HOLIDAY FAIR NIGHT|15、EXT EDGE OF FAIR / THE WAGON CONTINUOUS,"Which character is Valentina's father, shares mutual respect with Diego, and has a longstanding rivalry with Mr. Nick?",Doctor Parnassus,"Doctor Parnassus is in a father relationship with Valentina, is in a mutual respect relationship with Diego, and is in a longstanding adversaries relationship with Mr. Nick.",Role-Relation Continuity,supplementary_cross_scene
55,15、EXT EDGE OF FAIR / THE WAGON CONTINUOUS|20、INT MONASTERY DINING HALL LATER,How would you describe the relationship between Doctor Parnassus and Mr. Nick as it develops from their encounter at the fair to the scene in the monastery?,from longstanding adversaries to ongoing adversaries,"Earlier, the relationship between Doctor Parnassus and Mr. Nick is marked by longstanding adversaries; later, it shifts to ongoing adversaries.",Role-Relation Continuity,supplementary_cross_scene
56,27、EXT SIDE OF BLACK FRIARS' BRIDGE MOMENTS LATER,What action does Anton take to connect with the hanging man and start swinging together?,Anton hooks his foot around the hanging man's body,"With a strong swing, Anton hooked his foot around the hanging man, who had gone limp.",Narrative Progression,supplementary_cross_scene
57,27、EXT SIDE OF BLACK FRIARS' BRIDGE MOMENTS LATER|29、EXT BLACK FRIARS' BRIDGE REAR OF WAGON MOMENTS LATER|30、EXT DERELICT BUILDINGS DAWN,What does Valentina command that interrupts Anton's rescue of the hanging man and leads to the man being hidden in the trunk?,Valentina orders the man to be placed in the big trunk,"Anton descends the bridge to reach the hanging man, but Valentina intervenes by ordering Anton and Percy to put the man in the large trunk, which obstructs the rescue and results.",Narrative Progression,supplementary_cross_scene
58,27、EXT SIDE OF BLACK FRIARS' BRIDGE MOMENTS LATER|29、EXT BLACK FRIARS' BRIDGE REAR OF WAGON MOMENTS LATER,What order does Valentina give that interrupts Anton's rescue attempt and leads to the man being hidden in the trunk?,Valentina orders the man to be placed in the big trunk,"Valentina commands Anton and Percy to put the man in the large trunk at the back of the wagon, despite their hesitation and objections, redirecting the action from rescue to.",Narrative Progression,supplementary_cross_scene
59,17、INT DOCTOR PARNASSUS' DEN THAT MOMENT|26、EXT WAGON ON BLACK FRIARS' BRIDGE NIGHT|29、EXT BLACK FRIARS' BRIDGE REAR OF WAGON MOMENTS LATER,"Which character is Doctor Parnassus's daughter, shares a trusting bond with Percy, and frequently finds herself in conflict with Anton?",Valentina,"Valentina is in a daughter relationship with Doctor Parnassus, is in a trusted companions relationship with Percy, and is in a in conflict over decision relationship with Anton.",Role-Relation Continuity,supplementary_cross_scene
60,23、EXT. CLIFF TOP EVENING|41、INT DOCTOR PARNASSUS' CABIN MOMENTS LATER,How would you describe the relationship between Doctor Parnassus and Mr. Nick?,from rescues and assists to ongoing adversaries,"Earlier, the relationship between Doctor Parnassus and Mr. Nick is marked by rescues and assists; later, it shifts to ongoing adversaries.",Role-Relation Continuity,supplementary_cross_scene
