id,related_scenes,question,answer,related_context,question_type,question_source
19,十一 缘了,在依云与乐娘化作的依云对峙时，先到的依云表现出怎样的心理状态？,先到的依云表现出焦急和警觉的心理状态，她急于让何云青服下灵芝，并在另一个依云出现后立即识破其身份，催促何云青逃离。,先到的依云进门就催促何云青服药，见另一个依云出现立刻指认为乐娘所化，并迅速将经书和念珠塞给何云青让他逃离。,Character Understanding,broad_coverage_scene
20,十 故梦 | 十一 缘了,在归还经书后，何云青返回山中时的神情状态如何？,何云青返回山中时神情凝重，似在思索着什么。,他一路前行，脚步不停，神情凝重，似在思索着什么。,Character Understanding,broad_coverage_event_chain
21,六 露緣 | 七 赶集 | 八 恨晚,在前往荷花池的路上，何云青为何感到心神不宁？,因为何云青对乐娘动了心，但婚事来得突然，一夜之间定下终身，使他作为惯于自由的穷书生难以接受，因而感到茫然无措。,他确信自己对乐娘动了心，但婚事突然，一夜定终身，让他作为自由惯了的书生感到茫然无措。,Character Understanding,broad_coverage_event_chain
22,十 故梦 | 十一 缘了,在何云青决定离开时，他的神情是怎样的，反映了他什么样的心理状态？,何云青神情凝重，反映了他内心正在深思和感悟的心理状态。,何云青在返回山中时神情凝重，似在思索着什么。,Character Understanding,broad_coverage_event_chain
23,十 故梦 | 十一 缘了,依云在被喇嘛揭穿身份后，表现出怎样的内心状态？,依云在被揭穿后神情复杂，流露出对过去图谋的动摇，并在被命令断绝与何云青往来时身体微颤，显露出内心的挣扎。,依云低头不语，神情复杂，流露出对过往图谋的动摇；她站在原地，身体微颤，似在挣扎。,Character Understanding,broad_coverage_event_chain
24,六 露緣 | 九 封印 | 十一 缘了,为什么何云青在归还经书后选择返回山中？,因为喇嘛告诉他乐娘会在他抄完经书后下杀手，他意识到自己身处险境，因此决定离开。,依云告知何云青乐娘等他抄完经书后便会杀害他，使他产生恐惧并决定离开。,Causal-Motivational Reasoning,broad_coverage_event_chain
25,五 战鼓 | 十一 缘了,在何云青决定返回山中时，他的神情如何表现？,何云青神情凝重，似在思索着什么。,他一路前行，脚步不停，神情凝重，似在思索着什么。,Character Understanding,broad_coverage_event_chain
26,八 恨晚 | 十一 缘了,在依云与老张的身影消散后，何云青面对喇嘛合掌行礼时表现出怎样的心理状态？,何云青表现出惊骇与悲痛交织的心理状态。,依云和老张化为灰烬后，何云青悲声呼唤依云的名字，看到崔鸿至和老张的尸首化作清烟时惊骇地喊出‘崔兄！’，随后在喇嘛合掌行礼时默默递上经书，神情沉重。,Character Understanding,broad_coverage_event_chain
27,十 故梦 | 十一 缘了,为什么韩经略在依云死后立即下令关押乐娘？,因为韩经略认为乐娘可能与依云的死有关，且乐娘此前已被冷落，有作案动机。,韩经略在得知依云坠坑身亡后勃然大怒，立即下令关押乐娘并命人审讯，最终乐娘招认将其推入深坑。,Causal-Motivational Reasoning,broad_coverage_event_chain
28,五 战鼓 | 十一 缘了,在何云青决定返回山中时，他的神情如何？,何云青神情凝重，似在思索着什么。,何云青一路前行，脚步不停，神情凝重，仿佛正在思考重要事情。,Character Understanding,broad_coverage_event_chain
29,八 恨晚 | 六 露緣 | 九 封印 | 十一 缘了,为什么依云选择在何云青被乐娘照顾后立即带他逃离？,因为依云知道乐娘在何云青抄完经书后会对他下杀手，所以必须在他处于危险前带他离开。,依云告诉何云青，乐娘等他抄完经书后便会下杀手。,Causal-Motivational Reasoning,broad_coverage_event_chain
30,九 封印 | 五 战鼓 | 十一 缘了,乐娘在红烟弥漫时的身体状态如何？,乐娘在红烟弥漫时眼前迷雾笼罩，身形踉跄，表现出惊慌和失去平衡的状态。,红烟弥漫四周，乐娘惊叫一声，眼前迷雾笼罩，身形踉跄，攻势就此瓦解。,Character Understanding,broad_coverage_event_chain
31,十一 缘了 | 九 封印 | 十 故梦 | 十一 缘了,在两个依云对峙时，何云青为何没有立即听从先到依云的催促逃离？,何云青因为眼前出现两个一模一样的依云而震惊迟疑，无法判断谁是真正的依云，所以没有立即逃离。,何云青因眼前变故而迟疑不决，目光转向崔鸿至求助。,Character Understanding,broad_coverage_event_chain
32,九 封印,到较后阶段，何云青与乐娘的关系应如何概括？,从妻子转为持续敌对,早期何云青与乐娘的关系是妻子；后期变为持续敌对。,Role-Relation Continuity,supplementary_cross_scene
33,十 故梦|九 封印|十一 缘了,依云献艺获宠后，原本的情节推进是如何被一个突发事件打断，并最终迫使故事转向何云青送别依云的结局？请指出这个关键事件。,依云拉着何云青赶往飘岩斋,依云得知乐娘是厉鬼后，立刻拉着何云青赶往飘岩斋寻找崔先生求助；两人行至途中，忽然狂风大作，乐娘在风中现身，随即冲上前一把抓住何云青，阻止他们前行。,Narrative Progression,supplementary_cross_scene
34,四 惊艳|五 战鼓,哪个角色同时是王妈的女儿、向何云青献艺取悦，并与崔鸿至合作灌醉何云青？,乐娘,乐娘与王妈是孩子，与何云青是献艺取悦关系，与崔鸿至是合作者。,Role-Relation Continuity,supplementary_cross_scene
35,二 远涉|六 露緣|八 恨晚,哪位角色与崔鸿至建立了信任关系，是乐娘的未婚夫，同时又与依云保持亲密依恋？,何云青,何云青与崔鸿至是建立信任关系，与乐娘是未婚夫妻，与依云是亲密依恋。,Role-Relation Continuity,supplementary_cross_scene
36,十一 缘了,哪个事件最终解决了依云与乐娘的对峙，并促使何云青归还经书后返回山中？,依云与乐娘在白烟中化为灰烬,在飘岩斋中，白烟升起，依云与乐娘的身影在烟雾中渐渐消散，最终化为灰烬，何云青悲痛呼唤依云，随后喇嘛点化崔鸿至与老张，何云青决定归还经书并踏上归途。,Narrative Progression,supplementary_cross_scene
37,五 战鼓|十一 缘了,哪个事件直接促使何云青最终归还经书并返回山中？,依云与乐娘在白烟中化为灰烬,白烟升起，依云与乐娘的身影在烟雾中渐渐消散，最终化为灰烬；何云青望着眼前的一切，忍不住悲声呼唤依云的名字。,Narrative Progression,supplementary_cross_scene
38,九 封印|十一 缘了,在故事的后半段，何云青与乐娘的关系应如何概括？,从持续敌对转为深切怀念的同伴,早期何云青与乐娘的关系是持续敌对；后期变为深切怀念的同伴。,Role-Relation Continuity,supplementary_cross_scene
