id,related_scenes,question,answer,related_context,question_type,question_source
12,33、EXT. DURHAM BASEBALL STADIUM -- SHORT TIME LATER,Why does Nuke want to throw the heater?,To announce his presence with authority.,NUKE: 'I wanta throw the heater to announce my presence with authority.',Causal-Motivational Reasoning,broad_coverage_scene
13,29、INT. ANNIE'S BEDROOM -- DAY,What does Annie say about listening to women during intimacy?,Don't ever listen to a woman when she's making love. They'll say the strangest things.,ANNIE: 'Don't ever listen to a woman when she's making love. They'll say the strangest things.',Character Understanding,broad_coverage_scene
14,19、INT. ANNIE'S LIVING ROOM -- NIGHT,"In [19、INT. ANNIE'S LIVING ROOM -- NIGHT], What behavioral state does Crash exhibit when speaking about his beliefs?",Aloof and passionate,"He stops, and speaks with both aloofness and passion.",Character Understanding,broad_coverage_scene
15,41、INT. THE BUS -- MORNING,Why does Crash dislike Nuke?,Because Nuke doesn't respect himself or the game,You don't respect yourself... you don't respect the game -- and that's my problem.,Causal-Motivational Reasoning,broad_coverage_scene
16,20、INT. ANNIE'S BEDROOM -- MOMENTS LATER,"In [20、INT. ANNIE'S BEDROOM -- MOMENTS LATER], What is Annie's behavioral state during the interaction with Ebby?",She is instructive and controlling.,"No, no, no. Put it back on and take it off slowly.",Character Understanding,broad_coverage_scene
17,34、INT. LOCKER ROOM -- NIGHT,Why does Skip throw bats into the shower?,To enforce a rule requiring players to leave the shower within ten seconds to avoid a fine.,SUDDENLY SKIP STEPS INTO THE SHOWER... Anybody not outta the shower in ten seconds gonna get fined a hundred bucks.,Causal-Motivational Reasoning,broad_coverage_scene
18,37、EXT. STADIUM PARKING LOT -- DAWN,What effect does Annie believe the panties will have on Nuke's pitching?,They will help him pitch better by changing his mindset.,ANNIE: 'They'll fit snugly against your balls... you'll start seeing things differently -- plus they'll remind you of me which is better than thinking about those nasty hitters.',Causal-Motivational Reasoning,broad_coverage_scene
19,29、INT. ANNIE'S BEDROOM -- DAY,What does Nuke say he wanted to be?,The host of Dance Fever.,"NUKE: 'I wanted to be the host of Dance Fever, somethin' like that...'",Character Understanding,broad_coverage_scene
20,7、INT. THE DUGOUT,What is the function of 'CLOSE ON' in the passage?,Highlights a specific subject or object within a scene.,CLOSE ON ANOTHER PLAYER,Scene Grounding,broad_coverage_scene
21,47、EXT. GREENSBORO BALLPARK DAY,What causes the scene to cut after the batter swings?,The batter's swing causes the scene transition.,"The batter swings, and: CUT TO:",Causal-Motivational Reasoning,broad_coverage_scene
22,17、EXT. THE PARKING LOT -- NIGHT,When does Crash hit Ebby?,After Ebby charges him,"EBBY IS ENRAGED -- HE CHARGES CRASH, lunging at him. Crash LASHES OUT A SHORT LEFT",Temporal Reasoning,broad_coverage_scene
23,41、INT. THE BUS -- MORNING,Why does Skip tell the others to shut up?,To stop the cacophony from the dueling tape decks,DUELING TAPE DECKS. C & W going head to head with R & B. A cacophony.,Causal-Motivational Reasoning,broad_coverage_scene
24,3、EXT/INT. THE DURHAM BULL DUGOUT -- NIGHT,What does Larry do with the red man chewing tobacco and bubble gum?,"Rolls tobacco into bubble gum, folds corners, and tucks it neatly","LARRY ROLLS SOME RED MAN CHEWING TOBACCO into a slab of pink bubble gum, carefully folding the corners, tucking it neatly together",Scene Grounding,broad_coverage_scene
25,35、EXT. THE BALLPARK SIMULTANEOUS -- NIGHT,What caused Bobby's wife to think he'll be in a terrible mood?,He went hitless again.,Bobby went hitless again. He's gonna be in a terrible mood...,Causal-Motivational Reasoning,broad_coverage_scene
26,30、EXT. DURHAM BASEBALL PARK -- DUSK,Why is Nuke on a pay phone?,To contact his father.,NUKE Hello? Dad? This is Ebby.,Causal-Motivational Reasoning,broad_coverage_scene
27,19、INT. ANNIE'S LIVING ROOM -- NIGHT,"In [19、INT. ANNIE'S LIVING ROOM -- NIGHT], What is Ebbby's emotional state during the conversation?",Nervous,"Ebby is clearly more nervous than Crash, who's been in some strange rooms in his minor league career.",Character Understanding,broad_coverage_scene
28,58、INT. THE KINGSTON HOTEL ROOM -- NIGHT,What does Mickey believe about the champagne?,He expects it to be 'serious shit' for the price.,MICKEY: For seven bucks it better be some serious shit.,Character Understanding,broad_coverage_scene
29,25、INT. DURHAM BULLS LOCKER ROOM -- DAY,"In [25、INT. DURHAM BULLS LOCKER ROOM -- DAY], What is Ebbys' physical condition when he enters the locker room?",He looks trashed.,EBBY ENTERS THE LOCKER ROOM -- He looks trashed.,Character Understanding,broad_coverage_scene
30,23、EXT. DOWNTOWN DURHAM -- NIGHT,"In [23、EXT. DOWNTOWN DURHAM -- NIGHT], What is Crash's emotional state during batting practice?",Intense concentration,CLOSE ON CRASH'S EYES -- Studying the 'pitches' with intense concentration,Character Understanding,broad_coverage_scene
31,11、INT. THE DUGOUT,"In [11、INT. THE DUGOUT], What is Skip's behavioral state when he speaks to Larry?",Mumbling flatly,mumbles flatly to Larry,Character Understanding,broad_coverage_scene
32,32、EXT. THE BULLPEN -- CONTINUOUS,"In [32、EXT. THE BULLPEN -- CONTINUOUS], What role does Jose claim to have?",A switch-hitting witch,JOSE I'm a switch hitting witch. Very common in Puerto Rico.,Character Understanding,broad_coverage_scene
33,43、INT. DURHAM RADIO STATION -- DAY,Why does Teddy punch a cassette after the assistant's note?,To trigger a crowd roar sound effect,PUNCHES A CASSETTE -- A crowd roars.,Causal-Motivational Reasoning,broad_coverage_scene
34,58、INT. THE KINGSTON HOTEL ROOM -- NIGHT,What does Deke say about the champagne?,He spent a day's meal money and demands it be good.,"DEKE: Par--ty! I blew a whole day's meal money for this champagne seven dollars, man, it better be good.",Character Understanding,broad_coverage_scene
35,43、INT. DURHAM RADIO STATION -- DAY,What causes Teddy to hit the jar with a mallet?,To create the sound of a ball hitting the bat,TEDDY HITS A TINY MALLET against a jar. Thunk. The sound of ball hitting bat.,Causal-Motivational Reasoning,broad_coverage_scene
36,28、EXT. CRASH GETS INTO HIS CAR -- CONTINUOUS,"In [28、EXT. CRASH GETS INTO HIS CAR -- CONTINUOUS], What is Annie's behavioral state as depicted in the passage?",Biting her fist,ANNIE BITES HER FIST watching Crash leave.,Character Understanding,broad_coverage_scene
37,16、INT. MAXWELL'S BAR -- LATER THAT NIGHT | 18、INT. THE CLUB -- NIGHT | 20、INT. ANNIE'S BEDROOM -- MOMENTS LATER,What does Annie state about Ebby's back?,Annie states that Ebby has a nice back.,Annie says he has a nice back.,Character Understanding,broad_coverage_event_chain
38,41、INT. THE BUS -- MORNING | 17、EXT. THE PARKING LOT -- NIGHT | 25、INT. DURHAM BULLS LOCKER ROOM -- DAY,What does Crash state about how Ebby's appearance affects the way others perceive him?,"Crash states that Ebby's sloppy appearance makes him look like a slob because he hasn't yet achieved success in the major leagues, and that only after winning twenty games would such behavior be seen as character rather than carelessness.","He says if Ebby wins twenty games in the major leagues, then he can afford to be sloppy, because people will see it as character. Until then, it just makes him look like a slob.",Character Understanding,broad_coverage_event_chain
39,16、INT. MAXWELL'S BAR -- LATER THAT NIGHT | 18、INT. THE CLUB -- NIGHT | 28、EXT. CRASH GETS INTO HIS CAR -- CONTINUOUS,Why does Annie invite both Ebby and Crash to her place after their confrontation?,"Annie invites both Ebby and Crash to her place because she mocks their rivalry and chooses to include them both in a playful, unifying gesture.","Annie teases them about their fight, commenting on their bond with a playful tone, and then invites both of them to come to her place.",Causal-Motivational Reasoning,broad_coverage_event_chain
40,16、INT. MAXWELL'S BAR -- LATER THAT NIGHT | 18、INT. THE CLUB -- NIGHT,Why does Annie invite both Ebby and Crash to her place after their confrontation?,Annie invites both Ebby and Crash to her place to defuse the tension after their confrontation and to playfully engage with their rivalry.,"Annie teases them about their fight, commenting on their bond with a playful tone, and then invites both of them to come to her place.",Causal-Motivational Reasoning,broad_coverage_event_chain
41,16、INT. MAXWELL'S BAR -- LATER THAT NIGHT | 14、INT. THE BULL LOCKER ROOM -- NIGHT,What does Crash Davis state about the word 'mature' when told he is expected to help develop a young pitcher?,Crash Davis states that 'mature' is not a verb.,"Crash responds that 'mature' isn’t a verb, but the decision is already made.",Character Understanding,broad_coverage_event_chain
42,3、EXT/INT. THE DURHAM BULL DUGOUT -- NIGHT | 4、INT. THE DURHAM CLUBHOUSE -- NIGHT | 13、INT. THE PRESS BOX,Why does Skip fine Ebby a hundred dollars before his debut game?,"Skip fines Ebby because he is unprepared and not warmed up for his professional debut, which Skip views as a serious and important occasion.","Skip responds by fining him a hundred dollars, reminding him this is his professional debut and that others would do anything to be in his position.",Causal-Motivational Reasoning,broad_coverage_event_chain
43,20、INT. ANNIE'S BEDROOM -- MOMENTS LATER | 22、INT. ANNIE'S BEDROOM -'CONTINUOUS NIGHT,What does Annie state about Walt Whitman when Ebby asks who he plays for?,Annie states that Walt Whitman sort of pitches for the Cosmic All-Stars.,"Annie says, 'He sort of pitches for the Cosmic All-Stars,' when Ebby asks who Walt Whitman plays for.",Character Understanding,broad_coverage_event_chain
44,4、INT. THE DURHAM CLUBHOUSE -- NIGHT | 35、EXT. THE BALLPARK SIMULTANEOUS -- NIGHT,What does Millie state about her presence in the locker room when Skip threatens to ban her?,Millie states that Skip cannot ban her from the locker room because her father donated the scoreboard.,"Millie responds by pointing out that her father donated the scoreboard, and if Skip bans her, her father might take it back.",Character Understanding,broad_coverage_event_chain
45,26、EXT. DURHAM BALLPARK -- GAME IN PROGRESS -- DAY | 27、EXT. A LOCAL BATTING CAGE DAY | 28、EXT. CRASH GETS INTO HIS CAR -- CONTINUOUS,What does Crash state about Annie's understanding of hitting by his actions after receiving her note?,"Crash demonstrates that he values Annie's understanding of hitting by carefully reading her note and writing a personal reply, despite Deke's sarcasm.","Crash glances at the note, then hands it back, signaling for the bat boy to read it aloud. The bat boy reads Annie's message, which points out flaws in Crash's swing mechanics. Deke, sitting nearby, makes a sarcastic comment about Annie knowing so much about hitting. Crash ignores the tease, takes the pen from the lineup card, and writes a personal reply to Annie.",Character Understanding,broad_coverage_event_chain
46,17、EXT. THE PARKING LOT -- NIGHT | 27、EXT. A LOCAL BATTING CAGE DAY | 28、EXT. CRASH GETS INTO HIS CAR -- CONTINUOUS,What does Crash state about his identity after knocking Ebby down?,"Crash states that he is Crash Davis, the new catcher.","Looking down, Crash says, 'I'm Crash Davis. Your new catcher.'",Character Understanding,broad_coverage_event_chain
47,14、INT. THE BULL LOCKER ROOM -- NIGHT | 17、EXT. THE PARKING LOT -- NIGHT | 27、EXT. A LOCAL BATTING CAGE DAY | 28、EXT. CRASH GETS INTO HIS CAR -- CONTINUOUS,What does Crash state about himself after knocking Ebby down?,Crash states that he is Ebby's new catcher.,"Looking down, Crash says, 'I'm Crash Davis. Your new catcher.'",Character Understanding,broad_coverage_event_chain
48,2、EXT. THE CHURCH -- DURHAM BASEBALL PARK -- DUSK | 42、EXT. WINSTON-SALEM BASEBALL STADIUM -- DAY,Why does Max Patkin perform his comedic routine at home plate and third base?,Max Patkin performs his comedic routine at home plate and third base to entertain the crowd and engage both the audience and players during the event.,"He launched into his routine, dancing in time with the music and drawing laughter from the growing crowd; Patkin continues his antics in full view, playing to the crowd and the players as the game unfolds around him.",Causal-Motivational Reasoning,broad_coverage_event_chain
49,16、INT. MAXWELL'S BAR -- LATER THAT NIGHT | 17、EXT. THE PARKING LOT -- NIGHT | 19、INT. ANNIE'S LIVING ROOM -- NIGHT,Why does Ebby confront Crash after he walks out?,Ebby confronts Crash because he is insulted when Crash refers to him as a 'boy' and wants to assert himself in response to the perceived disrespect.,"After Crash walks out, Ebby steps forward and demands to know who Crash is calling a 'boy.'",Causal-Motivational Reasoning,broad_coverage_event_chain
50,20、INT. ANNIE'S BEDROOM -- MOMENTS LATER | 22、INT. ANNIE'S BEDROOM -'CONTINUOUS NIGHT,What does Annie state about continuing the activity when Ebby asks about having sex?,Annie indicates that they are not going to have sex by hushing Ebby and continuing to read from Walt Whitman’s poem.,Ebby asks if they are going to have sex. Annie hushes him gently and keeps reading from Walt Whitman’s poem.,Character Understanding,broad_coverage_event_chain
51,35、EXT. THE BALLPARK SIMULTANEOUS -- NIGHT,Why does Bobby's wife expect Bobby to be in a terrible mood after the game?,Bobby's wife expects him to be in a terrible mood because he went hitless again during the game.,"Bobby's wife sighs, saying Bobby went hitless again and will be in a terrible mood.",Causal-Motivational Reasoning,broad_coverage_scene
52,101、INT. SANDY'S WHOREHOUSE -- NIGHT|103、INT. THE WHOREHOUSE -- CONTINUOUS,How should the shift in Crash Davis and Nuke's relationship be characterized following the fight?,from ongoing adversarial tension to developing trust,"Earlier, the relationship between Crash Davis and Nuke is marked by ongoing adversarial tension; later, it shifts to developing trust.",Role-Relation Continuity,supplementary_cross_scene
53,18、INT. THE CLUB -- NIGHT|20、INT. ANNIE'S BEDROOM -- MOMENTS LATER,What does Annie do to set the mood in her bedroom before Ebby undresses?,Annie plays Edith Piaf record to set mood,Annie puts on a record; Edith Piaf sings 'Le Trois Cloches.,Narrative Progression,supplementary_cross_scene
54,18、INT. THE CLUB -- NIGHT|20、INT. ANNIE'S BEDROOM -- MOMENTS LATER,What does Annie do to set the mood in her bedroom before she starts directing Ebby's undressing?,Annie plays Edith Piaf record to set mood,Annie puts on an Edith Piaf record playing 'Le Trois Cloches' as she watches Ebby undress and begins instructing him to slow down.,Narrative Progression,supplementary_cross_scene
55,14、INT. THE BULL LOCKER ROOM -- NIGHT|16、INT. MAXWELL'S BAR -- LATER THAT NIGHT|26、EXT. DURHAM BALLPARK -- GAME IN PROGRESS -- DAY,"Who is the character that mentors the rookie pitcher Ebby, clashes with him as a rival, and shares a mutual romantic interest with Annie Savoy?",Crash Davis,"Crash Davis is in a trusted mentor and mentee relationship with Ebby, is in a rivals relationship with Ebby Calvin Nuke Laloosh, and is in a mutual romantic interest relationship with Annie Savoy.",Role-Relation Continuity,supplementary_cross_scene
56,29、INT. ANNIE'S BEDROOM -- DAY|30、EXT. DURHAM BASEBALL PARK -- DUSK|33、EXT. DURHAM BASEBALL STADIUM -- SHORT TIME LATER,"Which character is Annie Savoy's lover, also known as Ebby, and frequently at odds with Crash Davis?",Nuke,"Nuke is in a intimate partners relationship with Annie Savoy, is in a is the same person as relationship with Ebby, and is in a ongoing tension relationship with Crash Davis.",Role-Relation Continuity,supplementary_cross_scene
57,33、EXT. DURHAM BASEBALL STADIUM -- SHORT TIME LATER,What happens on the mound right after Crash tells Nuke to relax and throw ground balls that changes the game's direction?,Nuke throws a fastball and the leadoff batter hits a home run,"Following Crash's mound visit where he advises Nuke to throw ground balls and not try to strike everyone out, Nuke winds up and throws a fastball, which the leadoff batter hits for.",Narrative Progression,supplementary_cross_scene
58,33、EXT. DURHAM BASEBALL STADIUM -- SHORT TIME LATER,What initiates the clash between Crash and Nuke over pitch selection?,First batter takes position and Crash signals pitch selection,"The first batter steps into the box; Crash, the catcher, flashes a sign for a curveball.",Narrative Progression,supplementary_cross_scene
