id,related_scenes,question,answer,related_context,question_type,question_source
11,38、INT. DILAPIDATED HOTEL ROOM-DAY,Why does Saito believe he is still dreaming?,Because he is not lying on his carpet in his apartment,"Which means I'm not lying on my carpet, in my apartment... You've lived up to your reputation, Mr. Cobb... I'm still dreaming.",Causal-Motivational Reasoning,broad_coverage_scene
12,50、INT. HELICOPTER ON PAD - CONTINUOUS,Why does Saito's bodyguard offer Cobb a gun?,Because Nash sold them out.,He sold you out. Thought to come to me and bargain for his life...,Causal-Motivational Reasoning,broad_coverage_scene
13,50、INT. HELICOPTER ON PAD - CONTINUOUS,Why does Saito offer Cobb the information?,To exchange it for Inception.,"In exchange, I'll give you the information you were paid to steal.",Causal-Motivational Reasoning,broad_coverage_scene
14,34、INT. DILAPIDATED HOTEL ROOM - DAY,What did Saito call the encounter?,An audition,SAITO: An audition.,Character Understanding,broad_coverage_scene
15,48、INT. CORRIDOR - CONTINUOUS,What does Arthur do after Cobb mentions Buenos Aires?,"Arthur looks at Cobb, nods, and shows sympathy.",Arthur looks at Cobb. Nods. Sympathetic.,Scene Grounding,broad_coverage_scene
16,"16、INT. DINING ROOM, JAPANESE CASTLE - CONTINUOUS","In [16、INT. DINING ROOM, JAPANESE CASTLE - CONTINUOUS], What is Saito's emotional state?",Panic,Saito and the Guards PANIC,Character Understanding,broad_coverage_scene
17,25、INT. FILTHY BATHROOM - CONTINUOUS,What does Nash say about Cobb?,He won't wake!,NASH: He won't wake!,Character Understanding,broad_coverage_scene
18,53、INT. PRIVATE JET - LATER,How is Arthur behaving while eating?,"Picks at a salad, angry","Arthur picks at a salad, angry.",Scene Grounding,broad_coverage_scene
19,35、INT. BULLET TRAIN COMPARTMENT - DAY,When does Todashi hit play on the MP3 player?,When the first countdown reaches 30,"Todashi waits for the first countdown to hit '30,' then HITS PLAY on the MP3 player",Temporal Reasoning,broad_coverage_scene
20,"13、INT. DINING ROOM, JAPANESE CASTLE - CONTINUOUS","In [13、INT. DINING ROOM, JAPANESE CASTLE - CONTINUOUS], Where is the safe located?",Behind a painting in the room,"Cobb moves to a PAINTING. With practiced hands he removes it from the wall, revealing a SAFE.",Scene Grounding,broad_coverage_scene
21,43、INT. BULLET TRAIN COMPARTMENT - DAY,What does Cobb do to Saito's wrist?,Rips the tape off and rolls up his tubes.,"Cobb RIPS the tape off Saito's wrist, ROLLS up his tubes.",Scene Grounding,broad_coverage_scene
22,66、INT. WORKSHOP - CONTINUOUS,"In [66、INT. WORKSHOP - CONTINUOUS], What is Ariadne's emotional state?",Puzzled,"Ariadne looks at Arthur, puzzled.",Character Understanding,broad_coverage_scene
23,20、INT. DILAPIDATED HOTEL ROOM - DAY,What does Arthur say about his ability to complete the task?,I'm not going to make it!,I'm not going to make it! Wake Cobb!,Character Understanding,broad_coverage_scene
24,"47、INT. APARTMENT, TOKYO - CONTINUOUS",What does Cobb state about his apology to Arthur?,Cobb states that he will only offer one apology.,Cobb tells him he will only offer one apology.,Character Understanding,broad_coverage_scene
25,27、INT. FILTHY BATHROOM - CONTINUOUS | 42、INT. DILAPIDATED HOTEL ROOM - DAY,What does Nash state after Cobb disappears?,Nash states that they are in his dream.,"After Cobb disappears, Saito turns to Nash, who calmly states, 'We're in mine.'",Character Understanding,broad_coverage_event_chain
26,"18、INT. DINING ROOM, JAPANESE CASTLE - CONTINUOUS | 16、INT. DINING ROOM, JAPANESE CASTLE - CONTINUOUS",Why does Saito order the guards to stop Mal?,"Saito orders the guards to stop Mal because he discovers that the papers in the envelope are blank, indicating that Mal may have deceived him or taken something important.","Saito rips open the envelope and pulls out several sheets of paper. He looks at Mal, his expression panicked. He turns to the guards and shouts, 'Stop him!' Mal glances at the papers, sees they are blank, and smiles, visibly amused.",Causal-Motivational Reasoning,broad_coverage_event_chain
27,"47、INT. APARTMENT, TOKYO - CONTINUOUS | 50、INT. HELICOPTER ON PAD - CONTINUOUS",Why does Cobb refuse Saito's initial offer to perform inception?,"Cobb refuses because he does not want to accept the responsibility or risk associated with attempting to plant an idea, even though he believes it is possible.","When Saito asks if he can do it, Cobb refuses. Saito offers the stolen information as payment. Cobb asks if he is being given a choice. Saito says he is. Cobb chooses to leave.",Causal-Motivational Reasoning,broad_coverage_event_chain
28,"47、INT. APARTMENT, TOKYO - CONTINUOUS | 48、INT. CORRIDOR - CONTINUOUS",Where does Cobb say he is going after leaving?,Cobb says he is heading to Buenos Aires to lie low and maybe find work when things quiet down.,Cobb says he’s heading to Buenos Aires to lie low and maybe find work when things quiet down.,Character Understanding,broad_coverage_event_chain
29,"1、INT. ELEGANT DINING ROOM, JAPANESE CASTLE - LATER | 2、INT. SAME - MOMENTS LATER",What does the elderly Japanese man state about the man he once met?,He recalls that the man was known for radical ideas.,"He speaks softly, recalling a man he once met in a distant, dreamlike encounter—a man known for radical ideas.",Character Understanding,broad_coverage_event_chain
30,"34、INT. DILAPIDATED HOTEL ROOM - DAY | 47、INT. APARTMENT, TOKYO - CONTINUOUS",What does Cobb state about the mission's status when deciding to leave without Nash?,Cobb states that the mission has failed and that Cobol Engineering already knows they failed because their delivery was due two hours ago.,"Cobb says they were supposed to deliver Saito's expansion plans to Cobol Engineering two hours ago and that by now, they know the mission has failed.",Character Understanding,broad_coverage_event_chain
31,"36、INT. DILAPIDATED HOTEL ROOM - DAY | 40、INT. DILAPIDATED HOTEL ROOM - DAY | 47、INT. APARTMENT, TOKYO - CONTINUOUS",What does Saito state about the material of the carpet?,Saito states that the carpet is polyester.,"He comments on how he's always hated it—stained, frayed, and supposedly wool. Then he corrects himself: it's polyester.",Character Understanding,broad_coverage_event_chain
32,"8、EXT. JAPANESE CASTLE WALL - CONTINUOUS | 47、INT. APARTMENT, TOKYO - CONTINUOUS | 50、INT. HELICOPTER ON PAD - CONTINUOUS | 7、INT. BEDROOM SUITE, JAPANESE CASTLE - MOMENTS LATER",What happens after Cobb stops at the window with a glass cutter?,"Cobb starts to fall, dropping away from the window and losing his grip on the wall.","Without warning, he starts to fall, dropping away from the window and losing his grip on the wall.",Temporal Reasoning,broad_coverage_event_chain
33,"47、INT. APARTMENT, TOKYO - CONTINUOUS | 50、INT. HELICOPTER ON PAD - CONTINUOUS | 7、INT. BEDROOM SUITE, JAPANESE CASTLE - MOMENTS LATER",What does Cobb state about his apology to Arthur?,Cobb states that he will only offer one apology.,Cobb tells him he will only offer one apology and asks where Nash is.,Character Understanding,broad_coverage_event_chain
34,"34、INT. DILAPIDATED HOTEL ROOM - DAY | 40、INT. DILAPIDATED HOTEL ROOM - DAY | 47、INT. APARTMENT, TOKYO - CONTINUOUS | 50、INT. HELICOPTER ON PAD - CONTINUOUS | 7、INT. BEDROOM SUITE, JAPANESE CASTLE - MOMENTS LATER",What does Cobb state about offering apologies after the mission fails?,Cobb states that he will only offer one apology.,Cobb tells Arthur he will only offer one apology.,Character Understanding,broad_coverage_event_chain
35,"1、INT. ELEGANT DINING ROOM, JAPANESE CASTLE - LATER | 2、INT. SAME - MOMENTS LATER",What does the elderly Japanese man recall while watching the spinning top?,"He recalls a man he once met in a distant, dreamlike encounter who was known for radical ideas.","He speaks softly, recalling a man he once met in a distant, dreamlike encounter—a man known for radical ideas.",Character Understanding,broad_coverage_event_chain
36,"50、INT. HELICOPTER ON PAD - CONTINUOUS | 3、INT. SAME ELEGANT DINING ROOM - NIGHT (YEARS EARLIER) | 47、INT. APARTMENT, TOKYO - CONTINUOUS",When did Cobb and Arthur realize their mission had failed?,Cobb and Arthur realized their mission had failed two hours after their delivery was due.,Cobb states their delivery was due two hours ago and that Cobol Engineering now knows they failed.,Temporal Reasoning,broad_coverage_event_chain
37,"47、INT. APARTMENT, TOKYO - CONTINUOUS | 50、INT. HELICOPTER ON PAD - CONTINUOUS",What does Cobb state about his ability to return home during the phone call with his children?,Cobb states that he cannot return home yet because he is still working.,"He tells them he can’t return yet, explaining again that he’s working.",Character Understanding,broad_coverage_event_chain
38,31、INT. FILTHY BATHROOM - DAY | 42、INT. DILAPIDATED HOTEL ROOM - DAY,What happens to the room after the rioters enter and find it empty?,"The music stops, the light dims and fades, and the room becomes silent with Saito standing amidst the motionless rioters.","The music cuts out abruptly. The light dims, fading steadily, until only silence remains. Saito stands amidst the darkness, the rioters motionless around him.",Temporal Reasoning,broad_coverage_event_chain
39,115、INT. WORKSHOP - NIGHT|126、INT./EXT. CAB ON RAINY NEW YORK STREETS - CONTINUOUS,How should their relationship be characterized?,from emerging allies to trusted partners,"Earlier, the relationship between Cobb and Ariadne is marked by emerging allies; later, it shifts to trusted partners.",Role-Relation Continuity,supplementary_cross_scene
40,"3、INT. SAME ELEGANT DINING ROOM - NIGHT (YEARS EARLIER)|6、EXT. ROOFTOP TERRACES, JAPANESE CASTLE - NIGHT|13、INT. DINING ROOM, JAPANESE CASTLE - CONTINUOUS","Which character is consistently portrayed as a trusted partner to both Nash and Cobb, yet stands as an adversary to Saito?",Arthur,"Arthur is in a trusted partners relationship with Nash, is in a distrustful adversaries relationship with Saito, and is in a trusted partners relationship with Cobb.",Role-Relation Continuity,supplementary_cross_scene
41,"12、INT. HALL, JAPANESE CASTLE-CONTINUOUS|13、INT. DINING ROOM, JAPANESE CASTLE - CONTINUOUS","What event abruptly stops Cobb after he eliminates the guard, leading to the confrontation with Saito and Mal?",Lights turn on and Cobb freezes,"From the support package: Episode unit 2 describes 'The lights snap on, freezing Cobb in place; ' and scene snippet 2 includes 'LIGHTS COME ON.",Narrative Progression,supplementary_cross_scene
42,"13、INT. DINING ROOM, JAPANESE CASTLE - CONTINUOUS",What demand does Mal make that directly leads to Cobb shooting Arthur?,Mal demands Cobb surrender his gun,"Mal demands Cobb hand over his gun; Cobb slowly places the weapon on the far end of the long table and slides it halfway across the polished surface, where it comes to rest.",Narrative Progression,supplementary_cross_scene
43,"119、INT. FIRST CLASS CABIN, 747 - MOMENTS LATER|157、INT. HOTEL LOBBY BAR - NIGHT",How should the relationship between Cobb and Robert Fischer be characterized in terms of its evolution from the plane to the hotel bar?,from polite acquaintances to protector and client,"Earlier, the relationship between Cobb and Robert Fischer is marked by polite acquaintances; later, it shifts to protector and client.",Role-Relation Continuity,supplementary_cross_scene
44,"30、INT. GRAND STAIRCASE, JAPANESE CASTLE - NIGHT|31、INT. FILTHY BATHROOM - DAY",What immediate action does Cobb take upon waking in the bathtub that sets the stage for his fight with Saito?,Cobb awakens suddenly and gasps for air,"Cobb jolts awake, gasping for air and struggling to get his bearings.",Narrative Progression,supplementary_cross_scene
45,"30、INT. GRAND STAIRCASE, JAPANESE CASTLE - NIGHT|31、INT. FILTHY BATHROOM - DAY|34、INT. DILAPIDATED HOTEL ROOM - DAY",What pivotal moment for Cobb bridges the flood survival and the confrontation with Saito?,Cobb awakens suddenly and gasps for air,"After Cobb survives the flood and wakes in the bathtub, he jolts awake gasping for air, which immediately precedes Saito bursting into the room and leading to the gunpoint.",Narrative Progression,supplementary_cross_scene
46,"3、INT. SAME ELEGANT DINING ROOM - NIGHT (YEARS EARLIER)|6、EXT. ROOFTOP TERRACES, JAPANESE CASTLE - NIGHT|32、INT. DILAPIDATED HOTEL ROOM - MOMENTS LATER","Who is Mal's husband, Nash's trusted partner, and Saito's adversary?",Cobb,"Cobb is in a trusted partners relationship with Nash, is in a husband relationship with Mal, and is in a ongoing adversaries relationship with Saito.",Role-Relation Continuity,supplementary_cross_scene
