id,related_scenes,question,answer,related_context,question_type,question_source
14,30、INT. ALPHA BETA SUPERMARKET - NIGHT,What does George claim about the decision-makers' reaction to Andy's terms?,They thought your terms were a shining example of your 'irreverent wit',GEORGE: ...They thought your terms were a shining example of your 'irreverent wit' -- and precisely why they want you!,Character Understanding,broad_coverage_scene
15,23、INT. SNL SET - NIGHT,What does the Mighty Mouse theme voiceover say about Andy's situation?,We're not worrying at all. We're just listening for his call...,We're not worrying at all. We're just listening for his call...,Character Understanding,broad_coverage_scene
16,67、INT. TAXI OFFICES - SAME TIME,"In [67、INT. TAXI OFFICES - SAME TIME], What is Ed's emotional state when he answers the phone?",Shaking with fury,"Shaking with fury, Ed stares at the telephone...",Character Understanding,broad_coverage_scene
17,"53、INT. SHAPIRO/WEST, BATHROOM - DAY","In [53、INT. SHAPIRO/WEST, BATHROOM - DAY], What is Andy's behavioral state?",Manically washing his hands,Andy is manically washing his hands.,Character Understanding,broad_coverage_scene
18,"55、EXT. MUSTANG RANCH, NEVADA - DAY","In [55、EXT. MUSTANG RANCH, NEVADA - DAY], What is Andy's emotional state as depicted in the passage?",Scared and worried about his mother's reaction,A scared Andy sits inside. Andy's dialogue expresses worry about his mother's reaction.,Character Understanding,broad_coverage_scene
19,"66、EXT. PARAMOUNT LOT, OUTSIDE THE GATES - DAY","In [66、EXT. PARAMOUNT LOT, OUTSIDE THE GATES - DAY], What is George's physical condition after the encounter?",Doubling over and trying to catch his breath,"George doubles over, trying to catch his breath.",Character Understanding,broad_coverage_scene
20,1、INT. VOID - DAY,"In [1、INT. VOID - DAY], What costume is Andy wearing in the scene?",The 'FRIENDLY WORLD' costume from the Andy Kaufman special,"His hair is slicked-down, and he wears the 'FRIENDLY WORLD' costume from the Andy Kaufman special.",Scene Grounding,broad_coverage_scene
21,"7、INT. KAUFMAN HOUSE, ANDY'S ROOM - 1957 - DAY",What does Andy do when he resumes his show?,"He starts the KIDDIE SHOW HOST routine, making an applause sound and initiating a singalong.","ANDY (as KIDDIE SHOW HOST) And now, boys and girls! It's time for... TV Fun House! (he makes an APPLAUSE SOUND) Hi, everybody! Are you ready for a singalong?",Scene Grounding,broad_coverage_scene
22,10、EXT. NY NIGHTCLUB - 1975 - NIGHT,"In [10、EXT. NY NIGHTCLUB - 1975 - NIGHT], What is Andy's emotional state when confronted by the thugs?",Fearful and anxious.,Andy stares fearfully. An anxious moment.,Character Understanding,broad_coverage_scene
23,27、INT. MAMA ROMA'S - NIGHT,What does Tony Clifton say when he enters?,Heh-heh. How ya all doin'?,TONY CLIFTON Heh-heh. How ya all doin'?,Character Understanding,broad_coverage_scene
24,19、INT. SNL SET - NIGHT,What does Carol express about her brother being on TV?,I still can't believe my brother's gonna be on TV...,CAROL I still can't believe my brother's gonna be on TV...!,Character Understanding,broad_coverage_scene
25,"62、INT. TAXI SET, ANDY'S DRESSING ROOM - DAY","In [62、INT. TAXI SET, ANDY'S DRESSING ROOM - DAY], What is Tony's emotional state when he looks up?",Insulted,"He looks up, insulted.",Character Understanding,broad_coverage_scene
26,11、EXT. NY IMPROV - 1975 - NIGHT,"In [11、EXT. NY IMPROV - 1975 - NIGHT], What describes George Shapiro's demeanor?",Old school with a Bronx accent and surprising sweetness,"George is old school: Bronx accent, shmooze and a hug... but with a surprising sweetness that is quite disarming.",Character Understanding,broad_coverage_scene
27,"28、INT. MAMA ROMA'S, KITCHEN - LATER THAT NIGHT",What does Bob Zmuda say when George questions his identity?,Don't believe everything you hear.,ZMUDA Don't believe everything you hear.,Character Understanding,broad_coverage_scene
28,27、INT. MAMA ROMA'S - NIGHT,What does the angry guy say about his cigar?,"Goddamn, I paid five dollars for this.","ANGRY GUY Goddamn, I paid five dollars for this.",Character Understanding,broad_coverage_scene
29,"14、INT. NY IMPROV, BACKSTAGE - 1975 - LATER THAT NIGHT","In [14、INT. NY IMPROV, BACKSTAGE - 1975 - LATER THAT NIGHT], What is George's reaction upon realizing Andy's act?",Laughs heartily,George realizes it's all been an act. He laughs heartily,Character Understanding,broad_coverage_scene
30,21、INT. SNL SET - NIGHT,"In [21、INT. SNL SET - NIGHT], What does the Mighty Mouse theme song state about facing danger?","Although we are in danger, We never despair, Because we know where there is danger He is there!","MIGHTY MOUSE THEME (V.O.) ""Although we are in danger, We never despair, Because we know where there is danger He is there!""",Character Understanding,broad_coverage_scene
31,39、INT. ANDY'S APARTMENT - DAY,What causes Andy to mention San Bernardino?,The return address on the letter indicates San Bernardino.,"He glances at the return address. ANDY (cont'd) So, um... San Bernardino...",Causal-Motivational Reasoning,broad_coverage_scene
32,"14、INT. NY IMPROV, BACKSTAGE - 1975 - LATER THAT NIGHT","In [14、INT. NY IMPROV, BACKSTAGE - 1975 - LATER THAT NIGHT], What is Andy's emotional state when he sees the business card?",Surprised and reveals his true identity,his eyes pop. He DROPS the accent,Character Understanding,broad_coverage_scene
33,"63、INT. TAXI SET, TECH BOOTH - DAY","In [63、INT. TAXI SET, TECH BOOTH - DAY], How does Ed feel after Andy's call?",Relieved,A relieved Ed turns to George,Character Understanding,broad_coverage_scene
34,"45、INT. COLLEGE AUDITORIUM, BACKSTAGE - NIGHT",When does Andy grab the book?,After Zmuda warns him.,"Zmuda (startled) No! Andy, don't do it -- Andy They're asking for it. Andy fiercely GRABS a small book from Zmuda.",Temporal Reasoning,broad_coverage_scene
35,24、INT. SHAPIRO/WEST - DAY,What does 'CLASS ACT' refer to in the passage?,"A high-quality, reputable sitcom.",George describes the opportunity as a 'CLASS ACT!',Scene Grounding,broad_coverage_scene
36,15、INT. SOHO HEALTH FOOD RESTAURANT - NIGHT,What specific action does Andy perform with the food during the meal?,He arranges beans in pinwheel shapes and sprouts in piles.,Andy starts arranging the food in compulsive little piles: Beans in pinwheel shapes. Sprouts in piles.,Scene Grounding,broad_coverage_scene
37,9、INT. NY NIGHTCLUB - 1975 - LATER THAT NIGHT,"In [9、INT. NY NIGHTCLUB - 1975 - LATER THAT NIGHT], What object is mentioned as part of Andy's act that the manager criticizes?",Records,your act is like amateur hour: Singalongs... puppets... playing records...,Scene Grounding,broad_coverage_scene
38,"22、INT. SNL SET, BOOTH - NIGHT",What does Lorne Michaels say about the situation?,"He says, 'Oh my God, he's doing nothing. It's dead air...!'","LORNE MICHAELS Oh my God, he's doing nothing. It's dead air...!",Character Understanding,broad_coverage_scene
39,"13、INT. NY IMPROV, SHOWROOM - 1975 - NIGHT | 14、INT. NY IMPROV, BACKSTAGE - 1975 - LATER THAT NIGHT | 15、INT. SOHO HEALTH FOOD RESTAURANT - NIGHT",What does Andy state about his origin when George asks where he is from?,"Andy states that he is from Caspiar, a small island in the Caspian Sea, which has sunk.","Andy replies that he’s from Caspiar, a small island in the Caspian Sea, which he adds has sunk.",Character Understanding,broad_coverage_event_chain
40,10、EXT. NY NIGHTCLUB - 1975 - NIGHT,What does Andy claim about the contents of his case when confronted by the thugs?,Andy claims the case only holds personal mementos from his homeland.,"When one of the thugs demands to know what's in his case, Andy insists it only holds personal mementos from his homeland.",Character Understanding,broad_coverage_scene
41,"40、EXT. SAN BERNARDINO, DOWNTOWN - DUSK",What does Andy state about the purpose of wrestling when he suggests it to Mimi?,Andy states that wrestling is a way to break the ice and that the physical contact helps people connect quickly.,"He explains it’s a way to break the ice, saying the physical contact helps people connect quickly.",Character Understanding,broad_coverage_scene
42,41、INT. ABC CONFERENCE ROOM - LA - DAY,What does Maynard state about the network's decision regarding Andy's TV special?,Maynard states that the network will never air the program.,"Maynard, embarrassed, shouts that the network will never air the program and storms out.",Character Understanding,broad_coverage_scene
43,2、EXT. KAUFMAN HOUSE - 1957 - DAY,What does Stanley do immediately after learning that Michael's brother is inside the house?,"Stanley frowns, grabs his briefcase from the sidewalk, and walks quickly toward the front door.","He frowns, grabs his briefcase from the sidewalk, and walks quickly toward the front door.",Temporal Reasoning,broad_coverage_scene
44,"5、INT. KAUFMAN HOUSE, ANDY'S ROOM - 1957 - DAY | 34、INT. TAXI SET, ANDY'S DRESSING ROOM - DAY",What does Andy state about his audience when Stanley demands he perform for real people?,Andy states that he already has an audience by pointing to the wall.,"Andy, quiet at first, points to the wall and says he already has an audience.",Character Understanding,broad_coverage_event_chain
45,46、INT. COLLEGE AUDITORIUM - NIGHT | 44、INT. COLLEGE AUDITORIUM - SAME TIME | 9、INT. NY NIGHTCLUB - 1975 - LATER THAT NIGHT,What does Andy state when the audience interrupts him with shouts of 'Latka'?,"Andy states, 'Excuse me one moment,' before turning and hurrying offstage.","Andy scowls, his composure breaking. He says, 'Excuse me one moment,' then turns and hurries offstage in anger.",Character Understanding,broad_coverage_event_chain
46,"14、INT. NY IMPROV, BACKSTAGE - 1975 - LATER THAT NIGHT | 30、INT. ALPHA BETA SUPERMARKET - NIGHT",What does Andy state about his origin during his initial conversation with George?,"Andy states that he is from Caspiar, a small island in the Caspian Sea that has sunk.","Andy, speaking in a foreign accent, tells George he is from Caspiar, a small island in the Caspian Sea. Andy replies that the island has sunk.",Character Understanding,broad_coverage_event_chain
47,10、EXT. NY NIGHTCLUB - 1975 - NIGHT,What does Andy claim about the contents of his case when confronted by the thugs?,Andy claims that his case only contains personal items or mementos from his homeland.,"Andy insists it only contains personal items from his homeland. When one of the thugs demands to know what's in his case, Andy insists it only holds personal mementos from his homeland.",Character Understanding,broad_coverage_scene
48,"10、EXT. NY NIGHTCLUB - 1975 - NIGHT | 14、INT. NY IMPROV, BACKSTAGE - 1975 - LATER THAT NIGHT | 28、INT. MAMA ROMA'S, KITCHEN - LATER THAT NIGHT",What does Andy state about the contents of his case when confronted by the thugs?,Andy states that his case only contains personal mementos from his homeland.,"When one of the thugs demands to know what's in his case, Andy insists it only holds personal mementos from his homeland.",Character Understanding,broad_coverage_event_chain
49,42、INT. JERRY'S DELI - NIGHT | 24、INT. SHAPIRO/WEST - DAY | 30、INT. ALPHA BETA SUPERMARKET - NIGHT,Why does Andy initially refuse to remove his apron in the delicatessen?,"Andy refuses to remove his apron because he prefers working at the restaurant over returning to the unstable entertainment industry, where jobs change unexpectedly and promises are broken.","Andy refuses, saying he would rather work at the restaurant than in the entertainment industry, where promises are broken and jobs change without warning.",Causal-Motivational Reasoning,broad_coverage_event_chain
50,"33、INT. TAXI SET, BACKSTAGE - DAY",What does Judd Hirsch state about the possibility of the show going on with the stand-in?,Judd Hirsch states that he is taking bets that the show will go on with the stand-in.,Judd Hirsch stands outside the dressing rooms and announces he's taking bets on whether the show will go on with the stand-in actor.,Character Understanding,broad_coverage_scene
51,42、INT. JERRY'S DELI - NIGHT | 24、INT. SHAPIRO/WEST - DAY | 30、INT. ALPHA BETA SUPERMARKET - NIGHT,Why does Andy refuse George's initial demand to remove his apron?,Andy refuses because he values the stability of working at the restaurant more than returning to the unpredictable entertainment industry.,"Andy says he would rather work at the restaurant than in the entertainment industry, where promises are broken and jobs change without warning.",Causal-Motivational Reasoning,broad_coverage_event_chain
52,"14、INT. NY IMPROV, BACKSTAGE - 1975 - LATER THAT NIGHT | 15、INT. SOHO HEALTH FOOD RESTAURANT - NIGHT | 30、INT. ALPHA BETA SUPERMARKET - NIGHT",Why does Andy drop the accent and react with excitement when reading George's business card?,"Andy drops the accent and reacts with excitement because he realizes George is Mr. Shapiro, someone he respects and likely hoped to meet, indicating the act was meant to impress him.","Andy reads the card, drops the accent, and exclaims with excitement that it’s an honor to meet Mr. Shapiro.",Causal-Motivational Reasoning,broad_coverage_event_chain
53,24、INT. SHAPIRO/WEST - DAY | 42、INT. JERRY'S DELI - NIGHT | 24、INT. SHAPIRO/WEST - DAY | 25、INT. ABC CONFERENCE ROOM - LA - DAY,Why did the network executives reject Andy Kaufman's demands for the sitcom role?,"The network executives rejected Andy Kaufman's demands because they refused to book unknown performers, particularly objecting to the requirement of guaranteeing two guest appearances for Tony Clifton, whom they did not know and considered an unknown.","The lead executive, Maynard Smith, declares that they do not book unknown performers, ending the discussion and rejecting the deal after George presents the condition requiring two guest appearances for Tony Clifton, whom the executives do not know.",Causal-Motivational Reasoning,broad_coverage_event_chain
54,113、INT. MID-SOUTH COLISEUM - NIGHT|123、INT. DAVID LETTERMAN SHOW - NIGHT,"How would you describe the state of Andy and Jerry Lawler's feud by the time they clash on the David Letterman show, compared to their earlier confrontation in Memphis?",from ongoing adversaries to ongoing adversarial relationship,"Earlier, the relationship between Andy and Jerry Lawler is marked by ongoing adversaries; later, it shifts to ongoing adversarial relationship.",Role-Relation Continuity,supplementary_cross_scene
55,"117、INT. MID-SOUTH COLISEUM, CORRIDOR - NIGHT|138、INT. LA IMPROV, SHOWROOM - NIGHT",How should his relationship with Andy be characterized?,from protective ally to ongoing adversaries,"Earlier, the relationship between Andy and Bob Zmuda is marked by protective ally; later, it shifts to ongoing adversaries.",Role-Relation Continuity,supplementary_cross_scene
56,"5、INT. KAUFMAN HOUSE, ANDY'S ROOM - 1957 - DAY|15、INT. SOHO HEALTH FOOD RESTAURANT - NIGHT|18、INT. MEDITATION INSTITUTE UNIVERSITY, CLASSROOM - DAY","Which character is Stanley's son, collaborates with George, and learns from Yogi as a mentor?",Andy,"Andy is in a son relationship with Stanley, is in a established partnership relationship with George, and is in a trusted student and teacher relationship with Yogi.",Role-Relation Continuity,supplementary_cross_scene
57,"40、EXT. SAN BERNARDINO, DOWNTOWN - DUSK",What does Mimi say about the sunset that Andy dismisses right before he proposes marriage?,Mimi points out the beauty of the sunset to Andy,"Mimi points up at the sky and says the sunset is really beautiful, noting how vibrant the colors are.",Narrative Progression,supplementary_cross_scene
58,24、INT. SHAPIRO/WEST - DAY|42、INT. JERRY'S DELI - NIGHT,What does Andy do in the deli that stalls the sitcom negotiations and forces George to confront him?,Andy refuses to remove apron and expresses frustration about restaurant work,"Andy, wearing an apron, cleans tables in a delicatessen and refuses George's demand to remove it, showing frustration with his job, which interrupts the flow from the sitcom offer.",Narrative Progression,supplementary_cross_scene
59,"4、INT. KAUFMAN HOUSE, HALLWAY - 1957 - DAY|5、INT. KAUFMAN HOUSE, ANDY'S ROOM - 1957 - DAY",What is Andy doing that prompts Stanley to confront him and leads to Andy's silent agreement?,Andy performs imaginary characters for the wall,"In Andy's room, he is happily performing as various imaginary characters for the wall, such as a British professor and dancing natives, when Stanley interrupts and reprimands him.",Narrative Progression,supplementary_cross_scene
60,"14、INT. NY IMPROV, BACKSTAGE - 1975 - LATER THAT NIGHT|24、INT. SHAPIRO/WEST - DAY|64、INT. TAXI SET - LATER THAT DAY","' who is the character revealed to be George Shapiro, often at odds with Andy, and who aids Tony Clifton?",George,"George is in a is the same person as relationship with George Shapiro, is in a ongoing adversaries relationship with Andy, and is in a coordinated allies relationship with Tony Clifton.",Role-Relation Continuity,supplementary_cross_scene
61,8、INT. NY NIGHTCLUB - 1975 - NIGHT,What does he do that prompts the manager to step in?,Andy packs up performance props after show,"After finishing his performance, Andy walks to the back of the stage and begins gathering his hand puppets, conga drums, and phonograph.",Narrative Progression,supplementary_cross_scene
