id,related_scenes,question,answer,related_context,question_type,question_source
17,41、INT. ED'S HOUSE/MIKE'S BEDROOM - NIGHT,What is Ed wearing when he enters the room?,Seaweed wrapping his entire body and head.,"Ed stands in the doorway, his entire body and head wrapped in SEAWEED.",Scene Grounding,broad_coverage_scene
18,36、INT. TRENDY HAIR SALON - NIGHT,What action is the HAIRDRESSER performing on Mike?,Cutting away and highlighting his long locks,A HAIRDRESSER cuts away and highlights Mike's long locks.,Scene Grounding,broad_coverage_scene
19,57、INT. FITCH SENIOR HIGH SCHOOL/PRINCIPAL'S OFFICE - DAY,Why does Ed think Mark is out of control?,"Because Mark exhibits behaviors like not eating vegetables, shaving his back, and wetting his bed.","Ed lists Mark's misbehaviors including not eating vegetables, shaving his back, and wetting his bed.",Causal-Motivational Reasoning,broad_coverage_scene
20,23、INT. ED'S HOUSE/FOYER - DAY,"In [23、INT. ED'S HOUSE/FOYER - DAY], What action does the Maid perform upon appearing?",She genuflects and mutters prayers in Spanish.,The LATINO MAID stands in the doorway genuflecting. ... muttering prayers in Spanish.,Character Understanding,broad_coverage_scene
21,36、INT. TRENDY HAIR SALON - NIGHT,What is depicted on the mirror?,"A picture of a YOUNG, POPULAR STAR torn from a teen mag","A picture of a YOUNG, POPULAR STAR torn from one of the teen mags hangs on the mirror.",Scene Grounding,broad_coverage_scene
22,34、INT. RESTAURANT/BAR - NIGHT,What specific drink does Ed order for Mike?,Shirley Temple with extra cherries,Get the boy a Shirley Temple. Extra cherries.,Scene Grounding,broad_coverage_scene
23,2、INT. FITCH SENIOR HIGH SCHOOL/GYM - CONTINUOUS,What does Coach Harvey say about Mike's potential?,"You have half the season I know you're capable of, you can play anywhere you want, Mike.","COACH HARVEY First game of the season and the scouts are already lining up. You have half the season I know you're capable of, you can play anywhere you want, Mike.",Character Understanding,broad_coverage_scene
24,21、INT. ED'S HOUSE - MORNING,"In [21、INT. ED'S HOUSE - MORNING], What is Mike's physical condition when he arrives?","Covered in mud, wearing a ripped, grimy suit","Mike, covered in MUD. His ripped, grimy suit now hangs off of him.",Character Understanding,broad_coverage_scene
25,18、INT. MIKE'S AUDI - NIGHT,"In [18、INT. MIKE'S AUDI - NIGHT], What action does Mike take after the thunder scares him?",He turns the wipers on high and slows the car.,Mike turns the wipers on high. Not much help. He slows the car to a crawl.,Character Understanding,broad_coverage_scene
26,20、EXT. ED'S HOUSE - NEXT MORNING | 22、INT. BATHROOM - DAY,What does Mike state about his key?,Mike states that he lost his key.,"He pushes the doorbell and calls out, 'Ed! Ed! I lost my key!'",Character Understanding,broad_coverage_event_chain
27,21、INT. ED'S HOUSE - MORNING | 22、INT. BATHROOM - DAY | 23、INT. ED'S HOUSE/FOYER - DAY,What does Ed state when the maid sees him and Mike wrestling?,Ed states that they are just friends.,"Ed quickly says, 'Maria, we're just friends. Really.'",Character Understanding,broad_coverage_event_chain
28,28、INT. AUDI - MOMENTS LATER | 44、INT. FITCH SENIOR HIGH SCHOOL/CAFETERIA - DAY | 33、INT. FITCH SENIOR HIGH SCHOOL/CAFETERIA - DAY,What does Maggie say to Stan after Mike walks away with ice cream dripping down his face?,Maggie says that what Stan did was not cool.,"After Mike walks away with ice cream dripping down his face, Maggie turns to Stan and says, 'That was so not cool.'",Character Understanding,broad_coverage_event_chain
29,20、EXT. ED'S HOUSE - NEXT MORNING | 23、INT. ED'S HOUSE/FOYER - DAY | 22、INT. BATHROOM - DAY,What does Mike state about his need to talk during the struggle with Ed?,Mike states that they need to talk and can work things out.,"Amid the chaos, Mike shouts, 'Calm down! We need to talk! We can work this out!'",Character Understanding,broad_coverage_event_chain
30,48、INT. MIKE'S HOUSE/LIVING ROOM - NIGHT | 17、EXT. MIKE'S HOUSE/BACKYARD - DAY | 49、EXT. MIKE'S HOUSE/BACKYARD - NIGHT,What does Scarlet state about her husband when Mike refers to him in the past tense?,Scarlet states that her husband is still alive.,"Scarlet pauses, then quietly clarifies that her husband is still alive.",Character Understanding,broad_coverage_event_chain
31,18、INT. MIKE'S AUDI - NIGHT | 19、EXT. ROAD - NIGHT | 22、INT. BATHROOM - DAY | 29、INT. ED'S HOUSE/KITCHEN - NIGHT,What does Mike state about the janitor when Ed asks if he found him?,Mike states that the janitor doesn’t exist and that nothing makes sense.,Mike says the janitor doesn’t exist and nothing makes sense.,Character Understanding,broad_coverage_event_chain
32,33、INT. FITCH SENIOR HIGH SCHOOL/CAFETERIA - DAY | 16、EXT. SAN FERNANDO VALLEY/MIKE'S HOUSE - NIGHT | 15、INT. CHEESECAKE FACTORY - NIGHT,What does Mike state about Maggie's acceptance to Georgetown?,"Mike states that Maggie's acceptance to Georgetown is fantastic and a huge deal, and he expresses pride in her achievement.","Mike reacts with enthusiasm, calling it fantastic and saying he’s proud of her. Maggie tries to downplay it, saying it’s no big deal, but Mike insists it’s a huge deal and praises her for getting into a great university.",Character Understanding,broad_coverage_event_chain
33,10、INT. WYATT PHARMACEUTICALS/CONFERENCE ROOM - MORNING | 15、INT. CHEESECAKE FACTORY - NIGHT,What does Mike state about his current status regarding the promotion when asked by Alex?,Mike states that he is still waiting to hear about the promotion.,Mike says he’s still waiting to hear.,Character Understanding,broad_coverage_event_chain
34,16、EXT. SAN FERNANDO VALLEY/MIKE'S HOUSE - NIGHT,Why does Maggie respond sarcastically to Mike's barbecue invitation?,Maggie responds sarcastically because she is upset about seeing Mike only once a week for a short time.,"Alex explains that they only see Mike once a week for a couple of hours, indicating the limited time they spend with him, which contributes to Maggie's frustration.",Causal-Motivational Reasoning,broad_coverage_scene
35,24、EXT. ED'S HOUSE/BACKYARD - LATER | 26、INT. FITCH SENIOR HIGH SCHOOL/HALL - DAY | 14、INT. FITCH SENIOR HIGH SCHOOL/HALL - DUSK | 15、INT. CHEESECAKE FACTORY - NIGHT | 16、EXT. SAN FERNANDO VALLEY/MIKE'S HOUSE - NIGHT,What does Mike say about the kind of stress Maggie is experiencing?,Mike says that the stress Maggie is experiencing is not real stress compared to what she will face in the real world with bad jobs and condescending bosses.,"Mike tells her that’s not real stress, not compared to what she’ll face in the real world with bad jobs and condescending bosses.",Character Understanding,broad_coverage_event_chain
36,3、INT. FITCH SENIOR HIGH SCHOOL/GYM - NIGHT | 49、EXT. MIKE'S HOUSE/BACKYARD - NIGHT,What does Scarlet state about her current situation when Mike asks if everything is okay?,Scarlet states that everything is totally copacetic.,She forces a nervous smile and says everything’s totally copacetic when Mike asks if everything’s okay.,Character Understanding,broad_coverage_event_chain
37,29、INT. ED'S HOUSE/KITCHEN - NIGHT | 31、INT. PRINCIPAL'S OFFICE - DAY | 32、INT. FITCH SENIOR HIGH SCHOOL/CALCULUS CLASS - DAY | 33、INT. FITCH SENIOR HIGH SCHOOL/CAFETERIA - DAY,What does Ed state about returning to Fitch High?,Ed states that he will never go back to Fitch High.,"Ed insists he won’t be drawn back in, especially not to Fitch High, and says he’ll never go back there.",Character Understanding,broad_coverage_event_chain
38,47、EXT. MIKE'S HOUSE - NIGHT | 49、EXT. MIKE'S HOUSE/BACKYARD - NIGHT,What does Scarlet state about Alex's return time?,Scarlet states that Alex must be home by 10:30.,"Scarlet calls out, reminding him to be home by 10:30, and Alex acknowledges her.",Character Understanding,broad_coverage_event_chain
39,17、EXT. MIKE'S HOUSE/BACKYARD - DAY | 16、EXT. SAN FERNANDO VALLEY/MIKE'S HOUSE - NIGHT | 15、INT. CHEESECAKE FACTORY - NIGHT,What does Mike state about Maggie's acceptance to Georgetown?,Mike states that Maggie's acceptance to Georgetown is fantastic and that he is proud of her.,"Mike reacts with enthusiasm, calling it fantastic and saying he’s proud of her.",Character Understanding,broad_coverage_event_chain
40,18、INT. MIKE'S AUDI - NIGHT | 19、EXT. ROAD - NIGHT,What happens to Mike after he leans over the railing during the thunderstorm?,Mike falls into the glowing river after the railing breaks under his weight.,"Suddenly, the railing cracks and gives way beneath his weight. He loses his balance and plunges headfirst into the river, disappearing beneath the glowing surface with a heavy splash.",Temporal Reasoning,broad_coverage_event_chain
41,8、INT. ED'S HOUSE/LIVING ROOM - MORNING|89、INT. UPSCALE RESTAURANT/DINING ROOM - NIGHT|103、EXT. ED'S HOUSE/BACKYARD - NIGHT,"Who is the character that gets along well with Mike, has ongoing conflicts with Julie, and is Mark's father?",Ed Freedman,"Ed Freedman is in a trusted acquaintances relationship with Mike, is in a ongoing adversarial tension relationship with Julie, and is in a father relationship with Mark.",Role-Relation Continuity,supplementary_cross_scene
42,103、EXT. ED'S HOUSE/BACKYARD - NIGHT|110、INT. LOS ANGELES COURT HOUSE/COURTROOM - DAY,' how should Mike's relationship with Scarlet be characterized after the courtroom scene compared to when he insisted he was her husband?,from husband to romantic connection,"Earlier, the relationship between Mike and Scarlet is marked by husband; later, it shifts to romantic connection.",Role-Relation Continuity,supplementary_cross_scene
43,3、INT. FITCH SENIOR HIGH SCHOOL/GYM - NIGHT|14、INT. FITCH SENIOR HIGH SCHOOL/HALL - DUSK|15、INT. CHEESECAKE FACTORY - NIGHT,Which character is Scarlet's romantic partner and the father of Maggie and Alex?,Mike,"Mike is in a romantic partners relationship with Scarlet, is in a father relationship with Maggie, and is in a father and son relationship with Alex.",Role-Relation Continuity,supplementary_cross_scene
44,21、INT. ED'S HOUSE - MORNING|22、INT. BATHROOM - DAY|23、INT. ED'S HOUSE/FOYER - DAY,What does Ed do in a panic when Mike tracks him down in the bathroom after the door incident?,Ed cowers in fear and brandishes oversized loofah,"ANGLE ON Ed cowering against the back wall, brandishing an over-sized loofah.",Narrative Progression,supplementary_cross_scene
45,21、INT. ED'S HOUSE - MORNING|22、INT. BATHROOM - DAY|23、INT. ED'S HOUSE/FOYER - DAY,What does Ed do when Mike confronts him in the bathroom that escalates their conflict into a physical fight?,Ed cowers in fear and brandishes oversized loofah,"ANGLE ON Ed cowering against the back wall, brandishing an over-sized loofah; The door slowly swings open.",Narrative Progression,supplementary_cross_scene
46,21、INT. ED'S HOUSE - MORNING|22、INT. BATHROOM - DAY,Which leads to Ed kneeing him and fleeing?,"Mike tears off his suit jacket, shirt, and pants in distress","From episode unit 2: Mike frantically tears his suit jacket and shirt off, revealing a hairless chest; He yanks down his pants and peers into his boxers, visibly shaken, while.",Narrative Progression,supplementary_cross_scene
47,3、INT. FITCH SENIOR HIGH SCHOOL/GYM - NIGHT|4、INT. FITCH SENIOR HIGH SCHOOL/TUNNEL - NIGHT,What decisive moment leads Mike to pursue Scarlet instead of playing in the basketball game?,Mike abandons jump ball to pursue Scarlet after seeing her upset,"As the referee prepares for the jump ball, Mike notices Scarlet in the stands, visibly upset, heading for the exit; He turns away from center court and walks off to follow her.",Narrative Progression,supplementary_cross_scene
