id,related_scenes,question,answer,related_context,question_type,question_source
20,24、INT. HOTEL ROOM - NIGHT - LATER,"In [24、INT. HOTEL ROOM - NIGHT - LATER], What does Chuck's behavior indicate about his preparedness?",He is prepared for anything,The guy is prepared for anything.,Character Understanding,broad_coverage_scene
21,45、INT. HALLWAY - NIGHT | 46、INT. XEROX ROOM,What does Chuck state about his experience in Russia?,"Chuck states that he thought he had done a good job, but it all fell apart and it was as if he might as well have gone sailing.","He stops working, his hands stained with toner, and says he thought he’d done a good job, but it all fell apart—like he might as well have gone sailing.",Character Understanding,broad_coverage_event_chain
22,36、INT. MD-11 - NIGHT | 21、EXT. ST. PETERSBURG - DAY - MOMENTS LATER | 31、EXT. CHARLES DE GAULLE AIRPORT - DAY,What does Chuck do immediately after waking up?,Chuck removes his mask and takes out the earplugs from his ears.,"Chuck stirs, pulls off his mask, and removes the earplugs from his ears.",Temporal Reasoning,broad_coverage_event_chain
23,44、INT. LAB - NIGHT | 45、INT. HALLWAY - NIGHT | 46、INT. XEROX ROOM,What does Chuck state about his experience in Russia?,"Chuck states that he thought he had done a good job, but it all fell apart and it was as if he might as well have gone sailing.","He stops working, his hands stained with toner, and says he thought he’d done a good job, but it all fell apart—like he might as well have gone sailing.",Character Understanding,broad_coverage_event_chain
24,34、INT. MD-11 - NIGHT | 36、INT. MD-11 - NIGHT | 21、EXT. ST. PETERSBURG - DAY - MOMENTS LATER | 31、EXT. CHARLES DE GAULLE AIRPORT - DAY,Why did Chuck and Stan remain still and quiet after taking the Valium and putting on their headphones?,They remained still and quiet because they were resting and relaxing under the effects of the Valium while listening to music.,"Chuck swallowed two Valium pills and put on headphones with an eye mask, Stan listened to the Rolling Stones with his eyes closed, and the two sat in silence with only the slow rise and fall of their breathing indicating movement.",Causal-Motivational Reasoning,broad_coverage_event_chain
25,46、INT. XEROX ROOM | 47、INT. KELLY'S OFFICE - MOMENTS LATER,What does Kelly state about the environment on the deck of the ketch in her fantasy?,Kelly states that the air is soft and the water is clear on the deck of the ketch in her fantasy.,"She describes being on the deck of a ketch, the air soft, the water clear.",Character Understanding,broad_coverage_event_chain
26,25、INT. FEDEX OFFICES - ST. PETERSBURG - SERIES OF SHOTS | 26、INT. FEDEX WAREHOUSE - ST. PETERSBURG - WEEK LATER | 30、INT. FEDEX OFFICES - ST. PETERSBURG - MINUTES LATER,What does Lev say about the strength of fingers when working together?,"Lev says that one finger is weak, but all fingers working together are strong.","Lev holds up his own hand and says, 'One finger, weak. All fingers working together, strong.'",Character Understanding,broad_coverage_event_chain
27,29、INT. FEDEX OFFICES - ST. PETERSBURG - MINUTES LATER | 30、INT. FEDEX OFFICES - ST. PETERSBURG - MINUTES LATER,What does Lev state about the strength of fingers working together?,"Lev states that all fingers working together are strong, while one finger alone is weak.","Lev raises his hand just before Chuck does, showing all fingers together. 'One finger, weak. All fingers working together, strong,' Lev says.",Character Understanding,broad_coverage_event_chain
28,17、INT. FEDEX OFFICES - MANILA - DAY - MOMENTS LATER | 21、EXT. ST. PETERSBURG - DAY - MOMENTS LATER | 25、INT. FEDEX OFFICES - ST. PETERSBURG - SERIES OF SHOTS,When does Chuck plan to catch the sweep after learning the item has arrived?,Chuck plans to catch the sweep that night after learning the item has arrived.,"He pauses, glances at his watch, and says he will catch the sweep that night.",Temporal Reasoning,broad_coverage_event_chain
29,39、INT. CHUCK'S HOUSE - MOMENTS LATER,What does Chuck express to the fish after removing them from the tank?,Chuck expresses that he is sorry.,"As he removes the dead fish from the tank, Chuck speaks quietly and says he is sorry, repeating it with a low voice.",Character Understanding,broad_coverage_scene
30,41、INT. CHUCK'S HOUSE - LATER | 44、INT. LAB - NIGHT | 46、INT. XEROX ROOM | 47、INT. KELLY'S OFFICE - MOMENTS LATER,What does Kelly state about the condition of the Xerox machine?,Kelly states that the machine is jammed and that her last chapter is inside it.,"She gestures toward the Xerox and says, 'My last chapter’s in there, and it’s jammed.'",Character Understanding,broad_coverage_event_chain
31,24、INT. HOTEL ROOM - NIGHT - LATER | 17、INT. FEDEX OFFICES - MANILA - DAY - MOMENTS LATER | 49、EXT. FEDEX OFFICES - NEXT MORNING,When does Chuck plan to catch the sweep after learning the item has arrived?,Chuck plans to catch the sweep that night.,"He pauses, glances at his watch, and says he will catch the sweep that night.",Temporal Reasoning,broad_coverage_event_chain
32,44、INT. LAB - NIGHT | 46、INT. XEROX ROOM,What does Chuck state about his experience in Russia?,"Chuck states that he thought he had done a good job, but it all fell apart and it was as if he might as well have gone sailing.","He stops working, his hands stained with toner, and says he thought he’d done a good job, but it all fell apart—like he might as well have gone sailing.",Character Understanding,broad_coverage_event_chain
33,26、INT. FEDEX WAREHOUSE - ST. PETERSBURG - WEEK LATER | 30、INT. FEDEX OFFICES - ST. PETERSBURG - MINUTES LATER,What does Chuck state about the team after the truck departs?,"Chuck states that the team did a great job and emphasizes the importance of working together, saying they are like a hand.","Chuck says, 'Great job, everyone,' and 'Remember, work together. We are like a hand.'",Character Understanding,broad_coverage_event_chain
34,24、INT. HOTEL ROOM - NIGHT - LATER | 17、INT. FEDEX OFFICES - MANILA - DAY - MOMENTS LATER,When does Chuck decide to catch the sweep after learning the item has arrived?,Chuck decides to catch the sweep that night.,"Chuck pauses, glances at his watch, and says he will catch the sweep that night.",Temporal Reasoning,broad_coverage_event_chain
35,24、INT. HOTEL ROOM - NIGHT - LATER | 17、INT. FEDEX OFFICES - MANILA - DAY - MOMENTS LATER | 21、EXT. ST. PETERSBURG - DAY - MOMENTS LATER | 25、INT. FEDEX OFFICES - ST. PETERSBURG - SERIES OF SHOTS,When did Chuck notice the graffiti on the nearby walls?,Chuck noticed the graffiti on the nearby walls after the FedEx truck pulled out from the FedEx office.,"As the truck moves away, Chuck looks around and notices the graffiti covering the nearby walls.",Temporal Reasoning,broad_coverage_event_chain
36,20、INT. FEDEX OFFICES - DAY|32、INT. MD-11 - MOMENTS LATER|34、INT. MD-11 - NIGHT,"' which character's professional and personal life is marked by a close partnership with Aleksei, tension with Stan, and marriage to Kelly Frears?",Chuck Noland,"Chuck Noland is in a trusted colleagues relationship with Aleksei, is in a ongoing conflict relationship with Stan, and is in a is married to relationship with Kelly Frears.",Role-Relation Continuity,supplementary_cross_scene
37,125、EXT. BEACH - SUNSET|371、INT. FEDEX PLANE - NIGHT,"How should the relationship between Chuck Noland and Al be characterized in 'Cast Away,' from the time he is stranded to after his rescue?",from trusted companions to trusted colleagues,"Earlier, the relationship between Chuck Noland and Al is marked by trusted companions; later, it shifts to trusted colleagues.",Role-Relation Continuity,supplementary_cross_scene
38,44、INT. LAB - NIGHT|46、INT. XEROX ROOM,What does Kelly tell Chuck about the Xerox machine that leads him to try and fix it?,Kelly reveals her manuscript is stuck in the Xerox machine,"In the Xerox room scene, Kelly exclaims that her last chapter is stuck in the machine, which prompts Chuck to inspect and attempt to clear the jam.",Narrative Progression,supplementary_cross_scene
39,46、INT. XEROX ROOM|47、INT. KELLY'S OFFICE - MOMENTS LATER,What does Kelly do right before she starts cleaning the toner off Chuck's fingers in her office?,She closes the cubicle door and retrieves paper towels from the desk,"From the scene in Kelly's office: 'She closes it, takes some paper towels out of the desk, wipes his fingers; '.",Narrative Progression,supplementary_cross_scene
40,232、EXT. RAFT - DAY|238、EXT. OCEAN - DAY|531、EXT. RAFT - NIGHT,Which character represents Chuck's inner critic that confides in Wilson and battles his more hopeful side?,Badchuck,"Badchuck is in a ongoing internal conflict relationship with Goodchuck, is in a trusted confidants relationship with Wilson, and is in a internal adversary relationship with Chuck Noland.",Role-Relation Continuity,supplementary_cross_scene
