id,related_scenes,question,answer,related_context,question_type,question_source
12,27、INT. SECOND IRAQI BUNKER - DAY,When does the Iraqi soldier run back?,After seeing Archie coming,"An IRAQI SOLDIER steps into the corridor at the far end, sees Archie coming, looks terrified, and runs back",Temporal Reasoning,broad_coverage_scene
13,43、INT./EXT. HUMVEE,How does Archie appear?,In pain,Archie is in pain,Scene Grounding,broad_coverage_scene
14,27、INT. SECOND IRAQI BUNKER - DAY,When does Archie kick the door open?,After Doc cuffs the Iraqi soldier,"Doc comes third, slamming the Iraqi face down and cuffing him. Archie kicks a door open and goes in, followed by Troy",Temporal Reasoning,broad_coverage_scene
15,42、EXT. BUNKER NUMBER TWO - DAY,When does Archie get out of the Humvee?,After the Shiite Woman is shot,"Archie gets out of the Humvee and slams the door, walks slowly toward the Iraqi soldiers",Temporal Reasoning,broad_coverage_scene
16,15、INT. BUNKER - DAY,"In [15、INT. BUNKER - DAY], What is the emotional state of the Iraqi soldiers?",Disoriented and scared,look disoriented and scared,Character Understanding,broad_coverage_scene
17,20、INT - THE CAB OF THE TANKER TRUCK,"In [20、INT - THE CAB OF THE TANKER TRUCK], What is the age and physical condition of the boy held by the Shiite woman?",A 7-year-old with a bandage around his chest,She holds a SHIRTLESS BOY of 7 with a bandage around his entire chest.,Character Understanding,broad_coverage_scene
18,60、INT. BUNKER - CRUDE CEMENT BATHROOM - DAY,"In [60、INT. BUNKER - CRUDE CEMENT BATHROOM - DAY], Where is Troy thrown onto the floor?",a cluttered cement bathroom with two crude toilets,Troy is thrown onto the floor of a cluttered cement bathroom with two crude toilets.,Scene Grounding,broad_coverage_scene
19,31、INT. BUNKER NUMBER TWO - DAY,What does the Interrogator claim about Saddam's priorities?,Saddam worries more about the Shiite than the gold.,INTERROGATOR Saddam worries more about the Shiite than the gold.,Character Understanding,broad_coverage_scene
20,1、EXT. IRAQI DESERT - DAY,"In [1、EXT. IRAQI DESERT - DAY], What is on Troy's helmet?",A photo-button with a photo of a newborn baby,On his helmet is a photo-button with a photo of a newborn baby.,Scene Grounding,broad_coverage_scene
21,43、INT./EXT. HUMVEE,What is Doc doing to Archie's wound?,Pours disinfectant over the gunshot wound and wraps it,"Doc pours disinfectant over Archie's gunshot wound in his lower left arm, and wraps it",Scene Grounding,broad_coverage_scene
22,8、INT. CAPTAIN'S TENT - DAY,What does Doc unfold next to the rumpled ass map?,An aerial-photo map of the Iraqi desert,"Doc unfolds a big aerial-photo map of the Iraqi desert, next to the rumpled ass map.",Scene Grounding,broad_coverage_scene
23,48、INT. SHIITE BUILDING - DAY,When does the ceiling collapse?,While the family is praying.,"A SHIITE MOTHER, FATHER, AND TWO CHILDREN pray at a crude table when the ceiling collapses.",Temporal Reasoning,broad_coverage_scene
24,50、EXT. DESERT - DAY,How do the Shiites react when the rocket explodes above the Humvee?,"Half hunch down, bracing for explosion while the other half crane their necks, looking up","REAR OF HUMVEE, SLOW MOTION: half the Shiites hunch down, bracing for an explosion while the other half crane their necks, looking straight up into the sky.",Scene Grounding,broad_coverage_scene
25,"28、INT. INNER ROOM, SECOND IRAQI BUNKER - DAY | 35、INT. BUNKER BASEMENT - LATER",Why does Archie decide to use a friend in the French Special Forces to transport the stolen gold?,"Archie decides to use a friend in the French Special Forces because the friend can hide the gold in oil-filled barrels and bury them, allowing for a covert extraction that avoids immediate detection.","Archie explains he has a friend in the French Special Forces who will hide the gold in oil-filled barrels and bury them. In a few weeks, the friend will drive the shipment to Yanbu, a port in Saudi Arabia.",Causal-Motivational Reasoning,broad_coverage_event_chain
26,1、EXT. IRAQI DESERT - DAY | 5、EXT. IRAQI DESERT - DAY,What does Troy Barlow state to the Iraqi soldiers who are pleading for mercy?,Troy Barlow tells them they won’t be hurt.,Troy tells them they won’t be hurt.,Character Understanding,broad_coverage_event_chain
27,27、INT. SECOND IRAQI BUNKER - DAY | 26、EXT. ANOTHER VILLAGE OUTSIDE KARBALA - DAY | 17、INT. STAIRWELL - BUNKER | 20、INT - THE CAB OF THE TANKER TRUCK,What does Archie state about the United States Marine Corps during the approach to the bunker?,Archie states that they are the United States Marine Corps and orders the soldiers to put their weapons down.,"Archie Gates uses a megaphone to announce, 'United States Marine Corps. Put your weapons down.'",Character Understanding,broad_coverage_event_chain
28,30、EXT. FRONT OF BUNKER TWO - DAY | 26、EXT. ANOTHER VILLAGE OUTSIDE KARBALA - DAY | 17、INT. STAIRWELL - BUNKER | 20、INT - THE CAB OF THE TANKER TRUCK,What does the Iraqi sergeant state about the prisoner when confronted by Vig?,The prisoner should stay and not be harmed.,"The sergeant stands his ground and speaks in Arabic, saying, 'Prisoner stay. Gabar matan.'",Character Understanding,broad_coverage_event_chain
29,40、EXT. BUNKER NUMBER TWO - DAY | 42、EXT. BUNKER NUMBER TWO - DAY | 29、INT. INNER ROOM - DAY,Why did Archie point his pistol at the Captain's face?,Archie pointed his pistol at the Captain's face to force them to take him to the basement.,"Archie turned, walked back into the main room, and pointed his pistol directly at the Captain's face. 'Take us to the basement,' he said.",Causal-Motivational Reasoning,broad_coverage_event_chain
30,35、INT. BUNKER BASEMENT - LATER | 6、INT. TELEVISION TRUCK - DAY,When do the military police arrest Archie Gates?,The military police arrest Archie Gates immediately after he finishes an encounter with Cathy Daitch and while she is still in the truck adjusting her clothes.,"Archie Gates lies on the floor catching his breath after an intense encounter with Cathy Daitch, who stands nearby adjusting her clothes. As she asks about a lead on the gold, the door to the truck slams open. Two military police officers rush in, grab Archie while his pants are still around his ankles, and drag him out.",Temporal Reasoning,broad_coverage_event_chain
31,26、EXT. ANOTHER VILLAGE OUTSIDE KARBALA - DAY | 32、EXT. BUNKER - DAY,What does Vig state when he sees the Iraqi soldiers attacking the Shiite civilians?,Vig states that the United States Military is present.,"Vig, watching in horror, grabs the megaphone and announces the presence of the United States Military.",Character Understanding,broad_coverage_event_chain
32,"28、INT. INNER ROOM, SECOND IRAQI BUNKER - DAY | 35、INT. BUNKER BASEMENT - LATER",When does Archie explain the plan for smuggling the gold out of the country?,Archie explains the plan for smuggling the gold after Troy and Doc finish placing gold bars into the bags and express concern about the shipping plan.,"After Troy and Doc finish placing five gold bars into each bag, they press Archie for details about the shipping plan, and Archie then explains the route involving a friend in the French Special Forces, oil-filled barrels, and a series of transfers to eventually reach Baltimore.",Temporal Reasoning,broad_coverage_event_chain
33,40、EXT. BUNKER NUMBER TWO - DAY | 42、EXT. BUNKER NUMBER TWO - DAY,What does Archie state when he approaches the group during the attack on the man protecting the injured girl?,Archie demands that the violence stop.,"Archie approaches the group and demands the violence stop, but the soldier continues his attack.",Character Understanding,broad_coverage_event_chain
34,2、EXT. IRAQI DESERT - DAY (PRESENT) | 13、EXT. DESERT - LATER | 22、EXT. DESERT - DAY,"How does Archie describe the effects of a bullet wound and a tension pneumothorax, and what visual elements accompany his explanation?","Archie explains that a bullet creates a cavity of dead flesh that fills with bile and bacteria, similar to a septic tank, and describes tension pneumothorax as a condition where a small hole in the lung allows air to leak into the chest cavity with each breath, gradually compressing the organs and killing the person one breath at a time. His explanation is accompanied by a slow-motion visual of a bullet piercing muscle, the wound pulsing and filling with fluid.","Archie compares a bullet wound to a septic tank, describing how it tears through tissue, creating a cavity of dead flesh that fills with bile and bacteria. He then describes tension pneumothorax as a small hole in the lung letting air leak into the chest cavity with each breath, slowly compressing the organs. For a moment, the image shifts: in slow motion, a bullet pierces muscle, the wound pulsing and filling with fluid.",Scene Grounding,broad_coverage_event_chain
35,30、EXT. FRONT OF BUNKER TWO - DAY | 16、EXT. BUNKER - DAY,Why did the free Shiites attack the unarmed Iraqi sergeant?,The free Shiites attacked the unarmed Iraqi sergeant because he tried to stop the bound Shiite prisoners from moving away from the bunker by shoving them back.,"The bound Shiite prisoners started moving away from the bunker. The unarmed Iraqi sergeant ran after them, shoving them back. Free Shiites responded by hurling rocks and swinging clubs at the sergeant, striking him as chaos erupted.",Causal-Motivational Reasoning,broad_coverage_event_chain
36,33、INT. BASEMENT | 27、INT. SECOND IRAQI BUNKER - DAY | 26、EXT. ANOTHER VILLAGE OUTSIDE KARBALA - DAY | 32、EXT. BUNKER - DAY,What does Vig state when he takes the megaphone during the confrontation?,Vig announces the presence of the United States Military.,"Vig, watching in horror, grabs the megaphone and announces the presence of the United States Military.",Character Understanding,broad_coverage_event_chain
37,"28、INT. INNER ROOM, SECOND IRAQI BUNKER - DAY",What does Archie state about hitting someone with a pistol?,Archie states that one should never hit anyone with a pistol.,"He turns to Doc and says, 'Never hit anyone with your pistol, Doc.'",Character Understanding,broad_coverage_scene
38,31、INT. BUNKER NUMBER TWO - DAY | 20、INT - THE CAB OF THE TANKER TRUCK,What does the Iraqi Captain state about Saddam's intended action toward Archie?,The Iraqi Captain states that Saddam will have Archie executed.,"The Iraqi Captain shouts that Saddam will have him executed, blaming Archie.",Character Understanding,broad_coverage_event_chain
39,3、EXT. IRAQI DESERT ROAD - AMERICAN SOLDIERS IN COMBAT GEAR | 6、INT. TELEVISION TRUCK - DAY,What does Archie Gates state about Bill Smithson's story?,Archie Gates states that Bill Smithson only has the celebration story.,"When Cathy Daitch asks what Bill has, Archie replies, 'Just the celebration story,' and confirms again, 'That's it.'",Character Understanding,broad_coverage_event_chain
40,117、EXT. BUNKER|132、EXT. DESERT - DAY,"How should the relationship between Troy Conrad and Imam be characterized by the desert scene, given their interaction in the bunker?",from mutual trust to trusted companions,"Earlier, the relationship between Troy Conrad and Imam is marked by mutual trust; later, it shifts to trusted companions.",Role-Relation Continuity,supplementary_cross_scene
41,11、EXT. DESERT - MOVING HUMVEE - MORNING|13、EXT. DESERT - LATER,How would you describe where things stand between Troy and Vig?,from tense and adversarial to trusted team members,"Earlier, the relationship between Troy Conrad and Conrad Vig is marked by tense and adversarial; later, it shifts to trusted team members.",Role-Relation Continuity,supplementary_cross_scene
42,4、INT. LARGE ARMY TENT - NIGHT|8、INT. CAPTAIN'S TENT - DAY|13、EXT. DESERT - LATER,"Which character is at odds with Captain Van Meter, conspires with Doc on a secret plan, and shares a trusted bond with Conrad Vig?",Troy Conrad,"Troy Conrad is in a command-level conflict relationship with Captain Van Meter, is in a co-conspirators in plan relationship with Doc, and is in a trusted team members relationship with Conrad Vig.",Role-Relation Continuity,supplementary_cross_scene
43,2、EXT. IRAQI DESERT - DAY (PRESENT)|13、EXT. DESERT - LATER|22、EXT. DESERT - DAY,What specific action by Archie interrupts the soldiers' debate over the dead Iraqi and redirects them to exit the Humvee?,Archie disarms Vig and confiscates ammunition,"In the support package, Episode unit 2 lists 'Archie disarms Vig and confiscates ammunition' as a related event that occurs after the debate in Episode unit 1 and before the exit.",Narrative Progression,supplementary_cross_scene
44,23、EXT. MARSH,What does Walter do to show his confusion about this shift?,Walter expresses confusion about shifting focus from the gold story,"In the marsh scene, as Bill Smithson decides to change the story priority, Walter expresses confusion about abandoning the gold story.",Narrative Progression,supplementary_cross_scene
45,"28、INT. INNER ROOM, SECOND IRAQI BUNKER - DAY|35、INT. BUNKER BASEMENT - LATER",What bribe attempt by the Iraqi Captain right after the room is secured interrupts their operation and leads to Archie's indecisive pacing later?,Iraqi Captain offers a cuisinart to Archie as a gift,"After the room is secured, the Iraqi Captain offers Archie a cuisinart as a gift, which Archie refuses, as part of the interrogation scene.",Narrative Progression,supplementary_cross_scene
46,"18、INT. BASEMENT OF BUNKER - DAY|28、INT. INNER ROOM, SECOND IRAQI BUNKER - DAY",What do Archie and Troy do with their weapons as they burst into the bunker room after breaking down the door?,Archie and Troy enter the room with guns drawn,"Archie and Troy burst into the room, guns drawn, shouting for everyone to freeze.",Narrative Progression,supplementary_cross_scene
47,8、INT. CAPTAIN'S TENT - DAY|54、EXT. DESERT - NEAR ARCHIE AND DOC|73、EXT. DESERT - LATER,"Which character is commanded by Archie Gates, physically fights with Conrad Vig, and cooperates with Imam?",Doc,"Doc is in a participates under command relationship with Archie Gates, is in a engaged in physical conflict relationship with Conrad Vig, and is in a cooperating with relationship with Imam.",Role-Relation Continuity,supplementary_cross_scene
