id,related_scenes,question,answer,related_context,question_type,question_source
18,28、INT. NUMBER 10. DAY.,What causes Malcolm's frustration with the news?,Learning about colleagues via news unless they've died.,"I don't like finding out about people I work with via the news, unless they've died.",Causal-Motivational Reasoning,broad_coverage_scene
19,7、INT. DFI OPEN PLAN OFFICE. DAY.,"In [7、INT. DFI OPEN PLAN OFFICE. DAY.], What does Simon believe about his ability to handle the funny question?",He believes he is a funny guy with a light touch.,I'm a funny guy. With a light touch.,Character Understanding,broad_coverage_scene
20,63、EXT. ALBERT EMBANKMENT - DAY,"In [63、EXT. ALBERT EMBANKMENT - DAY], What is Malcolm's emotional state during the conversation?","Angry, as shown by expletives and threats",MALCOLM's use of 'fucking' and threats about Judy losing her job,Character Understanding,broad_coverage_scene
21,18、INT. FOREIGN OFFICE BALLROOM - DAY,"In [18、INT. FOREIGN OFFICE BALLROOM - DAY], What is Simon's emotional state at the beginning of the scene?",Annoyed,"Simon is annoyed, leading Judy and Toby out of the room",Character Understanding,broad_coverage_scene
22,56、INT. WASHINGTON HOTEL - EVENING,"In [56、INT. WASHINGTON HOTEL - EVENING], What emotional state does Malcolm express in his dialogue?",He is under enormous pressure.,We are under enormous pressure Simon.,Character Understanding,broad_coverage_scene
23,2、INT. NUMBER TEN CORRIDOR/MALCOLM'S OFFICE - MORNING,Why did the civil servant give Malcolm the CD?,For monitoring purposes.,Monitoring. All the usual.,Causal-Motivational Reasoning,broad_coverage_scene
24,5、INT. MALCOLM'S OFFICE. DAY.,"In [5、INT. MALCOLM'S OFFICE. DAY.], What behavior does Malcolm exhibit towards Simon?","Aggressive, threatening to pull his hair.","I'm going to have to go over to International Development, and pull Simon Foster's fucking hair.",Character Understanding,broad_coverage_scene
25,27、INT. CAR DRIVING THRU WESTMINSTER. DAY.,Why is Simon upset about not nailing the line?,Judy's warning failed to prevent Simon's mistake.,"JUDY I did try to warn you. SIMON You did try to warn me but you didn't actually stop me, did you?",Causal-Motivational Reasoning,broad_coverage_scene
26,28、INT. NUMBER 10. DAY.,Why does Malcolm demand Simon to come over?,To address issues discovered through news coverage.,"Simon. I don't like finding out about people I work with via the news, unless they've died. Get over here now so we can address at least one of those issues.",Causal-Motivational Reasoning,broad_coverage_scene
27,21、INT. FOREIGN OFFICE LOBBY - DAY,What action does Liza take when examining Karen's mouth?,She stares into Karen's mouth and points out a specific tooth.,"Liza stares into Karen's mouth. Well, I think that one, that one's always been there, right?",Scene Grounding,broad_coverage_scene
28,54、INT. BLACK CAT INDIE CLUB - NIGHT,"In [54、INT. BLACK CAT INDIE CLUB - NIGHT], What is Toby's physical condition as described?",He is physically rejuvenated by alcohol and doesn't need sleep.,"TOBY: 'I no longer need sleep, but am physically rejuvenated by alcohol!'",Character Understanding,broad_coverage_scene
29,32、INT. SIMON'S OFFICE/BOX ROOM - DAY | 18、INT. FOREIGN OFFICE BALLROOM - DAY,Why does Simon decide to form a new team without Judy?,"Simon decides to form a new team without Judy because he feels disrespected by her behavior, particularly her laughter and dismissive attitude, which leads him to exclude her from his plans.","Simon watches Judy laughing on the phone and closes the blinds without responding to him, which annoys him. He then suggests moving to another room and tells Toby he’s thinking of forming a team for the US without Judy, mocking her dismissive tone and agreeing with Toby that she is negative.",Causal-Motivational Reasoning,broad_coverage_event_chain
30,112、INT. UN CORRIDOR - DAY | 113、INT. LINTON'S UN OFFICE - DAY | 114、INT. UN - DAY,Why did Malcolm confront Linton about the blue folder?,Malcolm confronted Linton because he believed Linton owed him an apology for doubting his team's ability to obtain the intelligence contained in the folder.,"Malcolm holds up the blue folder and says the intelligence his team couldn't find is inside, adding that Linton owes him a massive, grovelling apology.",Causal-Motivational Reasoning,broad_coverage_event_chain
31,19、INT. FOREIGN OFFICE LOBBY - DAY | 30、INT. STATE DEPARTMENT - DAY,Why does Liza attempt to delay the distribution of her paper?,"Liza attempts to delay the distribution of her paper because it has already been nicknamed 'Pwip Pip' and is being fast-tracked, which alarms her and goes against her intention to slow its release.","She listens, reacts with dismay at learning it’s already been nicknamed 'Pwip Pip,' and asks if they can slow down its delivery, or if not, whether they can create a delay.",Causal-Motivational Reasoning,broad_coverage_event_chain
32,15、EXT. FOREIGN OFFICE. DAY | 17、INT. FOREIGN OFFICE GRAND MEETING ROOM - DAY | 18、INT. FOREIGN OFFICE BALLROOM - DAY | 26、EXT. FOREIGN OFFICE - DAY,What does Simon state about his ability to handle group interactions?,Simon states that he knows how to handle himself in a group and believes he can work a room.,"Simon cuts in, defensive, insisting he knows how to handle himself in a group. 'I think I can work a room, okay? I'm not a room virgin.'",Character Understanding,broad_coverage_event_chain
33,30、INT. STATE DEPARTMENT - DAY | 35、INT. STATE DEPARTMENT - DAY,Why does Karen want Liza to find the names of the ten dullest committees on Capitol Hill?,"Karen believes the War Committee would be hidden under a name so boring that it is overlooked, so she wants to identify which committee might be concealing it.",Karen explains that Linton would never call it the War Committee outright—it would be hidden under a name so boring it’s overlooked.,Causal-Motivational Reasoning,broad_coverage_event_chain
34,16、INT. FOREIGN OFFICE BUILDING. FOYER - DAY | 17、INT. FOREIGN OFFICE GRAND MEETING ROOM - DAY | 18、INT. FOREIGN OFFICE BALLROOM - DAY | 26、EXT. FOREIGN OFFICE - DAY,Why did Simon have difficulty seeing during the diplomatic meeting?,"Simon had difficulty seeing because his seat was positioned behind a pillar, which obstructed his view of the proceedings.","Simon finds himself seated behind a pillar, where he can barely see. He turns to Toby and suggests a seat swap, which they carry out, but Simon still has difficulty seeing.",Causal-Motivational Reasoning,broad_coverage_event_chain
35,30、INT. STATE DEPARTMENT - DAY,"What actions does Karen take upon returning to the State Department, and how does she direct Liza to assist with her concerns about Linton and the war planning process?","Upon returning to the State Department, Karen expresses her immediate priorities as getting a shower, securing a seat on Linton's War Committee, and scheduling a dental appointment. She inquires about Linton’s recent activities, greets him when he appears, and mentions her trip to London, though he shows little interest and walks away while reading a message. Karen then instructs Liza to identify the ten dullest committees on Capitol Hill, suspecting Linton has concealed the War Committee under an unremarkable name, and specifies that it is not the Diverse Strategy Committee since she is already on it. She also directs Liza to contact General Miller at the Pentagon. While expressing discomfort from a toothache, she leaves Liza to carry out these tasks.","Karen lists her priorities: a shower, a seat on Linton's War Committee, and a dental appointment. She stops a passing staffer and asks what Linton has been up to... Karen tells Liza to find the ten dullest committees on the Hill, suspecting Linton has hidden the war committee under a boring name. She mentions she’s already on the Diverse Strategy Committee, so it’s not that one... She adds a second request: Liza should get her General Miller at the Pentagon. After mentioning her toothache again, she leaves.",Scene Grounding,broad_coverage_scene
36,26、EXT. FOREIGN OFFICE - DAY,What does Simon state about the likelihood of war during the press encounter?,"Simon states that war, while unforeseeable, can still be very likely and inevitable, comparing it to a plane in fog suddenly colliding with a mountain.","Simon says, 'Loads of things that are actually very likely are also unforeseeable,' and uses the metaphor of a plane in fog colliding with a mountain to illustrate how something unforeseeable can become suddenly real and inevitable.",Character Understanding,broad_coverage_scene
37,34、INT. STATE DEPARTMENT - CORRIDOR/BATHROOM - DAY | 35、INT. STATE DEPARTMENT - DAY,What does Karen state about herself when Liza asks if she will be upset?,Karen states that she is not a monster and tells Liza to stop implying that she is.,Karen snaps back that she’s not a monster and tells Liza to stop implying she is.,Character Understanding,broad_coverage_event_chain
38,7、INT. DFI OPEN PLAN OFFICE. DAY. | 11、INT. DFID SIMON'S OFFICE. DAY. | 119、INT. UN - DAY,What does Simon state about his personal relationships in response to the desert island question?,Simon states that he cannot name his wife or girlfriend because he has neither.,Simon said he couldn’t name his wife or girlfriend because he had neither.,Character Understanding,broad_coverage_event_chain
39,30、INT. STATE DEPARTMENT - DAY | 35、INT. STATE DEPARTMENT - DAY,Why does Karen believe the war committee is likely hidden under a different name?,"Karen believes the war committee is hidden under a different name because Linton would avoid using an obvious name like 'War Committee' and instead use a dull, unnoticeable title that would be overlooked.","Karen tells Liza to find the ten dullest committees on the Hill, suspecting Linton has hidden the war committee under a boring name because he would never call it the War Committee outright—it would be hidden under a name so boring it’s overlooked.",Causal-Motivational Reasoning,broad_coverage_event_chain
40,29、INT. NUMBER TEN - DAY | 18、INT. FOREIGN OFFICE BALLROOM - DAY | 26、EXT. FOREIGN OFFICE - DAY,What does Malcolm state about Linton Barwick's alignment and character?,Malcolm states that Linton Barwick is dangerous and aligned with those pushing for war.,"Malcolm instructs Simon to avoid Linton Barwick, warning he is dangerous and aligned with those pushing for war.",Character Understanding,broad_coverage_event_chain
41,34、INT. STATE DEPARTMENT - CORRIDOR/BATHROOM - DAY | 30、INT. STATE DEPARTMENT - DAY | 35、INT. STATE DEPARTMENT - DAY,"When did Liza inform Karen that she had successfully arranged a delay for the paper titled 'Post War Planning: Parameters, Implication's and Possibilities'?",Liza informed Karen after speaking with Bob Adriano and returning to the toilets.,"After speaking with Bob Adriano, Liza turns and runs back into the toilets. Inside, she finds Karen and gives her a thumbs-up.",Temporal Reasoning,broad_coverage_event_chain
42,17、INT. FOREIGN OFFICE GRAND MEETING ROOM - DAY | 18、INT. FOREIGN OFFICE BALLROOM - DAY | 26、EXT. FOREIGN OFFICE - DAY,What does Simon state about his role in the meeting after confronting Judy and Toby?,Simon states that being called 'tit meat' reflects his meaningless role in the meeting.,"Simon scoffs, asking if that makes him 'tit meat,' after Judy says he was just 'meat in the room' and Toby jokes he was a prime cut.",Character Understanding,broad_coverage_event_chain
43,31、INT. STATE DEPARTMENT. LINTON'S OFFICE - DAY | 33、INT. STATE DEPARTMENT. KAREN'S OFFICE - DAY,What does Linton state about Karen's condition when she begins bleeding during the meeting?,Linton states that Karen's bleeding mouth is repulsive and that he cannot concentrate.,Linton remarked that it was repulsive and said he couldn’t concentrate.,Character Understanding,broad_coverage_event_chain
44,4、INT. DFID OPEN PLAN OFFICE. DAY.|7、INT. DFI OPEN PLAN OFFICE. DAY.|14、INT. DFID - DAY / INT. SIMON'S OFFICE - DAY,Which character in 'In the Loop' is seen hoping for Malcolm Tucker's death while also being trusted colleagues with both Judy and Toby?,Simon Foster,"Simon Foster is in a hopeful for Malcolm's death relationship with Malcolm Tucker, is in a trusted colleagues relationship with Judy, and is in a trusted colleagues relationship with Toby.",Role-Relation Continuity,supplementary_cross_scene
45,17、INT. FOREIGN OFFICE GRAND MEETING ROOM - DAY,What does Simon almost do during the diplomatic meeting that leads to him being silenced?,Simon considers speaking at the meeting,"Simon debates with Judy and Toby about whether to speak up, asking if he should say something and expressing concern about missing the chance to intervene.",Narrative Progression,supplementary_cross_scene
46,17、INT. FOREIGN OFFICE GRAND MEETING ROOM - DAY|18、INT. FOREIGN OFFICE BALLROOM - DAY,What does Simon nearly do during the diplomatic meeting that sparks his later confrontation with Judy and Toby?,Simon considers speaking at the meeting,"In the meeting, Simon debates with Judy and Toby about whether to intervene, contemplating speaking up as he feels the event is passing him by.",Narrative Progression,supplementary_cross_scene
47,28、INT. NUMBER 10. DAY.|29、INT. NUMBER TEN - DAY|119、INT. UN - DAY,What confrontation between Malcolm and Simon serves as the turning point that forces the story towards Malcolm taking control?,Malcolm confronts Simon about his conduct,"Malcolm shouts at Simon as he enters the office, telling him he should act like a Cabinet Minister and not make waves.",Narrative Progression,supplementary_cross_scene
48,14、INT. DFID - DAY / INT. SIMON'S OFFICE - DAY|29、INT. NUMBER TEN - DAY,What does Toby propose that shifts the narrative from updating Simon to Malcolm's angry confrontation?,Toby suggests making the war a resigning issue public,"While walking with Simon and Judy toward Malcolm's office, Toby suggests making the war a resigning issue public.",Narrative Progression,supplementary_cross_scene
49,11、INT. DFID SIMON'S OFFICE. DAY.|53、INT. WASHINGTON HOTEL - CONTINUOUS,How should we characterize the relationship between Toby and Malcolm Tucker as it develops from the scene in Simon's office to the one in the Washington hotel?,from dismissive antagonism to colleagues with established rapport,"Earlier, the relationship between Toby and Malcolm Tucker is marked by dismissive antagonism; later, it shifts to colleagues with established rapport.",Role-Relation Continuity,supplementary_cross_scene
50,8、EXT. STREET NEAR WHITEHALL. DAY.|92、INT. TOBY'S FLAT - LATER|93、INT. CAR - DAY,"Which character is Suzy's romantic partner, has ongoing tension with Michael, and finds alignment with Simon Foster?",Toby,"Toby is in a romantic partners relationship with Suzy, is in a ongoing adversarial tension relationship with Michael, and is in a finds alignment with relationship with Simon Foster.",Role-Relation Continuity,supplementary_cross_scene
