id,related_scenes,question,answer,related_context,question_type,question_source
11,37、INT. MUSIC ROOM - DAY,How does Roberta react to Guadalupe's hug?,"She awkwardly accepts the hug, is startled, and strokes her hair.","Roberta awkwardly accepts the hug, startled and touched by it, and strokes the girl's hair.",Scene Grounding,broad_coverage_scene
12,34、INT. BRIAN'S LIVING ROOM - NIGHT,What is Roberta's state as she lies awake on the futon?,Heartbroken,"Roberta lies awake on the futon, heartbroken.",Scene Grounding,broad_coverage_scene
13,58、INT. JANET'S OFFICE - DAY,What causes Janet to believe Roberta's son needs help?,He was choking a kid and is emotionally troubled.,He was choking the kid. He's tied up in knots and he needs help.,Causal-Motivational Reasoning,broad_coverage_scene
14,58、INT. JANET'S OFFICE - DAY,Why is Roberta upset?,Because Janet revealed Nick was choking someone and is in trouble.,"Nick's in trouble, Roberta. You need to deal with it. Roberta takes this in, upset.",Causal-Motivational Reasoning,broad_coverage_scene
15,56、EXT. SCHOOL YARD - DAY,Why do the teachers run over to the crowd?,To break up the fight between Nick and the other boy.,TWO TEACHERS run over to break it up.,Causal-Motivational Reasoning,broad_coverage_scene
16,56、EXT. SCHOOL YARD - DAY,What causes the commotion in the crowd?,A fight is happening between Nick and another boy.,Lots of screaming and commotion as the kids crowd around a fight in progress.,Causal-Motivational Reasoning,broad_coverage_scene
17,63、INT. BROWNSTONE - DAY,What causes Roberta to fire the painters?,They used white instead of Eggshell as instructed.,ROBERTA: What color is this? PAINTER: White. ROBERTA: I told you Eggshell.,Causal-Motivational Reasoning,broad_coverage_scene
18,18、INT. BRIAN'S APARTMENT - OFFICE - CONTINUOUS,"In [18、INT. BRIAN'S APARTMENT - OFFICE - CONTINUOUS], What is Roberta's emotional state as described in the passage?",She is stressed and overwhelmed.,"I'm hanging on by a thread there. Out of fifty kids, maybe six are listening to me.",Character Understanding,broad_coverage_scene
19,18、INT. BRIAN'S APARTMENT - OFFICE - CONTINUOUS,"In [18、INT. BRIAN'S APARTMENT - OFFICE - CONTINUOUS], What is Roberta's emotional state when Brian kisses her?",She is scared and aroused.,"Roberta's scared -- so she keeps talking, as if it's not really happening. Roberta's aroused, in spite of herself.",Character Understanding,broad_coverage_scene
20,41、INT. MUSIC ROOM - DAY,How does Roberta react when Lucy reveals her grandma's death?,"She stands there, sobered, and apologizes.","Roberta stands there, sobered. ROBERTA: I'm really sorry, Lucy.",Scene Grounding,broad_coverage_scene
21,12、INT. CPE 1 - HALLWAY - DAY,"In [12、INT. CPE 1 - HALLWAY - DAY], What is Roberta's emotional state?",Dejected,dejectedly watching,Character Understanding,broad_coverage_scene
22,3、EXT. GUASPARI HOUSE - DOORWAY - DAY,What does Roberta yell at the movers?,"Watch it, you idiots! Be careful with those!","ROBERTA: Watch it, you idiots! Be careful with those!",Character Understanding,broad_coverage_scene
23,21、INT. BRIAN'S BATHROOM - DAY,"In [21、INT. BRIAN'S BATHROOM - DAY], How does Roberta appear emotionally when Brian comforts her?",Vulnerable,Brian softens as he sees how vulnerable she is.,Character Understanding,broad_coverage_scene
24,15、INT. MUSIC ROOM - DAY,"In [15、INT. MUSIC ROOM - DAY], What is Roberta's emotional state after she kicks a student out?",Amazed and feeling in control,"Roberta's amazed that something worked. She puffs up a little bit, enjoying the feeling of control.",Character Understanding,broad_coverage_scene
25,60、EXT. CENTRAL PARK - DAY,What causes Nick to laugh hysterically during the interaction?,Brian's playful threat to throw him into the water.,Brian stalks towards Nick menacingly... Nick laughs hysterically.,Causal-Motivational Reasoning,broad_coverage_scene
26,5、INT. GUASPARI HALLWAY - CONTINUOUS,What does Assunta tell Roberta about her qualities?,"She is beautiful, talented, and has her whole life ahead of her.","ASSUNTA You're a beautiful, talented woman and you have your whole life ahead of you.",Character Understanding,broad_coverage_scene
27,22、INT. MUSIC ROOM - DAY,"In [22、INT. MUSIC ROOM - DAY], What is the object that Lucy incorrectly names as 'the jeri curl'?",the scroll of the violin,Roberta points to the scroll of the violin.,Scene Grounding,broad_coverage_scene
28,19、INT. BRIAN'S BEDROOM - DAY,"In [19、INT. BRIAN'S BEDROOM - DAY], How does Roberta react to Brian's news about Texas?",She is rattled,"Roberta sits up, rattled by this news",Character Understanding,broad_coverage_scene
29,37、INT. MUSIC ROOM - DAY,What does Guadalupe do when she hands over the violin?,She sighs and hands Roberta the violin.,"Guadalupe sighs, then hands Roberta the violin.",Scene Grounding,broad_coverage_scene
30,30、INT. MUSIC ROOM - DAY,"In [30、INT. MUSIC ROOM - DAY], Which child is holding the violin in the wrong hand?",Guadalupe,Roberta sees Guadalupe struggling. ROBERTA Guadalupe! You've got the violin in the wrong hand!,Scene Grounding,broad_coverage_scene
31,46、INT. JANET WILLIAMS' OFFICE - DAY,Why is Mrs. Lamb critical of Roberta's approach?,Because Roberta shouts at the children all the time.,MRS. LAMB: 'You're shouting at them. All the time.',Causal-Motivational Reasoning,broad_coverage_scene
32,5、INT. GUASPARI HALLWAY - CONTINUOUS,What does Assunta say about Charles?,He's a big jerk.,ASSUNTA Because Charles is a big jerk.,Character Understanding,broad_coverage_scene
33,21、INT. BRIAN'S BATHROOM - DAY | 49、INT. ROBERTA'S APARTMENT - LIVING ROOM - NIGHT,What does Roberta express about her feelings regarding the move and Brian's departure?,"Roberta expresses uncertainty and distress about the move, feeling unsettled and unsure about basic things like where to buy groceries, and she appears hurt and frightened by Brian's departure.","Roberta says they’ve just arrived, things feel unsettled, and she doesn’t even know where to buy groceries; she remains looking hurt and afraid after Brian leaves.",Character Understanding,broad_coverage_event_chain
34,22、INT. MUSIC ROOM - DAY | 28、INT. CLASSROOM - DAY | 29、EXT. SCHOOL YARD - DAY,What does Roberta state about the agreement among teachers regarding student interventions?,Roberta states that she thought all the teachers had agreed on the student interventions.,Roberta mentions that she thought all the teachers had agreed on the student interventions.,Character Understanding,broad_coverage_event_chain
35,13、INT. AREA OUTSIDE JANET WILLIAMS' OFFICE - THE NEXT DAY | 4、INT. GUASPARI LIVING ROOM - DAY,What does Roberta state about her sons when she enters the room?,"Roberta states that she wants Janet to meet her sons, Nick and Lexi.","Roberta says, 'I'm sorry to interrupt, but I wanted you to meet my sons -- Nick, Lexi.'",Character Understanding,broad_coverage_event_chain
36,15、INT. MUSIC ROOM - DAY | 16、INT. MUSIC ROOM - LATER | 25、INT. MUSIC ROOM - DAY | 42、EXT. SCHOOL YARD - DAY,What reason does De Sean give for wanting to be kicked out of the violin class?,De Sean says he wants to be kicked out because he does not want to learn the violin and believes it is for wimps.,"De Sean raises his hand when asked if anyone else wants to be kicked out, and he states that he doesn’t want to learn the violin and thinks it’s for wimps.",Character Understanding,broad_coverage_event_chain
37,23、INT. DENNIS' MUSIC CLASSROOM - DAY | 28、INT. CLASSROOM - DAY | 26、EXT. SCHOOL YARD - DAY,What does Roberta state when Dennis tells her he cannot deal with the issue of the missing students because he is teaching?,Roberta states that she is also teaching.,"Roberta responds, 'So am I,' and leaves the room.",Character Understanding,broad_coverage_event_chain
38,16、INT. MUSIC ROOM - LATER | 25、INT. MUSIC ROOM - DAY | 42、EXT. SCHOOL YARD - DAY,What does Roberta state will happen if the students do not listen to her during the violin lesson?,"Roberta states that if the students do not listen to her, they will sound so bad that their parents will feel sick and might even throw up.","She adds, 'But if you don't listen to me, you'll sound so bad that your own parents will feel sick when they hear you. They might even throw up.'",Character Understanding,broad_coverage_event_chain
39,"21、INT. BRIAN'S BATHROOM - DAY | 33、INT. BRIAN'S HOTEL ROOM, TEXAS - NIGHT | 5、INT. GUASPARI HALLWAY - CONTINUOUS",What does Brian state about Roberta's situation when he reassures her before leaving?,"Brian states that Roberta will be fine because she has a job, a place to stay, the kids have a school, and there is a D'Agostino's around the corner.","He reassures her that she’ll be fine, reminding her she has a job, a place to stay, and the kids have a school. He adds that there’s a D'Agostino's around the corner.",Character Understanding,broad_coverage_event_chain
40,14、INT. JANET'S OFFICE - CONTINUOUS | 46、INT. JANET WILLIAMS' OFFICE - DAY | 45、INT. MUSIC ROOM - DAY | 47、INT. MUSIC ROOM - DAY,What does Roberta say after the students react to her compliment on their performance?,"Roberta says she takes back her compliment and tells the students they all stunk, but adds that they shouldn't tell their parents she said so.","Roberta pauses, then says, 'Well, then -- I take it back. You all stunk.' The students burst out laughing. Roberta adds, 'But don't tell your parents I said so,' and they laugh again.",Character Understanding,broad_coverage_event_chain
41,14、INT. JANET'S OFFICE - CONTINUOUS | 46、INT. JANET WILLIAMS' OFFICE - DAY | 47、INT. MUSIC ROOM - DAY,What does Roberta state about the students' playing after they perform 'Go Tell Aunt Rhody'?,"Roberta states that the students' playing was not too bad, but later takes it back and says they all stunk.","She said the playing was pretty good, then corrected herself, calling it not too bad... Roberta pauses, then said she took it back — they all stunk.",Character Understanding,broad_coverage_event_chain
42,37、INT. MUSIC ROOM - DAY,What does Roberta say about Itzhak Perlman when Guadalupe expresses her frustration with learning the violin?,"Roberta says that Itzhak Perlman is one of the greatest violinists in the world who walks with canes and must sit down to play, but still plays beautifully, and that she would tell him the same thing she is telling Guadalupe: not to quit just because it's hard.","Roberta explains that he is one of the greatest violinists in the world and that he walks with canes but still plays beautifully. Guadalupe asks if he sits down when he plays, and Roberta confirms he has to. Roberta adds that she’d tell him the same thing she’s telling Guadalupe: not to quit just because it’s hard.",Character Understanding,broad_coverage_scene
43,14、INT. JANET'S OFFICE - CONTINUOUS | 46、INT. JANET WILLIAMS' OFFICE - DAY | 45、INT. MUSIC ROOM - DAY,What does Roberta say about Lucy's performance of the jazz variation of 'Twinkle Twinkle Little Star'?,Roberta praises Lucy for creating the jazz variation and encourages the class to play it.,"Roberta smiles, asks if someone taught it to her, and Lucy says she made it up. Roberta praises her and tells the whole class to try playing Lucy’s version.",Character Understanding,broad_coverage_event_chain
44,28、INT. CLASSROOM - DAY | 25、INT. MUSIC ROOM - DAY,What does Alice state about the timing of Roberta's arrival for the violin lesson?,Alice states that Roberta's arrival is not her problem because the students are already in the middle of a lesson.,Alice replies that they are already in a lesson and says that the timing is not her problem.,Character Understanding,broad_coverage_event_chain
45,41、INT. MUSIC ROOM - DAY | 45、INT. MUSIC ROOM - DAY,What does Roberta say about Lucy's jazz variation of the song?,Roberta says that Lucy's jazz variation is really great and that she is proud of her.,"Roberta says, 'That's really great, Lucy. I'm proud of you.'",Character Understanding,broad_coverage_event_chain
46,46、INT. JANET WILLIAMS' OFFICE - DAY | 45、INT. MUSIC ROOM - DAY | 47、INT. MUSIC ROOM - DAY,What does Roberta state about the students' performance after they play 'Go Tell Aunt Rhody'?,"Roberta states that the students' performance was not too bad, but later takes it back and says they all stunk.","Roberta listens as the students finish playing 'Go Tell Aunt Rhody.' She tells them it wasn't too bad... Roberta pauses, then says, 'Well, then -- I take it back. You all stunk.'",Character Understanding,broad_coverage_event_chain
47,40、INT. ROBERTA'S NEW APARTMENT - LIVING ROOM - NIGHT | 48、INT. KENNEDY AIRPORT - DEPARTURE GATE - DAY,What does Nick state about his father's presence during his birthday?,"Nick states that if his father loved him and Lexi, he should be able to live with them.",Nick wants to know why his father can’t live there if he loves them.,Character Understanding,broad_coverage_event_chain
48,120、INT. SERIES OF SHOTS - DAY|125、INT. ARNOLD AND DOROTHEA'S APARTMENT - DAY,How would you describe the working relationship between Roberta and Dorothea when they face the FiddleFest venue crisis?,from collaborative partners to co-organizers with established rapport,"Earlier, the relationship between Roberta and Dorothea is marked by collaborative partners; later, it shifts to co-organizers with established rapport.",Role-Relation Continuity,supplementary_cross_scene
49,14、INT. JANET'S OFFICE - CONTINUOUS,What does Roberta do to prove her teaching capability to Janet and Dennis?,Roberta asserts her ability to teach students to play violin,"In Janet's office, Roberta takes out her violin and begins playing with two students to demonstrate her teaching method, overcoming initial staff skepticism.",Narrative Progression,supplementary_cross_scene
50,21、INT. BRIAN'S BATHROOM - DAY|49、INT. ROBERTA'S APARTMENT - LIVING ROOM - NIGHT,What does Roberta say to Brian as he packs his toiletries that makes him stop and later return with a gift?,Roberta expresses concern about Brian leaving,"In the scene where Brian is packing toiletries into a plastic bag, Roberta enters and tells him she thought he would be around, especially after the night they shared, expressing.",Narrative Progression,supplementary_cross_scene
51,"5、INT. GUASPARI HALLWAY - CONTINUOUS|8、INT. COFFEE SHOP - ROME, N.Y. - DAY|24、INT. BRIAN'S BEDROOM - NIGHT","Which character's identity is defined by her roles as daughter to Assunta, friend to Brian, and caregiver to Nick?",Roberta,"Roberta is in a daughter relationship with Assunta Guaspari, is in a trusted friends relationship with Brian, and is in a caregiver bond relationship with Nick.",Role-Relation Continuity,supplementary_cross_scene
52,28、INT. CLASSROOM - DAY,What does Roberta do when she enters the classroom that sparks the conflict leading to her departure without the violin students?,Roberta requests access to violin students during class,Roberta approaches Alice during the geography lesson and says she is there for the violin students.,Narrative Progression,supplementary_cross_scene
53,15、INT. MUSIC ROOM - DAY|45、INT. MUSIC ROOM - DAY,What does Roberta notice during violin practice that interrupts her disciplinary actions and leads to a new teaching approach?,Roberta notices a distinct musical variation during practice,"After the class resumes playing, Roberta pauses, noticing a different sound in the music, which prompts her to question Lucy and later teach the variation to the class.",Narrative Progression,supplementary_cross_scene
54,24、INT. BRIAN'S BEDROOM - NIGHT|69、INT. BROWNSTONE - DAY|70、EXT. RIVER EAST PARK - DUSK,"Who is the character that is Nick's sibling, shares a 'be careful' moment with Roberta, and is buddies with Lawrence?",Lexi,"Lexi is in a siblings relationship with Nick, is in a shares affectionate ritual relationship with Roberta, and is in a close friends relationship with Lawrence.",Role-Relation Continuity,supplementary_cross_scene
