id,related_scenes,question,answer,related_context,question_type,question_source
25,26、INT. CAPTAIN DIEL'S OFFICE - LAPD HEADQUARTERS - DAY | 38、EXT. YACHT - CONTINUOUS | 47、EXT. YACHT - STERN - CONTINUOUS,Why does Carter begin to suspect that Steven Reign is involved in Hu Li's escape?,"Carter suspects Steven Reign is involved in Hu Li's escape because Reign remains calm and shows no reaction to the apparent attack, instead watching Hu Li leave without alarm and later walking away silently.","Reign is calm, his posture steady, his expression unreadable as he gazes at the escaping figure. He does not react like someone who has just survived a violent attack. After a silent moment, Reign turns and walks away, disappearing into the dark interior of the ship without a word.",Causal-Motivational Reasoning,broad_coverage_event_chain
26,12、EXT. ROOF - CONTINUOUS,What happens immediately after Hu Li delivers the windmill kick to Carter?,Carter falls along the side of the building and barely manages to grab hold of a protruding bamboo pole.,"After blindsiding Carter, Hu Li steps forward and spins on her heel, delivering a powerful windmill kick that sends him flying off the roof. He falls along the side of the building, barely managing to grab hold of a protruding bamboo pole.",Temporal Reasoning,broad_coverage_scene
27,19、INT. QUIET ROOM MASSAGE PARLOR - DAY | 23、INT. LEE'S OFFICE - DAY | 29、EXT. HONG KONG STREET - DAY,What happens after Lee demands that Ricky Tan come with them for questioning?,"Ricky Tan rises, greets Lee with a smile, embraces him, and expresses sympathy for the pressure he must be under before declining the order and offering congratulations on Lee’s promotion.","After Lee demands that Tan come with them for questioning, Tan rises, greets Lee with a smile, and embraces him, expressing sympathy for the pressure he must be under. Lee repeats his order. Tan declines, bows slightly, and offers his congratulations on Lee’s promotion.",Temporal Reasoning,broad_coverage_event_chain
28,43、INT. SHIP'S HALLWAY - CONTINUOUS | 45、INT. SHIP'S HALLWAY - CONTINUOUS | 47、EXT. YACHT - STERN - CONTINUOUS,Why does Carter suspect Reign of betrayal after Hu Li escapes?,"Carter suspects Reign of betrayal because Reign remains calm and shows no reaction to the violent attack, behaving unlike someone who has just survived a dangerous situation, and then silently walks away without concern.","Reign is calm, his posture steady, his expression unreadable as he gazes at the escaping figure. He does not react like someone who has just survived a violent attack. After a silent moment, Reign turns and walks away, disappearing into the dark interior of the ship without a word.",Causal-Motivational Reasoning,broad_coverage_event_chain
29,48、EXT. DOCK - NIGHT | 19、INT. QUIET ROOM MASSAGE PARLOR - DAY | 23、INT. LEE'S OFFICE - DAY | 50、INT. CHEAP HOTEL ROOM - DOWNTOWN LA - NIGHT,Why did Carter stop arguing with Lee during their confrontation on the dock?,"Carter stopped arguing with Lee because Lee revealed that Ricky Tan had killed his father five years earlier, which made Carter realize Lee had been pursuing an old case.","Lee revealed that Ricky Tan had killed his father five years earlier. Carter fell silent, listening. Carter realized Lee had been chasing an old case all along.",Causal-Motivational Reasoning,broad_coverage_event_chain
30,48、EXT. DOCK - NIGHT | 21、EXT. HONG KONG POLICE STATION - DAY | 32、INT. TAXI - EVENING,What happens after Carter gives the cab driver money?,The driver begins to drive the cab to follow the limo.,The driver takes the money and begins to drive.,Temporal Reasoning,broad_coverage_event_chain
31,29、EXT. HONG KONG STREET - DAY,What does Carter do immediately after the man goes into the store?,Carter immediately runs off.,"The man says, 'Wait here. I'll go see if she's awake.' He turns and walks into the store. Carter immediately runs off.",Temporal Reasoning,broad_coverage_scene
32,24、INT. SUPERINDENDENT CHIN'S OFFICE - DAY | 30、INT. HONG KONG POLICE STATION - BULL PEN - DAY,Why does Sterling warn Lee to stay out of the investigation?,"Sterling warns Lee to stay out of the investigation because the men killed the previous day were undercover U.S. customs agents, and the operation involves a larger Triad smuggling ring that extends beyond Ricky Tan and the Fu-Cang-Long Triads.","Sterling responds that the men killed the previous day were not translators but undercover U.S. customs agents working to break up a Triad smuggling ring. He warns that the information must remain confidential and tells Lee to stay out of their way, believing the operation extends beyond Tan and the Fu-Cang-Long Triads.",Causal-Motivational Reasoning,broad_coverage_event_chain
33,12、EXT. ROOF - CONTINUOUS,What happens immediately after Hu Li delivers a windmill kick to Carter?,"She steps back to the roof's edge, looks down at Lee and Carter hanging from a bamboo pole, sees no weapon within reach, and then turns and runs away.","After blindsiding Carter, Hu Li steps forward and spins on her heel, delivering a powerful windmill kick that sends him flying off the roof. Hu Li steps back to the roof's edge and looks down. Lee and Carter dangle side by side, gripping a bamboo pole jutting from the scaffolding. Seeing no weapon within reach, she turns and runs, vanishing into the night.",Temporal Reasoning,broad_coverage_scene
34,18、INT. HEAVEN ON EARTH MASSAGE PARLOR - CONTINUOUS | 19、INT. QUIET ROOM MASSAGE PARLOR - DAY | 21、EXT. HONG KONG POLICE STATION - DAY | 32、INT. TAXI - EVENING,What does Carter state about the massage during his interaction at the massage parlor?,Carter states that the massage is on him.,He tells Lee the massage is on him.,Character Understanding,broad_coverage_event_chain
35,44、EXT. UPPER DECK - CONTINUOUS | 46、INT. UPPER DECK - CONTINUOUS | 47、EXT. YACHT - STERN - CONTINUOUS,Why does Carter suspect Reign of betrayal after Hu Li escapes?,"Carter suspects Reign of betrayal because Reign remains calm and shows no reaction to Hu Li's escape, behaving unlike someone who had just survived a violent attack, and then silently walks away into the ship.","Reign is calm, his posture steady, his expression unreadable as he gazes at the escaping figure. He does not react like someone who has just survived a violent attack. After a silent moment, Reign turns and walks away, disappearing into the dark interior of the ship without a word.",Causal-Motivational Reasoning,broad_coverage_event_chain
36,110、INT. LAS VEGAS AIRPORT - NIGHT|113、EXT./INT. LEE'S CAR - CONTINUOUS,How would you describe the dynamic between Carter and Lee when they're arguing in the car later on?,from trusted companions to ongoing antagonism,"Earlier, the relationship between Lee Carter and Chief Inspector Lee is marked by trusted companions; later, it shifts to ongoing antagonism.",Role-Relation Continuity,supplementary_cross_scene
37,11、EXT. HONG KONG STREET - NIGHT|29、EXT. HONG KONG STREET - DAY,What failure during Carter's climb attempt causes him to abandon the chase and head back to the store?,Carter fails to grab scaffolding on first attempt,Carter runs toward the scaffolding and leaps to grab the bottom rung but misses on his first attempt.,Narrative Progression,supplementary_cross_scene
38,35、EXT. YACHT - HARBOR - NIGHT|36、INT. YACHT - NIGHT|38、EXT. YACHT - CONTINUOUS,What event allows him to finally board the yacht and join the party?,Carter arrives late at the party on the boat,"From the scene description: Carter arrives late at a lavish boat party filled with Hong Kong’s elite; As he steps toward the entrance, two doormen block his path, demanding an.",Narrative Progression,supplementary_cross_scene
39,35、EXT. YACHT - HARBOR - NIGHT|36、INT. YACHT - NIGHT,"What pivotal moment occurs when Carter tries to board the yacht party, setting up his later takeover?",Carter arrives late at the party on the boat,"Carter arrives late at a lavish boat party filled with Hong Kong’s elite, where he is challenged by doormen but asserts himself, leading to his control of the event.",Narrative Progression,supplementary_cross_scene
40,3、EXT./INT. LEE'S CAR - CONTINUOUS|36、INT. YACHT - NIGHT|57、EXT. REIGN TOWERS HOTEL - ROOF - NIGHT,"Which character's journey is marked by ongoing friction with Chief Inspector Lee, involvement with Ricky's band, and a developing partnership with Isabella?",Lee Carter,"Lee Carter is in a ongoing antagonism relationship with Chief Inspector Lee, is in a band associates relationship with Ricky, and is in a cooperating agents relationship with Isabella.",Role-Relation Continuity,supplementary_cross_scene
41,6、INT. RAVEN CLUB - NIGHT|68、EXT. LOADING DOCK PLATFORM - REIGN PLAZA - CONTINUOUS|87、INT. DANCE FLOOR - NIGHT,"Which character is Carter's partner, Hu Li's adversary, and earns Isabella's trust?",Chief Inspector Lee,"Chief Inspector Lee is in a trusted partners relationship with Lee Carter, is in a ongoing adversaries relationship with Hu Li, and is in a trusted partners relationship with Isabella.",Role-Relation Continuity,supplementary_cross_scene
