id,related_scenes,question,answer,related_context,question_type,question_source
11,19、EXT. AN ALLEY OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT,What does May declare about her mother?,We must avenge mother!,MAY We must avenge mother!,Character Understanding,broad_coverage_scene
12,28、EXT. PEKING STREET - DAY,What action does Bo take after the homeless man says he hasn't seen them in two days?,Looks up and sees May walking into an alley,Bo is about to give up when he looks up and sees May walking quickly into an alley,Scene Grounding,broad_coverage_scene
13,15、INT. JEN'S ROOM - NIGHT,What causes Jen to shoot the governess an angry look?,The governess's comment about her mother disapproving of Shu Lien.,Your mother would not want you consorting with her kind. ... Jen shoots her an angry look.,Causal-Motivational Reasoning,broad_coverage_scene
14,9、INT. TE'S GREAT HALL - DAY,Why does Yu ask Sir Te to be the sword's custodian?,To help Li leave his troubles behind.,Help him to leave these troubles behind.,Causal-Motivational Reasoning,broad_coverage_scene
15,11、INT. TE'S STUDY - DAY,Why is the sword considered dangerous?,Because it becomes tainted with blood.,"Beautiful but dangerous. Once you see it tainted with blood, its beauty is hard to admire.",Causal-Motivational Reasoning,broad_coverage_scene
16,17、EXT./INT. INSIDE AND OUTSIDE OF TE'S STUDY - NIGHT,When does the thief jump onto the roof?,After Bo tries to stop him,"Bo tries to stop the thief, who easily outwits him, jumping onto the roof as Bo yells out.",Temporal Reasoning,broad_coverage_scene
17,50、EXT. MONASTERY - NIGHT,What is 'Wudan' associated with in the passage?,"A place or entity connected to secrets, per Li's mention.",LI: 'a disciple worthy of Wudan's secrets',Scene Grounding,broad_coverage_scene
18,31、EXT. YU'S GARDEN - DAY,What does Yu observe when she looks around?,The profile of the Governess peering at her from around a corner.,the profile of the Governess peering at her from around a corner,Scene Grounding,broad_coverage_scene
19,30、INT. BO'S ROOM - DAY,How does Jen write Yu's name?,with great confidence and swiftness,Jen writes Yu's name with great confidence and swiftness.,Scene Grounding,broad_coverage_scene
20,51、INT. JEN'S ROOM - NIGHT,Why did Jen hide her skills from Fox?,To prevent hurting Fox.,I hid my skills so as not to hurt you.,Causal-Motivational Reasoning,broad_coverage_scene
21,69、EXT. CLIFF - DAY,What does the elders' saying imply about a faithful heart?,A faithful heart makes wishes come true.,"The elders say, 'A faithful heart makes wishes come true.'",Scene Grounding,broad_coverage_scene
22,20、EXT. PEKING ROOFTOP - NIGHT,"In [20、EXT. PEKING ROOFTOP - NIGHT], What is the hooded figure's physical condition?",Capable of leaping between rooftops,The figure leaps to another rooftop and evades Yu.,Character Understanding,broad_coverage_scene
23,27、EXT. BRIDGE - DAY,What action is Bo performing?,Bo is searching for the Tsais,Bo is searching for the Tsais,Scene Grounding,broad_coverage_scene
24,12、EXT. SIDE COURT YARD - DAY,How does Yu react to the encounter?,Yu seems intrigued by the encounter.,Yu seems intrigued by the encounter.,Scene Grounding,broad_coverage_scene
25,23、EXT. GOVERNOR YU'S - NIGHT,What action does Yu perform after catching the arrow?,She pauses to feel the arrow in her hand.,Yu pauses to feel the arrow in her hand,Scene Grounding,broad_coverage_scene
26,33、INT./EXT. CARRIAGE/MONGOLIAN DESERT - DAY,"In [33、INT./EXT. CARRIAGE/MONGOLIAN DESERT - DAY], What is Madam Yu's attitude towards their current location?",Frustrated and critical,MADAM YU: 'What a godforsaken place! Can't your father be appointed closer to civilization?',Character Understanding,broad_coverage_scene
27,26、EXT. OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT,What action does Yu take with the flyer after it is tossed away?,"Scoops up the flyer, studies it, and puts it in her pocket","A hand scoops up the flyer -- it is Yu. She studies it, then puts it in her pocket",Scene Grounding,broad_coverage_scene
28,35、EXT. STREET OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT,"In [35、EXT. STREET OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT], What is Lo's behavioral state?",He is silently observing.,Lo looks silently on.,Character Understanding,broad_coverage_scene
29,35、EXT. STREET OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT,"In [35、EXT. STREET OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT], What is Tsai's behavioral state?",He is giving a command to move.,TSAI Let's go!,Character Understanding,broad_coverage_scene
30,45、EXT. TSAI'S HOUSE - NIGHT,"In [45、EXT. TSAI'S HOUSE - NIGHT], What does May do after turning back inside?",Hesitates.,"She turns back inside, hesitates, then turns back to him.",Character Understanding,broad_coverage_scene
31,25、INT. TE'S GREAT HALL - DAY,How does Bo react when interrupted?,Bo can barely contain his frustration.,Bo can barely contain his frustration.,Scene Grounding,broad_coverage_scene
32,4、INT. YUAN PRACTICE HALL - DAY | 40、EXT. TE'S HALL - NIGHT | 41、EXT. YELLOW HILL - NIGHT,Why did Li Mu Bai confront the Governess in combat?,Li Mu Bai confronted the Governess because he believed she was responsible for murdering his master and stealing the sacred martial arts secrets of Wudan.,He accused her of murdering his master and stealing the sacred martial arts secrets of Wudan.,Causal-Motivational Reasoning,broad_coverage_event_chain
33,22、EXT. ROOF TOP | 20、EXT. PEKING ROOFTOP - NIGHT | 23、EXT. GOVERNOR YU'S - NIGHT,What does Yu demand from the Black Figure during their confrontation?,Yu demands that the Black Figure return the stolen sword.,"Amid the fight, Yu shouts, demanding the Black Figure return the stolen sword.",Character Understanding,broad_coverage_event_chain
34,47、EXT. TE'S STUDY - NIGHT | 50、EXT. MONASTERY - NIGHT,What does Li Mu Bai state about the masked figure's nature?,Li Mu Bai states that he believes the masked figure is good at her core and that even Jade Fox could not corrupt her.,"He tells her he believes she is good at her core, that even Jade Fox could not corrupt her.",Character Understanding,broad_coverage_event_chain
35,40、EXT. TE'S HALL - NIGHT | 20、EXT. PEKING ROOFTOP - NIGHT,What does Li Mu Bai state about his reason for returning to the Yu household?,Li Mu Bai states that he is not focused on the stolen sword as his reason for returning.,"Li expresses concern, but clarifies he is not focused on the stolen sword.",Character Understanding,broad_coverage_event_chain
36,40、EXT. TE'S HALL - NIGHT | 20、EXT. PEKING ROOFTOP - NIGHT,When did Li Mu Bai stop speaking with Yu before following De Lu to his room?,Li Mu Bai stopped speaking with Yu when De Lu entered the room and announced that his room was ready.,"Li Mu Bai and Yu were speaking in low, urgent tones when De Lu entered the room. He bowed slightly and said, 'Pardon my intrusion. Master Li, your room is ready.' Li Mu Bai nodded, thanked him, and rose to follow.",Temporal Reasoning,broad_coverage_event_chain
37,26、EXT. OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT | 40、EXT. TE'S HALL - NIGHT,Why does Li Mu Bai decide to pursue vengeance against Jade Fox?,"Li Mu Bai decides to pursue vengeance against Jade Fox because he believes she has returned to Peking, which gives him the opportunity to avenge his master’s death.","Li Mu Bai clenches the flyer and says, 'So I shall avenge my master’s death after all,' after learning the flyer accuses Jade Fox of hiding in Peking, a place he thought she would not dare return to.",Causal-Motivational Reasoning,broad_coverage_event_chain
38,21、EXT. ALLEY OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT | 29、EXT. IN FRONT OF TSAI'S HOUSE | 37、INT. TSAI'S HOUSE - NIGHT,Why does Tsai press a knife to Bo's throat after removing the hooded figure's mask?,Tsai presses a knife to Bo's throat because he does not recognize Bo and wants to find out who he is.,"Tsai reacts instantly, throwing a knife that tears off the figure's mask, revealing Bo beneath. Without hesitation, Tsai draws a second knife and presses it to Bo's throat, demanding to know who he is.",Causal-Motivational Reasoning,broad_coverage_event_chain
39,30、INT. BO'S ROOM - DAY | 12、EXT. SIDE COURT YARD - DAY,What does Yu state about her past relationship with Meng Si Zhao?,"Yu states that she was once engaged to Meng Si Zhao, who was killed in battle by Li Mu Bai's enemy.","Yu shares that she was once engaged to Meng Si Zhao, a sworn brother to Li Mu Bai, who was killed in battle by Li Mu Bai's enemy.",Character Understanding,broad_coverage_event_chain
40,10、INT. TE'S STUDY - DAY | 30、INT. BO'S ROOM - DAY | 12、EXT. SIDE COURT YARD - DAY | 11、INT. TE'S STUDY - DAY,Why does Jen express dissatisfaction with the upcoming wedding?,Jen expresses dissatisfaction with the upcoming wedding because she feels she has no personal involvement in the preparations and is being pressured to marry for her father's career advancement rather than for love.,"Jen replies that she is hardly involved in the preparations, and the less she thought about it, the better. She says her parents are arranging everything, that the Gous were a powerful family, and that the marriage would benefit her father's career. She admits she is expected to be happy, but confesses she wishes she could live freely and choose whom she loved.",Causal-Motivational Reasoning,broad_coverage_event_chain
41,30、INT. BO'S ROOM - DAY | 12、EXT. SIDE COURT YARD - DAY | 11、INT. TE'S STUDY - DAY,What does Yu state about her past relationship with Meng Si Zhao?,"Yu states that she was once engaged to Meng Si Zhao, who was killed in battle by Li Mu Bai's enemy.","Yu shares that she was once engaged to Meng Si Zhao, a sworn brother to Li Mu Bai, who was killed in battle by Li Mu Bai's enemy.",Character Understanding,broad_coverage_event_chain
42,10、INT. TE'S STUDY - DAY | 15、INT. JEN'S ROOM - NIGHT | 30、INT. BO'S ROOM - DAY,What does Jen state about her feelings toward the upcoming wedding?,"Jen states that she is hardly involved in the wedding preparations and would prefer not to think about it, as she wishes to live freely and choose whom she loves, which she considers true happiness.","Jen replied that she was hardly involved in the preparations, and the less she thought about it, the better. She admitted she was expected to be happy, but confessed she wished she could live freely and choose whom she loved. She said that, to her, such freedom would be true happiness.",Character Understanding,broad_coverage_event_chain
43,37、INT. TSAI'S HOUSE - NIGHT | 41、EXT. YELLOW HILL - NIGHT | 42、EXT. TE'S - DAY | 41、EXT. YELLOW HILL - NIGHT,Why does Bo attack the Governess during the confrontation beneath the ancient tree?,"Bo attacks the Governess because she insults May, referring to her as a 'little whore' and threatening her with the same fate as her mother.","The Governess sneers, 'You'll soon end up like her, you little whore!' Bo lunges at her in fury.",Causal-Motivational Reasoning,broad_coverage_event_chain
44,47、EXT. TE'S STUDY - NIGHT | 50、EXT. MONASTERY - NIGHT,What does the masked figure state about Wudan when Li Mu Bai offers to train her?,The masked figure states that Wudan is a whorehouse.,"She spins away, shouting that Wudan is a whorehouse, and leaps into the darkness, leaving Li alone.",Character Understanding,broad_coverage_event_chain
45,30、INT. BO'S ROOM - DAY | 12、EXT. SIDE COURT YARD - DAY | 11、INT. TE'S STUDY - DAY,What does Yu express to Jen after she proposes they become like sisters?,Yu expresses his wish for Jen's happiness in her upcoming marriage.,"Yu responds by embracing the bond, and as a sister would, offers her wish for Jen's happiness in her upcoming marriage.",Character Understanding,broad_coverage_event_chain
46,11、INT. TE'S STUDY - DAY | 12、EXT. SIDE COURT YARD - DAY | 11、INT. TE'S STUDY - DAY,What does Yu state about the life of a fighter?,"Yu states that fighters live by rules such as friendship, trust, and integrity, and that without these, they would not survive.","Yu replies that fighters live by rules—friendship, trust, integrity—and without them, they wouldn’t survive.",Character Understanding,broad_coverage_event_chain
47,3、INT. YU'S ROOM - DAY|11、INT. TE'S STUDY - DAY|25、INT. TE'S GREAT HALL - DAY,"Which character is Aunt Wu's niece, acts as a mentor to Jen, and is related to Governor Yu?",Yu,"Yu is in a niece relationship with Aunt Wu, is in a trusted mentor and protégée relationship with Jen, and is in a family relationship with Governor Yu.",Role-Relation Continuity,supplementary_cross_scene
48,4、INT. YUAN PRACTICE HALL - DAY|40、EXT. TE'S HALL - NIGHT|41、EXT. YELLOW HILL - NIGHT,What discovery prompts Li Mu Bai to abandon his plan with the Green Destiny Sword and resolve to avenge his master's death?,Li Mu Bai resolves to avenge his master's death,"In a scene at Te's Hall, Yu shows Li Mu Bai a flyer indicating Jade Fox's return, leading him to darken in expression and resolve to avenge his master's death, shifting the story's.",Narrative Progression,supplementary_cross_scene
49,41、EXT. YELLOW HILL - NIGHT,What crucial intervention by Li Mu Bai stops the Governess from killing Tsai?,Li Mu Bai intervenes to stop the Governess from killing Tsai,"As the Governess moved to deliver a killing blow to Tsai, Li Mu Bai descended from the treetops and stepped between them, blocking her attack.",Narrative Progression,supplementary_cross_scene
50,41、EXT. YELLOW HILL - NIGHT|47、EXT. TE'S STUDY - NIGHT,What move by the masked figure triggers Li Mu Bai's pursuit?,Masked figure attempts to escape,"The masked figure lunged away, moving swiftly in the moonlight.",Narrative Progression,supplementary_cross_scene
51,47、EXT. TE'S STUDY - NIGHT|50、EXT. MONASTERY - NIGHT,What specific move does Li Mu Bai make with a branch that de-escalates the conflict and sets the stage for his teaching offer?,Li holds stick to figure's mask and gently lifts it,"From episode unit 2: Li holds stick to figure's mask and gently lifts it, as described in the support package.",Narrative Progression,supplementary_cross_scene
52,10、INT. TE'S STUDY - DAY|44、EXT. SIR TE'S GARDEN - DAY|51、INT. JEN'S ROOM - NIGHT,"Who in Crouching Tiger, Hidden Dragon is Governor Yu's daughter, shares a mutual respect with Sir Te, and is a disciple of Jade Fox?",Jen,"Jen is in a daughter relationship with Yu, is in a mutual respect relationship with Sir Te, and is in a disciple relationship with Jade Fox.",Role-Relation Continuity,supplementary_cross_scene
53,30、INT. BO'S ROOM - DAY|87、INT. HALL OF ANCESTRAL WORSHIP,How should their relationship be described?,from close companions to recognizes as sister,"Earlier, the relationship between Jen and Yu Shu Lien is marked by close companions; later, it shifts to recognizes as sister.",Role-Relation Continuity,supplementary_cross_scene
