id,related_scenes,question,answer,related_context,question_type,question_source
31,35、INT. PAUL'S KITCHEN - NIGHT,"In [35、INT. PAUL'S KITCHEN - NIGHT], What is Margaret's emotional state when she asks if Raymond is there?",Nervous,MARGARET (nervous),Character Understanding,broad_coverage_scene
32,23、EXT. INSIDE A TRASH DUMPSTER - NIGHT | 29、EXT. PARKING AREA,Why does Gary question whether the person in the garbage bin might still be alive?,"Gary questions whether the person might still be alive because he is uncertain if the body was actually dead when they disposed of it, suggesting the possibility that hypothermia made the person appear dead or that the injury wasn't fatal.","Gary says, 'I’m just saying… maybe it was like hypothermia and he just looked dead,' and 'maybe you didn’t break it all the way,' indicating his doubt about whether the person was truly dead when placed in the bin.",Causal-Motivational Reasoning,broad_coverage_event_chain
33,19、INT. ATTACHED SUBURBAN GARAGE - CONTINUOUS | 25、INT. KITCHEN OVEN | 35、INT. PAUL'S KITCHEN - NIGHT,What does Paul state about Raymond's presence?,Paul states that Raymond probably won’t be around much longer.,"Paul tells her not to worry, that Raymond probably won’t be around much longer.",Character Understanding,broad_coverage_event_chain
34,47、EXT. BOTTOM OF THE RIDGE - SUNSET | 41、EXT. TOP/BOTTOM OF A RIDGE - LATER,What does Paul do immediately after spreading lard on the corpse's face?,Paul pats the corpse on the shoulder and then looks up toward the ridge.,"He opens a container of lard and spreads it over the dead man's face. After a pause, Paul pats the shoulder and looks up toward the ridge and the long journey ahead.",Temporal Reasoning,broad_coverage_event_chain
35,19、INT. ATTACHED SUBURBAN GARAGE - CONTINUOUS | 18、INT. INSIDE A FRIDGE - LATER | 19、INT. ATTACHED SUBURBAN GARAGE - CONTINUOUS,What does Paul state about the body when the dog approaches it?,Paul states that the body is not for dogs.,"Paul reacts immediately, shouting 'Jodie, no! Not for dogs!' as he waves her away.",Character Understanding,broad_coverage_event_chain
36,16、EXT. INSIDE THE DUMPSTER | 46、EXT. BOTTOM OF THE RIDGE - SUNSET,What does Paul state about what someone should do upon finding the corpse?,Paul states that someone should take a look at the scene.,"In an exaggerated British accent, he says, 'You may want to take a gander. You may want to take a gander...'",Character Understanding,broad_coverage_event_chain
37,25、INT. KITCHEN OVEN | 35、INT. PAUL'S KITCHEN - NIGHT | 37、INT. PAUL'S KITCHEN,What does Paul state about Raymond's current situation?,Paul states that Raymond is indisposed and will be staying at the cabin for a while until he leaves.,"Paul explains that Raymond is indisposed and won’t be available, but assures the caller they’ll see him again. He adds that Raymond will be staying at the cabin for a while, until he leaves.",Character Understanding,broad_coverage_event_chain
38,19、INT. ATTACHED SUBURBAN GARAGE - CONTINUOUS | 25、INT. KITCHEN OVEN | 35、INT. PAUL'S KITCHEN - NIGHT | 37、INT. PAUL'S KITCHEN,What does Paul state about Raymond's availability?,Paul states that Raymond is indisposed and won't be available for a while.,"When asked about Raymond’s whereabouts, Paul explains that Raymond is indisposed and won’t be available, but assures the caller they’ll see him again.",Character Understanding,broad_coverage_event_chain
39,40、EXT. FOREST - LATER | 43、EXT. TOP OF THE RIDGE / FOREST - MORNING | 41、EXT. TOP/BOTTOM OF A RIDGE - LATER,What happened after Paul called out at the cliff edge?,"Paul rolled the corpse over the edge of the drop, and it tumbled down the slope until it came to rest in the snow.","After Paul called out, he rolled the corpse over the edge of the 25-foot drop, and the body tumbled down the slope, bouncing until it came to rest in the snow with a soft whump.",Temporal Reasoning,broad_coverage_event_chain
40,22、INT. BARNELL HOME - DAY,What does Margaret say to the paperboy about his mother?,Margaret tells the paperboy to say hi to his slut mom.,"She tells him to say hi to his slut mom, and later asks, 'You say hi to your slut Mom for me?'",Character Understanding,broad_coverage_scene
41,17、EXT. PARKING AREA / STRIP MALL | 16、EXT. INSIDE THE DUMPSTER | 46、EXT. BOTTOM OF THE RIDGE - SUNSET,What does Paul say when he examines the corpse?,Paul says that someone might want to take a look.,"In an exaggerated British accent, he says, 'You may want to take a gander. You may want to take a gander...'",Character Understanding,broad_coverage_event_chain
42,18、INT. INSIDE A FRIDGE - LATER | 19、INT. ATTACHED SUBURBAN GARAGE - CONTINUOUS,What does Paul state about the condition of the body after examining it?,Paul states that there are no obvious injuries on the body.,He found no obvious injuries and nothing in the pockets.,Character Understanding,broad_coverage_event_chain
43,11、INT. INSURANCE OFFICE / COMMON AREA - DAY | 20、EXT. CITY ROADWAY - EVENING,What does Ted state about the love quiz from the magazine?,Ted states that the love quiz is made up and refuses to participate in it.,"Ted shakes his head and says, 'No way. That stuff's made up.'",Character Understanding,broad_coverage_event_chain
44,11、INT. INSURANCE OFFICE / COMMON AREA - DAY,What does Ted state about how long he has heard the suggestion regarding being transferred back south?,Ted states that he has heard the suggestion for 13 months and six days.,"Ted replies that he’s heard that for 13 months and six days, and it’s getting old.",Character Understanding,broad_coverage_scene
45,16、EXT. INSIDE THE DUMPSTER | 17、EXT. PARKING AREA / STRIP MALL | 16、EXT. INSIDE THE DUMPSTER | 46、EXT. BOTTOM OF THE RIDGE - SUNSET | 43、EXT. TOP OF THE RIDGE / FOREST - MORNING,What does Paul state about what someone else should do upon seeing the scene at the cliff?,Paul states that the person should come on and implies it is already very obvious what needs to be done.,"He calls out, 'Well come on! How much easier do I have to make this?'",Character Understanding,broad_coverage_event_chain
46,24、INT. GARAGE - CONTINUOUS,What does Margaret do when the fridge door is blocked by the body inside?,She uses her hip to shove the door shut.,She steps back and uses her hip to shove the door shut. A cracking sound comes from inside as the door latches.,Character Understanding,broad_coverage_scene
47,22、INT. BARNELL HOME - DAY,What does Margaret do immediately after her verbal exchange with the paperboy that leads to her paying him?,Margaret Barnell leaves to get her purse,"After confronting the paperboy at the door, Margaret turns away and walks into the house to retrieve her purse, leaving him waiting outside.",Narrative Progression,supplementary_cross_scene
48,16、EXT. INSIDE THE DUMPSTER|19、INT. ATTACHED SUBURBAN GARAGE - CONTINUOUS|25、INT. KITCHEN OVEN,"Who is the character that discovers Mr. Barnell's corpse, is married to Margaret, and is Raymond's brother?",Paul,"Paul is in a adversarial discovery relationship with Mr. Barnell, is in a husband relationship with Margaret, and is in a brother relationship with Raymond.",Role-Relation Continuity,supplementary_cross_scene
49,29、EXT. PARKING AREA,"What does Gary try to do on the toboggan hill that fails, forcing him to leave with his nephew?",Gary attempts to retrieve his nephew's Snowrider from the Bully on the tobogganing hill,"After the bully shoves Gary's nephew to the ground, he grabs the Snowrider and slides away; Gary runs after them, trying to catch up and retrieve the sled, but he is too slow.",Narrative Progression,supplementary_cross_scene
50,28、EXT. TOP OF THE HILL - CONTINUOUS|29、EXT. PARKING AREA,What does Gary try to do when the bully slides away with his nephew's Snowrider?,Gary attempts to retrieve his nephew's Snowrider from the Bully on the tobogganing hill,"After the bully shoves Gary's nephew to the ground and grabs the Snowrider, Gary runs after them, trying to catch up and retrieve the sled.",Narrative Progression,supplementary_cross_scene
51,29、EXT. PARKING AREA|35、INT. PAUL'S KITCHEN - NIGHT,How would you describe the shift in Paul and Margaret's relationship from their portrayal as husband and wife to their dynamic in the kitchen scene?,from husband to close companions,"Earlier, the relationship between Paul and Margaret is marked by husband; later, it shifts to close companions.",Role-Relation Continuity,supplementary_cross_scene
52,25、INT. KITCHEN OVEN|37、INT. PAUL'S KITCHEN,"How should the relationship between Paul and Raymond be characterized in the later kitchen scene, given their earlier brotherly connection?",from brother to trusted partners,"Earlier, the relationship between Paul and Raymond is marked by brother; later, it shifts to trusted partners.",Role-Relation Continuity,supplementary_cross_scene
53,39、INT. PAUL'S CAR - CONTINUOUS|34、EXT. BARNELL MOBILE HOME - MOMENTS LATER,What does Paul do right after singing along to 'Escape' in the car that leads to him starting the snowblower?,Paul pulls car over on wilderness road and turns off headlights,"From the support package: Paul sings along to 'Escape' on the radio, then steers the car off the wilderness road, stops at a turnout, and switches off the headlights (Episode unit.",Narrative Progression,supplementary_cross_scene
54,20、EXT. CITY ROADWAY - EVENING|61、INT. INSURANCE OFFICE - DAY|90、INT. BARNELL GREAT ESCAPES TRAVEL - MORNING,"Which character is romantically linked to Tiffany, experiences tension with Cam, and shares mutual suspicion with Paul?",Ted Watters,"Ted Watters is in a romantic partners relationship with Tiffany, is in a ongoing tension relationship with Cam, and is in a mutual suspicion relationship with Paul.",Role-Relation Continuity,supplementary_cross_scene
