id,related_scenes,question,answer,related_context,question_type,question_source
11,15.养心殿院中·夏日·外,福晋对溥仪说了什么？,你还能记得我的样子吗？,福晋：“你还能记得我的样子吗？”,Character Understanding,broad_coverage_scene
12,5.故宫午门·冬晨·外,在[5.故宫午门·冬晨·外]中，小溥仪如何观察外界？,睁大眼睛从帘子的缝隙中向外张望。,二嫫把奶头塞进小溥仪嘴里，他不哭了，睁大眼睛从帘子的缝隙中向外张望。,Scene Grounding,broad_coverage_scene
13,17.御花园·夏日·外,"在[17.御花园·夏日·外]中, 溥仪对太妃们的情感如何？",溥仪认为她们不是自己的额娘,溥仪告诉溥杰：‘坐在船上的那些人是太妃。’ 以及‘她们不是，她们不是。’,Character Understanding,broad_coverage_scene
14,33.养心殿院中·夏日·外,"在[33.养心殿院中·夏日·外]中, 溥仪在听到额娘死讯时的情绪如何？",无动于衷,溥仪抬头看看陈宝琛，似乎无动于衷地问：'我额娘真的死了吗？',Character Understanding,broad_coverage_scene
15,26.故宫午门·夏日·外,"在[26.故宫午门·夏日·外]中, 庄士敦和陈宝琛乘车驶进哪里？",午门,庄士敦和陈宝琛乘车驶进午门,Scene Grounding,broad_coverage_scene
16,19.太和殿的大院·夏日·外,在[19.太和殿的大院·夏日·外]中，溥杰认为袁世凯是什么身份？,共和国的大总统,溥杰：“看！就是那汽车，他就是共和国的大总统。”,Character Understanding,broad_coverage_scene
17,19.太和殿的大院·夏日·外,在[19.太和殿的大院·夏日·外]中，陈宝琛如何定义溥仪的皇位地位？,紫禁城内的皇上，不再是城外的皇上,陈宝琛：“皇上是紫禁城内的皇上，不再是城外的皇上了。”,Character Understanding,broad_coverage_scene
18,33.养心殿院中·夏日·外,"在[33.养心殿院中·夏日·外]中, 陈宝琛的情绪状态如何？",悲痛万分,陈宝琛在台阶上躬身：'是的，皇上，我悲痛万分。',Character Understanding,broad_coverage_scene
19,21.二嫫住房·夏日·内,溥仪对现状表达了什么情绪？,我不明白，我不明白！,"溥仪坐在凳子上不解地自语：""我不明白，我不明白！""",Character Understanding,broad_coverage_scene
20,9.太和殿·冬日·外,"在[9.太和殿·冬日·外]中, 溥仪听到蝈蝈叫声时的情绪如何？",兴奋,小溥仪立即兴奋地叫着：“蝈蝈！”,Character Understanding,broad_coverage_scene
21,28.御书房·夏日·内 | 29.养心斋·夏日·外,溥仪在得知学生抗议中有人丧生后，表现出怎样的情绪状态和行为反应？,溥仪表现出愤怒和激动的情绪，认同学生的愤怒，并因自己被禁足在紫禁城中而积怨爆发，他来回走动、猛踢墙壁，并大声喊出‘我要出去’。,溥仪得知学生游行真相后情绪激动，来回走动，踢墙并大喊要出去，表现出对禁足的强烈不满。,Character Understanding,broad_coverage_event_chain
22,15.养心殿院中·夏日·外 | 18.御书房·夏日·内,溥仪在确认自己仍是皇上后表现出怎样的心理状态？,溥仪在确认自己仍是皇上后感到得意。,溥仪听到驼背说皇上永远是皇上后，脸上露出了得意的神色。,Character Understanding,broad_coverage_event_chain
23,7.坤宁宫·冬晨·内 | 8.太和殿·冬日·内,溥仪在被醇亲王抱入坤宁宫后，面对慈禧太后的召唤表现出怎样的心理状态？,溥仪表现出害怕和犹豫的心理状态，他最初跑向慈禧却又突然停下，躲到柱子后面，之后也反复藏身于柱子背后，显示出对慈禧的畏惧和不安。,溥仪被慈禧召唤后没有直接上前，而是跑了几步又停下并躲到柱子后，之后又绕到另一根柱子背后，直到确认无人责罚才慢慢走出来。,Character Understanding,broad_coverage_event_chain
24,18.御书房·夏日·内 | 19.太和殿的大院·夏日·外 | 35.故官午门·夏日·外,溥仪在被卫兵关上宫门后，通过什么行为表达了他对无法出宫的愤怒？,溥仪将一只小白老鼠狠狠摔向铁门，导致老鼠血肉四溅，以此表达愤怒。,溥仪从口袋里掏出一只小白老鼠，突然大叫一声，将老鼠狠狠摔向铁门，老鼠撞上门板，血肉四溅。,Character Understanding,broad_coverage_event_chain
25,7.坤宁宫·冬晨·内 | 27.养心斋·夏日·内 | 28.御书房·夏日·内,溥仪在与庄士敦的初次上课时表现出怎样的心理状态？,溥仪表现出自信且主导的态度，他不愿接受被考试的安排，转而主动提问以掌握对话的主动权。,溥仪拒绝被考试，转而主动询问庄士敦祖先的埋葬地和服饰习惯，并在对话中持续追问，表现出对话语权的掌控意图。,Character Understanding,broad_coverage_event_chain
26,18.御书房·夏日·内 | 19.太和殿的大院·夏日·外 | 35.故官午门·夏日·外,溥仪在被卫兵关上宫门后，通过什么激烈行为表达了他对无法出宫的愤怒？,溥仪掏出一只小白老鼠，大叫一声后将其狠狠摔向铁门，导致老鼠血肉四溅，以此表达愤怒。,溥仪从口袋里掏出小白老鼠，突然大叫一声，将老鼠狠狠摔向铁门，老鼠撞上门板，血肉四溅。,Character Understanding,broad_coverage_event_chain
27,18.御书房·夏日·内 | 19.太和殿的大院·夏日·外 | 35.故官午门·夏日·外 | 36.故官院中·夏日·外,溥仪在被卫兵关在午门门洞内时，通过什么激烈行为表达了他对无法出宫的愤怒？,溥仪将一只小白老鼠狠狠摔向紧闭的铁门，导致老鼠血肉四溅，以此发泄愤怒。,溥仪从口袋里掏出一只小白老鼠，突然大叫一声，将老鼠狠狠摔向铁门。老鼠撞上门板，血肉四溅。,Character Understanding,broad_coverage_event_chain
28,35.故官午门·夏日·外 | 36.故官院中·夏日·外,溥仪在试图冲出午门被阻拦后，通过什么激烈行为表达了他怎样的内心状态？,溥仪通过将一只小白老鼠用力摔向紧闭的铁门，使其血肉飞溅，表达了他被阻拦后愤怒、绝望和无力反抗的激烈情绪。,溥仪从口袋掏出小白老鼠，大叫一声用力摔向铁门，老鼠撞得血肉飞溅，随后他骑车返回院中。,Character Understanding,broad_coverage_event_chain
29,10.养心殿·冬日·内 | 11.寝宫·冬夜·内,溥仪在洗澡时因为什么行为表现出他对自身权力的试探？,溥仪在洗澡时突然问自己是否想干什么就能干什么，随后向驼背太监泼水，以此试探自己的权力边界。,溥仪在洗澡时提出关于自己权力的问题，接着通过向太监泼水的行为来验证是否能随心所欲。,Character Understanding,broad_coverage_event_chain
30,48.监狱走廊·冬日·内 | 49.监狱审讯室·冬日·内,在审讯过程中，溥仪被要求写名字时采取了什么具体行动？,溥仪弯下腰，用一支粉笔头在地上写下了自己的名字。,审讯官示意溥仪把名字写在地上，溥仪用粉笔头照做。,Character Understanding,broad_coverage_event_chain
31,19.太和殿的大院·夏日·外 | 35.故官午门·夏日·外 | 36.故官院中·夏日·外,溥仪在被庄士敦救下后表现出怎样的情绪状态？,溥仪在被救下后情绪崩溃，无声地抽泣，不再挣扎。,溥仪在庄士敦怀里不再挣扎，只是无声地抽泣。,Character Understanding,broad_coverage_event_chain
32,45.乾清宫·夏夜·内 | 47.乾清宫·夏夜·内,婉容在溥仪离开洞房后表现出怎样的心理状态？,婉容表现出兴奋和期待的心理状态，她激动地反复表达对溥仪的喜爱，并相信他会成长。,婉容站在原地，兴奋地低声说‘我喜欢他，我喜欢他！他很快会长大的！’,Character Understanding,broad_coverage_event_chain
33,19.太和殿的大院·夏日·外 | 35.故官午门·夏日·外,溥仪在被宫门关闭后、摔老鼠之前的心理状态是什么？,溥仪感到愤怒和被隔绝，他通过拍打大门和高喊来表达对无法出宫的强烈不满。,溥仪用力拍打大门并高喊‘把门打开’，显示他因被阻挡而产生激烈情绪。,Character Understanding,broad_coverage_event_chain
34,16.紫禁城大道上·夏日·外 | 9.太和殿·冬日·外,溥仪在看到朝臣跪拜时内心有何种情绪状态，这种状态是如何被蝈蝈的出现改变的？,溥仪最初觉得朝臣跪拜的场面很有趣，像一场游戏，表现出好奇和兴奋；当听到蝈蝈叫声后，他的注意力立即被吸引，情绪变得更加激动和专注，表现出强烈的兴趣和惊喜。,溥仪看到众人跪拜觉得有意思，认为是游戏；听到蝈蝈叫声后立即兴奋叫出声并主动寻找声源。,Character Understanding,broad_coverage_event_chain
35,29.养心斋·夏日·外 | 36.故官院中·夏日·外,溥仪在得知学生抗议中有人丧生后，表现出怎样的情绪状态和行为反应？,溥仪表现出愤怒和积怨的情绪，认同学生的抗议，并因自己被禁足而情绪激动，开始来回走动、踢墙并大喊要出宫。,溥仪对学生的愤怒表示认同，流露出被禁足的积怨，情绪激动地走动、踢墙并喊出‘我要出去’,Character Understanding,broad_coverage_event_chain
36,15.养心殿院中·夏日·外|16.紫禁城大道上·夏日·外,叙事中，溥仪和溥杰的关系应如何概括？,从弟弟转为玩伴关系,早期溥仪与溥杰的关系是弟弟；后期变为玩伴关系。,Role-Relation Continuity,supplementary_cross_scene
37,2.满洲里火车站月台·冬日·外|9.太和殿·冬日·外|17.御花园·夏日·外,哪个角色既是溥杰的兄长，又与陈宝琛建立了信任关系，还是乳母二嫫的儿子？,溥仪,溥仪与溥杰是哥哥，与陈宝琛是信任的伙伴，与乳母二嫫是儿子。,Role-Relation Continuity,supplementary_cross_scene
38,16.紫禁城大道上·夏日·外|18.御书房·夏日·内,到较后阶段，溥仪与溥杰的关系应如何概括？,从玩伴关系转为持续敌对,早期溥仪与溥杰的关系是玩伴关系；后期变为持续敌对。,Role-Relation Continuity,supplementary_cross_scene
39,20.故宫小院·夏日·外|21.二嫫住房·夏日·内,在二嫫被强行带离院子后，溥仪的哪个举动成为了他情感变化的催化剂？,溥仪跑进院子高声呼喊二嫫,在场次20中，溥仪从另一扇门跑进院子，一边奔跑一边高声呼喊‘二嫫！二嫫！’，此时二嫫已被太监抬上布轿带走。,Narrative Progression,supplementary_cross_scene
40,45.乾清宫·夏夜·内|47.乾清宫·夏夜·内,洞房场景中，婉容和溥仪之间的哪个亲密举动直接打断了原本的浪漫对话，并引发溥仪惊慌离开、宫女们重新出现？,婉容与溥仪互相解衣直至仅剩内衣,在洞房中，婉容与溥仪互相解开衣扣直至仅剩内衣，随后溥仪的靴子掉落发出声响，惊醒溥仪并导致他匆匆离开，宫女们悄然返回。,Narrative Progression,supplementary_cross_scene
41,47.乾清宫·夏夜·内,在溥仪匆忙离开洞房后，婉容的哪一反应为后续两人亲密互动中靴子掉落的转折埋下了伏笔？,婉容表达对溥仪的爱意与期待,溥仪匆匆离开洞房后，婉容站在原地，脸上洋溢着兴奋的神情；她望着他离去的方向，轻声而激动地说道：‘我喜欢他，我喜欢他！他很快会长大的！’。,Narrative Progression,supplementary_cross_scene
42,45.乾清宫·夏夜·内|47.乾清宫·夏夜·内,溥仪和婉容在洞房中的亲密时刻被什么事件打断，迫使溥仪匆忙离开并导致宫女们悄然返回？,婉容与溥仪互相解衣直至仅剩内衣,婉容与溥仪在亲昵中互相解开彼此的衣扣，衣服被一件件褪下，最后只剩下内衣；一双手滑下溥仪的靴子，靴子咣当一声掉落在地。,Narrative Progression,supplementary_cross_scene
43,47.乾清宫·夏夜·内|70.长春郊外·冬日·外|80.伪皇宫国宴厅·秋日·内,哪位角色与溥仪保持爱恋关系，同时憎恨东宝并与甘粕敌对？,婉容,婉容与溥仪是爱恋关系，与东宝是表达憎恨，与甘粕是持续敌对。,Role-Relation Continuity,supplementary_cross_scene
