id,related_scenes,question,answer,related_context,question_type,question_source
13,14、INT. ELECTRIC PSYCHEDELIC PUSSYCAT SWINGER'S CLUB,What does Austin say in response to Mick's question about his satisfaction?,"Well, you can't always get what you want.","AUSTIN Well, you can't always get what you want.",Character Understanding,broad_coverage_scene
14,3、EXT. CARNABY STREET - DAY,What does Austin say when the Supermodel declares her love for him?,"So many women, so little time.","So many women, so little time.",Character Understanding,broad_coverage_scene
15,5、EXT. PHONE BOOTH,What is the purpose of Austin's beard?,To disguise himself.,disguised only by a beard,Causal-Motivational Reasoning,broad_coverage_scene
16,73、EXT. CAR - STREETS OF LAS VEGAS - NIGHT,"In [73、EXT. CAR - STREETS OF LAS VEGAS - NIGHT], What is Austin's emotional state while driving?",Austin is sad.,Austin drives alone and sad against the rear-projection of Las Vegas.,Character Understanding,broad_coverage_scene
17,61、EXT. BUSHES,When does Dr. Evil escape?,While Austin is telling the story about the bulls,"Unfortunately, while you told that stupid story, Dr. Evil has escaped.",Temporal Reasoning,broad_coverage_scene
18,38、INT. CASINO,What action does Austin take to avoid attention?,Use a cover name,I'm going to use a cover name. It's important that it be a generic name so that we don't draw attention to ourselves.,Scene Grounding,broad_coverage_scene
19,55、INT. HOTEL SUITE,"In [55、INT. HOTEL SUITE], What photo does Vanessa hold up to block Austin's view?",a photo of Number Two,"Vanessa holds up a photo of Number Two and looks at it, blocking his naughty parts.",Scene Grounding,broad_coverage_scene
20,17、INT. CLUB - BACK ROOM,"In [17、INT. CLUB - BACK ROOM], What fills the egg chair after Dr. Evil enters?",WHITE MIST,The chair fills with a WHITE MIST.,Scene Grounding,broad_coverage_scene
21,48、INT. TEXAN'S STALL,"In [48、INT. TEXAN'S STALL], What is the Texan's emotional state after hearing the information?",The Texan is concerned.,"The Texan hears all of this, and is now concerned.",Character Understanding,broad_coverage_scene
22,2、INT. DR. EVIL'S PRIVATE QUARTERS - DAY,"In [2、INT. DR. EVIL'S PRIVATE QUARTERS - DAY], What is Frau Farbissina's attire?",A severe Salvation Army uniform,FRAU FARBISSINA in a severe Salvation Army uniform.,Character Understanding,broad_coverage_scene
23,24、INT. M.O.D. - CRYOGENIC STORAGE FACILITY,"In [24、INT. M.O.D. - CRYOGENIC STORAGE FACILITY], Where are the characters in suspended animation located?",Cryogenic holding berths,"They pass a row of cryogenic holding berths, each containing a naked PERSON in suspended animation",Scene Grounding,broad_coverage_scene
24,46、INT. TEXAN'S STALL,What does the Texan say?,Show that turd who's boss!,TEXAN That's right! Show that turd who's boss!,Scene Grounding,broad_coverage_scene
25,39、INT. CASINO,When does Austin take off his glasses?,After the dealer deals him the ten.,The dealer deals him the ten. NUMBER TWO You're very brave. AUSTIN Cards are not my bag... Austin takes off his glasses.,Temporal Reasoning,broad_coverage_scene
26,25、INT. EXAMINATION AREA,"In [25、INT. EXAMINATION AREA], What is Austin's physical condition after the cryogenic process?","He is lying in a bed tilted up in an extreme angle, weakly speaking.",Austin lies in a bed tilted up in an extreme angle la Dr. Frankenstein's lab. (weakly) Where am I?,Character Understanding,broad_coverage_scene
27,65、INT. ALOTTA'S JAPANESE STYLE PENTHOUSE,"In [65、INT. ALOTTA'S JAPANESE STYLE PENTHOUSE], What device does Austin use to photograph the dossier?",A miniature camera/pendant.,Austin's photographing the dossier with his miniature camera/pendant.,Scene Grounding,broad_coverage_scene
28,74、INT. CASINO BAR - NIGHT,Why do the eight young people shoot Austin sarcastic peace signs?,Because he raises a ZIMA bottle to join their group,"Austin raises a bottle of ZIMA as if to say 'hey, I'm down with that'. They shoot him sarcastic peace signs.",Causal-Motivational Reasoning,broad_coverage_scene
29,8、EXT. CARNABY STREET,What does 'FULL SCREEN INSERT' refer to in the passage?,A cinematic technique showing a close-up of an object.,FULL SCREEN INSERT - AUSTIN'S PASSPORT,Scene Grounding,broad_coverage_scene
30,16、INT. ELECTRIC PSYCHEDELIC PUSSYCAT SWINGER'S CLUB,How does Mrs. Kensington disable the assassin's weapon?,KICKS the knife out of his hand,Mrs. Kensington kicks the knife out of his hand,Scene Grounding,broad_coverage_scene
31,17、INT. CLUB - BACK ROOM | 20、EXT. EARTH FROM SPACE,When does Dr. Evil make his vow to return?,Dr. Evil makes his vow to return during the rocket's ascent into space.,"From within the rocket, Dr. Evil speaks with a shivering voice, vowing to return when free love has ended and greed once again dominates the world, as the Bob's Big Boy rocket lifts off and climbs through the sky, eventually breaking through into space.",Temporal Reasoning,broad_coverage_event_chain
32,43、INT. BATHROOM STALL | 45、INT. AUSTIN'S STALL | 50、INT. BATHROOM,What does Austin state about Patty O'Brien when he finds her body?,Austin does not make any verbal statement about Patty O'Brien when he finds her body.,"The passage describes Austin stepping out and seeing Patty O'Brien's body, but there is no indication that he says anything; it only notes the physical details of the scene and the charms falling from her hand.",Character Understanding,broad_coverage_event_chain
33,16、INT. ELECTRIC PSYCHEDELIC PUSSYCAT SWINGER'S CLUB | 17、INT. CLUB - BACK ROOM,What happens immediately after Dr. Evil's voice declares his escape from the egg-shaped chair?,"He summons Mr. Bigglesworth, and a white cat leaps into the chair just before the doors close.","Dr. Evil's voice calls out from within, declaring his escape. He summons Mr. Bigglesworth, and a white cat leaps into the chair just before the doors close.",Temporal Reasoning,broad_coverage_event_chain
34,38、INT. CASINO | 39、INT. CASINO,Why did Austin choose to use a generic cover name during his interaction at the casino table?,Austin chose a generic cover name to avoid drawing attention to himself and Vanessa while they were at the casino.,"Austin decides to use a cover name, saying it's important that the name be generic so they don't draw attention to themselves.",Causal-Motivational Reasoning,broad_coverage_event_chain
35,16、INT. ELECTRIC PSYCHEDELIC PUSSYCAT SWINGER'S CLUB,What happens immediately after Austin demands to know Dr. Evil's location?,"A spear is fired from off-screen, striking the assassin in the back and killing him.","As Austin demands to know Dr. Evil's location, a spear suddenly shoots from off-screen, striking the assassin in the back. He collapses forward, dead.",Temporal Reasoning,broad_coverage_scene
36,3、EXT. CARNABY STREET - DAY,Why does Austin Powers run away after the photo shoot?,"Austin Powers runs away because a group of hysterical Mod Girls recognizes him and begins screaming, prompting him to flee as they chase after him.","A group of Mod Girls arrives at the photo shoot on Carnaby Street and immediately recognizes Austin Powers. They begin screaming hysterically... Overwhelmed by the sudden outburst, Austin turns and runs down the street. The mob of Mod Girls gives chase, sprinting after him in a frenzied pursuit.",Causal-Motivational Reasoning,broad_coverage_scene
37,3、EXT. CARNABY STREET - DAY,Why does Austin Powers run away after the photo shoot?,"Austin Powers runs away after the photo shoot because a group of Mod Girls recognizes him, begins screaming hysterically, and chases him in a frenzied pursuit.","Overwhelmed by the sudden outburst of screaming Mod Girls, Austin turns and runs down the street, with the mob of girls giving chase closely behind, shrieking and calling his name.",Causal-Motivational Reasoning,broad_coverage_scene
38,11、EXT./INT. JAGUAR - STREETS OF LONDON - DAY | 16、INT. ELECTRIC PSYCHEDELIC PUSSYCAT SWINGER'S CLUB,What happens immediately after the assassin is killed by the spear?,Austin sees Dr. Evil fleeing through a doorway and begins chasing him.,"After a spear suddenly strikes the male assassin in the back, killing him, Austin sees Dr. Evil running through a door. Without hesitation, Austin, Mrs. Kensington, and the others rush after him, beginning a pursuit.",Temporal Reasoning,broad_coverage_event_chain
39,24、INT. M.O.D. - CRYOGENIC STORAGE FACILITY | 25、INT. EXAMINATION AREA | 11、EXT./INT. JAGUAR - STREETS OF LONDON - DAY,When was Austin Powers cryogenically frozen?,Austin Powers was cryogenically frozen in 1967.,"Basil Exposition tells him he is in the Ministry of Defense in 1997, having been cryogenically frozen for thirty years.",Temporal Reasoning,broad_coverage_event_chain
40,10、EXT. CARNABY STREET - DAY | 4、EXT. CARNABY STREET | 10、EXT. CARNABY STREET - DAY,What happens after the schoolgirls pick up Austin's trail again?,They resume their chase of Austin.,"After a brief moment, the schoolgirls pick up his trail again and resume their chase.",Temporal Reasoning,broad_coverage_event_chain
41,30、EXT. PLANE IN FLIGHT - NIGHT | 37、INT. VEGAS HOTEL ROOM | 39、INT. CASINO,Why did Austin pretend not to understand and abruptly leave the conversation?,"Austin pretended not to understand and left abruptly because he was overwhelmed by the awkward situation, particularly after hearing the unusual name Alotta Fagina.","Austin, appearing overwhelmed, pretended not to understand and suddenly announced he was leaving, saying, 'It’s been a gas.'",Causal-Motivational Reasoning,broad_coverage_event_chain
42,11、EXT./INT. JAGUAR - STREETS OF LONDON - DAY | 16、INT. ELECTRIC PSYCHEDELIC PUSSYCAT SWINGER'S CLUB | 17、INT. CLUB - BACK ROOM,What happens immediately after the assassin is struck by the spear?,Austin sees Dr. Evil fleeing through a doorway and begins to chase him.,Austin spots Dr. Evil fleeing through a doorway and immediately gives chase.,Temporal Reasoning,broad_coverage_event_chain
43,39、INT. CASINO,What happened after Austin called for a hit on his eighteen?,"Austin received a ten, which caused his hand to total twenty-eight and resulted in a bust.","The dealer draws a card and places it face up—a ten. Austin’s hand totals twenty-eight, and the table reacts with quiet disbelief as his play ends in a bust.",Temporal Reasoning,broad_coverage_scene
44,14、INT. ELECTRIC PSYCHEDELIC PUSSYCAT SWINGER'S CLUB,Why does Mick Jagger decide to write a new song during the press conference?,"Mick Jagger decides to write a new song because Austin Powers says, 'You can't always get what you want,' which inspires him to use the line as a song title.","After Austin says, 'You can't always get what you want,' Mick pauses, then declares that the line will be the title of a new song he plans to write, certain it will be a hit.",Causal-Motivational Reasoning,broad_coverage_scene
45,25、INT. EXAMINATION AREA,Why does Austin shout when he first regains consciousness?,Austin shouts because the loudness of his voice is a temporary side effect of the cryogenic unfreezing process.,"Basil explains that the outburst is a temporary side effect of the unfreezing process, along with possible fever, dry mouth, and flatulence during relaxation.",Causal-Motivational Reasoning,broad_coverage_scene
46,115、INT. MAIN CHAMBER|118、INT. CATWALK,How would you describe the evolution of Austin and Vanessa's partnership after their joint leadership in the main chamber?,from co-leaders in operation to trusted allies,"Earlier, the relationship between Austin and Vanessa Kensington is marked by co-leaders in operation; later, it shifts to trusted allies.",Role-Relation Continuity,supplementary_cross_scene
47,11、EXT./INT. JAGUAR - STREETS OF LONDON - DAY,What does Basil Exposition do when he first appears on the picture phone in the car?,Basil Exposition introduces himself and provides situational update,"In the Jaguar, a picture phone reveals Basil Exposition, who greets Austin Powers and confirms the year is 1967, Austin's role as an international agent, and that he is with Agent.",Narrative Progression,supplementary_cross_scene
48,25、INT. EXAMINATION AREA|126、INT. DR. EVIL'S PRIVATE QUARTERS|131、EXT. RAFT - MIDDLE OF THE OCEAN - DAY,"Which character starts as Austin's official partner, develops a rivalry with Alotta, and ends up as his trusted ally?",Vanessa Kensington,"Vanessa Kensington is in a assigned partners relationship with Austin Powers, is in a ongoing adversaries relationship with Alotta, and is in a trusted partners relationship with Austin.",Role-Relation Continuity,supplementary_cross_scene
49,39、INT. CASINO,What comment does Vanessa make to break the awkward silence after Austin's mishap?,Vanessa breaks awkward silence by commenting on Number Two's name,"In the casino scene, after Austin accidentally grabs the bimbo's breast and falsely introduces himself, Vanessa breaks the awkward silence by remarking on Number Two's unusual.",Narrative Progression,supplementary_cross_scene
50,30、EXT. PLANE IN FLIGHT - NIGHT|49、INT. AUSTIN'S STALL|64、INT. HOTEL ROOM,"Which character is a trusted contact of Vanessa Kensington, secretly shares an identity with Dr. Evil, and is a key associate of Basil Exposition?",Austin,"Austin is in a trusted contact relationship with Vanessa Kensington, is in a is the same person as relationship with Dr. Evil, and is in a trusted associates relationship with Basil Exposition.",Role-Relation Continuity,supplementary_cross_scene
