id,related_scenes,question,answer,related_context,question_type,question_source
32,33、INT. DOGE'S SUITE - NIGHT,When does Frank follow Cara outside?,After she opens the balcony doors,She throws open the French doors to the balcony,Temporal Reasoning,broad_coverage_scene
33,6、INT. ORIENT EXPRESS - AFTERNOON,What does Cara say when she needs assistance?,I think I'm going to need your help.,CARA I think I'm going to need your help.,Character Understanding,broad_coverage_scene
34,"72、INT. BEDROOM, ""SAFE HOUSE"" - CONTINUOUS",What does The Englishman say about the recipe?,He needs a recipe from a Tuscan cookbook to surprise the guests.,THE ENGLISHMAN (V.O.) There's a recipe in a Tuscan cookbook there I need. Would you look it up for me? THE ENGLISHMAN I want to make sure our guests are surprised.,Character Understanding,broad_coverage_scene
35,"52、INT. DOGE'S SUITE, DANIELI - EVENING",When does Scarface step out from the other room?,After Domenico and the clerk exit,"As he and the clerk exit, Scarface steps out from the other room.",Temporal Reasoning,broad_coverage_scene
36,"51、INT. HOTEL CORRIDOR, DANIELI - EVENING","In [51、INT. HOTEL CORRIDOR, DANIELI - EVENING], Where is Domenico taken by the hotel clerk?",The Doge's suite,Domenico whistles as a hotel clerk escorts him to the Doge's suite.,Scene Grounding,broad_coverage_scene
37,70、EXT. PIAZZA SAN MARCO - EVENING,What does The Englishman instruct Cara to avoid on the phone?,No names.,No names. Not on the phone.,Character Understanding,broad_coverage_scene
38,"27、INT. INTERPOL FIELD HQ, VENICE - DAY",What action does Goyal perform in the scene?,"Weaves through a sprawling mess of personnel and equipment, cell phones, computers, and cables","CAMERA TRACKS WITH GOYAL as he weaves through a sprawling mess of personnel and equipment, cell phones, computers and cables from various national agencies",Scene Grounding,broad_coverage_scene
39,30、INT. DEMIDOV'S HOTEL ROOM - DAY,"In [30、INT. DEMIDOV'S HOTEL ROOM - DAY], What is Quinn's profession?",Swiss Interpol agent,"Quinn, the Swiss Interpol agent.",Character Understanding,broad_coverage_scene
40,29、EXT. VENICE - DAY,How does the camera move in the scene?,floats over the rooftops,CAMERA floats over the rooftops toward the penthouse of a ultra-high end business hotel.,Scene Grounding,broad_coverage_scene
41,"2、INT. GARE DE L'EST, PARIS - DAY","In [2、INT. GARE DE L'EST, PARIS - DAY], What behavioral state does Cara Mason exhibit?",She shows no sign of noticing the men staring,CARA MASON ... shows no sign of noticing. She wears dark glasses...,Character Understanding,broad_coverage_scene
42,18、INT. TRAIN AISLE - MOMENTS LATER | 19、EXT. VENICE TRAIN STATION - MORNING | 37、INT. DOGE'S SUITE - CONTINUOUS,What does Cara state about Frank's actions when she tells him to leave Venice?,Cara states that Frank did nothing wrong.,"Cara replies that he did nothing, and that she’s sorry.",Character Understanding,broad_coverage_event_chain
43,"24、EXT. BALCONY, DANIELI HOTEL - DAY | 37、INT. DOGE'S SUITE - CONTINUOUS | 33、INT. DOGE'S SUITE - NIGHT",What does Cara state about being in Venice alone?,Cara states that she would have been bored in Venice alone because there is more than enough room for two.,Cara remarks that she would have been bored here alone — there's more than enough room for two.,Character Understanding,broad_coverage_event_chain
44,"44、INT. SERVICE STAIRCASE - SECONDS LATER | 47、INT. LEATHER SHOP - DAY | 45、EXT. RIO DEL VIN CANAL, VENICE - DAY | 46、EXT. RIVA DEGLI SCHIAVONI, VENICE - DAY",Why did Frank fall after getting on the vendor's bicycle?,"Frank fell because the bicycle moved too slowly, causing him to lose his balance when he abruptly jumped off.","The bicycle moves too slowly, and Frank abruptly jumps off, losing his balance and falling hard.",Causal-Motivational Reasoning,broad_coverage_event_chain
45,"24、EXT. BALCONY, DANIELI HOTEL - DAY | 6、INT. ORIENT EXPRESS - AFTERNOON | 26、EXT. BALCONY - MOMENTS LATER",What does Cara state about the room on the balcony?,Cara states that there is more than enough room for two.,Cara says she would have been bored there alone and adds that there’s more than enough room for two.,Character Understanding,broad_coverage_event_chain
46,"24、EXT. BALCONY, DANIELI HOTEL - DAY | 37、INT. DOGE'S SUITE - CONTINUOUS | 24、EXT. BALCONY, DANIELI HOTEL - DAY | 37、INT. DOGE'S SUITE - CONTINUOUS",What does Cara state about Frank's actions when she tells him to leave Venice?,Cara states that Frank did nothing wrong.,"She replies that he did nothing, apologizes, and walks toward her bedroom.",Character Understanding,broad_coverage_event_chain
47,"6、INT. ORIENT EXPRESS - AFTERNOON | 24、EXT. BALCONY, DANIELI HOTEL - DAY | 37、INT. DOGE'S SUITE - CONTINUOUS",What does Cara state to Frank when he asks what he did wrong?,Cara states that he did nothing and apologizes.,"When Frank asks, 'What... what did I do?', Cara responds, 'Nothing,' she says quietly. 'I'm sorry.'",Character Understanding,broad_coverage_event_chain
48,"24、EXT. BALCONY, DANIELI HOTEL - DAY | 39、INT. DOGE'S SUITE - MORNING | 41、INT. CARA'S BEDROOM - MOMENTS LATER | 42、EXT. BALCONY - DAY",What does Frank say about the sofa when Cara offers to have another one brought up?,Frank says the sofa is fine and perfect.,"He quickly masks it. ""No, no, no. The sofa's fine. Perfect in fact,"" he says.",Character Understanding,broad_coverage_event_chain
49,"42、EXT. BALCONY - DAY | 46、EXT. RIVA DEGLI SCHIAVONI, VENICE - DAY",What happens to Frank immediately after he falls from the roof ridge?,"He reaches for the gutter, hits his head on the wall, lands on the pavement beside the canal, gets up quickly, and runs back toward the lagoon.","As he falls, he reaches for the gutter, his hand slamming against it and his head striking the wall. He drops onto the pavement beside the small canal and quickly gets up, doubling back toward the lagoon.",Temporal Reasoning,broad_coverage_event_chain
50,"41、INT. CARA'S BEDROOM - MOMENTS LATER | 44、INT. SERVICE STAIRCASE - SECONDS LATER | 46、EXT. RIVA DEGLI SCHIAVONI, VENICE - DAY",What happens immediately after Frank breaks the key off in the lock?,Frank turns and runs toward the balcony just as the door bursts open behind him.,Frank turns and runs barefoot toward the balcony just as the door bursts open behind him.,Temporal Reasoning,broad_coverage_event_chain
51,"24、EXT. BALCONY, DANIELI HOTEL - DAY | 37、INT. DOGE'S SUITE - CONTINUOUS | 24、EXT. BALCONY, DANIELI HOTEL - DAY | 37、INT. DOGE'S SUITE - CONTINUOUS",Why does Cara tell Frank to leave Venice?,"Cara tells Frank to leave Venice because she believes the city is meant for lovers, not for someone recovering from a failed engagement.","She tells him he should leave Venice the next day, saying the city is for lovers, not for recovering from a failed engagement.",Causal-Motivational Reasoning,broad_coverage_event_chain
52,"32、EXT. BISTRO - AFTERNOON | 34、EXT. BALCONY - NIGHT | 24、EXT. BALCONY, DANIELI HOTEL - DAY",What does Cara state about how the watch looks on Frank?,Cara states that the watch suits Frank.,"Cara looks at Frank and says, 'It suits you.'",Character Understanding,broad_coverage_event_chain
53,"3、INT. BRASSERIE, GARE DE L'EST - DAY | 6、INT. ORIENT EXPRESS - AFTERNOON | 7、EXT. MOUNTAINOUS COUNTRYSIDE - SUNSET",What does Cara state about being followed?,Cara does not state anything about being followed; she hears a man's voice saying they are following her.,"A man's voice, speaking in an English accent, says, 'They are following you, Cara,' and adds that if she follows his instructions, they can get away. Without looking up, Cara takes a small makeup mirror from her bag and holds it in front of her face, glancing into it to scan the area behind her.",Character Understanding,broad_coverage_event_chain
54,17、INT. TRAIN CAR - SAME | 19、EXT. VENICE TRAIN STATION - MORNING | 37、INT. DOGE'S SUITE - CONTINUOUS,What does Frank express when Cara tells him to leave Venice?,Frank expresses confusion and hurt by asking what he did wrong.,"He asks, 'What... what did I do?' His voice carries confusion and hurt.",Character Understanding,broad_coverage_event_chain
55,19、EXT. VENICE TRAIN STATION - MORNING | 37、INT. DOGE'S SUITE - CONTINUOUS | 33、INT. DOGE'S SUITE - NIGHT,Why does Frank hesitate before taking Cara's valise at the train station?,Frank hesitates because he is uncertain about the nature of their interaction and whether he should get involved with Cara's plans.,"Frank hesitates, then takes the valise after Cara holds it out to him, indicating his uncertainty in the moment.",Causal-Motivational Reasoning,broad_coverage_event_chain
56,"49、INT. POLIZIA ""QUESTURA"" (POLICE STATION) - DAY",When did Domenico give Frank his personal phone number?,Domenico gave Frank his personal phone number before they left for the hospital.,"Before they leave, Domenico writes down his personal phone number and gives it to Frank, telling him to call if anything comes up.",Temporal Reasoning,broad_coverage_scene
57,"102、INT. INTERPOL FIELD HQ, VENICE - DAY|103、EXT. INTERPOL FIELD HQ, VENICE - DAY",How should the relationship between Frank Taylor and John Ackerman be characterized after their espresso conversation on the balcony?,from mutual antagonism to trusted colleagues,"Earlier, the relationship between Frank Taylor and John Ackerman is marked by mutual antagonism; later, it shifts to trusted colleagues.",Role-Relation Continuity,supplementary_cross_scene
58,"3、INT. BRASSERIE, GARE DE L'EST - DAY|21、INT. DANIELI HOTEL, ENTRANCE HALL - DAY|107、EXT. GRAND SALONE, VENICE - DAY","Which character is closely tied to Alexander Pearce, married to Frank Taylor, and works alongside John Ackerman?",Cara,"Cara is in a trusted connection relationship with Alexander Pearce, is in a is married to relationship with Frank Taylor, and is in a trusted colleagues relationship with John Ackerman.",Role-Relation Continuity,supplementary_cross_scene
59,"21、INT. DANIELI HOTEL, ENTRANCE HALL - DAY|22、INT. STAIRCASE HALL, DANIELI - DAY",What does Frank do to move with her into the hotel?,Frank hurries to catch up with Cara after check-in,"In the scene after check-in, Frank hurries to catch up with Cara as they proceed into the hotel interior.",Narrative Progression,supplementary_cross_scene
60,32、EXT. BISTRO - AFTERNOON|34、EXT. BALCONY - NIGHT,What pivotal action does she take that changes the course of their interaction?,Cara gives Frank the former lover's watch,"Cara unclasps the watch from her wrist and places it into Frank's hand, urging him to take it, which shifts the dynamic between them.",Narrative Progression,supplementary_cross_scene
61,4、INT. GARE DE L'EST STATION - MOMENTS LATER|6、INT. ORIENT EXPRESS - AFTERNOON,What event on the train serves as the turning point between Cara colliding with Frank and their subsequent name exchange?,Cara sits down opposite Frank on the train,From the description of episode unit 2: 'Cara sits down opposite Frank on the train; '.,Narrative Progression,supplementary_cross_scene
62,"6、INT. ORIENT EXPRESS - AFTERNOON|61、INT. HOSPITAL ELEVATOR, PADUA - NIGHT|97、EXT. CIPRIANI HOTEL, POOLSIDE RESTAURANT - DAY","Which character is romantically linked with Cara, faces a threatening situation with Scarface, and is in conflict with Alexander Pearce?",Frank Taylor,"Frank Taylor is in a presented as couple relationship with Cara, is in a mutual recognition of threat relationship with Scarface, and is in a in conflict with relationship with Alexander Pearce.",Role-Relation Continuity,supplementary_cross_scene
