id,related_scenes,question,answer,related_context,question_type,question_source
18,30、INT. HIGH SCHOOL - HALLWAY - JESSICA,"In [30、INT. HIGH SCHOOL - HALLWAY - JESSICA], What behavioral action does Robbie take after the teacher addresses him?",stands up and gives a speech,"Slowly, Robbie stands. We HEAD IN TIGHT ON him.",Character Understanding,broad_coverage_scene
19,7、INT. LEXUS SUV,"In [7、INT. LEXUS SUV], What is Cal's behavioral state when he finally reacts to Tracy's confession?","Silently listening, then telling her to stop","Cal remains silent initially, then says 'Please stop' after Tracy's confession",Character Understanding,broad_coverage_scene
20,43、INT. MIDDLE SCHOOL - NEXT NIGHT,How long has Cal been buying the wrong size suit?,Twenty years,I've been buying the wrong size suit for twenty years.,Temporal Reasoning,broad_coverage_scene
21,6、INT. BAR | 49、INT. BAR,What does Jacob state about his abilities as a lover?,"Jacob states that he is an accomplished lover and assures Hannah that if she goes home with him, she will leave satisfied—multiple times.","He says he is an accomplished lover and assures her that if she goes home with him, she will leave satisfied—multiple times.",Character Understanding,broad_coverage_event_chain
22,50、INT. JACOB'S APARTMENT - LATER,What does Hannah state about how she wants to be perceived by Jacob?,Hannah states that she wants to be seen as sexy—R-rated sexy—rather than adorable.,"She snaps back, insisting she's not adorable but sexy—R-rated sexy—and says she didn't come over to get drunk and pass out while he tucks her in.",Character Understanding,broad_coverage_scene
23,13、INT. CORPORATE APARTMENT - MOMENTS LATER | 18、INT. BAR - LATER,What does Cal state when asked if he wants to get back in shape?,Cal says he guesses so.,"The woman asks Cal if he wants to get back in shape. Cal looks down, embarrassed. He says he guesses so.",Character Understanding,broad_coverage_event_chain
24,38、INT. HIGH SCHOOL HALLWAY - NEXT DAY,What does Madison state about her lips during the interaction at her locker?,Madison states that her lips are seals.,"Madison explains, 'Seals,' then clarifies, 'My lips are seals.'",Character Understanding,broad_coverage_scene
25,43、INT. MIDDLE SCHOOL - NEXT NIGHT | 46、EXT. SCHOOL - CONTINUOUS ACTION,What does Cal state about his feelings for Tracy after admitting to the affair?,"Cal states that the affair proved he still loves Tracy more than anyone and that, even after being with eleven others, she is still the only woman he wants to be with.","Cal says the affair only proved he still loves Tracy more than anyone. He starts to say she was the only woman he ever wanted—until now, even after being with eleven others, she’s still the one. Realizing his mistake, he trails off. He weakly finishes, saying she’s still the only woman he wants to be with.",Character Understanding,broad_coverage_event_chain
26,15、INT. FURNITURE STORE - LATER,What does Cal state about his wife during the interaction in the furniture store?,Cal states that his wife is sleeping with David Jacobowitz.,"Cal says, 'My wife is sleeping with David Jacobowitz. I need a couch.'",Character Understanding,broad_coverage_scene
27,3、INT. BAR | 6、INT. BAR | 49、INT. BAR,What does Hannah state about her feelings for Richard?,Hannah states that she loves her boyfriend Richard and would have his babies if she could.,"Hannah, clearly buzzed, says she loves her boyfriend Richard and would have his babies if she could.",Character Understanding,broad_coverage_event_chain
28,2、INT. SUBURBAN HOUSE (PASADENA) - SAME EVENING | 9、INT. THE WEAVER HOUSE,What does Jessica state about the broken picture?,Jessica states that it is her fault.,"She says it's her fault, then tells Molly it's time to go to bed.",Character Understanding,broad_coverage_event_chain
29,30、INT. HIGH SCHOOL - HALLWAY - JESSICA | 39、EXT. HIGH SCHOOL - LATER THAT DAY,What does Robbie state about the meaning of the 'A' in The Scarlet Letter?,"Robbie states that the 'A' in The Scarlet Letter stands for ASSHOLE because the characters are in love and love is for stupid assholes, and he adds that the book is boring and confusing and that everyone in it dies like assholes.","He begins to speak, saying the 'A' in The Scarlet Letter stands for ASSHOLE, because the characters are in love and love is for stupid assholes. He says the book is boring and confusing, and that everyone in it dies like assholes.",Character Understanding,broad_coverage_event_chain
30,7、INT. LEXUS SUV | 46、EXT. SCHOOL - CONTINUOUS ACTION,What does Tracy state about her feelings regarding the affair with David Jacobowitz?,Tracy states that the affair shows how broken their marriage is.,"Tracy continues, saying the affair shows how broken they are.",Character Understanding,broad_coverage_event_chain
31,3、INT. BAR | 6、INT. BAR,What does Hannah state about her feelings for Richard?,Hannah states that she loves her boyfriend Richard and would have his babies if she could.,"Hannah, clearly buzzed, says she loves her boyfriend Richard and would have his babies if she could.",Character Understanding,broad_coverage_event_chain
32,20、INT. CORPORATE APARTMENT - EVENING,What does Cal state about the situation between him and the children's mother?,"Cal states that the situation between him and the children's mother was not what anyone wanted, but that he and Molly have done nothing wrong.","Cal kneels in front of her, taking her face in his hands, and tells her that what’s happening with him and their mom wasn’t what anyone wanted, but that the two of them have done nothing wrong.",Character Understanding,broad_coverage_scene
33,7、INT. LEXUS SUV | 19、EXT. THE WEAVER BACKYARD - DAY (ONE WEEK LATER) | 43、INT. MIDDLE SCHOOL - NEXT NIGHT,What does Tracy state about her feelings regarding the affair and her marriage?,"Tracy states that she is unhappy in her marriage, which has become stagnant, and that the affair with David Jacobowitz shows how broken they are.","Tracy tells Cal she's unhappy, that their marriage has become stagnant... She admits she slept with him... She says the affair shows how broken they are.",Character Understanding,broad_coverage_event_chain
34,23、INT. CHEESECAKE FACTORY - CONTINUOUS ACTION | 48、INT. CHEESECAKE FACTORY - CONTINUOUS ACTION,What does Hannah state about her expectation after Richard announces the job offer?,Hannah states that she thought Richard was going to propose.,"After Richard announces a job offer in front of the group, Hannah hesitates, visibly stunned. She quietly admits she thought he was going to propose.",Character Understanding,broad_coverage_event_chain
35,9、INT. THE WEAVER HOUSE | 30、INT. HIGH SCHOOL - HALLWAY - JESSICA | 32、INT. PRINCIPAL'S OFFICE WAITING ROOM - LATER,What does Robbie state about his feelings for Jessica?,Robbie states that he loves Jessica and believes she is his soulmate.,"Robbie continues, saying he loves her and believes she is his soulmate, despite the age difference and their roles.",Character Understanding,broad_coverage_event_chain
36,14、INT. OFFICE - AFTERNOON,What does Cal's boss say that reveals his relief after learning about the divorce?,Boss expresses relief about Cal's situation,"Upon hearing about Cal's divorce, the boss expresses relief that it is not a more serious issue like cancer.",Narrative Progression,supplementary_cross_scene
37,2、INT. SUBURBAN HOUSE (PASADENA) - SAME EVENING|11、INT. BAR - LATER|15、INT. FURNITURE STORE - LATER,"Stupid, Love,' which character's personal struggles involve being Tracy's husband, resenting Jacob Palmer, and having a feud with David Jacobowitz?",Cal,"Cal is in a partner relationship with Tracy, is in a resented rival relationship with Jacob Palmer, and is in a ongoing adversaries relationship with David Jacobowitz.",Role-Relation Continuity,supplementary_cross_scene
38,11、INT. BAR - LATER|15、INT. FURNITURE STORE - LATER,"How should Cal's relationship with David Jacobowitz be characterized, given his earlier feelings in the bar?",from resented rival to ongoing adversaries,"Earlier, the relationship between Cal and David Jacobowitz is marked by resented rival; later, it shifts to ongoing adversaries.",Role-Relation Continuity,supplementary_cross_scene
39,14、INT. OFFICE - AFTERNOON|15、INT. FURNITURE STORE - LATER,What event in the furniture store sets the stage for Cal to decide on the beige couch and chaise?,Salesman approaches Cal in furniture store,"Cal sits on a plain, faux-modern couch, staring into space; A salesman walks over and stands nearby, initiating the interaction.",Narrative Progression,supplementary_cross_scene
40,9、INT. THE WEAVER HOUSE|30、INT. HIGH SCHOOL - HALLWAY - JESSICA|33、INT. TRACY'S OFFICE - LATER,Which character is Cal Weaver's son and regularly exchanges texts with Jessica?,Robbie Weaver,"Robbie Weaver is in a son relationship with Cal Weaver, is in a in regular communication relationship with Jessica, and is in a son relationship with Cal.",Role-Relation Continuity,supplementary_cross_scene
41,49、INT. BAR|50、INT. JACOB'S APARTMENT - LATER,What specific demand does she make that changes the course of their evening and leads to them moving to the bedroom?,Hannah demands Jacob take off his shirt,"In the scene at Jacob's apartment, Hannah tells Jacob to take off his shirt, which he does, and this moment redirects their interaction towards deciding to go to the bedroom.",Narrative Progression,supplementary_cross_scene
42,49、INT. BAR|50、INT. JACOB'S APARTMENT - LATER,What does Hannah confess to Jacob that shifts the dynamic from her bold entrance to a more vulnerable turn?,Hannah admits her nervousness and reveals her true intentions,"In the apartment scene, Hannah takes a deep breath and admits she's very nervous, explaining that her confidence at the bar was an act, and she insists on intimacy, revealing her.",Narrative Progression,supplementary_cross_scene
