movie_id,title,release_year,word_count,num_scenes,genre_1,genre_2,genre_3,script_url
en3b9c9c29e0ba4991bf8328f835c78f30,The Bourne Ultimatum (film),2007,24210,320,Action,Thriller,Spy,http://www.imsdb.com/scripts/Bourne-Ultimatum%2C-The.html
en3a6c2a65685a46cfa0671f82c9d464af,Star Wars: The Force Awakens,2015,32086,266,Science Fiction,Adventure,Action,http://www.imsdb.com/scripts/Star-Wars-The-Force-Awakens.html
en8549e3d0b5db47a98dea7624fcdf2a0c,The Green Mile (film),1999,37597,108,Fantasy,Drama,Crime,http://www.imsdb.com/scripts/Green-Mile%2C-The.html
enc2f5fbfaed0d40bdb7bea61090a8df6c,The Tourist (2010 film),2010,23207,132,Romance,Thriller,Crime,http://www.imsdb.com/scripts/Tourist%2C-The.html
enc76f658069e44354af1c5f8ab366d9ff,Ghostbusters II,1989,28216,156,Comedy,Science Fiction,Supernatural,http://www.imsdb.com/scripts/Ghostbusters-2.html
en69e9830df5f14930bfd6ec2e9744f84e,A Dry White Season,1989,42211,158,Drama,History,Social Issues,http://www.imsdb.com/scripts/Dry-White-Season%2C-A.html
en12839bdf037c46a0a3d9de0e50a6cbaa,Chasing Amy,1997,29209,68,Romance,Comedy,Drama,http://www.imsdb.com/scripts/Chasing-Amy.html
enf13d66c0d1a5499d9941d74fa4ed1d7a,The American (2010 film),2010,28192,168,Thriller,Crime,Drama,http://www.imsdb.com/scripts/American%2C-The.html
en2caff09adab7473b9f8e3898a6709a6e,Aliens (film),1986,34072,384,Science Fiction,Action,Horror,http://www.imsdb.com/scripts/Aliens.html
enea9d585da5e24885b289f0eb491f42ae,Panic Room,2002,28491,336,Thriller,Crime,Drama,http://www.imsdb.com/scripts/Panic-Room.html
enbb70fec49be04d91b97f930985c5432f,Three Kings (1999 film),1999,31087,280,War,Adventure,Comedy,http://www.imsdb.com/scripts/Three-Kings.html
enadb2496983c5461982b98e1afd844b33,Top Gun,1986,30866,164,Action,Romance,War,http://www.imsdb.com/scripts/Top-Gun.html
enbb5dfbf639f341a8a5e95832409357b3,Man on the Moon (film),1999,33564,173,Comedy,Comedy,Drama,http://www.imsdb.com/scripts/Man-on-the-Moon.html
en6825fec0dcce429abef2b213d6372bbd,Interview with the Vampire,1994,27703,274,Horror,Fantasy,Drama,http://www.imsdb.com/scripts/Interview-with-the-Vampire.html
enca11f6b8ddcc4844a5ee14e1c7b9762e,Swordfish (film),2001,25231,180,Action,Crime,Thriller,http://www.imsdb.com/scripts/Swordfish.html
en1ae8880bb21245a39ad18f119e163fec,The White Ribbon,2009,36076,76,Drama,Thriller,History,http://www.imsdb.com/scripts/White-Ribbon%2C-The.html
en7f8648f5449c4f9da46febfd68cdbd58,Darkman,1990,31979,100,Action,Science Fiction,Thriller,http://www.imsdb.com/scripts/Darkman.html
enf18baec3a1b8400da447b89e0b39bb61,Get Carter,1971,19230,147,Crime,Thriller,Drama,http://www.imsdb.com/scripts/Get-Carter.html
en3b3b6db8683b4f509171b4b097837dbd,Platinum Blonde (film),1931,30731,33,Comedy,Romance,Drama,http://www.imsdb.com/scripts/Platinum-Blonde.html
en7e3d15d9e49b4e4aa78528e4f2d0e9c3,The Bourne Identity (2002 film),2002,27247,158,Action,Thriller,Spy,http://www.imsdb.com/scripts/Bourne-Identity%2C-The.html
enbbd7083882674c1fa0c668d4d7331e22,Alien: Resurrection,1997,28032,40,Science Fiction,Action,Horror,http://www.imsdb.com/scripts/Alien-Resurrection.html
endf4af255fff1417397ad8dc82d404df7,Airplane II: The Sequel,1982,27675,257,Comedy,Science Fiction,Disaster,http://www.imsdb.com/scripts/Airplane-2-The-Sequel.html
en39094405d8fc4cefad9d3d7ffe4efa27,The Sandlot,1993,25394,165,Family,Sports,Comedy,http://www.imsdb.com/scripts/Sandlot-Kids%2C-The.html
endffac0563af542049ec8e89fb53065ba,Orphan (film),2009,36533,206,Horror,Thriller,Thriller,http://www.imsdb.com/scripts/Orphan.html
en0c08ce1c06774785b5d73d9effd69e6b,The Silence of the Lambs (film),1991,38942,272,Crime,Thriller,Horror,http://www.imsdb.com/scripts/Silence-of-the-Lambs.html
en46a42bd9735146aab01614153446ad01,Defiance (2008 film),2008,29923,199,War,Drama,History,http://www.imsdb.com/scripts/Defiance.html
en132159a79f6040c88b523d3a87ec3224,Punch-Drunk Love,2002,20053,84,Romance,Comedy,Drama,http://www.imsdb.com/scripts/Punch-Drunk-Love.html
encfd3090ddb3146318f2edf3bf6807b30,Heat (1995 film),1995,37149,246,Crime,Action,Thriller,http://www.imsdb.com/scripts/Heat.html
enf903e9b905b54ea09072b039caccdbeb,The Salton Sea (2002 film),2002,27451,292,Crime,Thriller,Drama,http://www.imsdb.com/scripts/Salton-Sea%2C-The.html
en48f2465cf27f49a98a375692d4c2209b,"Crazy, Stupid, Love",2011,27118,84,Romance,Comedy,Drama,http://www.imsdb.com/scripts/Crazy%2C-Stupid%2C-Love.html
en48bdeeb754c548448c2bfaf7976c365b,Anonymous (film),2011,34324,177,History,Thriller,Drama,http://www.imsdb.com/scripts/Anonymous.html
en13156e4072c04c31ae4b5defda4a7bc5,Scream 3,2000,22987,68,Horror,Thriller,Thriller,http://www.imsdb.com/scripts/Scream-3.html
en1f02f19d1d4247d4a6de3a3b3af622ff,Terminator Salvation,2009,30604,121,Science Fiction,Action,Adventure,http://www.imsdb.com/scripts/Terminator-Salvation.html
en5e7d0ab69a264987ad93be4a13bf5670,Smokin' Aces,2006,37436,122,Action,Crime,Comedy,http://www.imsdb.com/scripts/Smokin%27-Aces.html
en140365ba66ff4e7481ff1a0b2b5e68e8,Dog Day Afternoon,1975,34178,138,Crime,Drama,Thriller,http://www.imsdb.com/scripts/Dog-Day-Afternoon.html
ena8f6324d99f04af0961fa7d98f9af983,Elizabeth: The Golden Age,2007,27660,167,History,Drama,,http://www.imsdb.com/scripts/Elizabeth-The-Golden-Age.html
en0bfaa5e9e6e649c8b008aa84131baaca,Pandorum,2009,34780,109,Science Fiction,Horror,Thriller,http://www.imsdb.com/scripts/Pandorum.html
en3b8f79aa09a045818b4e725fdf6b57e7,Apocalypse Now,1979,35770,120,War,Drama,Adventure,http://www.imsdb.com/scripts/Apocalypse-Now.html
en97cd44f4ac92471e9137b4d2262a4dac,Do the Right Thing,1989,20246,98,Drama,Comedy,Social Issues,http://www.imsdb.com/scripts/Do-The-Right-Thing.html
ena1acdede6d524bffaf3a93bf0087206c,Up (2009 film),2009,21701,181,Animation,Adventure,Comedy,http://www.imsdb.com/scripts/Up.html
enf53d09c71da246cfb21c10366409a6b1,The Replacements (film),2000,28619,87,Sports,Comedy,Drama,http://www.imsdb.com/scripts/Replacements%2C-The.html
en907f369c73384a6a9b4d5cc8b683203a,August: Osage County (film),2013,31694,78,Drama,Family,Comedy,http://www.imsdb.com/scripts/August-Osage-County.html
enec3061f1b9d346fa84285a8f3eb111ba,Brazil (1985 film),1985,40318,143,Science Fiction,Fantasy,Comedy,http://www.imsdb.com/scripts/Brazil.html
enc05e4f27bd8448ebaf9883c64aa4d599,Grosse Pointe Blank,1997,23453,244,Crime,Comedy,Romance,http://www.imsdb.com/scripts/Grosse-Point-Blank.html
en2e733a32750748b082f2ffb7f4608329,The Big White,2005,28925,141,Comedy,Crime,Adventure,http://www.imsdb.com/scripts/Big-White%2C-The.html
enf70932f1126d4ce791057d9a8b377ada,The Woodsman (2004 film),2004,22236,126,Drama,Crime,,http://www.imsdb.com/scripts/Woodsman%2C-The.html
en8546b56484754b42b4bc1b26acaff242,Music of the Heart,1999,30867,156,Drama,Music,,http://www.imsdb.com/scripts/Music-of-the-Heart.html
en04052c0f20834cf1bac19927d8f758e0,Star Trek II: The Wrath of Khan,1982,23891,352,Science Fiction,Action,Adventure,http://www.imsdb.com/scripts/Star-Trek-II-The-Wrath-of-Khan.html
ence0f8f6cc6994a0b9b565d6910852f82,The Verdict,1982,27515,97,Social Issues,Drama,Crime,http://www.imsdb.com/scripts/Verdict%2C-The.html
en84ff0693fcff4a248aac61e40934aab5,Rise of the Guardians,2012,34512,119,Animation,Adventure,Fantasy,http://www.imsdb.com/scripts/Rise-of-the-Guardians.html
enb844ecabcc7f4bc380cc87b5d3e24348,Hellboy II: The Golden Army,2008,27337,126,Action,Fantasy,Adventure,http://www.imsdb.com/scripts/Hellboy-2-The-Golden-Army.html
en6e3adb1c4f5546c4a6178969b0cb2f43,Shivers (film),1975,23992,85,Horror,Science Fiction,Thriller,http://www.imsdb.com/scripts/Shivers.html
en75adf53b6d3142588f900aaa97847091,Rush Hour 2,2001,22950,220,Action,Comedy,Crime,http://www.imsdb.com/scripts/Rush-Hour-2.html
ene31a5765eef2481ba7f4a03de7180508,17 Again (film),2009,23184,117,Comedy,Fantasy,Family,http://www.imsdb.com/scripts/17-Again.html
enff3a622961b84aa091a2a5babfe2aa18,Yes Man (film),2008,27445,148,Comedy,Romance,Drama,http://www.imsdb.com/scripts/Yes-Man.html
en97608cba906d4e549dfa0a6a4964fb63,The Hebrew Hammer,2003,25310,62,Comedy,Action,Adventure,http://www.imsdb.com/scripts/Hebrew-Hammer%2C-The.html
en8dc9b5e23f324c86a3593ba801f672ac,Intolerable Cruelty,2003,21234,47,Romance,Comedy,Drama,http://www.imsdb.com/scripts/Intolerable-Cruelty.html
en4cf0d5a6f8544ee49db748b16e9624b6,Five Easy Pieces,1970,22719,208,Drama,Family,Road Movie,http://www.imsdb.com/scripts/Five-Easy-Pieces.html
en70e2a8ef10674e9584d2d665ba2a59db,Jennifer 8,1992,43243,186,Crime,Thriller,Thriller,http://www.imsdb.com/scripts/Jennifer-Eight.html
en3b12e7f9ab57442f9fe95fdf52d2510e,"Lock, Stock and Two Smoking Barrels",1998,24046,139,Crime,Comedy,Action,http://www.imsdb.com/scripts/Lock%2C-Stock-and-Two-Smoking-Barrels.html
en98f7f7e775624d9a8b43bd900ef12a36,Land of the Dead,2005,26138,156,Horror,Science Fiction,Thriller,http://www.imsdb.com/scripts/Land-of-the-Dead.html
enf854f6d986194b25a467dae9b922f46e,Thor (film),2011,37970,190,Action,Fantasy,Adventure,http://www.imsdb.com/scripts/Thor.html
en05bc3690e0134347aa5df63f6920ae65,A Walk to Remember,2002,25412,223,Romance,Drama,Youth,http://www.imsdb.com/scripts/Walk-to-Remember%2C-A.html
enf30d36a744764b89b68ac58103b401f0,Inception,2010,34422,285,Science Fiction,Action,Thriller,http://www.imsdb.com/scripts/Inception.html
end30e8354cc2549e29114e0b2f142ca37,Starman (film),1984,35291,241,Science Fiction,Romance,Adventure,http://www.imsdb.com/scripts/Starman.html
ene7ea5a09bac248ef93cb96fea57e1d53,Midnight Cowboy,1969,27629,472,Drama,Social Issues,Road Movie,http://www.imsdb.com/scripts/Midnight-Cowboy.html
enea12b0b06c5e46f799710f03435ecaa4,Scream 2,1997,25558,76,Horror,Thriller,Thriller,http://www.imsdb.com/scripts/Scream-2.html
enae65d9ec6fc04e98899464a06a5ccf62,Sense and Sensibility (film),1995,33353,189,Romance,Drama,History,http://www.imsdb.com/scripts/Sense-and-Sensibility.html
en7ca13db75ab44faa9d147be6e5540ab7,Death to Smoochy,2002,29661,113,Comedy,Crime,,http://www.imsdb.com/scripts/Death-to-Smoochy.html
en6301ea1cf28f477a974e7cb126420d26,The Cider House Rules (film),1999,33123,189,Drama,Romance,History,http://www.imsdb.com/scripts/Cider-House-Rules%2C-The.html
enc6e53029ab49475dbb82bf89a57e1a42,Flash Gordon (film),1980,22932,148,Science Fiction,Adventure,Action,http://www.imsdb.com/scripts/Flash-Gordon.html
enf1d20cc82ed548c5b2aac849e53e68f6,Slither (1973 film),1973,28227,195,Crime,Adventure,Comedy,http://www.imsdb.com/scripts/Slither.html
enc06bd10943f9488ea14f5db2174b4779,The Imaginarium of Doctor Parnassus,2009,29802,74,Fantasy,Adventure,Drama,http://www.imsdb.com/scripts/Imaginarium-of-Doctor-Parnassus%2C-The.html
ene9057ea21d1c4171b3eb1b705a5763fb,In the Loop (film),2009,31346,123,Comedy,Social Issues,Comedy,http://www.imsdb.com/scripts/In-the-Loop.html
en78cb624224a74387bfcbba89fcafa933,Six Degrees of Separation (film),1993,31856,86,Drama,Comedy,Social Issues,http://www.imsdb.com/scripts/Six-Degrees-of-Separation.html
enb557c570b673482eb52293536d886051,The Twilight Saga: New Moon,2009,29462,121,Fantasy,Romance,Drama,http://www.imsdb.com/scripts/Twilight-New-Moon.html
enba0f98e3fab842c387810d1e1085d5e0,15 Minutes,2001,31517,142,Crime,Thriller,Action,http://www.imsdb.com/scripts/15-Minutes.html
en33cfabe4a5c548168d991fca802b0bfc,Henry's Crime,2010,25304,162,Crime,Romance,Comedy,http://www.imsdb.com/scripts/Henry%27s-Crime.html
en8e1f5d05ae954087a5822c031ecf9d3b,Bruce Almighty,2003,28620,137,Comedy,Fantasy,Romance,http://www.imsdb.com/scripts/Bruce-Almighty.html
enda758a230fce4106a0a250e267fdbab8,The Flintstones (film),1994,33713,56,Comedy,Family,Fantasy,http://www.imsdb.com/scripts/Flintstones%2C-The.html
en5a2464c851a44d5e814a92455b48783b,The Private Life of Sherlock Holmes,1970,30975,89,Mystery,Adventure,Comedy,http://www.imsdb.com/scripts/Private-Life-of-Sherlock-Holmes%2C-The.html
en891ad2b0053b41d48ce33f75cc636305,Hellboy (film),2004,28098,227,Action,Fantasy,Adventure,http://www.imsdb.com/scripts/Hellboy.html
en4f8be69c09c643ddb50e5d728ced107f,Stepmom (film),1998,34921,190,Drama,Family,Romance,http://www.imsdb.com/scripts/Stepmom.html
en1dc4afb3a651427dab550bf6ca68cfa5,All About Eve,1950,36739,108,Drama,Art-house,Drama,http://www.imsdb.com/scripts/All-About-Eve.html
end1e9449b581f407491eab2f5742a7478,Mr. Deeds Goes to Town,1936,37854,77,Comedy,Romance,Drama,http://www.imsdb.com/scripts/Mr-Deeds-Goes-to-Town.html
en3e7419c83ec1480dafc7df4bb94e99d8,Disturbia (film),2007,33230,121,Thriller,Crime,Thriller,http://www.imsdb.com/scripts/Disturbia.html
end5a824f9c5a34d1b8b0181b434ae6674,Who's Your Daddy? (film),2002,26584,104,Comedy,Youth,Romance,http://www.imsdb.com/scripts/Who%27s-Your-Daddy.html
en364c0c135fff4c0e94b5e4d999df3e9d,The Next Three Days,2010,31891,354,Thriller,Crime,Action,http://www.imsdb.com/scripts/Next-Three-Days%2C-The.html
enb43327ef98f144afae56e30053028568,Descendants (2015 film),2015,29701,118,Fantasy,Family,Music,http://www.imsdb.com/scripts/Descendants%2C-The.html
enf689530f4ca245d28318dd0fdb24c50d,The Curious Case of Benjamin Button (film),2008,51937,305,Fantasy,Romance,Drama,http://www.imsdb.com/scripts/Curious-Case-of-Benjamin-Button%2C-The.html
en2fd3fabcf59d456fb8c57465762400bf,Hellraiser: Deader,2005,25845,58,Horror,Thriller,Supernatural,http://www.imsdb.com/scripts/Hellraiser-Deader.html
en81542a899b344c4685a873aead53bff1,Austin Powers: International Man of Mystery,1997,24194,264,Comedy,Spy,Action,http://www.imsdb.com/scripts/Austin-Powers---International-Man-of-Mystery.html
en3f51f126ac684887812de45cc7f2c35e,The Fault in Our Stars (film),2014,29325,107,Romance,Drama,Youth,http://www.imsdb.com/scripts/Fault-in-Our-Stars%2C-The.html
