movie_id,title,release_year,word_count,num_scenes,genre_1,genre_2,genre_3,script_url
chf32a77e1d4c1d385b707ddbcb565ff3d2d4cce3c,末代皇帝,1987,32706,99,Biography,History,Drama,https://www.sohu.com/a/205669559_656990
ch89a645353ab1034f9c3cf6f0e52cb1d825a383d8,流浪地球2,2023,70832,373,Science Fiction,Action,,https://www.springfieldspringfield.co.uk/movie_script.php?movie=the-wandering-earth-ii
cha6a614a1901d587ca47bfaad01e2091c55ef0410,满城尽带黄金甲,2006,20552,60,History,Action,Drama,https://www.juben.pro/writing/7-16078.html
chc287cf500dba3fdc512a55d138da55aa1b4d72c5,火锅英雄,2016,23719,67,Crime,Comedy,Action,
chd402648d2a03c186ae42765c5c33fee162b110b5,烈日灼心,2015,24974,143,Crime,Thriller,Drama,https://www.sohu.com/a/198614828_662944
che261d398714901ce9e34d79269f6c07c1b54c65f,熔炉,2011,25755,92,Drama,Social,Crime,
ch031fd9f8e8339ed61190f6e72d73dc8b05e8aef2,牯岭街少年杀人事件,1991,53357,186,Drama,Crime,Youth,https://www.scribd.com/document/975305907/%E7%89%AF%E5%B2%AD%E8%A1%97%E5%B0%91%E5%B9%B4%E6%9D%80%E4%BA%BA%E4%BA%8B%E4%BB%B6
chc685e0cf677e155ba6bb8fdee80921a141fe8db3,疯狂的石头,2006,40934,156,Comedy,Crime,Mystery,https://www.sohu.com/a/213485875_693248
ch2900df1120653869ea00145a6edac6585a0c942f,白鹿原,2012,46639,136,History,Drama,Family,
ch8a8ced6eb92fd22eb399f04e3dc5091bc76fb001,盲山,2007,21972,138,Drama,Social,Crime,https://www.sohu.com/a/219929544_100056703
chec4732423c118aa09eb74002dbdbd703a266b0cc,相爱相亲,2017,24669,90,Romance,Family,Drama,
ch6d1d9f66a85adc2119804cfbe50dea12dba17fc3,绝世高手,2017,30027,56,Comedy,Drama,,
ch73ecaf82fb8df861b68086928a68837ffe7b8836,羞羞的铁拳,2017,25116,61,Comedy,Fantasy,Sports,
ch0b3b18b813e9ce3dcea7e660ab062e79e2637aab,翻滚吧阿信,2011,41813,137,Sports,Drama,,
ch8606bf8817d260b5a5068017192d58bcb3968160,芳华,2017,25448,92,Drama,War,History,https://doc.quark.cn/preview/tongyongshenghuo-qita-qita/3C250037CD6A1409A38229A823CB7093
chf4bc38ad92a58a87e8b51efe2214e53d0e6b2e96,血观音,2017,22852,104,Crime,Drama,Mystery,
ch0a030ed73550489a6cf95bdd8d09a426c8f45a6a,让子弹飞,2010,67932,184,Action,Comedy,Crime,https://www.doczj.com/doc/ae9895527.html
ch232d9fa92b0f7586b39d9a6beb75dc2827489ed3,误杀,2019,28102,199,Crime,Thriller,Drama,
chb23b5d80b64a100b58872d47658af25d2191f4cd,集结号,2007,61372,141,War,Drama,History,
chc8ef1e21bbf697c997957ec09a27524aaf059edf,霸王别姬,1993,31608,98,Drama,History,Romance,
ch060a57fa2cc7b375d4db567c3ec463f4c7f0dd75,饮食男女,1994,40308,151,Comedy,Family,Drama,https://doc.quark.cn/preview/tongyongshenghuo-qita-qita/3928C64ACEDADF31777AB561E1CAF906
