id,related_scenes,question,answer,related_context,question_type,question_source
12,21、EXT. SOUTHWEST BANK,"In [21、EXT. SOUTHWEST BANK], What is Alex's behavioral state as described in the passage?",Oddly hyper,An oddly hyper guy named ALEX approaches Carl.,Character Understanding,broad_coverage_scene
13,34、INT. SOUTHWEST BANK LOUNGE,What causes Carl to offer assistance to the customer?,The customer's request to speak to a loan specialist.,BANK CUSTOMER: 'I need to speak to a loan specialist.' CARL: 'I'd be happy to help you.',Causal-Motivational Reasoning,broad_coverage_scene
14,44、INT. HOLIDAY INN LOBBY,What caused the receptionist to state room 125?,Carl's inquiry about Sanji Gupta's presence,Carl walks up to the counter. CARL Hi... is there a Sanji Gupta staying here? RECEPTIONIST Room 125.,Causal-Motivational Reasoning,broad_coverage_scene
15,42、INT. CARL'S APARTMENT - MORNING,Why did the Hot Girl leave after kissing Carl?,She had to go because her fiancé called.,My fiance called. He was like really sorry about last night. I have to go.,Causal-Motivational Reasoning,broad_coverage_scene
16,7、INT. SOUTHWEST BANK - LATER,"In [7、INT. SOUTHWEST BANK - LATER], What does Carl delete from his computer?",The email from the deposed King of Nigeria,"Dear Trusted Foreigner, Allow me to introduce myself. I am the deposed King of Nigeria and I wish to propose a confidential transaction.",Scene Grounding,broad_coverage_scene
17,21、EXT. SOUTHWEST BANK,"In [21、EXT. SOUTHWEST BANK], What emotional state is Norman in according to the passage?",Heartbroken,Norman's been heartbroken since you quit.,Character Understanding,broad_coverage_scene
18,27、INT. STACKERS - LATER,What does Peter say about his sunglasses?,"Oakleys, polarized lenses, indestructible. Two fifty but worth every penny.","PETER: 'Oakleys, polarized lenses, indestructible. Two fifty but worth every penny.'",Character Understanding,broad_coverage_scene
19,40、INT. SENOR FROG'S - NIGHT,Why does Carl sign up for the karaoke contest?,Because the DJ announced it and Rooney urged him.,SENOR FROG'S DJ... Sign up and sweep us off our feet! ROONEY: You gotta do karoake.,Causal-Motivational Reasoning,broad_coverage_scene
20,34、INT. SOUTHWEST BANK LOUNGE,What causes Carl to mention his jurisdictional limitations?,The customer's request for a loan specialist.,BANK CUSTOMER: 'I need to speak to a loan specialist.' CARL: 'While loans aren't normally in my jurisdiction.',Causal-Motivational Reasoning,broad_coverage_scene
21,19、INT. CARL'S LIVING ROOM/BEDROOM | 20、INT. CARL'S LIVING ROOM/BEDROOM - NIGHT | 12、INT. CARL'S LIVING ROOM/BEDROOM | 20、INT. CARL'S LIVING ROOM/BEDROOM - NIGHT,What time does Carl's alarm clock show immediately after he hangs up the phone on New Year's Eve?,11:15 PM,Carl looks at his alarm clock—it's 11:15 PM.,Temporal Reasoning,broad_coverage_event_chain
22,8、INT. SOUTHWEST BANK - LOBBY | 35、INT. SOUTHWEST BANK - LOAN DESK | 37、INT. NORMAN'S OFFICE,What does Carl state about dressing as Hiro for the costume party?,Carl states that he wouldn't think of dressing as Hiro for the costume party.,Carl agrees to come and says he wouldn't think of dressing as Hiro.,Character Understanding,broad_coverage_event_chain
23,19、INT. CARL'S LIVING ROOM/BEDROOM | 23、INT. CARL'S APARTMENT - LATER | 30、INT. STACKERS - LATER | 35、INT. SOUTHWEST BANK - LOAN DESK,How long had Carl been working at Southwest Bank before he realized how much time had passed?,Carl had been working at Southwest Bank for ten years before he realized how much time had passed.,"After Peter points out that their Summerfest memory was seven years ago, Carl does the math and realizes he has been working as a bank teller at Southwest Bank for ten years.",Temporal Reasoning,broad_coverage_event_chain
24,46、INT. RUDY'S | 23、INT. CARL'S APARTMENT - LATER | 24、INT. HOLIDAY INN CONFERENCE ROOM,What happens after Carl agrees to say yes for one day?,"Sanji pulls Carl to his feet, and the crowd cheers as fireworks explode and confetti falls.","Sanji grins, grabs Carl’s arm, and yanks him to his feet. The crowd erupts in cheers. Bright fireworks burst overhead, and confetti rains down.",Temporal Reasoning,broad_coverage_event_chain
25,1、EXT. RUDY'S - NIGHT | 2、INT. RUDY'S - MOMENTS LATER | 38、INT. RUDY'S | 41、EXT. SENOR FROG'S,What does Carl say about the person who crossed him after the fight at Senor Frog's?,Carl says that no one crosses him.,Carl declares that no one crosses him.,Character Understanding,broad_coverage_event_chain
26,38、INT. RUDY'S | 41、EXT. SENOR FROG'S | 42、INT. CARL'S APARTMENT - MORNING | 25、INT. CARL'S APARTMENT - MORNING,Why did Carl initially hesitate before accepting Peter's brunch invitation?,Carl hesitated because he was momentarily caught by a sudden thought after being invited to brunch.,"After a brief pause, he says yes, accepting the invitation, following a moment where his expression shifts as if caught by a sudden thought.",Causal-Motivational Reasoning,broad_coverage_event_chain
27,21、EXT. SOUTHWEST BANK | 23、INT. CARL'S APARTMENT - LATER,What does Alex state about the 'Just Say Yes' seminar?,Alex states that the 'Just Say Yes' seminar changed his life and insists that Carl attend.,"Alex says the seminar changed his life and insists it changed his life. He also tells Carl, 'You won't be sorry,' when urging him to attend.",Character Understanding,broad_coverage_event_chain
28,24、INT. HOLIDAY INN CONFERENCE ROOM | 45、INT. HOLIDAY INN HALLWAY,What does Sanji state about Carl's situation during the event?,Sanji states that Carl is stuck in life and once had a dream that he may have lost.,"Sanji confronts Carl and says he is stuck in life and once had a dream, then asks if he has lost that dream.",Character Understanding,broad_coverage_event_chain
29,19、INT. CARL'S LIVING ROOM/BEDROOM | 23、INT. CARL'S APARTMENT - LATER | 30、INT. STACKERS - LATER,How long has Carl been working as a bank teller at Southwest Bank before he realizes it during his conversation with Peter?,Carl has been working as a bank teller at Southwest Bank for ten years before he realizes it during his conversation with Peter.,"After Peter points out that their Summerfest memory was seven years ago, Carl does the math and realizes he has been working as a bank teller at Southwest Bank for ten years.",Temporal Reasoning,broad_coverage_event_chain
30,24、INT. HOLIDAY INN CONFERENCE ROOM | 32、EXT. STREET | 38、INT. RUDY'S | 41、EXT. SENOR FROG'S,What does Carl state about someone crossing him after the fight outside Senor Frog's?,Carl states that no one crosses him.,"Rooney laughs, impressed, saying Carl really hit the guy and that the man never saw it coming. Carl declares that no one crosses him.",Character Understanding,broad_coverage_event_chain
31,23、INT. CARL'S APARTMENT - LATER | 25、INT. CARL'S APARTMENT - MORNING | 23、INT. CARL'S APARTMENT - LATER | 24、INT. HOLIDAY INN CONFERENCE ROOM,Why does Carl agree to say yes to everything for one day?,"Carl agrees to say yes to everything for one day because Sanji challenges him to embrace change by starting with a single word, and Carl, feeling uncertain about his life, reluctantly accepts the challenge.","Sanji tells Carl that change begins with a single word: yes, and challenges him to say yes to everything for one full day. Carl hesitates, admits he doesn’t know what he wants anymore, and then mutters, 'Fine. One day.'",Causal-Motivational Reasoning,broad_coverage_event_chain
32,40、INT. SENOR FROG'S - NIGHT | 39、INT. RUDY'S - NIGHT | 41、EXT. SENOR FROG'S | 42、INT. CARL'S APARTMENT - MORNING | 25、INT. CARL'S APARTMENT - MORNING,What does Carl state about being crossed by someone?,Carl states that no one crosses him.,Carl declares that no one crosses him.,Character Understanding,broad_coverage_event_chain
33,46、INT. RUDY'S | 30、INT. STACKERS - LATER | 35、INT. SOUTHWEST BANK - LOAN DESK,What does Carl state about his decision to say yes to every opportunity?,Carl states that he has decided to say yes to every opportunity for the next year because he sees it as a turning point after waiting a long time for a financial break.,Carl announces that he’s decided to say yes to every opportunity for the next year. He explains that he’s been waiting for a financial break for a long time and sees this as a turning point.,Character Understanding,broad_coverage_event_chain
34,30、INT. STACKERS - LATER | 35、INT. SOUTHWEST BANK - LOAN DESK,What does Carl state about working on a Saturday when Norman calls him during brunch?,Carl states that he has no reason not to work and that he doesn't mind being at the bank on a Saturday.,"Carl hesitates slightly, then agrees, remarking that he has no reason not to work and that he doesn't mind being at the bank on a Saturday.",Character Understanding,broad_coverage_event_chain
35,45、INT. HOLIDAY INN HALLWAY | 24、INT. HOLIDAY INN CONFERENCE ROOM | 45、INT. HOLIDAY INN HALLWAY,What does Carl state when Sanji asks him for his response after issuing a warning?,Carl states that he says yes.,"Sanji asked Carl, 'So what do you say, Carl? What do you say?' Carl hesitated, then spoke and said, 'I say... yes.'",Character Understanding,broad_coverage_event_chain
36,109、EXT. ANTELOPE PARK AND SUNKEN GARDENS|110、INT. LINCOLN AIRPORT,How would you describe Carl and Renee's relationship at the airport compared to their moment in the park?,from romantic partners to trusting acquaintance,"Earlier, the relationship between Carl Kendall and Renee is marked by romantic partners; later, it shifts to trusting acquaintance.",Role-Relation Continuity,supplementary_cross_scene
37,100、EXT. COUNTRY CLUB|120、INT. CHRIS PARKER'S OFFICE - DAY,How would you describe the change in Carl Kendall and Chris Parker's professional relationship from the country club promotion to the office vice presidency offer?,from trusted superior to aligned in ethical stance,"Earlier, the relationship between Carl Kendall and Chris Parker is marked by trusted superior; later, it shifts to aligned in ethical stance.",Role-Relation Continuity,supplementary_cross_scene
38,24、INT. HOLIDAY INN CONFERENCE ROOM,What does Carl do when he first gets to Sanji's lecture that changes how the scene unfolds?,Carl arrives at Sanji's lecture and sits in the crowd,"Carl enters the conference room and takes a seat beside a wiry, crunchy woman, sitting among the crowd.",Narrative Progression,supplementary_cross_scene
39,24、INT. HOLIDAY INN CONFERENCE ROOM,"What pivotal event places Carl in the audience, setting the stage for Sanji to confront him?",Carl arrives at Sanji's lecture and sits in the crowd,"Carl enters the conference room and takes a seat beside a wiry, crunchy woman.",Narrative Progression,supplementary_cross_scene
40,44、INT. HOLIDAY INN LOBBY|45、INT. HOLIDAY INN HALLWAY,What specific action does he take that prompts Sanji to open the door?,Carl knocks on the door of Room 125,"Carl walks down the hallway, stops at Room 125, and knocks on the door.",Narrative Progression,supplementary_cross_scene
41,44、INT. HOLIDAY INN LOBBY|45、INT. HOLIDAY INN HALLWAY,What specific action does Carl take that leads directly to their confrontation?,Carl knocks on the door of Room 125,Carl walks down the hallway and stops at Room 125; He knocks on the door.,Narrative Progression,supplementary_cross_scene
42,1、EXT. RUDY'S - NIGHT|2、INT. RUDY'S - MOMENTS LATER|8、INT. SOUTHWEST BANK - LOBBY,"Which character is portrayed as emotionally distant with his girlfriend Kath, close friends with Peter, and jealous of Chris Parker?",Carl Kendall,"Carl Kendall is in a experiencing emotional distance relationship with Kath, is in a best friends relationship with Peter, and is in a jealous and dismissive relationship with Chris Parker.",Role-Relation Continuity,supplementary_cross_scene
43,25、INT. CARL'S APARTMENT - MORNING|84、INT. DEPARTMENT STORE TEA ROOM|90、INT. FANCY RESTAURANT - NIGHT,"Which character is Kath's close friend, Peter's fiancée, and Carl's trusted confidante?",Lucy,"Lucy is in a close companions relationship with Kath, is in a is engaged to relationship with Peter, and is in a trusted friends relationship with Carl Kendall.",Role-Relation Continuity,supplementary_cross_scene
