id,related_scenes,question,answer,related_context,question_type,question_source
11,58、INT. ENTERPRISE BRIDGE,What caused the bridge to shake and fires to erupt?,Photon torpedoes striking the ship,"Photon torpedoes approach... Hang on! The bridge is shaken badly, screens go dark, fires spark and erupt",Causal-Motivational Reasoning,broad_coverage_scene
12,5、INT. BRIDGE OF RELIANT,What does Chekov suggest about the energy flux reading?,It could be a particle of preanimate matter.,CHEKOV I suppose it could be a particle of preanimate matter caught in the matrix...,Character Understanding,broad_coverage_scene
13,15、INT. CARGO HOLD - CETI ALPHA V,"In [15、INT. CARGO HOLD - CETI ALPHA V], What was Khan's past status?",A prince with power over millions,"KHAN: On earth, two hundred years ago, I was a prince, with power over millions",Character Understanding,broad_coverage_scene
14,54、EXT.SPACE,What action is Reliant taking against the Enterprise?,Reliant firing phasers at Enterprise,Reliant firing phasers at Enterprise,Scene Grounding,broad_coverage_scene
15,39、INT. KIRK'S QUARTERS,"In [39、INT. KIRK'S QUARTERS], What is Kirk's emotional state during the transmission?",Frustrated,Kirk is described as frustrated and pounds the Comm in frustration.,Character Understanding,broad_coverage_scene
16,38、INT. ENTERPRISE CORRIDOR,When does Kirk advise Saavik to retake the Kobayashi Maru test?,After their conversation about her performance on the test,KIRK: Take the test again.,Temporal Reasoning,broad_coverage_scene
17,52、INT. RELIANT BRIDGE,What is Khan doing as the engine room prepares to fire?,"Half out of his seat, sweating with anticipation.","Khan is half out of his seat, sweating with anticipation.",Scene Grounding,broad_coverage_scene
18,56、INT. ENTERPRISE BRIDGE,When does Scotty respond to Kirk's call?,After Uhura turns off the intercom channels and there's a dead silence,"Uhura does. There is a dead silence. Then: UHURA Mr. Scott on discrete. KIRK Scotty, let's have it.",Temporal Reasoning,broad_coverage_scene
19,49、INT. BRIDGE - THE RELIANT,What does Khan instruct the helmsman to do?,Slow to one-half impulse power,KHAN (almost sing-song with joy) Slow to one-half impulse power.,Scene Grounding,broad_coverage_scene
20,56、INT. ENTERPRISE BRIDGE,When is the Medical Alert issued?,After the bridge is righting and crew members return to stations,"Crew members getting back to their stations. On speaker, we hear the CRIES AND SHOUTS of the Engine Room. INTERCOM VOICE Medical Alert: Engine Room.",Temporal Reasoning,broad_coverage_scene
21,46、INT. KIRK'S QUARTERS,"In [46、INT. KIRK'S QUARTERS], What is Project Genesis?",A procedure to restructure molecular matter into identical mass,Genesis is a procedure whereby the molecular structure of any given matter can be restructured -- changed -- into anything else of identical mass.,Scene Grounding,broad_coverage_scene
22,"25、INT. BRIDGE, ENTERPRISE","In [25、INT. BRIDGE, ENTERPRISE], What is Spock's emotional state during Saavik's first piloting?",Enjoying Kirk's reaction,Spock enjoys it,Character Understanding,broad_coverage_scene
23,18、INT. SPACE SHUTTLE,"In [18、INT. SPACE SHUTTLE], What is Sulu's emotional state when thanking Kirk?",Embarrassed,Sulu (embarrassed),Character Understanding,broad_coverage_scene
24,27、INT. ENTERPRISE BRIDGE,When does Kirk shake his head?,After Bones asks if he wants a tranquilizer,BONES (sotto voice) Would you like a tranquilizer? Kirk shakes his head,Temporal Reasoning,broad_coverage_scene
25,22、INT. ENTERPRISE ENGINE ROOM - LOOKING DOWN,"In [22、INT. ENTERPRISE ENGINE ROOM - LOOKING DOWN], What is Kirk's emotional state when he calls Preston a tiger?",Amused,Kirk looks amused,Character Understanding,broad_coverage_scene
26,11、EXT. SURFACE CETI ALPHA V,"In [11、EXT. SURFACE CETI ALPHA V], What is Chekov's emotional state when he encounters the ruins?",Chekov is worried.,Chekov is worried; something about all this is familiar.,Character Understanding,broad_coverage_scene
27,44、EXT. SPACE STATION REGULA I,"In [44、EXT. SPACE STATION REGULA I], What does 'FILTERED' indicate about Uhura's voice?",The voice is processed or altered in transmission.,"OVER we can hear, FILTERED, UHURA'S VOICE:",Scene Grounding,broad_coverage_scene
28,21、INT. ENTERPRISE DOCKING BAY,What causes Scotty to exchange a glance with Bones?,He is uncomfortable discussing his 'wee bout'.,"Uncomfortable, Scotty exchanges a glance with Bones -- BONES: Shore leave, Admiral.",Causal-Motivational Reasoning,broad_coverage_scene
29,6、EXT. DEEP SPACE - REGULA I SPACE STATION,"In [6、EXT. DEEP SPACE - REGULA I SPACE STATION], Where is the scientific complex located?",Orbiting the small barren plantoid Regula,"A functional cluster of modules serve as a scientific complex, a futuristic White Sands, orbiting a small barren plantoid in b.g.: Regula.",Scene Grounding,broad_coverage_scene
30,46、INT. KIRK'S QUARTERS,"In [46、INT. KIRK'S QUARTERS], What is the Genesis device?",A torpedo used to initiate the Genesis effect on a planetary scale,Introduce what we call the Genesis device or 'torpedo' into the targeted area of a lifeless space body,Scene Grounding,broad_coverage_scene
31,58、INT. ENTERPRISE BRIDGE,Why was diverting power to phasers ineffective?,Photon torpedoes were already approaching,"Divert everything to the phasers -- ... Too late -- On VISUAL SCREEN, Photon torpedoes approach",Causal-Motivational Reasoning,broad_coverage_scene
32,35、INT. BRIDGE OF RELIANT,How does Khan react as the scene moves in?,"Khan smiles, appearing more charming than ever.","Khan smiles, more charming than ever as we move in.",Scene Grounding,broad_coverage_scene
33,21、INT. ENTERPRISE DOCKING BAY,"In [21、INT. ENTERPRISE DOCKING BAY], Why does Saavik stiffen when Kirk speaks to her?",Humor is not her forte.,Saavik stiffens slightly -- humor is not her forte.,Causal-Motivational Reasoning,broad_coverage_scene
34,4、EXT. DEEP SPACE - NEAR CETI ALPHA V,"In [4、EXT. DEEP SPACE - NEAR CETI ALPHA V], What is the relationship between the 16th planet visit and the Genesis project?",The 16th visit aims to find a suitable test site for Genesis.,This is the 16th planet... search for a lifeless planet... Genesis Experiments.,Causal-Motivational Reasoning,broad_coverage_scene
35,"8、INT. CORRIDOR, SPACE STATION REGULA I",What does Carol believe about Jim Kirk?,He was never a Boy Scout.,"CAROL: Jim Kirk was many things, but he was never a Boy Scout...",Character Understanding,broad_coverage_scene
36,41、INT. ENTERPRISE BRIDGE,What is the function of 'Starfleet Command' in the passage?,It issues orders to assume command of the vessel.,"By order of Starfleet Command, as of now, I am assuming command of this vessel.",Scene Grounding,broad_coverage_scene
37,"9、INT. KIRK'S APARTMENT, TERRA - NIGHT | 38、INT. ENTERPRISE CORRIDOR",What does Bones express after Kirk leaves the turbo lift?,Bones expresses regret by muttering an apology.,"After Kirk leaves the turbo lift, the doors close behind him. Bones stands alone in the lift, frowning slightly. He mutters under his breath, 'Sorry,' and shakes his head, annoyed with himself.",Character Understanding,broad_coverage_event_chain
38,12、INT. CARGO HOLD | 13、EXT. CARGO HOLD AIRBAY,What does Chekov state about the child when Terrell expresses concern for it?,Chekov states that they should not worry about the child and insists they must hurry.,"When Terrell says, 'But the child—', Chekov responds with 'Never mind! Hurry!' and continues pulling him toward the exit.",Character Understanding,broad_coverage_event_chain
39,12、INT. CARGO HOLD | 13、EXT. CARGO HOLD AIRBAY,Why do Terrell and Chekov stop moving when they emerge wearing helmets?,They stop because they see a ring of suited figures surrounding them.,"Terrell and Chekov emerge from a location, wearing helmets. They come to an abrupt stop as they see a ring of suited figures surrounding them.",Causal-Motivational Reasoning,broad_coverage_event_chain
40,11、EXT. SURFACE CETI ALPHA V | 12、INT. CARGO HOLD | 13、EXT. CARGO HOLD AIRBAY,What does Chekov state he saw inside the porthole?,Chekov states he saw a child's face inside the porthole.,Chekov insists he saw a face—a child's face—inside the porthole.,Character Understanding,broad_coverage_event_chain
41,16、INT. RELIANT BRIDGE | 32、INT. RELIANT BRIDGE | 49、INT. BRIDGE - THE RELIANT,What does Khan state about his intention regarding Kirk?,"Khan states that he intends to pursue Kirk across space and chase him across distant stars, declaring his intent to follow through at all costs.","Khan interrupts, declaring his intent to pursue Kirk across space. He orders the ship to change course for Regula I. After a moment of thought, Khan ignores Joachim's suggestion to remain free and unburdened by further conflict. He declares his intent to pursue Kirk at all costs, uttering a vow to chase him across distant stars.",Character Understanding,broad_coverage_event_chain
42,46、INT. KIRK'S QUARTERS,"What occurs during Admiral Kirk's request for access to the Project Genesis summary, and how does the system verify his identity and grant clearance?","Admiral Kirk enters the sick bay, dims the lights, and requests access to the Project Genesis summary. The computer prompts for identification, and Kirk provides his name and rank: James T. Kirk, Admiral, Starfleet General Staff, Security Class 1. The system performs a retina scan, displaying retina pattern graphics and coded read-outs. After the initial scan, the screen turns green with the message 'SECURITY CLEARANCE, CLASS 1 GRANTED.' A secondary security scan follows, indicated by a red line moving across the screen, which is then replaced by the word 'APPROVED' in green, allowing the transmission of the Genesis summary to begin.","Kirk addresses the computer, requesting security procedure and access to the Project Genesis summary. The computer prompts for identification. Kirk states his name and rank... The screen displays coded read-outs and retina pattern graphics. After a moment, the screen glows green, indicating approval. The message appears: SECURITY CLEARANCE, CLASS 1 GRANTED... A secondary security scan follows, marked by a red line across the screen, which is then replaced by the word APPROVED in green. The transmission begins...",Scene Grounding,broad_coverage_scene
43,5、INT. BRIDGE OF RELIANT | 11、EXT. SURFACE CETI ALPHA V | 12、INT. CARGO HOLD | 13、EXT. CARGO HOLD AIRBAY,What does Chekov state about the energy flux detected by the dyno scanner?,Chekov states that the energy flux could be a particle of preanimate matter caught in the matrix.,Chekov suggests it could be a particle of preanimate matter caught in the matrix.,Character Understanding,broad_coverage_event_chain
44,34、INT. CAROL'S LAB | 39、INT. KIRK'S QUARTERS,Why does Kirk demand to speak with Starfleet Command after the transmission with Carol is cut off?,"Kirk demands to speak with Starfleet Command because the transmission from Carol was jammed, preventing him from learning who was taking Genesis or on whose authority, and he needed to get answers from the highest level.","The signal collapses into static, and Uhura reports the transmission was jammed at the source. Kirk then orders her to alert Starfleet Headquarters so he can talk with Starfleet Command.",Causal-Motivational Reasoning,broad_coverage_event_chain
45,11、EXT. SURFACE CETI ALPHA V | 12、INT. CARGO HOLD,What does Chekov state about seeing something before the gurgling sound occurs?,"Chekov states that he had previously seen something, indicating he had warned someone about it before.","Chekov stammers, 'I told you! I told you I saw a—' after hearing the gurgling sound, implying he had seen something earlier and had communicated this before the current moment.",Character Understanding,broad_coverage_event_chain
46,32、INT. RELIANT BRIDGE | 34、INT. CAROL'S LAB | 39、INT. KIRK'S QUARTERS,Why does Khan redirect the Reliant to Regula I?,"Khan redirects the Reliant to Regula I because Chekov reveals that Doctor Marcus, the civilian director of the Genesis Project, is stationed there, and that Admiral Kirk likely has access to Genesis information, making Regula I a key location for obtaining the project details.","Chekov confirms that Admiral Kirk would likely have access to Genesis details and identifies Doctor Marcus as the project's civilian director stationed on Regula I, after which Khan orders the ship to change course toward Regula I.",Causal-Motivational Reasoning,broad_coverage_event_chain
47,12、INT. CARGO HOLD | 13、EXT. CARGO HOLD AIRBAY,What does Chekov state about seeing something after hearing the gurgling sound?,"Chekov states that he had previously seen something, expressing fear and urgency upon hearing the gurgling sound.","Chekov stammers, 'I told you! I told you I saw a—' after hearing the gurgling sound, indicating he had seen something before.",Character Understanding,broad_coverage_event_chain
48,43、INT. SPOCK'S QUARTERS | 41、INT. ENTERPRISE BRIDGE | 45、INT. ENTERPRISE BRIDGE,What does Spock state about command responsibility when the Enterprise is called to investigate Regula I?,"Spock states that if they are to undertake actual duty, command must fall to the senior officer aboard.","Spock listens, then states that if they are to undertake actual duty, command must fall to the senior officer aboard.",Character Understanding,broad_coverage_event_chain
49,32、INT. RELIANT BRIDGE | 49、INT. BRIDGE - THE RELIANT,When does Khan order the Reliant to change course toward Regula I?,"Khan orders the Reliant to change course toward Regula I after learning from Chekov that Doctor Marcus, the civilian director of the Genesis Project, is stationed there.","After a moment of thought, Khan ignores Joachim's suggestion to remain free and unburdened by further conflict. He declares his intent to pursue Kirk at all costs... Without further hesitation, Khan orders the crew to prepare to alter course. The Reliant turns toward Space Station Regula I.",Temporal Reasoning,broad_coverage_event_chain
50,"9、INT. KIRK'S APARTMENT, TERRA - NIGHT",Why does Bones give Kirk the antique reading glasses?,Bones gives Kirk the antique reading glasses because Kirk is allergic to the usual treatment for reading difficulties and needs an alternative to help him see clearly.,"Bones explains they are meant to help with reading, especially since Kirk is allergic to the usual treatment, and demonstrates how to use them, which Kirk immediately finds effective.",Causal-Motivational Reasoning,broad_coverage_scene
51,16、INT. RELIANT BRIDGE | 32、INT. RELIANT BRIDGE,What does Khan state about his intentions regarding Kirk?,Khan states that he intends to pursue Kirk across space and chase him across distant stars.,"Khan interrupts, declaring his intent to pursue Kirk across space. He declares his intent to pursue Kirk at all costs, uttering a vow to chase him across distant stars.",Character Understanding,broad_coverage_event_chain
52,105、INT. TRANSPORTER ROOM - ENTERPRISE|107、INT. ANOTHER ENTERPRISE CORRIDOR,How should their relationship be characterized compared to their interaction in the transporter room?,from trusted colleagues to trusted crewmates,"Earlier, the relationship between Kirk and Spock is marked by trusted colleagues; later, it shifts to trusted crewmates.",Role-Relation Continuity,supplementary_cross_scene
53,103、INT. GENESIS CAVE - WIDER ANGLE|108、INT. ENTERPRISE BRIDGE,How would you describe the evolution of Kirk and Saavik's working relationship from their scene in the Genesis Cave to the battle on the Enterprise bridge?,from mutual respect to bridge crew coordination,"Earlier, the relationship between Kirk and Saavik is marked by mutual respect; later, it shifts to bridge crew coordination.",Role-Relation Continuity,supplementary_cross_scene
54,11、EXT. SURFACE CETI ALPHA V|12、INT. CARGO HOLD,What does Chekov see through a porthole that terrifies him?,Chekov sees a child's face in the porthole and reacts in terror,"Chekov approaches a porthole on the wreckage of a spacecraft, scanning it as the wind howls around him; Suddenly, a child's face appears inside, staring directly at him.",Narrative Progression,supplementary_cross_scene
55,11、EXT. SURFACE CETI ALPHA V|12、INT. CARGO HOLD,What does Chekov see in the porthole that terrifies him and leads to their entry into the wrecked spacecraft?,Chekov sees a child's face in the porthole and reacts in terror,"In the scene on Ceti Alpha V, Chekov approaches a porthole on the wreckage and a child's face appears inside, causing him to stumble back in shock and scream, which prompts Terrell.",Narrative Progression,supplementary_cross_scene
56,"2、INT. ENTERPRISE BRIDGE - ANOTHER ANGLE|22、INT. ENTERPRISE ENGINE ROOM - LOOKING DOWN|25、INT. BRIDGE, ENTERPRISE","Which character is consistently shown as Spock's trusted colleague, frequently clashes with Mr. Scott, and takes on a fatherly role with Saavik?",Kirk,"Kirk is in a trusted colleagues relationship with Spock, is in a ongoing adversarial relationship relationship with Mr. Scott, and is in a like a father to relationship with Saavik.",Role-Relation Continuity,supplementary_cross_scene
57,2、INT. ENTERPRISE BRIDGE - ANOTHER ANGLE|67、INT. ENTERPRISE BRIDGE|94、INT. ROCKY CAVERN,"Who is the character that Sulu trusts as a crewmate, Khan opposes as an adversary, and Kirk relies on as a mentor and friend?",Spock,"Spock is in a trusted crewmates relationship with Sulu, is in a mutual adversaries relationship with Khan Noonian Singh, and is in a trusted mentor and friend relationship with Kirk.",Role-Relation Continuity,supplementary_cross_scene
