id,related_scenes,question,answer,related_context,question_type,question_source
28,32、INT. NADIA'S ROOM - DAY | 42、INT. LANDING - DAY | 43、INT. NADIA'S BEDROOM - DAY,What does Nadia do after John ends the engagement and places the ring on the bed?,Nadia does not respond verbally but initiates a physical encounter by pulling off John's tee shirt and climbing on top of him.,"After John removes the ring and places it on the bed, telling Nadia he is ending things and booking a flight to leave, she does not respond verbally. Instead, she moves to the bed and pulls his tee shirt off. She climbs on top of him, taking control of the moment.",Character Understanding,broad_coverage_event_chain
29,36、INT. JOHN'S GARDEN - DAY | 25、INT. LOUNGE - NIGHT,What does Nadia state about how she feels when she stretches and yawns?,Nadia does not state how she feels when she stretches and yawns.,"The passage describes Nadia setting her knitting aside, stretching, and yawning, but it does not include any statement from her about her feelings.",Character Understanding,broad_coverage_event_chain
30,19、INT. SPARE BEDROOM - DAY | 29、INT. BEDROOM - NIGHT | 45、INT. NADIA'S ROOM - DAY | 29、INT. BEDROOM - NIGHT,What does Nadia do immediately after observing John's release in the bedroom?,"She turns and walks out of the bedroom, closing the door behind her.","She looks down, sees what has happened, and lets go. Without a word, she turns and walks out of the bedroom, closing the door behind her.",Character Understanding,broad_coverage_event_chain
31,34、EXT. JOHN'S GARDEN - DAY | 36、INT. JOHN'S GARDEN - DAY | 25、INT. LOUNGE - NIGHT,What does John state about his actions when he returns to the garden?,John does not state anything about his actions when he returns to the garden.,"The passage describes John's actions upon returning to the garden, such as climbing back over the fence and looking around, but there is no statement or dialogue from John about these actions.",Character Understanding,broad_coverage_event_chain
32,42、INT. LANDING - DAY | 43、INT. NADIA'S BEDROOM - DAY | 45、INT. NADIA'S ROOM - DAY,What does John state about the relationship before ending the engagement?,John states that the relationship is a mistake and that it is over.,"John tells her it's over, calls the relationship a mistake, and says she must leave.",Character Understanding,broad_coverage_event_chain
33,42、INT. LANDING - DAY | 43、INT. NADIA'S BEDROOM - DAY,What does Nadia do after John ends the engagement and places the ring on the bed?,"Nadia does not respond verbally, but instead pulls John's tee shirt off and climbs on top of him.","After John removes the ring and places it on the bed, telling Nadia he is ending things and booking a flight to leave, she does not respond verbally. Instead, she moves to the bed and pulls his tee shirt off. She climbs on top of him, taking control of the moment.",Character Understanding,broad_coverage_event_chain
34,47、INT. NADIA'S ROOM - DAY | 43、INT. NADIA'S BEDROOM - DAY | 45、INT. NADIA'S ROOM - DAY | 22、INT. SPARE ROOM / LANDING - DAY,What does John state about his intentions before leaving the room?,John states that he is ending the relationship and plans to leave by booking a flight.,"After John removes the ring and places it on the bed, telling Nadia he is ending things and booking a flight to leave",Character Understanding,broad_coverage_event_chain
35,13、INT. / EXT. JOHN'S CAR (MOVING) - DAY,Why does John swerve the car onto the hard shoulder during the drive?,"John swerves the car onto the hard shoulder because Nadia suddenly vomits out of the moving car, startling him.",Nadia winds the window down and vomits out of the moving car. John swerves onto the hard shoulder as horns blare around them.,Causal-Motivational Reasoning,broad_coverage_scene
36,123、INT. HAPPY EATER - DAY|135、EXT. PETROL STATION - DAY,"How would you describe the dynamic between John and Nadia during the petrol station confrontation, given their earlier hostile exchange in the diner?",from mutual antagonism to showing distrust and coercion,"Earlier, the relationship between John Buckingham and Nadia is marked by mutual antagonism; later, it shifts to showing distrust and coercion.",Role-Relation Continuity,supplementary_cross_scene
37,23、INT. KITCHEN - DAY,What does Nadia do that causes John to stop stirring and start watching her?,Nadia enters the kitchen and takes the spoon from John,"In the kitchen scene, John is stirring a pot with intense focus when Nadia enters, takes the spoon from him, and begins stirring the stew, leading John to step back and watch.",Narrative Progression,supplementary_cross_scene
38,10、INT. ARRIVALS GATE - DAY|24、INT. KITCHEN - DAY,How would you describe their relationship in contrast to when they first met at the airport?,from welcoming interaction to mutual emotional connection,"Earlier, the relationship between John Buckingham and Nadia is marked by welcoming interaction; later, it shifts to mutual emotional connection.",Role-Relation Continuity,supplementary_cross_scene
39,29、INT. BEDROOM - NIGHT,What does Nadia do with John's hand that turns the situation in the bedroom?,The other person guides John's hand across her body,"In the bedroom scene, after silencing John, Nadia guides his hand across her body, which escalates their physical contact and leads to his arousal and her subsequent departure.",Narrative Progression,supplementary_cross_scene
40,74、INT. JOHN'S LOUNGE - NIGHT|83、EXT. FOREST - DAY,"Which character is Nadia's cousin, shares a humorous camaraderie with Alexei, and has a familiar association with John?",Yuri,"Yuri is in a cousin relationship with Nadia, is in a shared humor and camaraderie relationship with Alexei, and is in a familiar associates relationship with John Buckingham.",Role-Relation Continuity,supplementary_cross_scene
41,10、INT. ARRIVALS GATE - DAY|90、INT. STAIRS / HALL / KITCHEN - DAY|96、INT. OPEN-PLAN OFFICE - DAY,"Who is the character that welcomes Nadia, faces hostility from Alexei, and shares a friendly moment with Clare?",John Buckingham,"John Buckingham is in a welcoming interaction relationship with Nadia, is in a unspecified adversarial relationship relationship with Alexei, and is in a mutual camaraderie relationship with Clare.",Role-Relation Continuity,supplementary_cross_scene
