id,related_scenes,question,answer,related_context,question_type,question_source
14,8、EXT. ROAD,"In [8、EXT. ROAD], Where is the young man limping across after the car wreck?",A snowfield abutting the highway,The wrecked car's headlights shine off into a snowfield abutting the highway.,Scene Grounding,broad_coverage_scene
15,33、INT. PROWLER,What belief does Marge express about the tag number DLR?,She thinks the vehicle had dealer plates.,MARGE: I think that vehicle there probly had dealer plates. DLR?,Character Understanding,broad_coverage_scene
16,33、INT. PROWLER,What does Marge say about Lou's policework?,She isn't sure she agrees with him a hundred percent.,"MARGE: I'm not sure I agree with you a hunnert percent on your policework, there, Lou.",Character Understanding,broad_coverage_scene
17,38、INT. CABIN,What does 'TV voice-over' refer to in the passage?,A voice-over from the television describing the bark beetle's behavior.,TV VOICE-OVER The bark beetle carries the worm to the nest ... where it will feed its young for up to six weeks...,Scene Grounding,broad_coverage_scene
18,30、EXT. ROAD,What does Marge tell Norm about sleeping?,"You can sleep, hon. It's early yet.","MARGE / ... You can sleep, hon. It's early yet.",Character Understanding,broad_coverage_scene
19,3、INT. CAR,"In [3、INT. CAR], Where is Jean located?",back seat underneath a tarpaulin,Jean lies bound and curled on the back seat underneath a tarpaulin.,Scene Grounding,broad_coverage_scene
20,23、INT. CAR,What does Carl suggest to Gaear about Brainerd?,He suggests stopping outside Brainerd to get laid.,CARL: 'We'll stop outside of Brainerd. I know a place there we can get laid.',Character Understanding,broad_coverage_scene
21,38、INT. CABIN | 16、INT. CABIN | 44、EXT. CAR,What does Mike Yanagita state about his wife during his conversation with Marge?,"Mike Yanagita states that his wife, Linda, passed away two years earlier.","Mike says his wife, Linda, passed away two years earlier.",Character Understanding,broad_coverage_event_chain
22,23、INT. CAR | 12、EXT. CABIN,What does Carl state about Jean's attempt to escape at the cabin?,Carl does not make any verbal statements about Jean's attempt to escape; he only laughs and watches her struggle.,"Carl laughs loudly, watching her struggle, while Grimsrud moves to retrieve her after a brief hesitation.",Character Understanding,broad_coverage_event_chain
23,32、INT. GUNDERSON HOUSE | 44、EXT. CAR,What does Marge say about the motive for the killings during the transport of Grimsrud?,Marge mutters to herself that it is incomprehensible how people could commit killings over such a small amount of money.,"As she drives, she mutters to herself about the small amount of money involved, shaking her head at the killings over so little.",Character Understanding,broad_coverage_event_chain
24,30、EXT. ROAD | 34、EXT. CABIN,What does Norm state about his painting when Marge visits him at the station?,Norm states that his painting is going pretty well.,Norm says it's going pretty well and mentions the Hautmans are entering a painting this year.,Character Understanding,broad_coverage_event_chain
25,41、INT. HUT | 44、EXT. CAR | 22、EXT. CAR | 38、INT. CABIN,When does Marge arrive at Jerry Lundegaard's office?,Marge arrives at Jerry Lundegaard's office after finishing her breakfast sandwich in the parking lot of the Gustafson Olds garage.,"She finishes the meal, then gets back into her car and continues on, eventually arriving at Jerry Lundegaard's office.",Temporal Reasoning,broad_coverage_event_chain
26,22、EXT. CAR | 44、EXT. CAR,What does Marge state about Mrs. Lundegaard during the drive with Grimsrud?,Marge states that Mrs. Lundegaard must have been involved in the case.,"She speaks aloud about the case, saying that Mrs. Lundegaard must have been involved.",Character Understanding,broad_coverage_event_chain
27,1、INT. CAR | 16、INT. CABIN | 38、INT. CABIN,When does Carl make the ransom call from the restaurant booth relative to Jerry's conversation with the GMAC representative?,Carl makes the ransom call after Jerry hangs up with the GMAC representative.,"Jerry hangs up with the GMAC representative, then immediately knocks the blotter off his desk. After this, Carl calls Jerry from the restaurant booth to deliver the ransom demand.",Temporal Reasoning,broad_coverage_event_chain
28,30、EXT. ROAD | 44、EXT. CAR | 22、EXT. CAR,What does Norm state to Marge before she leaves for work?,Norm states that he loves her.,"Norm, in a dressing gown, tells her he loves her.",Character Understanding,broad_coverage_event_chain
29,23、INT. CAR | 34、EXT. CABIN | 1、INT. CAR | 44、EXT. CAR,What does Gaear Grimsrud do after he sees a flicker of movement behind the shower curtain?,"Gaear Grimsrud forces the bathroom door open with a crowbar, sees the movement behind the shower curtain, and then confronts Jean when she lunges at him, ultimately chasing her down the stairs after she trips and falls.","Gaear wedges a crowbar into the bathroom door and forces it open. In the mirror, Gaear sees a flicker of movement behind the shower curtain. Jean bursts out, lunging at him. She runs into the bedroom, wrapped in the curtain, and stumbles down the stairs. Gaear follows.",Character Understanding,broad_coverage_event_chain
30,34、EXT. CABIN | 16、INT. CABIN | 34、EXT. CABIN | 38、INT. CABIN,Why does Carl hit the television set while Jean is held captive?,"Carl hits the television set because it is not working and he is frustrated by the lack of a signal, which adds to his irritation from being stuck in the cabin.","Carl stands in front of an old black-and-white television set displaying only snow. He hits the side of the TV with his fist, cursing as the screen flickers but remains dead. He shouts at it, demanding a signal, and yells about being stuck for days with nothing to do.",Causal-Motivational Reasoning,broad_coverage_event_chain
31,3、INT. CAR,What does Grimsrud threaten to do if Jean continues to make noise during the car ride?,Grimsrud threatens to throw Jean back in the trunk if she does not stop making noise.,"He turns suddenly and glares at Jean beneath the tarpaulin. 'Shut the fuck up or I'll throw you back in the trunk, you know,' he says.",Character Understanding,broad_coverage_scene
32,10、INT. GUNDERSON HOUSE | 22、EXT. CAR | 38、INT. CABIN,What does Marge state about her pregnancy during the investigation?,Marge states that she is pregnant and due in April.,Marge shares that she is pregnant and due in April.,Character Understanding,broad_coverage_event_chain
33,9、EXT. GUNDERSON HOUSE | 30、EXT. ROAD | 32、INT. GUNDERSON HOUSE | 44、EXT. CAR,What does Marge state about her physical condition at the crime scene?,Marge states that she is experiencing morning sickness.,Marge says it was morning sickness when Lou asks if she is okay after she doubles over near the wreckage.,Character Understanding,broad_coverage_event_chain
34,10、INT. GUNDERSON HOUSE | 30、EXT. ROAD | 34、EXT. CABIN,What does Marge state about Norm's cooking that morning?,Marge states that Norm made her eggs that morning.,Marge replies that she already ate—Norm made her eggs that morning.,Character Understanding,broad_coverage_event_chain
35,25、INT. CAR | 34、EXT. CABIN | 16、INT. CABIN | 34、EXT. CABIN | 38、INT. CABIN,What does Grimsrud threaten to do if Jean does not stop making noise in the car?,Grimsrud threatens to throw Jean back in the trunk if she does not stop making noise.,"Grimsrud says, 'Shut the fuck up or I'll throw you back in the trunk, you know,' when he hears Jean whimpering from the back seat.",Character Understanding,broad_coverage_event_chain
36,10、INT. GUNDERSON HOUSE|11、INT. PROWLER,How would you describe the professional dynamic between Marge and Lou from their conversation at the house to their investigation in the car?,from conversing partners to trusted colleagues,"Earlier, the relationship between Marge and Lou is marked by conversing partners; later, it shifts to trusted colleagues.",Role-Relation Continuity,supplementary_cross_scene
37,10、INT. GUNDERSON HOUSE|16、INT. CABIN,How would you describe their relationship compared to earlier domestic scenes?,from married couple to trusted partners,"Earlier, the relationship between Marge and Norm is marked by married couple; later, it shifts to trusted partners.",Role-Relation Continuity,supplementary_cross_scene
38,8、EXT. ROAD|22、EXT. CAR,"Which character is Norm's spouse, confronts the criminal Gaear Grimsrud, and has a professional relationship with Jerry Lundegaard?",Marge,"Marge is in a domestic partners relationship with Norm, is in a ongoing adversaries relationship with Gaear Grimsrud, and is in a professional rapport relationship with Jerry Lundegaard.",Role-Relation Continuity,supplementary_cross_scene
39,1、INT. CAR|19、INT. HUT|22、EXT. CAR,"Which character is constantly at odds with Gaear Grimsrud, involved in the kidnapping plot with Jerry, and has a hostile feud with Shep Proudpfut?",Carl Showalter,"Carl Showalter is in a ongoing tension relationship with Gaear Grimsrud, is in a co-conspirators relationship with Jerry, and is in a declared enemies relationship with Shep Proudpfut.",Role-Relation Continuity,supplementary_cross_scene
40,25、INT. CAR,What action by the state trooper leads to the traffic stop in Fargo?,State trooper activates emergency lights and initiates traffic stop,"In Episode unit 2, a state trooper turns on his emergency lights and pulls Carl over on the shoulder of the road.",Narrative Progression,supplementary_cross_scene
41,25、INT. CAR|3、INT. CAR,What does the state trooper do to initiate the traffic stop in Fargo?,State trooper activates emergency lights and initiates traffic stop,"In the film Fargo, a state trooper turns on his emergency lights and pulls Carl over on the shoulder of the road.",Narrative Progression,supplementary_cross_scene
42,1、INT. CAR|34、EXT. CABIN|16、INT. CABIN,What event shifts the focus from the Lundegaard home invasion to the lakeside captivity?,Grimsrud and Carl arrive at lakeside cabin with Jean,"After invading the home, Grimsrud and Carl drive to a remote lakeside cabin and arrive with Jean, as shown when they pull into the driveway and help her out of the car under.",Narrative Progression,supplementary_cross_scene
43,1、INT. CAR|34、EXT. CABIN|38、INT. CABIN,What event in Fargo shifts the story from the Lundegaard home invasion to Jean being held captive at the lakeside cabin?,Grimsrud and Carl arrive at lakeside cabin with Jean,"Grimsrud and Carl drive to a remote lakeside cabin with Jean restrained in the car, marking the transition from the kidnapping to her captivity.",Narrative Progression,supplementary_cross_scene
