id,related_scenes,question,answer,related_context,question_type,question_source
38,146、INT. DAY. PENSIONE -- TANGIER | 149、INT. HOTEL | 173、EXT. PETIT SOCCO -- CONTINUOUS * | 180、EXT. RUE DE CHRETIENS -- CONTINUOUS * | 179、INT./EXT. RIAD/ROOFTOPS -- CONTINUOUS *,What happens after Nicky logs in and finds Daniel's location?,"Nicky answers Bourne's call, but the connection fails, prompting her to dismantle her phone and flee the area.","After finding Daniel's location on the screen, Nicky grabs her phone and answers Bourne's call, which suddenly cuts out with a 'SERVICE DENIED' message; she then dismantles the phone and leaves quickly.",Temporal Reasoning,broad_coverage_event_chain
39,151、INT. LOCK-UP GARAGE. DAY | 160、EXT. ACROSS FROM CAFE DE PARIS. DAY | 167、EXT. DAY. TANGIER STREET,What happens after Desh retrieves the scooter from the storage unit?,"Desh mounts the scooter, starts the engine, and drives away.","He mounts it, starts the engine, and drives away.",Temporal Reasoning,broad_coverage_event_chain
40,167、EXT. DAY. TANGIER STREET | 172、EXT. RUE D'ESPAGNE -- CONTINUOUS * | 178、EXT. PETIT SOCCO -- CONTINUOUS *,What did Bourne do after he broke away from the police?,"After breaking away from the police, Bourne darted into oncoming traffic, took down three officers trying to intercept him, sprinted across the road, commandeered a boy's moped, and sped away while being pursued by two squad cars.","Bourne broke away suddenly, pushing through the crowd and darting into oncoming traffic. Three policemen moved to intercept, but he took them down and sprinted across the road. A boy on a moped was caught in the chaos. Bourne leapt onto the bike, kick-started it, and sped away into the traffic. Two squad cars turned in pursuit.",Temporal Reasoning,broad_coverage_event_chain
41,175、EXT. MOPED TRAVELLING * | 181、EXT. RUE DE CHRETIENS -- CONTINUOUS * | 167、EXT. DAY. TANGIER STREET,What happens immediately after Bourne turns and sees Desh with the detonator?,"Desh triggers the device, causing an explosion that hurls Bourne across the street.","In the next instant, Desh triggers the device. The explosion erupts, hurling Bourne across the street.",Temporal Reasoning,broad_coverage_event_chain
42,153、INT. LOCK-UP GARAGE. DAY | 167、EXT. DAY. TANGIER STREET,What does Desh do immediately after confirming Bourne's collapse following the explosion?,Desh mounts his motorbike and rides away toward Nicky.,"Desh looks back and sees Bourne lying still. He mounts his motorbike and rides away. Desh turns and sees Bourne lying motionless in the street after the explosion. He mounts the motorbike, rides around the corner, and drives away in the direction of his next target, Nicky.",Temporal Reasoning,broad_coverage_event_chain
43,49、EXT. DAY. FOOTBRIDGE AREA|122、INT. NIGHT/RAIN -- SAFEHOUSE|128、INT. SAFEHOUSE - NIGHT,Who is the character that acts as a trusted partner to Simon Ross but is an adversary to both Hammond and Nicky?,Jason Bourne,"Jason Bourne is in a trusted partners relationship with Simon Ross, is in a ongoing adversaries relationship with Hammond, and is in a ongoing adversaries relationship with Nicky.",Role-Relation Continuity,supplementary_cross_scene
44,128、INT. SAFEHOUSE - NIGHT|130、INT. NIGHT. MADRID SAFEHOUSE,How would you describe the change in Jason Bourne and Nicky's relationship from their initial confrontation to their later interaction in Madrid?,from ongoing adversaries to cooperating under trust,"Earlier, the relationship between Jason Bourne and Nicky is marked by ongoing adversaries; later, it shifts to cooperating under trust.",Role-Relation Continuity,supplementary_cross_scene
45,15、INT. DAY. CRI OFFICES -- NEW YORK CITY|96、INT. DAY. POSH HOTEL -- NEW YORK CITY|138、INT. HUB,"Which character is a trusted colleague to both Wills and Ezra Kramer, yet has a relationship marked by mutual suspicion with Landy?",Noah Vosen,"Noah Vosen is in a trusted colleagues relationship with Wills, is in a mutual suspicion and tension relationship with Landy, and is in a trusted colleagues relationship with Ezra Kramer.",Role-Relation Continuity,supplementary_cross_scene
46,167、EXT. DAY. TANGIER STREET,What does Bourne see Desh holding that triggers the explosion?,Bourne sees Desh holding detonator,"In the Tangier street scene, Bourne turns and sees Desh standing with the detonator in his hand, which leads to Desh triggering the device and the subsequent explosion.",Narrative Progression,supplementary_cross_scene
47,152、INT. HOTEL|167、EXT. DAY. TANGIER STREET|172、EXT. RUE D'ESPAGNE -- CONTINUOUS *,What does Bourne see on the Tangier street that directly interrupts the search for Neal Daniels and leads to his moped chase?,Daniels' car approaches down the street,"Bourne stands on the street and sees Daniels' car coming down the road, realizing the danger just before the explosion occurs.",Narrative Progression,supplementary_cross_scene
48,154、INT. HOTEL|167、EXT. DAY. TANGIER STREET,What does Desh do in Tangier that turns Bourne's pursuit into a direct confrontation?,Desh parks motorbike and walks around corner,"Desh parks his motorbike and walks around a corner; Bourne follows on foot, moving carefully behind him.",Narrative Progression,supplementary_cross_scene
49,152、INT. HOTEL|167、EXT. DAY. TANGIER STREET,What sudden sight on the street makes Bourne realize the danger and directly leads to the explosion that kills Neal Daniels?,Daniels' car approaches down the street,"Bourne stands on the street and sees Daniels' car approaching, recognizing the immediate threat just before the detonation occurs.",Narrative Progression,supplementary_cross_scene
