id,related_scenes,question,answer,related_context,question_type,question_source
33,"34、INT. THE NOLAN HOUSE - DINING ROOM, NEW ORLEANS -","In [34、INT. THE NOLAN HOUSE - DINING ROOM, NEW ORLEANS -], What is Benjamin Button's behavioral state?","Uses his fork like a child, banging it for noise","uses his fork like a child might, banging it just for the hell of it making noise",Character Understanding,broad_coverage_scene
34,"39、INT. MRS. WAGNER'S ROOM, NOLAN HOUSE - MORNING,",What is Queenie doing to Benjamin in the scene?,giving Benjamin a bath and massaging his crippled legs,Queenie giving Benjamin a bath... massaging his poor crippled legs,Scene Grounding,broad_coverage_scene
35,"33、INT. ""NEW"" TRAIN STATION, NEW ORLEANS - ANOTHER DAY,",What are the cherubs doing with the clock's hands?,Pushing the 'hands of progress',cherubs pushing the 'hands of progress',Scene Grounding,broad_coverage_scene
36,"41、INT. KITCHEN, NOLAN HOUSE - NIGHT,",What is the relationship between Tizzy's grandfather and John Wilkes Booth?,Tizzy's grandfather was a dresser for Booth.,The actor my grandfather worked for was John Wilkes Booth. He killed Abraham Lincoln.,Causal-Motivational Reasoning,broad_coverage_scene
37,"45、EXT. AN OLD NEW ORLEANS' CEMETERY - DAY,",Why is Sybil Wagner laid to rest?,To sing in another choir,"Sybil Wagner, laid to rest to sing in another choir",Causal-Motivational Reasoning,broad_coverage_scene
38,"35、EXT. THE PORCH, NOLAN HOUSE, NEW ORLEANS - NIGHT,",Why does Queenie pull Benjamin's wheelchair away from the edge of the porch?,"Queenie pulls Benjamin's wheelchair away from the edge of the porch because he is leaning forward and straining to see the activity beyond, which could be unsafe.","Benjamin wheels his chair to the edge of the porch where the wall is lower, drawn by the sounds of children playing and carriages arriving on the street below. He leans forward, straining to see the activity beyond. Queenie suddenly grabs his wheelchair and pulls it back from the edge, rolling him away to the group of old people on the porch.",Causal-Motivational Reasoning,broad_coverage_scene
39,"34、INT. THE NOLAN HOUSE - DINING ROOM, NEW ORLEANS - | 36、INT. QUEENIE'S ROOM - NIGHT, | 37、INT. THE PARLOR, NOLAN HOUSE, LATE AT NIGHT,",Why does Tizzy return to Queenie’s bedside after helping Benjamin into the wheelchair?,Tizzy returns to Queenie’s bedside to stay with her after helping Benjamin into the wheelchair.,"He then returned to the room, moved to Queenie’s bedside, and stayed with her.",Causal-Motivational Reasoning,broad_coverage_event_chain
40,"7、EXT. OLD TRAIN STATION, NEW ORLEANS - DAY, | 14、INT. THE NEW TRAIN STATION, NEW ORLEANS - DAY, | 16、INT. TRAIN STATION, NEW ORLEANS - DAY,",What does Monsieur Gateau say about his son?,Monsieur Gateau says that perhaps his own son might come home again.,Monsieur Gateau looks ahead and says that perhaps his own son might come home again.,Character Understanding,broad_coverage_event_chain
41,"37、INT. THE PARLOR, NOLAN HOUSE, LATE AT NIGHT, | 49、INT. DINING ROOM, NOLAN HOUSE - ANOTHER DAY, | 50、EXT. STREET, OUTSIDE NOLAN HOUSE, NEW ORLEANS - DAY,",What happens after Mr. Oti rises from the dining room table?,"Mr. Oti moves toward the door, and Benjamin follows him outside.","Mr. Oti rises and moves toward the door, glancing back. Benjamin reaches for his canes, stands, and follows. The door closes behind them.",Temporal Reasoning,broad_coverage_event_chain
42,"12、INT. THE NEW TRAIN STATION, NEW ORLEANS - DAY,",When does the clock chime for the first time?,The clock chimes for the first time after Mr. Cake winds the mechanism and the velvet drape has fallen away.,"After the velvet drape falls away, Mr. Cake steps forward and winds the clock mechanism. The clock chimes for the first time, a clear and resonant sound that fills the square.",Temporal Reasoning,broad_coverage_scene
43,"18、INT. HOSPITAL ROOM, NEW ORLEANS - MORNING, PRESENT | 32、INT. THE HOSPITAL ROOM, NEW ORLEANS - DAY, PRESENT",What does Daisy say about the clock?,"Daisy says that the clock kept going, year after year, without looking at her daughter.","She murmurs about a clock that kept going, year after year, without looking at her daughter.",Character Understanding,broad_coverage_event_chain
44,"30、INT. PARLOR, NOLAN HOUSE - THAT NIGHT, | 25、EXT. THE BACK OF AN OLD NEW ORLEANS HOUSE - NIGHT, | 30、INT. PARLOR, NOLAN HOUSE - THAT NIGHT,",What does Queenie state about Benjamin's condition?,Queenie states that Benjamin is prematurely old and that the doctor says he doesn’t have much time left.,Queenie adds that Benjamin is prematurely old and the doctor says he doesn’t have much time left.,Character Understanding,broad_coverage_event_chain
45,"47、INT. THE NOLAN HOUSE, KITCHEN - ANOTHER DAY,",What does Ngunda Oti state about his experience with the Baschiele tribe?,Ngunda Oti states that he was captured with six others by the Baschiele tribe and that they were sold to a big white man.,"He tells them that he was captured with six others by the Baschiele tribe. After the capture, they were sold to a big white man.",Character Understanding,broad_coverage_scene
46,"1、INT. HOSPITAL ROOM, NEW ORLEANS - MORNING, PRESENT",What does Dorothy Baker state about Daisy Fuller's condition?,Dorothy Baker states that Daisy is likely dying that day.,"Dorothy turns to Caroline and says quietly, 'It’s their way of letting go… prob’ly today.'",Character Understanding,broad_coverage_scene
47,"30、INT. PARLOR, NOLAN HOUSE - THAT NIGHT, | 25、EXT. THE BACK OF AN OLD NEW ORLEANS HOUSE - NIGHT, | 26、INT. THE NOLAN HOUSE, NEW ORLEANS - NIGHT,",What does Queenie state about the baby when she picks it up?,Queenie states that no one wanted to keep the baby.,She says softly that no one wanted to keep it.,Character Understanding,broad_coverage_event_chain
48,"25、EXT. THE BACK OF AN OLD NEW ORLEANS HOUSE - NIGHT, | 30、INT. PARLOR, NOLAN HOUSE - THAT NIGHT,",What does Queenie state about Benjamin's condition?,Queenie states that Benjamin is prematurely old and that the doctor says he doesn’t have much time left.,Queenie adds that Benjamin is prematurely old and the doctor says he doesn’t have much time left.,Character Understanding,broad_coverage_event_chain
49,"42、INT. CHURCH TENT, NEW ORLEANS - A SATURDAY NIGHT,",What does the preacher state when he commands Benjamin to rise?,The preacher states that Benjamin should rise up in the name of God's glory and like Lazarus.,"The preacher shouted, 'In the name of God's glory, rise up!' and later urges him to rise, calling out for him to rise up like Lazarus.",Character Understanding,broad_coverage_scene
50,"23、EXT. A BRIDGE, NEW ORLEANS - NIGHT,",What does Thomas express when he pulls the baby close instead of dropping it in the water?,Thomas expresses regret and apologizes to the baby.,"Instead of letting go, he pulls the newborn close, cradling it. 'I'm sorry... I'm so sorry...' he whispers.",Character Understanding,broad_coverage_scene
51,"49、INT. DINING ROOM, NOLAN HOUSE - ANOTHER DAY, | 50、EXT. STREET, OUTSIDE NOLAN HOUSE, NEW ORLEANS - DAY,",What happens after Benjamin follows Mr. Oti outside?,"Mr. Oti runs into the street and stops an oncoming streetcar by waving his arms, causing it to screech to a halt, while Benjamin struggles to catch up.","Mr. Oti suddenly runs into the street and dashes in front of an oncoming streetcar, waving his arms. The streetcar screeches to a halt. Benjamin, moving as fast as he can, struggles to catch up behind him.",Temporal Reasoning,broad_coverage_event_chain
52,"48、INT. THE PARLOR, NOLAN HOUSE - ANOTHER TIME, | 49、INT. DINING ROOM, NOLAN HOUSE - ANOTHER DAY,",What does Mr. Oti suggest about Benjamin's age and identity during their conversation at the dining table?,"Mr. Oti suggests that Benjamin does not look as old as he seems and questions whether he is pretending, wondering if he has Madjembe.","Oti teases him, saying he doesn’t look as old as he seems and asks if he’s fooling everyone, wondering aloud whether Benjamin has Madjembe.",Character Understanding,broad_coverage_event_chain
53,"58、EXT. THE LAWN, THE NOLAN HOUSE - DAY,|62、INT. BACK STAIRWELL, NOLAN HOUSE - LATE NIGHT,|101、INT. THE HOSPITAL ROOM, NEW ORLEANS - DAY, PRESENT","Who is Grandma Fuller's granddaughter, develops a trusted companionship with Benjamin, and holds fond memories of Captain Mike?",Daisy,"Daisy is in a granddaughter relationship with Grandma Fuller, is in a trusted companions relationship with Benjamin, and is in a shares fond memories with relationship with Mike Clark.",Role-Relation Continuity,supplementary_cross_scene
54,"128、INT. ""WINTER PALACE,"" RUSSIA - ANOTHER LATE NIGHT,|132、INT. ""WINTER PALACE,"" RUSSIA - ANOTHER LATE NIGHT,",How would you describe the change in Benjamin and Elizabeth Abbott's relationship from their early affectionate encounters to later becoming trusted companions in 'The Curious Case of Benjamin Button'?,from mutual affection to trusted companions,"Earlier, the relationship between Benjamin and Elizabeth Abbott is marked by mutual affection; later, it shifts to trusted companions.",Role-Relation Continuity,supplementary_cross_scene
55,"114、EXT. MURMANSK HARBOR, RUSSIA - DAY,|141、INT. LOBBY, ""WINTER PALACE,"" RUSSIA - EARLY MORNING,",How should his relationship with Captain Mike be characterized?,from trusted crew members to trusted crewmates,"Earlier, the relationship between Benjamin and Mike Clark is marked by trusted crew members; later, it shifts to trusted crewmates.",Role-Relation Continuity,supplementary_cross_scene
56,"42、INT. CHURCH TENT, NEW ORLEANS - A SATURDAY NIGHT,",What specific command does the preacher give Benjamin about walking that underscores the theme of faith?,Preacher commands Benjamin to walk by faith alone,"In the revival tent, the preacher tells Benjamin to rise and walk, declaring that he will walk by faith alone without crutch or cane, which becomes a pivotal moment before the.",Narrative Progression,supplementary_cross_scene
57,"48、INT. THE PARLOR, NOLAN HOUSE - ANOTHER TIME,|49、INT. DINING ROOM, NOLAN HOUSE - ANOTHER DAY,",What does Mr. Oti do that interrupts Benjamin's eavesdropping under the stairs and leads to their later confrontation about his age?,Mr. Oti senses Benjamin's presence and turns,"In the scene under the stairs, Mr; Oti senses Benjamin's presence and turns, causing Benjamin to retreat.",Narrative Progression,supplementary_cross_scene
58,"48、INT. THE PARLOR, NOLAN HOUSE - ANOTHER TIME,|49、INT. DINING ROOM, NOLAN HOUSE - ANOTHER DAY,","What interrupts Benjamin's investigation of Mr. Oti under the stairs, leading him to retreat and later follow Mr. Oti outside?",Mr. Oti senses Benjamin's presence and turns,"In the scene under the stairs, Mr; Oti senses Benjamin's presence and turns, ending their encounter and causing Benjamin to retreat.",Narrative Progression,supplementary_cross_scene
59,"36、INT. QUEENIE'S ROOM - NIGHT,|60、INT. PARLOR, NOLAN HOUSE - NIGHT, LATER,|62、INT. BACK STAIRWELL, NOLAN HOUSE - LATE NIGHT,","Which character is Queenie's son, shares a deep bond with Daisy, and often faces disapproval from Grandma Fuller?",Benjamin,"Benjamin is in a son relationship with Queenie, is in a close companions relationship with Daisy, and is in a adversarial figures relationship with Grandma Fuller.",Role-Relation Continuity,supplementary_cross_scene
