id,related_scenes,question,answer,related_context,question_type,question_source
16,143 INT. LIVING ROOM. HOUSE. NIGHT.,Why does the psychopath want to kill Helena?,Because he believes she is a witness.,"Berlin says, 'Coz he thinks you're a witness.'",Causal-Motivational Reasoning,broad_coverage_scene
17,139 INT. KITCHEN/LIVING ROOM/BEDROOM. HOUSE. DAY.,Why does the intruder call Helena 'Jenny' and refer to her as his 'little buddy'?,He manipulates her identity to assert control and establish a twisted sense of connection.,"The intruder says, 'You're my little buddy now' after threatening her with the knife.",Causal-Motivational Reasoning,broad_coverage_scene
18,174 EXT. FREEWAY INTERSECTION. NIGHT.,How does the camera depict the tail lights as Berlin's car moves away?,The tail lights dissolve into a river of red.,Watches tail lights dissolve into a river of red.,Scene Grounding,broad_coverage_scene
19,151 INT. WAITING AREA. POLICE STATION. DAY.,What specific detail does Berlin reveal about the murderer of Ross?,"The murderer has asthma and uses an inhaler, not a breath freshener.","the man that murdered Ross gets asthma - it's not a breath fresh- ner, darling - it's an asthma inhaler ..",Scene Grounding,broad_coverage_scene
20,179 INT/EXT. PHONE BOOTH. GAS STATION. NIGHT.,How does the camera movement depict the Chevrolet as Berlin drives away?,The camera ascends until the Chevrolet appears insignificant against the vast landscape.,Still it ascends until the Chevrolet is reduced to an insignificance by the landscape.,Scene Grounding,broad_coverage_scene
21,150 INT. INTERROGATION ROOM. POLICE STATION. DAY.,How does St ANNE react when he finds the notebook with Ross's accusation against Berlin?,"He confronts Berlin, reads the note aloud, and uses it to accuse him of lying.","Shakes his head in confirmation. And St ANNE finds a notebook. ... Well, he thought you did? .. Wrote it down in his book? ""John Berlin is a liar."" Right here, underlined.",Character Understanding,broad_coverage_scene
22,150 INT. INTERROGATION ROOM. POLICE STATION. DAY.,What physical and emotional state is Berlin in by the end of the interrogation?,"Berlin is a wreck of despair, overwhelmed by grief and rage, barely maintaining his dignity.",Tears of grief and tears of rage. BERLIN can't restrain either. ... BERLIN is a wreck of despair. But somehow he keeps his dignity.,Character Understanding,broad_coverage_scene
23,176 INT. CHEVY SEDAN. FREEWAY. NIGHT.,How is Berlin's perception of the phone ringing described in relation to his thoughts?,"The phone ringing is described as part of his thoughts, mixed with the nightmare he's hearing again.",The phone is still ringing like it's at the end of Berlin's brain. Like it's part of his thoughts mixed up with the nightmare he's hearing again.,Scene Grounding,broad_coverage_scene
24,1 INT. COMMUNITY HALL. DAY.,What does Benny say about how he kept alcohol in his yard without violating his promise to his wife?,He buried a bottle under the lawn and drank from it through a straw.,I buried it under the lawn. Cut out a turf & stood it upright with a piece of tin-foil instead of a cork... I'm laying there with a straw stuck into the fucken lawn doing a quart of red,Character Understanding,broad_coverage_scene
25,47 INT. RESTAURANT/DINER. TRINITY VALLEY. DAY.,"What is Helena's demeanor when Berlin struggles to continue the conversation, and what does this suggest?","She sits frozen, waiting silently, suggesting discomfort or emotional distance.",HELENA sits frozen like she's waiting for results of an X-ray.,Character Understanding,broad_coverage_scene
26,55 INT. INTERROGATION ROOM. POLICE STATION. DAY.,"In [55 INT. INTERROGATION ROOM. POLICE STATION. DAY.], What is Carol Emerson's emotional state after being accused of lying during the polygraph test?","Distraught and on the verge of breaking down, showing visible fear and anxiety.",The quivering lip and flooding eyes amalgamate into a horrible sort of groan. She's bellied up and anxious to spill her beans.,Character Understanding,broad_coverage_scene
27,149 INT. WAITING AREA. POLICE STATION. DAY.,What does Helena express she would do to get Berlin free?,She would do anything to get him free.,"HELENA: Oh, John, I'd do anything, anything, to get you free.",Character Understanding,broad_coverage_scene
28,61 INT. CHIEF'S OFFICE. POLICE STATION. DAY.,What is Berlin's emotional state when Citrine tells him the case is closed?,Resigned and unwilling to argue despite disagreement.,If there was any argument to be had BERLIN would be arguing it.,Character Understanding,broad_coverage_scene
29,32 INT. CORRIDOR. INSTITUTE. DAY.,What does Ross express about the place he is in?,Ross loathes the place and its silence.,ROSS loathes this joint. Loathes its silence.,Character Understanding,broad_coverage_scene
30,31 INT. PRINCIPAL'S OFFICER. INSTITUTE. DAY.,What does Goodridge mean by 'college of higher education' in the context of the institution where Amber studied?,"It is an educational institution for students with severe visual disabilities, not a prison.","this isn't a prison, it's a college of higher education - a severe visual disability doesn't mean my students don't value their independence",Scene Grounding,broad_coverage_scene
31,26 INT. MERCEDES SEDAN. CITY OF EUREKA. NIGHT.,What item does Berlin have that he is urged to mail to the FBI?,The Zippo lighter.,ROSS: Why don't you dump it? Mail it off. Give the fucking F.B.I. a present?,Scene Grounding,broad_coverage_scene
32,16 INT. MORGUE. COUNTY HOSPITAL. EUREKA. DAY.,What does the pathologist believe about the cause of the liver's condition?,"The liver damage was caused by heavy drinking, not just a few beers.","PATHOLOGIST: No, Freddy .. Not a few ..",Character Understanding,broad_coverage_scene
33,4 EXT. FREEWAY INTERSECTION. DUSK.,What happens to the cigarette on the highway and what is the immediate visual effect?,"The cigarette shatters, creating an instant of red on the highway.",An instant of red as the cigarette shatters up the highway.,Scene Grounding,broad_coverage_scene
34,24 INT. (TELETYPE)/ADMIN. POLICE STATION. NIGHT.,What emotional state does Citrine display while reading the teletype transmission?,Citrine shows visible misgivings while reading the transmission.,Visible misgivings as he hauls it out and reads.,Character Understanding,broad_coverage_scene
35,41 EXT. TRINITY VALLEY. DAY. (HELICOPTER),How is the landscape described as the Mercedes and Music travel north?,Forest plunges into dark ravines; sun colors mountains red; most of the valley is in shadow.,Forest plunging into dark ravines. The sun colors the mountains red. But most of the valley is in shadow.,Scene Grounding,broad_coverage_scene
36,37 INT. ANTI ROOM/ADMINISTRATION. POLICE STATION. DAY.,What is Berlin's emotional state when he sees the printout from the machine?,He is incredulous and shocked.,Can't believe what he's looking at.,Character Understanding,broad_coverage_scene
37,25 INT. CRIME LAB. POLICE STATION. NIGHT.,What is Berlin's emotional or behavioral state when he is analyzing the fingerprint enhancement on the screen?,"He is bothered and focused, expressing concern about the striations on the fingertip.",BERLIN: Laser enhancement of the fingertip .. it's really bothering me .. See these striations right here?,Character Understanding,broad_coverage_scene
38,40 EXT. QUAY/HARBOR. HUMBOLDT BAY. DAY.,What is Ross's emotional state when he refuses to help Berlin?,He does not enjoy saying no and is reluctant.,But he doesn't really believe it. And doesn't enjoy saying no.,Character Understanding,broad_coverage_scene
39,40 EXT. QUAY/HARBOR. HUMBOLDT BAY. DAY.,How does Berlin react emotionally when admitting he was wrong?,He shows remarkable humility.,"Says it with remarkable humility considering he's the ""expert.""",Character Understanding,broad_coverage_scene
40,34 INT. CORRIDOR. INSTITUTE. DAY.,What is Berlin's emotional state during the interaction with Ross?,"Frustrated and dismissive, refusing to acknowledge Ross's behavior.","He bells the elevator refusing to acknowledge ROSS's bullshit. Lips drill a whisper into his ear. ""Fifty fucken dollars, O.K.""",Character Understanding,broad_coverage_scene
41,36 EXT. CITY DUMP. CITY OF EUREKA. NIGHT.,What is Berlin's physical condition while digging graves in the cold?,"He sweats in shirt sleeves and is breathless, needing to rest.",Despite the cold he sweats in shirt sleeves. Also breathless and rests to catch his wind.,Character Understanding,broad_coverage_scene
42,56 EXT. ROSS'S BOAT. HUMBOLDT BAY. EUREKA. DAY.,What is Helena's emotional state as she experiences the ocean spray?,"She is joyful, reacting as if getting sea in her face is the best invention ever.",She turns like getting sea in your face is the best invention ever.,Character Understanding,broad_coverage_scene
43,35 INT. CHEVROLET. TRINITY VALLEY. DUSK.,What is Berlin's emotional state when Ross throws the Zippo out the window?,Angry and disbelieving due to losing a sentimental item.,BERLIN can't believe it. I don't believe you did that. I had a great sentimental attachment to that.,Character Understanding,broad_coverage_scene
44,35 INT. CHEVROLET. TRINITY VALLEY. DUSK.,How does Ross feel about returning to the garbage dump?,Unwilling and fearful of what they might find.,"No way .. not me, Mister. I'm not going up there again. Might find someone's prick in a hot-dog roll.",Character Understanding,broad_coverage_scene
45,49 EXT/INT. FIRE ESCAPE/APARTMENT. INSTITUTE. DUSK.,What is Helena's emotional state when Berlin stares at her intensely?,Uncomfortable due to the growing silence and intense stare.,The silence is almost uncomfortable. BERLIN continues to stare.,Character Understanding,broad_coverage_scene
46,49 EXT/INT. FIRE ESCAPE/APARTMENT. INSTITUTE. DUSK.,What does Berlin feel when informing Helena about Amber's death?,"Sorry, indicating regret or sorrow.",BERLIN: Yes. I'm sorry.,Character Understanding,broad_coverage_scene
47,66 INT. CRIME LAB. POLICE STATION. NIGHT.,What is Berlin's emotional state at the end of the passage?,"Frustrated and exhausted, wanting to leave.",Fuck this for a Friday night. He's had enough of it.,Character Understanding,broad_coverage_scene
48,52 INT. CRIME LAB. POLICE STATION. DAY.,How does Berlin react emotionally when Ross questions whether the kid shot the dog?,Defensive and annoyed.,He looks at ROSS like what-are-you-looking-at-me-like-that-for?,Character Understanding,broad_coverage_scene
49,54 INT. ANTI ROOM/INTERROGATION. POLICE STATION. DAY.,What emotional state does Ross display when hearing the expert's explanation?,Ross is devastated.,ROSS listens devastated as the EXPERT explains his lousy chart.,Character Understanding,broad_coverage_scene
50,59 EXT. CAR PARK AT BEACH. DUSK.,What is Berlin's emotional state when Helena tells him what Ross said about him?,Amused more than annoyed.,BERLIN is more amused than annoyed.,Character Understanding,broad_coverage_scene
51,35 INT. CHEVROLET. TRINITY VALLEY. DUSK. | 13 EXT. INFILL. GARBAGE DUMP. DAY.,How long does Berlin decide they will continue searching at the landfill?,Berlin decides they will continue searching for one more hour.,"They exchange words about how long they’ll stay, and Berlin decides they’ll continue for one more hour.",Temporal Reasoning,broad_coverage_event_chain
52,10 EXT. ENTRANCE/TRACK/INFILL. CITY DUMP. EUREKA. DAY. | 11 EXT. WORKING FACE. INFILL. GARBAGE DUMP. DAY.,What does Ross state about the difficulty of finding the knife at the landfill?,"Ross states that he is frustrated by how a person as dead as the victim could lose a knife, indicating his confusion over the absence of the weapon.","He looked around, frustrated. 'How does anyone dead as this lose a knife?' he muttered.",Character Understanding,broad_coverage_event_chain
53,11 EXT. WORKING FACE. INFILL. GARBAGE DUMP. DAY. | 15 INT. CORRIDOR/ADMINISTRATION. POLICE STATION. DAY. | 23 INT. BEDROOM. HOUSE. DAY.,What does Berlin state about his current role when handing the film to Ross?,Berlin states that he hasn't started his official duties yet and refers to himself as a 'tourist' for the weekend.,"Berlin, wearing surgical gloves, hands a film from his camera to Ross and says he hasn’t started his official duties yet, calling himself a 'tourist' for the weekend.",Character Understanding,broad_coverage_event_chain
54,17 INT. KITCHEN. THE ROSS RESIDENCE. EUREKA. DUSK.,What does Ross state about the accounts manager he plans to confront at City Hall?,"Ross states that the accounts manager is a sharp-tongued, scheming woman with deep ties to the mayor and believes she is involved in fraud.","He’s after an accounts manager he describes as a sharp-tongued, scheming woman with deep ties to the mayor, someone he believes is knee-deep in fraud, though he hasn’t been able to prove it.",Character Understanding,broad_coverage_scene
55,11 EXT. WORKING FACE. INFILL. GARBAGE DUMP. DAY. | 13 EXT. INFILL. GARBAGE DUMP. DAY. | 16 INT. MORGUE. COUNTY HOSPITAL. EUREKA. DAY. | 18 INT. CRIME LAB. POLICE STATION. DAY.,Why does Berlin question whether the fatal cut was made from left to right?,"Berlin questions the direction of the fatal cut because the victim was left-handed, which could indicate whether the wound was self-inflicted or made by someone else.","BERLIN asks if the fatal cut was left to right, pointing out the Bum was left-handed. He lifts the nicotine-stained left hand.",Causal-Motivational Reasoning,broad_coverage_event_chain
56,17 INT. KITCHEN. THE ROSS RESIDENCE. EUREKA. DUSK.,What does Margie state about Berlin's appearance during their reunion?,Margie states that Berlin is looking wonderful.,"She steps back and tells him, 'You're looking wonderful, John,' her voice full of affection.",Character Understanding,broad_coverage_scene
57,11 EXT. WORKING FACE. INFILL. GARBAGE DUMP. DAY. | 15 INT. CORRIDOR/ADMINISTRATION. POLICE STATION. DAY. | 23 INT. BEDROOM. HOUSE. DAY.,Why does Berlin urgently request forensic analysis from Ronzo instead of using official channels?,Berlin requests urgent help from Ronzo because he doesn’t know anyone else in the area and knows that going through official channels would take weeks.,"He pleads for a quick result, saying he doesn’t know anyone else up here and that it would take weeks through official channels.",Causal-Motivational Reasoning,broad_coverage_event_chain
58,17 INT. KITCHEN. THE ROSS RESIDENCE. EUREKA. DUSK. | 22 INT. STAIRS/LIVING ROOM. BERLIN'S HOUSE. DAY.,Why does Berlin decline the champagne Ross offers?,Berlin declines the champagne because he is on a diet and prefers a diet soda instead.,"Berlin declines, saying he’s on a diet and would prefer a diet soda.",Causal-Motivational Reasoning,broad_coverage_event_chain
59,12 EXT. INFILL. GARBAGE DUMP. DAY. | 13 EXT. INFILL. GARBAGE DUMP. DAY. | 16 INT. MORGUE. COUNTY HOSPITAL. EUREKA. DAY.,Why does Berlin question whether the fatal cut was made from left to right?,"Berlin questions the direction of the fatal cut because the derelict was left-handed, which makes it unlikely that he would have made a cut from left to right if he had inflicted it on himself.","Berlin asks if the fatal cut was left to right, pointing out the Bum was left-handed. He lifts the nicotine-stained left hand.",Causal-Motivational Reasoning,broad_coverage_event_chain
60,15 INT. CORRIDOR/ADMINISTRATION. POLICE STATION. DAY. | 23 INT. BEDROOM. HOUSE. DAY.,Why did Berlin urgently contact Ronzo in Los Angeles?,"Berlin urgently contacted Ronzo to get fast forensic results on blood stains from a brassiere, bypassing slow official channels.","Berlin pleads for a quick result, saying he doesn’t know anyone else up here and that it would take weeks through official channels, and calls Ronzo his favorite man and the first person he called.",Causal-Motivational Reasoning,broad_coverage_event_chain
61,34 INT. CORRIDOR. INSTITUTE. DAY. | 15 INT. CORRIDOR/ADMINISTRATION. POLICE STATION. DAY. | 23 INT. BEDROOM. HOUSE. DAY.,Why does Berlin rely on Ronzo for the forensic analysis instead of using official channels?,"Berlin relies on Ronzo because official channels would take weeks to deliver results, and he needs the information quickly.","He pleads for a quick result, saying he doesn’t know anyone else up here and that it would take weeks through official channels.",Causal-Motivational Reasoning,broad_coverage_event_chain
62,35 INT. CHEVROLET. TRINITY VALLEY. DUSK.,When does Berlin become more determined to return to the garbage dump?,Berlin becomes more determined to return to the garbage dump after Ross throws his Zippo lighter down the ravine.,He grows more determined after Ross throws his Zippo lighter out the window.,Temporal Reasoning,broad_coverage_scene
63,10 EXT. ENTRANCE/TRACK/INFILL. CITY DUMP. EUREKA. DAY. | 11 EXT. WORKING FACE. INFILL. GARBAGE DUMP. DAY.,Why does Ross order Travis to get the knife from Trimble?,"Ross believes the knife used in the murder might be in Trimble's possession because the victim's throat was cut, and Trimble is carrying a weapon.","Ross looks at Trimble, who has a rusty .22 pump-action Remington, after learning the man’s throat was cut from ear to ear. Ross then urgently tells Travis to get the knife from the kid, indicating he suspects the weapon may be related to the killing.",Causal-Motivational Reasoning,broad_coverage_event_chain
64,15 INT. CORRIDOR/ADMINISTRATION. POLICE STATION. DAY. | 23 INT. BEDROOM. HOUSE. DAY.,What does Berlin state about the call he receives from Delaware Roofing?,Berlin does not make a statement about the call; he simply answers the phone and begins speaking after it rings.,"Berlin catches his breath and sits up on the bed. He reaches for the Ansa Phone just as it rings. The call is from Delaware Roofing, inquiring about an estimate.",Character Understanding,broad_coverage_event_chain
65,17 INT. KITCHEN. THE ROSS RESIDENCE. EUREKA. DUSK.,Why does Berlin decline the champagne when Ross offers it?,Berlin declines the champagne because he is on a diet and prefers a diet soda instead.,"Berlin declines, saying he’s on a diet and would prefer a diet soda.",Causal-Motivational Reasoning,broad_coverage_scene
66,102 INT. STAIRS/LIVING ROOM/DEN. HOUSE. NIGHT.|104 INT. CHEVROLET SEDAN. NIGHT.,How should Berlin and Ross's partnership be characterized?,from trusted associates to trusted partners,"Earlier, the relationship between Berlin and Ross is marked by trusted associates; later, it shifts to trusted partners.",Role-Relation Continuity,supplementary_cross_scene
67,15 INT. CORRIDOR/ADMINISTRATION. POLICE STATION. DAY.,What does Citrine do to end Blattis's interrogation of Berlin?,Citrine terminates Blattis's interview,Citrine declares the interview over and gestures for Blattis to leave.,Narrative Progression,supplementary_cross_scene
68,11 EXT. WORKING FACE. INFILL. GARBAGE DUMP. DAY.|15 INT. CORRIDOR/ADMINISTRATION. POLICE STATION. DAY.,"What event abruptly ends Blattis's interview with Berlin, forcing a shift in the scene?",Citrine terminates Blattis's interview,Citrine's voice cuts through the room as he declares the interview over and gestures for Blattis to leave.,Narrative Progression,supplementary_cross_scene
69,50 EXT. SUBURBAN STREET. CITY OF EUREKA. DAY.|17 INT. KITCHEN. THE ROSS RESIDENCE. EUREKA. DUSK.,What pivotal moment in the kitchen reconnects Berlin with Margie Ross before the champagne is offered?,Margie Ross greets Berlin with a hug in the kitchen,"Margie Ross greets Berlin with a warm hug in the kitchen, holding him tightly as they reunite after a year apart.",Narrative Progression,supplementary_cross_scene
70,13 EXT. INFILL. GARBAGE DUMP. DAY.|21 INT. CRIME LAB. POLICE STATION. DAY.|25 INT. CRIME LAB. POLICE STATION. NIGHT.,"Which character partners with Ross on investigations, has a professional rivalry with Taylor, and collaborates with Citrine on case work?",Berlin,"Berlin is in a working partners relationship with Ross, is in a mutual professional antagonism relationship with Taylor, and is in a professional collaborators relationship with Citrine.",Role-Relation Continuity,supplementary_cross_scene
71,35 INT. CHEVROLET. TRINITY VALLEY. DUSK.|36 EXT. CITY DUMP. CITY OF EUREKA. NIGHT.,What does Ross do that shifts Berlin's focus from the lighter to the dog?,Ross offers Berlin a beer during the drive,"Ross drives while offering Berlin a beer from a pack between his legs, leading to Berlin ignoring the beer and bringing up the seeing eye dog.",Narrative Progression,supplementary_cross_scene
72,12 EXT. INFILL. GARBAGE DUMP. DAY.|31 INT. PRINCIPAL'S OFFICER. INSTITUTE. DAY.|39 EXT. HARBOR. HUMBOLDT BAY. EUREKA. DAY.,"Who is the character that Berlin trusts as a colleague, Goodridge sees as an adversary, and is Bobby's father?",Ross,"Ross is in a trusted colleagues relationship with Berlin, is in a ongoing adversaries relationship with Goodridge, and is in a father relationship with Bobby.",Role-Relation Continuity,supplementary_cross_scene
