id,related_scenes,question,answer,related_context,question_type,question_source
16,59、INT. PANIC ROOM - NIGHT,When does the panic room door shut after Meg presses the red button?,In a split-second after the spring is released,the steel barrier leaps forward out of the wall -- and WHANGS shut in a split-second,Temporal Reasoning,broad_coverage_scene
17,70、INT. LIBRARY - NIGHT,What does Raoul do with the window in the library?,"Screws shut a window, driving the long screws into its frame.","Raoul screws shut a window, driving the long screws into its frame.",Scene Grounding,broad_coverage_scene
18,23、INT. MASTER BEDROOM - NIGHT,What does 'alcohol sleep' mean in the passage?,A restless sleep caused by alcohol consumption.,"An alcohol sleep is a restless one, and she's suffering.",Scene Grounding,broad_coverage_scene
19,9、INT. PANIC ROOM - DAY,What does Lydia believe about the panic room for Meg?,It's perfect for her as a woman living alone.,"LYDIA: 'Hey, this is perfect for you...'",Character Understanding,broad_coverage_scene
20,67、INT. KITCHEN - NIGHT,What was dumped on the kitchen counter?,"Every kind of tool imaginable, many unfamiliar","The contents of one of the satchels is dumped out over the kitchen counter, every kind of tool imaginable, many that are unfamiliar to us",Scene Grounding,broad_coverage_scene
21,6、INT. TOP FLOOR BEDROOM - DAY,"What is the description of the first room Evan, Lydia, and Meg enter?",An upstairs bedroom that is roomy and overlooks the courtyard.,"First, an upstairs bedroom. Nice, roomy, looks out on the courtyard.",Scene Grounding,broad_coverage_scene
22,71、INT. PANIC ROOM - NIGHT,What physical actions is Meg exhibiting in the scene?,"Meg's hands are over her mouth, she's trembling, shaking her head side to side.","Meg's hands are over her mouth, she's trembling, shaking her head from side to side.",Scene Grounding,broad_coverage_scene
23,35、INT. MASTER BEDROOM - NIGHT,"In [35、INT. MASTER BEDROOM - NIGHT], What is Meg's behavioral state when she rolls over?",Trying to go back to sleep,"Meg rolls over, to go back to sleep",Character Understanding,broad_coverage_scene
24,10、INT. MASTER BEDROOM - DAY,"In [10、INT. MASTER BEDROOM - DAY], What is Meg's physical condition after the door closes?",Still rattled and wiping sweat from her face.,"She looks at herself, still rattled. She wipes a trickle of sweat from the side of her face.",Character Understanding,broad_coverage_scene
25,54、INT. ENTRY FLOOR - NIGHT,What happens after Junior warns Burnham?,"Burnham takes off after Junior, following him upstairs","He takes off up the stairs again. Burnham can't take it anymore, he takes off after Junior, following him upstairs",Temporal Reasoning,broad_coverage_scene
26,27、INT. KITCHEN - NIGHT | 34、INT. LIVING ROOM - NIGHT,What does Raoul state by his action when he pulls a ski mask over his head?,"Raoul indicates that they should not be seen, as shown by his action of covering his face with a ski mask.","Raoul reaches into his jacket, pulls out a ski mask, and pulls it over his head. He whispers, 'No face.'",Character Understanding,broad_coverage_event_chain
27,16、INT. MASTER BEDROOM - NIGHT | 36、INT. PANIC ROOM - NIGHT | 48、INT. ELEVATOR - NIGHT,When did the alarm system become armed?,"The alarm system became armed after Meg pressed shunt, enter, shunt, and a zone number on the keypad.","Her fingers move over the keypad again, more deliberately now—pressing shunt, then enter, then shunt once more, followed by a zone number. After a moment, a small red light on the panel glows steadily. The display reads: SYSTEM ARMED.",Temporal Reasoning,broad_coverage_event_chain
28,39、INT. STAIRWELL - NIGHT | 38、INT. PANIC ROOM - NIGHT | 48、INT. ELEVATOR - NIGHT,Why does Raoul drop to his knees outside the elevator?,Raoul drops to his knees to peer through the window in the elevator door at Meg and Sarah.,"As the elevator descends, Raoul appears, dropping to his knees to peer inside. Raoul drops to his knees outside and presses his face close to the window in the door, staring in at Meg and Sarah.",Causal-Motivational Reasoning,broad_coverage_event_chain
29,42、INT. SARAH'S BEDROOM - NIGHT | 47、INT. HALLWAY - NIGHT | 48、INT. ELEVATOR - NIGHT,When did Meg press the button for the first floor?,Meg pressed the button for the first floor after she slammed the elevator gate shut and as the elevator began to descend.,Meg slams the elevator gate shut and presses the button for the first floor. The elevator groans and begins to descend slowly.,Temporal Reasoning,broad_coverage_event_chain
30,4、EXT. WEST 83RD STREET - DAY | 5、INT. TOWNHOUSE - FOYER - DAY | 9、INT. PANIC ROOM - DAY,What features of the panic room does Evan describe during the tour of the townhouse?,"Evan describes the panic room as having reinforced steel walls, a buried phone line, a separate ventilation system with an oxygen scrubber, and a bank of video monitors that display different views of the house. He also refers to it as a safe room, an inner sanctum, and compares it to a castle keep in medieval times.","Evan continues, describing the reinforced steel walls, the buried phone line, the separate ventilation system with an oxygen scrubber, and a bank of video monitors showing different views of the house. He flips another switch, and the monitors light up, displaying various rooms throughout the house. 'It's called a panic room,' he says. 'A safe room. An inner sanctum. A castle keep, in medieval times.'",Scene Grounding,broad_coverage_event_chain
31,9、INT. PANIC ROOM - DAY | 10、INT. MASTER BEDROOM - DAY | 9、INT. PANIC ROOM - DAY | 10、INT. MASTER BEDROOM - DAY,When does Meg see her reflection in the mirror during the sequence of events involving the panic room door?,"Meg sees her reflection in the mirror as it slides shut, covering the hidden door.","As the mirror slides shut, covering the hidden door, Meg catches her reflection in its surface.",Temporal Reasoning,broad_coverage_event_chain
32,47、INT. HALLWAY - NIGHT | 48、INT. ELEVATOR - NIGHT,What does Meg state about the situation when Sarah asks what is going on?,Meg states that there are people in the house.,"When Sarah shouts, 'What's going on?!', Meg responds by saying, 'People, in the house.'",Character Understanding,broad_coverage_event_chain
33,13、INT. KITCHEN - NIGHT | 16、INT. MASTER BEDROOM - NIGHT | 36、INT. PANIC ROOM - NIGHT | 48、INT. ELEVATOR - NIGHT,What does Meg do immediately after arming the alarm system?,Meg steps into the panic room and reaches for the light switch.,"After the display reads 'SYSTEM ARMED,' the next action described is Meg stepping into the panic room and reaching for the light switch.",Temporal Reasoning,broad_coverage_event_chain
34,4、EXT. WEST 83RD STREET - DAY | 11、INT. TOWNHOUSE - FOYER - DAY | 12、INT. KITCHEN - DAY,What does Meg state about the move-in deadline during her conversation with Lydia?,Meg states that she must be moved in within two weeks.,Meg reminds her that she must be moved in within two weeks.,Character Understanding,broad_coverage_event_chain
35,10、INT. MASTER BEDROOM - DAY | 9、INT. PANIC ROOM - DAY,What does Sarah state about the panic room?,Sarah states that the panic room is definitely her room.,"Sarah, the little girl, stands in the entryway, grinning widely. 'My room,' she says. 'Definitely my room.' She darts past the others and runs inside.",Character Understanding,broad_coverage_event_chain
36,36、INT. PANIC ROOM - NIGHT | 38、INT. PANIC ROOM - NIGHT | 48、INT. ELEVATOR - NIGHT,What does Meg state about the intruders when she sees them on the monitors?,Meg does not make any verbal statement about the intruders when she sees them on the monitors.,"The passage describes Meg's physical reactions—freezing, staring, stepping forward, sinking to her knees, and touching the screens—but does not include any spoken words or verbal expressions from her upon seeing the intruders.",Character Understanding,broad_coverage_event_chain
37,7、INT. DEN - DAY | 4、EXT. WEST 83RD STREET - DAY | 5、INT. TOWNHOUSE - FOYER - DAY | 6、INT. TOP FLOOR BEDROOM - DAY,What does Evan state about the layout of the townhouse during the tour?,"Evan states that the entry floor is the middle of the house, with the living room nearby, the kitchen downstairs, and two bedroom levels above.","He explains that the entry floor is the middle of the house, with the living room nearby, the kitchen downstairs, and two bedroom levels above.",Character Understanding,broad_coverage_event_chain
38,27、INT. KITCHEN - NIGHT | 34、INT. LIVING ROOM - NIGHT | 43、INT. THIRD FLOOR HALLWAY - NIGHT,What does Raoul state about showing his face during the operation?,Raoul states that no one should see his face.,"Raoul whispers, 'No face.'",Character Understanding,broad_coverage_event_chain
39,5、INT. TOWNHOUSE - FOYER - DAY | 7、INT. DEN - DAY | 8、INT. MASTER BEDROOM - DAY,Describe the sequence of actions Evan performs to reveal the hidden panel in the master bedroom and the features of the space that make the townhouse unusual.,"Evan first waits for Meg to notice the oddly angled mirrors near the closet entrance in the master bedroom. When she points out something seems off, he presses the top of the wall mirror, causing it to click and open partially before swinging fully open to reveal a hidden panel. He then presses the top and bottom of the panel, each producing a click, and pulls it open to expose a narrow space behind. The townhouse has several unusual features, including a large amount of space for the price and a working cage-style elevator, which is rare in brownstones and was installed for the previous owner, who was disabled.","Evan smiles, admitting he was waiting for her to notice. He presses the top of the wall mirror, which clicks and opens a few inches. He swings it fully open, revealing a hidden panel in the wall. He presses again at the top and bottom of the panel, each time producing a click. The panel pulls open, revealing a narrow space behind. He points out the unusual features—the large amount of space for the price, the working cage-style elevator installed for the previous owner, who was disabled. He notes that such elevators are rare in brownstones.",Scene Grounding,broad_coverage_event_chain
40,35、INT. MASTER BEDROOM - NIGHT | 36、INT. PANIC ROOM - NIGHT | 38、INT. PANIC ROOM - NIGHT | 48、INT. ELEVATOR - NIGHT,What does Meg state about the intruders when she sees them on the monitors?,Meg does not state anything about the intruders when she sees them on the monitors.,"The passage describes Meg's actions and reactions—she freezes, stares, takes a step forward, sinks to her knees, and touches the screens—but does not include any statement made by her about the intruders.",Character Understanding,broad_coverage_event_chain
41,5、INT. TOWNHOUSE - FOYER - DAY|152、INT. LIVING ROOM - NIGHT|156、INT. LIVING ROOM - NIGHT,"Which character is Sarah's mother, seen as a threat by Raoul, and has a close, trusting relationship with Harris?",Meg Altman,"Meg Altman is in a mother relationship with Sarah, is in a perceived as threat relationship with Raoul, and is in a close and trusting relationship with Harris.",Role-Relation Continuity,supplementary_cross_scene
42,4、EXT. WEST 83RD STREET - DAY|153、INT. ENTRY FLOOR - NIGHT|161、INT. LIBRARY - NIGHT,Which character is Meg Altman's daughter and has adversarial relationships with both Burnham and Raoul?,Sarah,"Sarah is in a daughter relationship with Meg Altman, is in a fear-driven opposition relationship with Burnham, and is in a adversarial relationship relationship with Raoul.",Role-Relation Continuity,supplementary_cross_scene
43,27、INT. KITCHEN - NIGHT|34、INT. LIVING ROOM - NIGHT,What sound from upstairs interrupts the heated exchange between Burnham and Raoul and leads the group to head towards the staircase?,Characters hear footsteps and bedsprings from upstairs,"After Burnham and Raoul's confrontation in the kitchen, they freeze upon hearing footsteps and the creak of bedsprings from the floor above, which redirects their actions toward.",Narrative Progression,supplementary_cross_scene
44,50、INT. THIRD FLOOR HALLWAY - NIGHT,What specific action does Junior take at the elevator that fails to stop Meg and Sarah's descent?,Junior attempts to open the locked elevator door,"Junior grabs the elevator door handle and pulls hard, but the door remains locked as the elevator continues moving.",Narrative Progression,supplementary_cross_scene
45,5、INT. TOWNHOUSE - FOYER - DAY|9、INT. PANIC ROOM - DAY,What specific explanation does Evan give about the panic room that sets the stage for Meg's entrapment?,Evan explains the purpose and features of the panic room,"Evan demonstrates the panic room's lighting and describes it as a safe room with reinforced walls, independent systems, and surveillance features.",Narrative Progression,supplementary_cross_scene
46,9、INT. PANIC ROOM - DAY,What demand does Meg make immediately after the panic room door slams shut and locks?,Meg demands the panic room door be opened,"In the scene where the family is in the panic room, after the heavy metal door slams shut and locks, Meg steps back and tells Evan to open it, repeating her demand insistently as.",Narrative Progression,supplementary_cross_scene
