id,related_scenes,question,answer,related_context,question_type,question_source
20,11、INT. SOWETO TRAIN CARRIAGE - LATE AFTERNOON,What does the large woman do in the crowded carriage?,She shouts at the man in front of her to be careful with his bag.,A LARGE middle-aged WOMAN is standing... She suddenly shouts: 'Careful with your bag...',Scene Grounding,broad_coverage_scene
21,26、INT. LEWINSON'S OFFICE - DAY,When did the boy die according to Lewinson?,The boy died the day of the riots.,He died ... the day of the riots,Character Understanding,broad_coverage_scene
22,15、EXT. MORTUARY - DAY,"In [15、EXT. MORTUARY - DAY], What is Stanley's role according to the passage?",Owner and driver of a pirate taxi,he is the owner and driver of a pirate taxi,Character Understanding,broad_coverage_scene
23,24、INT. DAN PIENAAR SCHOOL - STAFF ROOM - DAY | 28、EXT. DAN PIENAAR SCHOOL - PLAYING FIELDS - DAY | 29、EXT. CAR PARK | 38、EXT. DAN PIENAAR SCHOOL - VERANDA - DAY,What does Ben state about his relationship with Gordon when speaking to Cloete?,Ben states that he has known Gordon a long time and that he isn't a crusader.,"Ben told Cloete not to worry, saying he wasn't a crusader and that he'd known Gordon a long time.",Character Understanding,broad_coverage_event_chain
24,46、EXT. JON VORSTER SQUARE | 50、INT. DU TOIT HOUSE - KITCHEN - NIGHT,Why does Suzette tell Ben to be careful after he mentions going to John Vorster Square?,"Suzette tells Ben to be careful because she is concerned he might get into trouble, especially given the significance or sensitivity of John Vorster Square, even though he went there to report a mistake.","She says, 'Be careful,' and adds, 'I don’t want my favorite papa in trouble,' showing her concern for Ben’s safety or reputation after he reveals his visit to John Vorster Square.",Causal-Motivational Reasoning,broad_coverage_event_chain
25,6、INT. BEN'S KITCHEN - DAY | 47、INT. BEN'S CAR - DAY | 36、INT. BEN'S STUDY - NIGHT,What does Ben state about Jonathan's condition?,Ben states that Jonathan is dead and that there is nothing they can do.,Ben tells him that Jonathan is dead and that there is nothing they can do.,Character Understanding,broad_coverage_event_chain
26,45、INT. COLONEL'S OFFICE | 40、INT. INTERROGATION ROOM - JOHN VORSTER SQUARE - DAY | 35、INT. GORDON'S HOUSE (SOWETO) - NIGHT,Why does Captain Stolz order Gordon and the black cleaner to be arrested despite finding no evidence during the search?,Captain Stolz orders their arrest because he disregards the report of finding nothing and proceeds with the detention regardless of the lack of evidence.,Lieutenant Venter reports that nothing has been found. Stolz ignores the report and commands that Gordon and the black cleaner be taken away.,Causal-Motivational Reasoning,broad_coverage_event_chain
27,40、INT. INTERROGATION ROOM - JOHN VORSTER SQUARE - DAY | 42、INT. INTERROGATION ROOM (JOHN VORSTER SQUARE) - DAY | 35、INT. GORDON'S HOUSE (SOWETO) - NIGHT,What does Captain Stolz state about Gordon and the cleaner during the raid?,Captain Stolz states that Gordon and the black cleaner should be taken away.,Stolz ignores the report and commands that Gordon and the black cleaner be taken away.,Character Understanding,broad_coverage_event_chain
28,19、EXT. BEN'S GARDEN | 33、EXT. DUBE'S SHOP - DAY | 35、INT. GORDON'S HOUSE (SOWETO) - NIGHT,Why did the police taking Jonathan lead to Gordon's distress during the testimony reading?,"The police taking Jonathan led to Gordon's distress because he later learned Jonathan had been taken to the hospital after being severely beaten and that he never saw him again, which caused emotional pain as he recounted the traumatic events.","Gordon speaks of hearing Jonathan scream during a beating, followed by the sound of furniture crashing and Stolz shouting at him to get up. Gordon says he later learned Jonathan had been taken to hospital and that he never saw him again. A heavy silence follows. Emily closes her eyes, then begins to sob. Robert stands beside her chair, his face set in anger. Gordon pauses, closes his eyes, and steadies himself.",Causal-Motivational Reasoning,broad_coverage_event_chain
29,35、INT. GORDON'S HOUSE (SOWETO) - NIGHT,Why did Wellington flee from the room before the policemen arrived?,"Wellington fled because he heard an approaching truck and panicked, likely fearing the arrival of the police.","Wellington rushes to the window, then flees through a bedroom window in panic after hearing an approaching truck.",Causal-Motivational Reasoning,broad_coverage_scene
30,2、EXT. SOWETO BEER HALL - AFTERNOON | 19、EXT. BEN'S GARDEN | 43、INT. VILJOEN'S OFFICE - DAY,What does Gordon state about Jonathan after the police raid?,"Gordon states that the police took Jonathan and that Jonathan has disappeared, with the authorities denying they are holding him.","Gordon turns off the machine, stands still, and says the police took Jonathan. He says many were arrested and that the authorities deny holding him—Jonathan has disappeared.",Character Understanding,broad_coverage_event_chain
31,24、INT. DAN PIENAAR SCHOOL - STAFF ROOM - DAY | 39、EXT. DAN PIENAAR SCHOOL - DAY,What does Ben express on his face as Stanley drives away?,Ben expresses confusion on his face as Stanley drives away.,"The camera focuses on Ben’s face, where a look of confusion settles as he watches the car disappear.",Character Understanding,broad_coverage_event_chain
32,36、INT. BEN'S STUDY - NIGHT | 47、INT. BEN'S CAR - DAY | 36、INT. BEN'S STUDY - NIGHT,What does Ben state about Jonathan's status and what instruction does he give regarding the visit?,"Ben states that Jonathan is dead and that there is nothing they can do, and he instructs Johan not to mention the visit to their mother.",Ben tells him that Jonathan is dead and that there is nothing they can do. He then tells Johan not to mention the visit to their mother.,Character Understanding,broad_coverage_event_chain
33,14、INT. BARAGWANATH MORTUARY - DAY,What does Gordon state about the body he examines in the morgue?,Gordon states that the body is not his son Jonathan.,"Gordon peers into the last metal drawer. The small face inside is not Jonathan's. He steps back, silent.",Character Understanding,broad_coverage_scene
34,9、EXT. SOWETO SCHOOL - SOWETO UPRISING - MORNING,What does the student leader state to initiate the protest at Orlando Secondary School?,"The student leader calls for silence and then speaks to the students, prompting them to shout slogans against Bantu education, apartheid, and in support of freedom.","A student leader steps forward and calls for silence. The students immediately stop talking and turn to listen. He speaks to them, and they respond by shouting slogans: 'No to Bantu education,' 'No to apartheid,' and 'Freedom Now.'",Character Understanding,broad_coverage_scene
35,43、INT. VILJOEN'S OFFICE - DAY,What does Ben imply about the emotional impact of a child's death during his conversation with Colonel Viljoen?,"Ben implies that the death of a child would cause profound grief, suggesting that Colonel Viljoen would understand the depth of Gordon Ngubene's sorrow if he imagined it happening to his own son.","Ben responds by asking the Colonel how he would feel if it were his own son, implying that such a loss would evoke deep personal grief.",Character Understanding,broad_coverage_scene
36,1、EXT. DAN PIENAAR SECONDARY SCHOOL FOR BOYS - DAY | 19、EXT. BEN'S GARDEN | 36、INT. BEN'S STUDY - NIGHT | 47、INT. BEN'S CAR - DAY | 36、INT. BEN'S STUDY - NIGHT,What does Ben state about Jonathan when Johan asks him about Jonathan?,Ben states that Jonathan is dead and that there is nothing they can do.,Ben tells him that Jonathan is dead and that there is nothing they can do.,Character Understanding,broad_coverage_event_chain
37,31、EXT. SOWETO MAIN ROAD - DAY | 32、INT. STANLEY'S CAR - DAY | 33、EXT. DUBE'S SHOP - DAY,What does Wellington indicate about the cause of his injury?,Wellington indicates that others caused his injury.,Gordon asks if the injury was caused by others. Wellington responds with a nervous twitch in his arm and silently nods.,Character Understanding,broad_coverage_event_chain
38,101、INT. BEN'S KITCHEN - AFTERNOON|102、EXT. LOCAL GOLF COURSE - SUNSET,' how would you describe the evolution of Ben Du Toit's relationship with his father-in-law from their family interactions to their ideological disagreement?,from son-in-law to ideological adversaries,"Earlier, the relationship between Ben Du Toit and Ben'S Father-In-Law is marked by son-in-law; later, it shifts to ideological adversaries.",Role-Relation Continuity,supplementary_cross_scene
39,105、INT. STANLEY'S CAR - NIGHT|113、EXT. STREET IN VREDEDORP - MORNING,"How should the relationship between Ben Du Toit and Stanley be characterized after their morning meeting in Vrededorp, compared to their earlier nighttime drive through Soweto?",from travel companions in trust to trusted associates,"Earlier, the relationship between Ben Du Toit and Stanley is marked by travel companions in trust; later, it shifts to trusted associates.",Role-Relation Continuity,supplementary_cross_scene
40,1、EXT. DAN PIENAAR SECONDARY SCHOOL FOR BOYS - DAY|8、EXT. BEN'S GARDEN - DAY|19、EXT. BEN'S GARDEN,Which character is Johan's father and also shows concern for both Jonathan and Gordon?,Ben Du Toit,"Ben Du Toit is in a father relationship with Johan, is in a concerned associates relationship with Jonathan, and is in a concerned friends relationship with Gordon.",Role-Relation Continuity,supplementary_cross_scene
41,19、EXT. BEN'S GARDEN|47、INT. BEN'S CAR - DAY,What does Gordon do when Ben and Johan try to question him about Jonathan's absence that halts their inquiry and shifts the story's direction?,Gordon turns off the machine and remains silent upon Ben's approach,"From episode unit 2: Gordon turns off the machine and remains silent upon Ben's approach, which interrupts the questioning and leads to the revelation of Jonathan's arrest and.",Narrative Progression,supplementary_cross_scene
42,19、EXT. BEN'S GARDEN|47、INT. BEN'S CAR - DAY,What specific action by Gordon interrupts their interaction and leads to the later confirmation of Jonathan's death?,Gordon turns off the machine and remains silent upon Ben's approach,"In the garden scene, Gordon turns off the machine and remains silent when Ben approaches him, as detailed in Episode unit 2 description.",Narrative Progression,supplementary_cross_scene
43,43、INT. VILJOEN'S OFFICE - DAY|45、INT. COLONEL'S OFFICE,How does Colonel Viljoen first greet Ben when he arrives at his office?,Colonel Viljoen greets Ben with a handshake,"In the scene where Ben enters Colonel Viljoen's office, Viljoen stands up from behind his desk, extends his hand, and they shake hands as he welcomes Ben.",Narrative Progression,supplementary_cross_scene
44,13、INT. SOWETO POLICE STATION - DAY|63、EXT. GARAGE - DAY|64、INT. STANLEY'S CAR - DAY,"Which character is portrayed as a friend to Gordon, has a hostile encounter with Ben Du Toit, and considers Emily Ngubene like a sister?",Stanley,"Stanley is in a are friends relationship with Gordon, is in a tense and adversarial interaction relationship with Ben Du Toit, and is in a is like a brother to relationship with Emily Ngubene.",Role-Relation Continuity,supplementary_cross_scene
