id,related_scenes,question,answer,related_context,question_type,question_source
19,11、INT. HOWARD'S HOUSE - NIGHT,What does Miles say about Howard Doyle?,He says Howard is the wrong man.,He's the wrong man.,Character Understanding,broad_coverage_scene
20,31、INT. KENNETH'S HOUSE,"In [31、INT. KENNETH'S HOUSE], What is Miles's emotional state when he says 'I already made my move'?",Sad,"MILES (Sadly) I already made my move, Kenneth.",Character Understanding,broad_coverage_scene
21,34、INT. POLICE STATION - MONTAGE - DAY,"In [34、INT. POLICE STATION - MONTAGE - DAY], What is Marylin's emotional state after being placed in the holding tank?",Despondent,She clings despondently to the bars.,Character Understanding,broad_coverage_scene
22,25、INT. DEN - MASSEY HOUSE,"In [25、INT. DEN - MASSEY HOUSE], What is Miles' emotional state when he insists Marylin stay close?",Affectionate,MILES No. Stay. I want you close to me.,Character Understanding,broad_coverage_scene
23,22、INT. CHAPEL | 12、EXT. A WEDDING BOWER - AKA CHUPPA,What does Miles express about his and Wrigley's relationship during the wedding reception?,"Miles expresses a sense of longing and dissatisfaction, wishing that he and Wrigley could have been something simple and classic, like a club sandwich.","Miles says quietly, 'Why couldn't we be the club sandwich?' after criticizing the berry spoons Wrigley gave him, indicating his emotional reflection on their relationship.",Character Understanding,broad_coverage_event_chain
24,20、INT. BEDROOM - NIGHT | 25、INT. DEN - MASSEY HOUSE,What does Miles state about his life before being with Marylin?,Miles states that he has been asleep his whole life until the moment he proposed to Marylin.,"He says no, adding that he has been asleep his whole life until this moment.",Character Understanding,broad_coverage_event_chain
25,17、INT. CAR | 25、INT. DEN - MASSEY HOUSE,What does Miles state about the house in relation to their marriage?,"Miles states that the house feels wrong, like a bachelor pad, and not like a home for a married couple.","He comments that the whole house feels wrong—like a bachelor pad, not a home for a married couple.",Character Understanding,broad_coverage_event_chain
26,30、INT. KITCHEN | 44、INT. MANSION,What happens after Marylin enters the bedroom and finds the note?,"Miles and Marylin confront Joe in a final showdown, and then they flee the house.","After finding the note, the next events described are Joe struggling with his gun and inhaler, Miles stepping back into the room, and Marylin refusing to escape, leading to the confrontation and subsequent gunshots. After Joe collapses, Marylin and Miles flee the house as Joe fires blindly behind them.",Temporal Reasoning,broad_coverage_event_chain
27,39、INT. BEDROOM - MASSEY HOUSE | 44、INT. MANSION,Why did Joe end up targeting Miles for the hit instead of someone else?,"Joe ended up targeting Miles because Miles unknowingly hired Joe to carry out a hit on himself, believing he was acting on behalf of Mr. Dumbarton when in fact he was setting in motion an attempt on his own life.","Marylin explains that Joe was originally hired by Miles himself, revealing that Miles unknowingly set in motion the attempt on his own life.",Causal-Motivational Reasoning,broad_coverage_event_chain
28,3、EXT. RUNNING PATH - SAN VICENTE BLVD. - MORNING | 30、INT. KITCHEN | 42、INT. MASSEY MANSION - NIGHT | 44、INT. MANSION,What does Marylin state about filing for divorce during her phone call with Ruth?,Marylin states that she couldn't file for divorce and wasn't sure she was going to file at all.,"She explains that she couldn't file, and adds that she wasn't sure she was going to file at all.",Character Understanding,broad_coverage_event_chain
29,21、INT. CHAPEL | 25、INT. DEN - MASSEY HOUSE,What does Marylin state about her reasons for not signing the prenuptial agreement?,"Marylin states that she wants to be protected for Miles, not from him, and desires a marriage based on love, trust, and shared property.","Marylin declines to sign, stating she wants to be protected for Miles, not from him. She declares her desire for a marriage based on love, trust, and shared property.",Character Understanding,broad_coverage_event_chain
30,41、INT. KENNETH'S HOUSE | 44、INT. MANSION,What happens after Miles hangs up with Marvin?,"Miles immediately dials Joe to abort any action against Marylin, expresses regret, and then rushes out to undo the damage.","After hanging up with Marvin, Miles immediately dials Joe, his voice tense and urgent. He tells Joe to abort any action against Marylin, slamming the phone down as soon as he finishes. He moans, overwhelmed, muttering her name and expressing regret. Fearing what might already be underway, he grabs his keys and rushes out.",Temporal Reasoning,broad_coverage_event_chain
31,17、INT. CAR | 25、INT. DEN - MASSEY HOUSE,What does Marylin do when Miles suggests converting the humidor into a nursery?,"Marylin leans in and kisses Miles, stopping him from continuing his explanation.","Before he can finish, Marylin leans in and kisses him, stopping his words.",Character Understanding,broad_coverage_event_chain
32,30、INT. KITCHEN | 42、INT. MASSEY MANSION - NIGHT | 44、INT. MANSION,What does Marylin state about her decision to file?,Marylin states that she couldn't file and wasn't sure she was going to file at all.,"She explains that she couldn't file, and adds that she wasn't sure she was going to file at all.",Character Understanding,broad_coverage_event_chain
33,23、INT. MASSEY HOUSE - MORNING | 25、INT. DEN - MASSEY HOUSE,What does Miles state about the room next to the master suite?,"Miles states that the room next to the master suite, which is a walk-in humidor, would be the perfect location for a nursery.","Miles turns to Marylin and suggests converting the room next to the master suite—a walk-in humidor—into a nursery, saying it would be the perfect location.",Character Understanding,broad_coverage_event_chain
34,38、INT. MASSEY HOUSE - DAY | 47、INT. MASSEY BEDROOM,What does Marylin state she will do if Miles does not drop the forgery charge?,She states she will file an action with the IRS and seek an injunction to keep him away from her house.,"She warns Miles she will file an action and later seek an injunction to keep him away from her house. She offers a deal: drop the forgery charge, and she’ll forget about his unreported gifts.",Character Understanding,broad_coverage_event_chain
35,42、INT. MASSEY MANSION - NIGHT | 44、INT. MANSION,Why does Marilyn offer Joe more money to switch sides?,Marilyn offers Joe more money to switch sides because she believes he was sent by someone to harm her and wants to ensure her safety by turning him against his employer.,"She tells him that whoever sent him, she will pay double to have him switch sides, and when Joe identifies the man in the photo as Dumbarton’s lawyer, she immediately offers triple the payment, indicating her intent to secure his allegiance.",Causal-Motivational Reasoning,broad_coverage_event_chain
36,41、INT. KENNETH'S HOUSE | 15、INT. MILES OFFICE | 44、INT. MANSION,What does Miles state about Marylin after learning she has inherited Rex's fortune?,Miles states that she is rich.,"He whispers, 'She's rich.'",Character Understanding,broad_coverage_event_chain
37,15、INT. MILES OFFICE | 25、INT. DEN - MASSEY HOUSE,What does Miles state about Marylin Rexroth's financial status in comparison to himself?,"Miles does not directly state his own financial status in comparison to Marylin Rexroth's, but he reacts to the news of her wealth by asking if she is richer than Mrs. Croesus, implying he views her as extremely wealthy.","Wrigley adds that she is now extremely wealthy, saying she could buy and sell Miles ten times over. Miles responds by asking if she is richer than Mrs. Croesus, then praises Marylin Rexroth as an athlete at the peak of her power, comparing her to top earners in sports.",Character Understanding,broad_coverage_event_chain
38,19、INT. DEN - MASSEY MANSION|20、INT. BEDROOM - NIGHT,How should the bond between Miles Massey and Marilyn be characterized?,from trusted confidants to expressing romantic commitment,"Earlier, the relationship between Miles Massey and Marilyn is marked by trusted confidants; later, it shifts to expressing romantic commitment.",Role-Relation Continuity,supplementary_cross_scene
39,42、INT. MASSEY MANSION - NIGHT|44、INT. MANSION,What immediate action does she take that derails this plan and sets up the final confrontation with Joe?,Marilyn hangs up the phone in the bedroom,"Episode unit 2: Marilyn hangs up the phone in the bedroom and walks around the room, leading to her discovery of Joe and the subsequent showdown.",Narrative Progression,supplementary_cross_scene
40,42、INT. MASSEY MANSION - NIGHT|44、INT. MANSION,What specific mishap with Joe's weapon and inhaler creates an opportunity for Miles and Marylin to escape?,Joe nearly drops gun and inhaler while reaching,Joe reaches with his gun hand to keep the inhaler from falling; He momentarily bobbles both gun and inhaler.,Narrative Progression,supplementary_cross_scene
41,39、INT. BEDROOM - MASSEY HOUSE|44、INT. MANSION,What action by Joe marks the turning point that leads to the final showdown with Miles and Marylin?,Joe raises the gun at Miles,"Joe raises the gun at Miles, prompting Miles to spray him with Mace and escalating the conflict into a physical fight.",Narrative Progression,supplementary_cross_scene
42,44、INT. MANSION,What does Joe do that nearly makes him drop both his gun and inhaler during the struggle?,Joe nearly drops gun and inhaler while reaching,"From the support package: 'Joe stumbles, struggling to hold both his gun and inhaler as he fumbles to retrieve the medication' and 'Joe reaches with his gun hand to keep the.",Narrative Progression,supplementary_cross_scene
43,3、EXT. RUNNING PATH - SAN VICENTE BLVD. - MORNING|4、INT. GYM - CLOSE ON|5、INT. SARAH SORKIN'S BEACH HOUSE - NIGHT,"Who is the character that is Rex Rexroth's ex-wife, an adversary of Miles Massey, and a confidante to Sarah Sorkin?",Marilyn,"Marilyn is in a ex-spouse relationship with Rex Rexroth, is in a ongoing adversaries relationship with Miles Massey, and is in a trusted confidantes relationship with Sarah Sorkin.",Role-Relation Continuity,supplementary_cross_scene
44,3、EXT. RUNNING PATH - SAN VICENTE BLVD. - MORNING|6、INT. GIANT MOCK TUDOR - BEVERLY HILLS|7、INT. MILES MASSEY'S OFFICE,"Which character is Rex Rexroth's brother, regularly plays chess with Dr. Kenneth Beck, and is sought out by Herb Meyerson for professional advice?",Miles Massey,"Miles Massey is in a brother relationship with Rex Rexroth, is in a trusted friends relationship with Dr. Kenneth Beck, and is in a professional rapport relationship with Herb Meyerson.",Role-Relation Continuity,supplementary_cross_scene
