id,related_scenes,question,answer,related_context,question_type,question_source
25,29、INT. BOXING GYM - NIGHT,"In [29、INT. BOXING GYM - NIGHT], What is Ed's financial situation according to the passage?","Ed is 250,000 up with the game getting out of hand and signing IOUs.","Ed must be about 250,000 up but the game is getting out hand and pieces of paper are being signed; IOUs.",Character Understanding,broad_coverage_scene
26,37、INT. BOXING GYM - MGHT,What happens to the sweat bead after it reaches Ed's chin?,The sweat bead trembles on Ed's chin before falling silently and exploding on the back of his cards.,"The sweat bead reaches the bottom of Ed's chin, trembles for a second, then unattaches itself. Very slowly it falls... it explodes dramatically in sound and vision",Scene Grounding,broad_coverage_scene
27,24、EXT. STATELY HOME - NIGHT,What does 'Samoa pub' refer to in the passage?,A pub with Samoan-themed elements.,SAMOAN JO states 'It's a Samoan pub.',Scene Grounding,broad_coverage_scene
28,31、INT. BOXING GYM - NIGHT,"In [31、INT. BOXING GYM - NIGHT], What is Hatchet's emotional state?",Shifty or nervous,he looks shifty,Character Understanding,broad_coverage_scene
29,19、INT. ED AND BACON'S HOUSE - NIGHT,"In [19、INT. ED AND BACON'S HOUSE - NIGHT], What is Ed's state when the camera reaches his hand?",Very much awake,he is very much awake,Character Understanding,broad_coverage_scene
30,31、INT. BOXING GYM - NIGHT | 37、INT. BOXING GYM - MGHT,What does Eddy state when Hatchet offers to loan him five hundred thousand dollars to match the bet?,"Eddy says, 'I'll see ya,' indicating he will match the bet.","Hatchet offers to loan him the money to continue, five hundred thousand to match the bet. Eddy hesitates, then says, 'I'll see ya.'",Character Understanding,broad_coverage_event_chain
31,37、INT. BOXING GYM - MGHT | 38、INT. SAMOAN JO'S - NIGHT,Why does Eddy collapse after losing the poker hand?,"Eddy collapses after losing the poker hand because he is overwhelmed by the pressure of owing Hatchet half a million dollars and the threat of severe consequences, including losing his father's bar and suffering physical harm if he fails to repay the debt by Sunday.","After losing the poker hand, Eddy sits frozen as Hatchet leans in and demands repayment of the half-million-dollar debt by Sunday. He warns that if the money isn't paid, Eddy will face increasingly severe consequences, including losing his father's bar and suffering physical harm. Eddy pushes himself up from the table, unsteady on his feet, and stumbles toward the door. He barely makes it outside before collapsing to his knees, vomiting onto the ground. His breath comes in ragged gasps as he slumps against the wall, drenched in sweat and trembling, unable to stand.",Causal-Motivational Reasoning,broad_coverage_event_chain
32,20、INT. SEEDY BAR - NIGHT | 30、INT. STATELY HOME BEDROOM - NIGHT,Why does Gary remain frozen with his mouth open after the shotgun fires?,"Gary remains frozen because the shotgun blast destroyed his hairstyle, leaving two smoking tufts that resemble ears, which visibly shakes him.","The blast has torn through the center of Gary's hair, leaving two smoking tufts standing up like ears. Gary sits frozen, mouth open, unresponsive.",Causal-Motivational Reasoning,broad_coverage_event_chain
33,31、INT. BOXING GYM - NIGHT | 34、INT. BOXING GYM - NIGHT | 32、INT. BOXING GYM CHANGING ROOM - NIGHT,What does Eddy state after collecting the winnings when Hatchet folds?,Eddy states not to spend the money all at once.,"Eddy gathers the pile of winnings toward himself, saying, 'Don't go spending that all at once, boy.'",Character Understanding,broad_coverage_event_chain
34,8、INT. TORTURE ROOM - DAY,What does Gordon state after the orange is removed from his mouth?,Gordon states that the fishing wire should be pulled under a seat in the karzi.,The orange is removed from Gordon's mouth. Gordon gasps and blurts out instructions to pull fishing wire under a seat in the karzi.,Character Understanding,broad_coverage_scene
35,10、INT. ED AND BACON'S HOUSE - NIGHT | 32、INT. BOXING GYM CHANGING ROOM - NIGHT | 1、INT. INTERROGATION ROOM - PRESENT,What does EDDY state about counting the money that BACON places on the table?,EDDY states that he will count the money regardless of BACON's assurance that it is correct.,"EDDY, without looking up, replies that he will count it anyway.",Character Understanding,broad_coverage_event_chain
36,37、INT. BOXING GYM - MGHT | 38、INT. SAMOAN JO'S - NIGHT,What does Bacon state about how the group should respond to the situation with the debt?,Bacon states that they need to stop acting impulsively and think about what they are going to do.,"Bacon says, 'Stop fucking around, Tom, and think. What are we going to do?'",Character Understanding,broad_coverage_event_chain
37,34、INT. BOXING GYM - NIGHT | 37、INT. BOXING GYM - MGHT | 38、INT. SAMOAN JO'S - NIGHT,Why does Eddy react with visible distress after Hatchet reveals his cards?,"Eddy reacts with visible distress because he knew Hatchet was bluffing but still lost, and he is shocked that the worst card player at the table beat him with a weak hand.","After Hatchet reveals his cards, Eddy's pupils contract sharply, his face pale and drenched in sweat. He says that he knew Hatchet was bluffing, yet still lost, and that the worst card player at the table had beaten him with a pair of sevens.",Causal-Motivational Reasoning,broad_coverage_event_chain
38,37、INT. BOXING GYM - MGHT | 38、INT. SAMOAN JO'S - NIGHT,What does Eddy state about the outcome of the poker game?,"Eddy states that he knew Hatchet was bluffing but still lost, and that the worst card player at the table beat him with a pair of sevens.","In a low voice, he says that he knew Hatchet was bluffing, yet still lost, and that the worst card player at the table had beaten him with a pair of sevens.",Character Understanding,broad_coverage_event_chain
39,37、INT. BOXING GYM - MGHT | 38、INT. SAMOAN JO'S - NIGHT,What does Bacon state about Tom's behavior during the confrontation?,Bacon states that Tom needs to stop acting recklessly and start thinking about what they should do.,"Bacon says, 'Stop fucking around, Tom, and think. What are we going to do?'",Character Understanding,broad_coverage_event_chain
40,1、INT. INTERROGATION ROOM - PRESENT | 37、INT. BOXING GYM - MGHT | 38、INT. SAMOAN JO'S - NIGHT,Why does Eddy continue playing despite the high risk and his physical distress?,"Eddy continues playing because Hatchet offers him a loan to stay in the game, and he feels compelled to accept despite the pressure and his deteriorating condition.","Hatchet offers to loan Eddy five hundred thousand to match the bet, and though the croupier reminds him he can fold, Eddy hesitates and ultimately decides to stay in the game after Hatchet sets the condition that the loan must be repaid by Sunday if he loses.",Causal-Motivational Reasoning,broad_coverage_event_chain
41,49、INT. HATCHET HARRY'S STAIRCASE - DAY | 14、INT. GYM/SOLARIUM - NIGHT,What does Big Chris state about the consequence if the debt is not paid in time?,"Big Chris states that the debt must be paid before the tan fades, implying severe consequences if it is not.","He warns John that the debt must be paid before the tan fades, the words carrying a clear threat.",Character Understanding,broad_coverage_event_chain
42,50、INT. HATCHET HARRY'S OFFICE - DAY,Why does Hatchet shift the focus of the conversation to four young men who owe him money?,Hatchet shifts the focus because he considers the debt from the four young men to be a more urgent matter than any other debts.,"He tells Big Chris to forget about any other debts for now, saying there are more urgent matters. He explains that four young men owe him half a million pounds and that they’ve taken on more than they can handle.",Causal-Motivational Reasoning,broad_coverage_scene
43,14、INT. GYM/SOLARIUM - NIGHT,What does Big Chris state about the debt John O'Driscoll owes?,Big Chris states that the debt must be paid before John's tan fades.,"Big Chris looms over John O'Driscoll, his voice low and firm. He warns John that the debt must be paid before the tan fades, the words carrying a clear threat.",Character Understanding,broad_coverage_scene
44,38、INT. SAMOAN JO'S - NIGHT | 42、INT. JD' S BAR - DAY,Why do the other group members react with disbelief when Soap suggests refusing to pay the debt?,The other group members react with disbelief because they view refusing to pay as an unacceptably risky and impractical idea.,"The others turn to him, stunned, their faces showing disbelief. No one answers, but the silence carries a weight of rejection. Bacon and the rest exchange glances, as if the idea is too reckless to even entertain.",Causal-Motivational Reasoning,broad_coverage_event_chain
45,121、EXT. ED AND BACON'S HOUSE - DAY|128、INT. ED'S CAR - DAY,How would you describe Ed and Soap's relationship during their conversation in the car?,from cooperating partners to trusted companions,"Earlier, the relationship between Ed and Soap is marked by cooperating partners; later, it shifts to trusted companions.",Role-Relation Continuity,supplementary_cross_scene
46,121、EXT. ED AND BACON'S HOUSE - DAY|128、INT. ED'S CAR - DAY,"How would you describe the relationship between Ed and Bacon by the time they're in the car, compared to when they first discovered the mess at their house?",from cooperating partners to trusted companions,"Earlier, the relationship between Ed and Bacon is marked by cooperating partners; later, it shifts to trusted companions.",Role-Relation Continuity,supplementary_cross_scene
47,14、INT. GYM/SOLARIUM - NIGHT,What does he do that escalates into the violent sunbed confrontation?,Big Chris questions John O'Driscoll about neglecting responsibilities,"In the gym scene, Big Chris confronts John O'Driscoll in the sunbed and questions him about neglecting responsibilities, leading to the assault.",Narrative Progression,supplementary_cross_scene
48,14、INT. GYM/SOLARIUM - NIGHT,What does Big Chris do that redirects his attention to John O'Driscoll's failures?,Big Chris questions John O'Driscoll about neglecting responsibilities,"In the confrontation at the solarium, Big Chris approaches John O'Driscoll in the sunbed and questions him about neglecting his responsibilities, as part of the debt enforcement.",Narrative Progression,supplementary_cross_scene
49,14、INT. GYM/SOLARIUM - NIGHT,What does Big Chris do to trap John O'Driscoll under the sunbed during their confrontation?,Big Chris traps John O'Driscoll under sunbed,"Big Chris locates John O'Driscoll sleeping under a sunbed and suddenly raises the bed before slamming it down on top of him, trapping him.",Narrative Progression,supplementary_cross_scene
50,14、INT. GYM/SOLARIUM - NIGHT,"What specific issue does Big Chris confront John O'Driscoll about right after finding him under the sunbed, leading to the debt enforcement?",Big Chris questions John O'Driscoll about neglecting responsibilities,"From the support package, episode unit 2 describes Big Chris questioning John O'Driscoll about neglecting responsibilities as part of the confrontation over debt and respect.",Narrative Progression,supplementary_cross_scene
51,5、INT. RESTAURANT KITCHEN -AFTERNOON|18、INT. JD'S BAR - NIGHT|26、INT. BOXING GYM CHANGING ROOM - NIGHT,"Who is the character that is Jd's son, collaborates with Harry on a scheme, and has a confrontational dynamic with Don?",Ed,"Ed is in a co-conspirator relationship with Harry, is in a son relationship with Jd, and is in a adversarial tension relationship with Don.",Role-Relation Continuity,supplementary_cross_scene
52,11、INT. DOG'S HOUSE - NIGHT|75、INT. SLOANES' FRONT DOOR - DAY|77、INT. SLOANES' CAGE - DAY,Which character is a trusted associate of Plank but has ongoing feuds with Mick and Winston?,Dog,"Dog is in a trusted associates relationship with Plank, is in a ongoing adversaries relationship with Mick, and is in a ongoing adversaries relationship with Winston.",Role-Relation Continuity,supplementary_cross_scene
