id,related_scenes,question,answer,related_context,question_type,question_source
21,41、EXT. BROADWAY (TIMES SQUARE) - NIGHT,What causes Merv to pull out the revolver?,Sheldon's refusal to enter the limo.,Merv reveals the revolver following Sheldon's statement he's going uptown.,Causal-Motivational Reasoning,broad_coverage_scene
22,37、INT. ANGELO'S APARTMENT - RANDOLPH,What caused Sheldon to look confused after Nora leaves?,The 'Around Town' column's headline about the event.,Sheldon's action of looking at the 'Around Town' column after Nora exits,Causal-Motivational Reasoning,broad_coverage_scene
23,40、INT. BACKSTAGE - AFTER SHOW,Why did Sheldon correct Nora's comment about Spinner?,"To clarify Spinner is an ex-boxer with a childlike mind, not a mental patient.",He is not a mental patient. He's an ex-boxer and nightclub owner who happens to have the sweet innocent brain of a five-year-old!,Causal-Motivational Reasoning,broad_coverage_scene
24,10、EXT. CONEY ISLAND - EARLY EVENING,"In [10、EXT. CONEY ISLAND - EARLY EVENING], What is Smoochy?",A rhinoceros-costumed character who sings to patients.,"Smoochy. Or to be more specific, SHELDON MOPES.",Scene Grounding,broad_coverage_scene
25,29、INT. ANGELO'S APARTMENT - SHORT WHILE LATER,"In [29、INT. ANGELO'S APARTMENT - SHORT WHILE LATER], What is Randolph's physical condition when Angelo finds him?",Half-conscious and passed out.,Randolph (half-conscious). He passes out and falls off the chair.,Character Understanding,broad_coverage_scene
26,36、INT. SHELDON'S OFFICE - SHORT TIME LATER,Why did Sheldon refuse Ben's gift?,Because it was a bribe for the Smoochy contract,"BEN: 'FunZone Toys would very much like the Smoochy contract, Mr. Mopes.' SHELDON: 'Is this... a bribe?'",Causal-Motivational Reasoning,broad_coverage_scene
27,36、INT. SHELDON'S OFFICE - SHORT TIME LATER,What caused Sheldon to escort Ben out?,Ben's attempt to bribe him for the Smoochy contract,"SHELDON: 'Normally, sir, we take the trash out... I'll make an exception in your case.'",Causal-Motivational Reasoning,broad_coverage_scene
28,35、INT. SHELDON'S OFFICE - SHORT WHILE LATER,What causes Sonny Gordon to mention the need for a crew?,Sheldon's plan to bring in many animals requires a crew.,SONNY: If you're looking to bring in that many pieces I gotta put a crew together.,Causal-Motivational Reasoning,broad_coverage_scene
29,28、INT. ANGELO PIKE'S RUNDOWN APARTMENT,"In [28、INT. ANGELO PIKE'S RUNDOWN APARTMENT], What is Randolph's emotional state when he asks to stay?",Crying like a child and desperate,Randolph starts crying like a child and asks to stay.,Character Understanding,broad_coverage_scene
30,68、INT. SPINNER DUNN'S - NIGHT,What does Burke believe about cutting out vendors?,He thinks it's suicide and essential for the ice show.,BURKE: You can't do an ice show and cut out the vendors... It's suicide.,Character Understanding,broad_coverage_scene
31,68、INT. SPINNER DUNN'S - NIGHT,What does Sheldon say about the methadone clinic?,He will build a methadone palace for luxury withdrawal.,SHELDON: I'm going to build a methadone palace. A place where men and women can withdraw in luxury.,Character Understanding,broad_coverage_scene
32,64、EXT. POLICE PRECINCT - DAY,What does Randolph say about Ms. Bishop's accusation of an unhealthy obsession?,"He denies knowing her, calling her a wacko and opportunist, and claims to be the most accused since Jimmy Hoffa.","RANDOLPH: Listen, I barely know that broad. She's a wacko. An opportunist. I'm the most accused man since Jimmy Hoffa.",Character Understanding,broad_coverage_scene
33,71、EXT. CENTRAL PARK - DAY,"In [71、EXT. CENTRAL PARK - DAY], Where are Stokes and Burke walking when they discuss the Takashi deal?",by the lake framed by the New York skyline,"It's a chilly, grey afternoon. Stokes and Burke walk along the lake framed by the New York skyline.",Scene Grounding,broad_coverage_scene
34,2、INT. BACKSTAGE - MOMENTS LATER,What action occurs to the rhino after he lumbers down the hallway?,He is grabbed by two large men and dragged out through the exit,The rhino lumbers down the hallway toward wardrobe. He is suddenly grabbed by two large men and dragged out through the exit,Scene Grounding,broad_coverage_scene
35,12、EXT. CONEY ISLAND BOARDWALK - NATHAN'S HOT DOGS - SHORT,"In [12、EXT. CONEY ISLAND BOARDWALK - NATHAN'S HOT DOGS - SHORT], What object does Sheldon pull from the shopping bag?","the stained, misshapen Smoochy head","He pulls the stained, misshapen Smoochy head from the shopping bag.",Scene Grounding,broad_coverage_scene
36,49、EXT. WAREHOUSE - SHORT WHILE LATER,When does the squad car drive off?,After Sheldon is shoved into the back seat,"Sheldon is shoved into the back seat of a squad car. It drives off, SIRENS BLARING",Temporal Reasoning,broad_coverage_scene
37,29、INT. ANGELO'S APARTMENT - SHORT WHILE LATER,"In [29、INT. ANGELO'S APARTMENT - SHORT WHILE LATER], What physical injuries does Randolph have?",A nasty bump near his eye and a missing tooth.,He points to a nasty bump near his eye. He yanks his lip back to reveal a missing tooth.,Character Understanding,broad_coverage_scene
38,5、INT. DIMLY-LIT BAR - NIGHT,What does Rainbow Randolph tell the couple not to do?,Tell him how to run his fucking business,RANDOLPH: Then don't tell me how to run my fucking business.,Character Understanding,broad_coverage_scene
39,30、EXT. BROADWAY (TIMES SQUARE) - MORNING,"In [30、EXT. BROADWAY (TIMES SQUARE) - MORNING], What role is Sheldon transitioning into, as indicated by the Variety article?",Executive producer of a smoochy show.,MOPES TO EXECUTIVE PRODUCE SMOOCHY SHOW.,Character Understanding,broad_coverage_scene
40,18、INT. PATSY'S - SHORT WHILE LATER,"In [18、INT. PATSY'S - SHORT WHILE LATER], What action does Sheldon take when he insists on raising the rhino?",He pounds his fist on the table.,He pounds his fist on the table.,Character Understanding,broad_coverage_scene
41,43、INT. CORPORATE PENTHOUSE - NIGHT,Why does Burke advise Sheldon to consider the ice show?,To avoid trouble with the organization.,BURKE (V.O.) The real one. My advice? Consider the ice show and stay healthy.,Causal-Motivational Reasoning,broad_coverage_scene
42,13、EXT. DOCK BY RIVER - NIGHT (POURING RAIN),"In [13、EXT. DOCK BY RIVER - NIGHT (POURING RAIN)], What is Randolph's current physical condition?",Disheveled and homeless,A disheveled Randolph... I'm homeless!,Character Understanding,broad_coverage_scene
43,32、INT. NORA'S OFFICE - CONTINUOUS ACTION,Why does Sheldon try to build rapport with Nora?,To establish mutual respect and cooperation.,I want us to start off on the right foot... I consider you a partner.,Causal-Motivational Reasoning,broad_coverage_scene
44,11、INT. RECEPTION AREA - SHORT WHILE LATER,What does Sheldon carry over his shoulder?,Smoochy's body on a hanger,He carries Smoochy's body on a hanger over his shoulder,Scene Grounding,broad_coverage_scene
45,60、INT. NORA'S LIVING ROOM - EVENING,What does Randolph say about Smoochy's actions?,Randolph downplays Smoochy's actions by comparing them to jerking off in the supermarket.,Compared to what Smoochy did that's like jerking off in the supermarket.,Character Understanding,broad_coverage_scene
46,66、INT. STUDIO C - CONTINUOUS ACTION,What does Smoochy say about life in the jungle?,Sometimes life in the jungle can be unfair.,"You know, kids, sometimes life in the jungle can be unfair.",Character Understanding,broad_coverage_scene
47,8、INT. NETWORK BOARDROOM - KIDNET - DAY,What metaphor does the CEO use to describe the network's situation?,Two monkeys fucking.,uglier than two monkeys fucking.,Character Understanding,broad_coverage_scene
48,20、EXT. ALLEY - NIGHT,"In [20、EXT. ALLEY - NIGHT], What is Randolph's emotional state when examining the cookies?",Gleeful,gazes at it gleefully,Character Understanding,broad_coverage_scene
49,1、EXT. KIDNET STUDIO -C - EVENING,"In [1、EXT. KIDNET STUDIO -C - EVENING], What is the man's role in the scene?",He is a performer in a rhinoceros costume.,A man in a puffy foam-rubber rhinoceros costume dancing under the bright friendly lights of a television studio.,Character Understanding,broad_coverage_scene
50,59、INT. STOKES' OFFICE - DAY,What does Chick assert about their cultural values?,They are honorable and know how to play ball.,"You're dealing with an honorable culture, Frank. We know how to play ball.",Character Understanding,broad_coverage_scene
51,18、INT. PATSY'S - SHORT WHILE LATER | 42、INT. LIMOUSINE - CONTINUOUS ACTION,What does Burke state is the key to gaining power in the business?,Burke states that money is the key to gaining power in the business.,"Burke replies that everything comes down to money, and once you have money, you gain power—enough to make Smoochy do anything you want.",Character Understanding,broad_coverage_event_chain
52,11、INT. RECEPTION AREA - SHORT WHILE LATER | 16、EXT. KIDNET BUILDING - NIGHT | 21、INT. KIDNET STUDIO - STAGE B - DAY,Why does Sheldon refuse to support the lyrics of the 'Cookie Song'?,"Sheldon refuses to support the lyrics because they promote eating large amounts of sugar, which he believes is inconsistent with the show's moral foundation.",Sheldon argues that the 'Please and Thank You Song' provides the moral foundation for the show and refuses to support lyrics that promote eating large amounts of sugar.,Causal-Motivational Reasoning,broad_coverage_event_chain
53,12、EXT. CONEY ISLAND BOARDWALK - NATHAN'S HOT DOGS - SHORT | 23、INT. STUDIO B - LATER,Describe in detail the sequence of events that occurs when the Magic Cookie Bag is introduced during the Smoochyland performance.,"After Smoochy expresses hunger following a dance routine, the children shout for the Magic Cookie Bag. Smoochy then dramatically commands the bag to come to him, prompting the lights to dim and the band to play a dramatic theme. A filament wire lowers the Magic Cookie Bag from the ceiling, capturing the children's excited attention as they cheer and clap. Smoochy reaches up to take the bag as it descends, lifts it high above his head, and is joined by the Rhinettes and children who gather around in anticipation.","Smoochy grins and announces he’s hungry after all the dancing, prompting the children in the bleachers to shout in unison, 'Magic Cookie Bag!' Smoochy lifts his gaze upward and declares, 'Magic Cookie Bag, I command thee! Come to your lord and master!' The lights dim as the Smoochyland Band plays a dramatic theme. A filament wire lowers the Magic Cookie Bag from the ceiling. The children cheer and clap, their eyes fixed on the descending bag. Smoochy reaches up as it comes into his grasp, holding it high above his head while the Rhinettes and kids gather around.",Scene Grounding,broad_coverage_event_chain
54,19、EXT. PATSY'S - CONTINUOUS ACTION | 21、INT. KIDNET STUDIO - STAGE B - DAY | 45、INT. TOWN CAR - CONTINUOUS ACTION,What does Randolph say about Rainbow Randolph during the car ride to the charity soiree?,Randolph calls Rainbow Randolph a scoundrel and mocks him with disdain.,"He praises Sheldon’s show, contrasting it sharply with that of a former children’s entertainer he refers to as Rainbow Randolph, whom he calls a scoundrel and mocks with disdain.",Character Understanding,broad_coverage_event_chain
55,34、INT. SHELDON'S NEW OFFICE - MOMENT LATER | 36、INT. SHELDON'S OFFICE - SHORT TIME LATER | 49、EXT. WAREHOUSE - SHORT WHILE LATER,What does Sheldon state about Spinner's personality?,Sheldon states that Spinner is a very nice man with a sweet disposition.,Sheldon agrees that Spinner is a very nice man with a sweet disposition.,Character Understanding,broad_coverage_event_chain
56,13、EXT. DOCK BY RIVER - NIGHT (POURING RAIN),What does Randolph state about his financial and living situation when pleading for his job back?,"Randolph states that he is facing eviction from the corporate penthouse, owes money to bookies, and has nowhere to live.","He begged for his position to be restored, speaking of being evicted from the corporate penthouse, owing money to bookies, and having nowhere to live.",Character Understanding,broad_coverage_scene
57,25、INT. FRANK STOKES' OFFICE - TIGHT ON NEW YORK POST FRONT | 26、INT. SPINNER DUNN'S RESTAURANT - CLOSE ON CHAMPAGNE | 34、INT. SHELDON'S NEW OFFICE - MOMENT LATER | 36、INT. SHELDON'S OFFICE - SHORT TIME LATER,What does Burke state Sheldon deserves during the confrontation over Smoochy?,"Burke states that Sheldon deserves everything, including heaven, hell, and everything in between.","Burke leans across the desk, inches from Stokes’ face, declaring that Sheldon deserves everything—'heaven, hell, and everything in between.'",Character Understanding,broad_coverage_event_chain
58,38、INT. SPINNER DUNN'S - EVENING | 36、INT. SHELDON'S OFFICE - SHORT TIME LATER | 49、EXT. WAREHOUSE - SHORT WHILE LATER,When does Sheldon order pineapple juice?,Sheldon orders pineapple juice after tearing the contract in half.,"After tearing the contract in half, Sheldon sits quietly for a moment. A waitress, Sandy, passes by the booth. He looks up and says, 'I'll have a pineapple juice, Sandy.'",Temporal Reasoning,broad_coverage_event_chain
59,42、INT. LIMOUSINE - CONTINUOUS ACTION | 49、EXT. WAREHOUSE - SHORT WHILE LATER,Why does Merv insist that Sheldon participate in events for the Parade of Hope?,Merv insists that Sheldon participate because the Parade of Hope has sponsored every Kidnet ice show since 1964 and he wants to uphold that tradition.,Merv replies that the Parade of Hope has sponsored every Kidnet ice show since 1964 and warns against going against tradition.,Causal-Motivational Reasoning,broad_coverage_event_chain
60,28、INT. ANGELO PIKE'S RUNDOWN APARTMENT | 29、INT. ANGELO'S APARTMENT - SHORT WHILE LATER | 28、INT. ANGELO PIKE'S RUNDOWN APARTMENT,What does Angelo state about his affiliation when confronting Randolph?,Angelo states that he is a Rhinette and that the Krinkle Kids are dead.,"Angelo pointed the revolver at Randolph's face and said, 'I'm a Rhinette. Got that? The Krinkle Kids are ten feet under. With you.'",Character Understanding,broad_coverage_event_chain
61,26、INT. SPINNER DUNN'S RESTAURANT - CLOSE ON CHAMPAGNE | 25、INT. FRANK STOKES' OFFICE - TIGHT ON NEW YORK POST FRONT | 27、INT. SPINNER DUNN'S RESTAURANT (PRESENT),What does Burke state about Sheldon's entitlement during his address to the room?,"Burke states that Sheldon deserves everything—'heaven, hell, and everything in between.'","Speaking firmly, he states that Sheldon deserves everything—'heaven, hell, and everything in between.'",Character Understanding,broad_coverage_event_chain
62,11、INT. RECEPTION AREA - SHORT WHILE LATER | 32、INT. NORA'S OFFICE - CONTINUOUS ACTION,What does Sheldon state about how he views Nora in the workplace?,Sheldon states that he sees Nora as a partner and values her input.,"Sheldon says he wants to start on the right foot, that he values her input, and sees her as a partner.",Character Understanding,broad_coverage_event_chain
63,36、INT. SHELDON'S OFFICE - SHORT TIME LATER | 34、INT. SHELDON'S NEW OFFICE - MOMENT LATER | 42、INT. LIMOUSINE - CONTINUOUS ACTION,What does Sheldon say about the gun when he is in the limo with Merv?,"Sheldon says that if Merv wants an autograph, the gun seems excessive and that honey works better than vinegar when catching flies.","Sheldon, visibly uneasy, responds with a nervous laugh, saying that if Merv wants an autograph, the gun seems excessive and that honey works better than vinegar when catching flies.",Character Understanding,broad_coverage_event_chain
64,11、INT. RECEPTION AREA - SHORT WHILE LATER | 43、INT. CORPORATE PENTHOUSE - NIGHT,What does Nora state about her feelings regarding Sheldon's decision not to go through with the ice show?,Nora states that she finds Sheldon's decision not to go through with the ice show deeply admirable.,"She said she had heard he was not going through with the ice show, and found that choice deeply admirable.",Character Understanding,broad_coverage_event_chain
65,23、INT. STUDIO B - LATER,What does Smoochy say about the smell of unprocessed flour?,Smoochy says that the smell of unprocessed flour makes his tummy do somersaults.,"Smoochy breathes in deeply and exclaims, 'Oooh... just the smell of unprocessed flour makes my tummy do somersaults!'",Character Understanding,broad_coverage_scene
66,105、INT. MADISON SQUARE GARDEN - FEW MINUTES LATER|109、EXT. ALLEY - CONTINUOUS ACTION,How would you describe the evolution of her relationship with Sheldon?,from protective ally to trusted allies,"Earlier, the relationship between Sheldon Mopes and Nora is marked by protective ally; later, it shifts to trusted allies.",Role-Relation Continuity,supplementary_cross_scene
67,109、EXT. ALLEY - CONTINUOUS ACTION|112、EXT. STREET - CONTINUOUS ACTION,How would you describe their relationship by the time they're on the street together?,from trusted allies to romantic partners,"Earlier, the relationship between Sheldon Mopes and Nora is marked by trusted allies; later, it shifts to romantic partners.",Role-Relation Continuity,supplementary_cross_scene
68,11、INT. RECEPTION AREA - SHORT WHILE LATER|16、EXT. KIDNET BUILDING - NIGHT|43、INT. CORPORATE PENTHOUSE - NIGHT,What does Sheldon do right after Nora walks out of the Kidnet building that sets their story on a different path?,Sheldon exits Kidnet building and chases after Nora,"From the scene where Nora leaves the Kidnet building, Sheldon follows her, calling out and attempting to continue their conversation.",Narrative Progression,supplementary_cross_scene
69,12、EXT. CONEY ISLAND BOARDWALK - NATHAN'S HOT DOGS - SHORT|26、INT. SPINNER DUNN'S RESTAURANT - CLOSE ON CHAMPAGNE|38、INT. SPINNER DUNN'S - EVENING,"Which character shares a deep connection with Nora, is warned about Rainbow Randolph, and clashes with Burke Bennett?",Sheldon Mopes,"Sheldon Mopes is in a mutual understanding and alignment relationship with Nora, is in a potential adversaries relationship with Rainbow Randolph, and is in a ongoing adversarial stance relationship with Burke Bennett.",Role-Relation Continuity,supplementary_cross_scene
70,39、INT. TELEVISION STUDIO - DAY|40、INT. BACKSTAGE - AFTER SHOW,What mishap occurs that interrupts the scene and leads to his celebratory backstage moment?,"Spinner Dunn drops the cowbell, causing a loud clang on the studio floor","After the final note of the song, Spinner Dunn stands up to take his bow, wobbling the bandstand as he rises; The cowbell slips from his hand and crashes onto the studio floor with.",Narrative Progression,supplementary_cross_scene
71,41、EXT. BROADWAY (TIMES SQUARE) - NIGHT|42、INT. LIMOUSINE - CONTINUOUS ACTION,What happens when Sheldon finally gets into the limo that sets up the confrontation?,Sheldon enters limo and is seated between two men,"Sheldon slides into the back seat of the limo and finds himself seated between Henry, a large man in an overcoat, and Merv, who gets in right after him.",Narrative Progression,supplementary_cross_scene
72,41、EXT. BROADWAY (TIMES SQUARE) - NIGHT|42、INT. LIMOUSINE - CONTINUOUS ACTION,What pivotal moment leaves Sheldon trapped between Merv and Henry in the limo?,Sheldon enters limo and is seated between two men,"Sheldon slides into the back seat of the limo and finds himself seated between Henry, a large man in an overcoat, and Merv, who gets in right after him.",Narrative Progression,supplementary_cross_scene
73,13、EXT. DOCK BY RIVER - NIGHT (POURING RAIN)|94、INT. SHELDON'S PENTHOUSE - NIGHT|95、INT. SHELDON'S FOYER - TIGHT ON REVOLVER - SHORT WHILE,"Which character's relationships include ongoing conflict with Frank Stokes, a desire for friendship with Nora, and offering moral guidance to Sheldon Mopes?",Rainbow Randolph,"Rainbow Randolph is in a ongoing adversaries relationship with Frank Stokes, is in a seeks friendship with relationship with Nora, and is in a offers moral advice to relationship with Sheldon Mopes.",Role-Relation Continuity,supplementary_cross_scene
