id,related_scenes,question,answer,related_context,question_type,question_source
32,"38、INT. CARL'S BEDROOM - MORNING - SEVERAL YEARS LATER | 44、EXT. CARL'S HOUSE, PORCH - CONTINUOUS",Why did Carl need to undo the safety chain before fully opening the front door?,"The safety chain prevented the door from opening fully, so Carl had to undo it to exit the house completely.","The door only opened partway, stopped by the safety chain. He grumbled in frustration, then pulled the door shut again. After undoing the chain, he opened the door fully, stepped out onto the porch.",Causal-Motivational Reasoning,broad_coverage_event_chain
33,8、INT. CARL'S ROOM | 9、INT. CARL'S ROOM - MOMENTS LATER,What does Carl state when the blue balloon floats into the room?,Carl calls out in fright when the blue balloon floats into the room.,"Suddenly, his lost blue balloon floats into the room. He jumps and calls out in fright, accidentally hitting his face with the cast.",Character Understanding,broad_coverage_event_chain
34,"8、INT. CARL'S ROOM | 4、INT. DILAPIDATED HOUSE, LIVING ROOM - CONTINUOUS",What does Ellie state about who is allowed in her club?,Ellie states that only real explorers are allowed in her club.,"She circles him, accusing him of trespassing in her exclusive club, insisting only real explorers are allowed.",Character Understanding,broad_coverage_event_chain
35,"48、EXT. CARL'S HOUSE, PORCH - DAY | 49、INT. CARL'S HOUSE, FRONT HALL - CONTINUOUS",Why does Russell persist in offering to help Carl despite repeated refusals?,Russell persists because he needs to assist an elderly person in order to earn his Assisting the Elderly badge as a Wilderness Explorer.,Russell explains he needs to assist an elderly person to earn his Assisting the Elderly badge.,Causal-Motivational Reasoning,broad_coverage_event_chain
36,"110、EXT. MOUNTAIN, CAVE ENTRANCE|114、INT. DIRIGIBLE, DINING ROOM|118、EXT. MOUNTAIN - NIGHT - CONTINUOUS","Which character in Up starts off as a friend to Carl Fredricksen but turns into his enemy, and also becomes an adversary to Russell?",Charles Muntz,"Charles Muntz is in a establishes rapport with relationship with Carl Fredricksen, is in a ongoing adversaries relationship with Carl, and is in a declared adversaries relationship with Russell.",Role-Relation Continuity,supplementary_cross_scene
37,38、INT. CARL'S BEDROOM - MORNING - SEVERAL YEARS LATER,What does Carl do right after turning off his alarm that shows his physical effort before he reaches for his cane?,Carl gets out of bed with effort,"Carl sits up in his double bed, swings his legs over the side, and pushes himself to his feet with visible effort, grunting as he rises.",Narrative Progression,supplementary_cross_scene
38,"46、EXT. CARL'S HOUSE, PORCH - MORNING",What does Carl do to his mailbox that accidentally sparks a confrontation with the construction foreman and leads to his defiance of the developer?,Carl notices dust on mailbox and uses leaf blower to clean it,"Carl notices dust on his mailbox and pulls out a leaf blower to clean it; As he revs the machine, the blast of air knocks off the hat of Tom, the construction foreman.",Narrative Progression,supplementary_cross_scene
39,"47、INT. CARL'S LIVING ROOM - DAY - LATER|48、EXT. CARL'S HOUSE, PORCH - DAY",What event interrupts Carl's quiet TV time and leads to his first meeting with Russell?,Someone knocks on the door,"Carl is absorbed in watching television when a knock at the door disrupts his solitude, causing him to answer and encounter Russell, who is seeking to help.",Narrative Progression,supplementary_cross_scene
40,"49、INT. CARL'S HOUSE, FRONT HALL - CONTINUOUS|48、EXT. CARL'S HOUSE, PORCH - DAY","What specific offers does Russell make to Carl that Carl repeatedly refuses, setting up the snipe hunt?","Russell offers to help Carl cross the street, yard, and porch","Russell persistently offers to assist Carl in crossing the street, yard, and porch, but Carl declines each time, leading to the redirect.",Narrative Progression,supplementary_cross_scene
41,"10、INT. CHURCH - DAY|75、INT. CARL'S HOUSE, LIVING ROOM - CONTINUOUS|98、EXT. MOUNTAIN, JUNGLE - DAY","Who is the main character in Up that was married to Ellie, forms a partnership with Russell, and at first tries to drive away Kevin?",Carl,"Carl is in a spouses relationship with Ellie, is in a cooperative companions relationship with Russell, and is in a wants to expel relationship with Kevin.",Role-Relation Continuity,supplementary_cross_scene
