id,related_scenes,question,answer,related_context,question_type,question_source
46,30、INT. WESTLAKE LAB - DAY - PEYTON | 43、INT WESTLAKE LAB/APARTMENT - DAY,What does Peyton state about his emotional state when he finds Durant's lighter?,"Peyton does not speak, but his actions and physical reactions indicate a surge of rage and determination upon finding Durant's lighter.","His breathing sharpens, his eyes lose their dullness, and a tremor runs through his body. Blood pulses visibly in a vein on his forehead as his grip tightens. The air seems to fracture around him—cracks spiderweb through the walls, ceiling, and floor. He raises his face, shaking, fists clenched, and roars silently at the sky.",Character Understanding,broad_coverage_event_chain
47,23、EXT. CITY STREET - MORNING | 29、EXT PAYPHONE - DAY -JULIE | 30、INT. WESTLAKE LAB - DAY - PEYTON | 31、EXT WESTLAKE LAB/APARTMENT BUILDING - TWILIGHT,What happens after the drinking bird's beak touches the ignition button?,"A spark clicks to life, grows in the stillness, and the flame catches and spreads rapidly.","The beak of the drinking bird dips down and touches the ignition button. A spark clicks to life, growing in the stillness. The flame catches, silent at first, then spreads rapidly.",Temporal Reasoning,broad_coverage_event_chain
48,22、INT WESTLAKE LAB - MORNING | 23、EXT. CITY STREET - MORNING | 28、INT WESTLAKE LAB - DAY | 30、INT. WESTLAKE LAB - DAY - PEYTON,What does Peyton state about the intruders when he sees them in the lab?,Peyton does not state anything about the intruders when he sees them in the lab.,"The passage describes Peyton looking around in shock and being attacked, but there is no statement made by Peyton about the intruders.",Character Understanding,broad_coverage_event_chain
49,46、INT. RICK'S APARTMENT -- BEDROOM -- LATER | 47、INT. RICK'S APARTMENT - LATER,What does Darkman state about Rick's cooperation during the interrogation?,"Darkman states that he knows Rick already gave the names and information, but he wants to pretend that Rick didn't.","Darkman says, 'I know you did,' referring to Rick giving the names, and then adds, 'but let's pretend you didn't.'",Character Understanding,broad_coverage_event_chain
50,43、INT WESTLAKE LAB/APARTMENT - DAY | 38、EXT. ALLEY ENTRANCE/EMPTY STREET - DUSK,What does Peyton express about how he feels he has changed after the destruction of his lab?,"Peyton expresses that he feels unrecognizable and possibly repulsive, wondering if he has become someone Julie could no longer love.","He stares at the image, then speaks in a hoarse, broken voice, asking if she still loves him, wondering if he has become something unrecognizable, something repulsive.",Character Understanding,broad_coverage_event_chain
51,34、EXT - RIVER - CLOSER ON PEYTON - NIGHT | 35、EXT. GRAVEYARD - CLOSE SHOT - JULIE - DAY | 44、INT. WOMAN'S POWDER ROOM,What does Strack state about how to cope with grief while dancing with Julie?,"Strack states that while time is the only cure for grief, dancing helps ease the pain.","He tells her that while time is the only cure for grief, dancing helps ease the pain.",Character Understanding,broad_coverage_event_chain
52,28、INT WESTLAKE LAB - DAY | 30、INT. WESTLAKE LAB - DAY - PEYTON | 43、INT WESTLAKE LAB/APARTMENT - DAY,Why does Peyton smile after finding Durant's lighter?,"Peyton smiles because he is transforming into TheDarkman, indicating a shift toward vengeance or a darker identity in response to the attack.","The pain on his face slowly twists into a wicked smile, his eyes flickering with a sharp, cold light, as he sits among the ruins of his lab holding Durant's scorched lighter.",Causal-Motivational Reasoning,broad_coverage_event_chain
53,28、INT WESTLAKE LAB - DAY | 30、INT. WESTLAKE LAB - DAY - PEYTON | 43、INT WESTLAKE LAB/APARTMENT - DAY,What does Peyton state about whether he asked the woman the question?,"Peyton states that he did ask the woman, but she said she didn’t know.","Peyton says he did ask, but the woman said she didn’t know.",Character Understanding,broad_coverage_event_chain
54,15、EXT. LIMOUSINE | 17、EXT LIMOUSINE - HIS POV | 14、INT. LIMOUSINE | 15、EXT. LIMOUSINE,What happens after Strack Sr. steps out of the car to urinate?,Strack Sr. inspects a deflated tire and then approaches Taaf.,"After a pause, Strack Sr. rises heavily from his seat. He mutters about needing to take a leak, blaming his prostate. With a slow movement, he opens the car door and steps out, leaving the vehicle behind as he walks away. Strack Sr. crouches to examine a deflated tire, his expression darkening with frustration. He straightens and walks toward Taaf.",Temporal Reasoning,broad_coverage_event_chain
55,41、EXT. ALLEY - WIND FANS - NIGHT | 43、INT WESTLAKE LAB/APARTMENT - DAY,What does Peyton realize when he sees the newspaper in the alley?,Peyton realizes that a newspaper is reporting his death.,He sees a photograph—his own face—and the headline: SCIENTIST DIES IN ACCIDENTAL BLAST/Body still missing.,Character Understanding,broad_coverage_event_chain
56,8、INT HUNT CLUB PRIVATE DINING. ROOM - DAY | 44、INT. WOMAN'S POWDER ROOM,Why did Julie prevent Strack Sr. from completing the toast?,Julie prevented Strack Sr. from completing the toast because she wanted to stop him from accepting the offer at sixty million dollars.,"As Strack Sr. started to raise his glass in response to Baron Von Hoffenstein’s toast at sixty million dollars, Julie pressed the heel of her shoe into his toe beneath the table. The sharp, sudden pressure made him pause, his hand stilling mid-motion. The toast was not completed.",Causal-Motivational Reasoning,broad_coverage_event_chain
57,45、EXT RICK'S APARTMENT | 47、INT. RICK'S APARTMENT - LATER,What does Rick state about the information he provided to Darkman?,"Rick states that he gave Darkman the names and where they lived, and that he told him everything.","Rick pleads, 'But I gave you the names. Where they lived... I told you everything.'",Character Understanding,broad_coverage_event_chain
58,45、EXT RICK'S APARTMENT | 47、INT. RICK'S APARTMENT - LATER,What does Rick state about the information he provided to Darkman?,"Rick states that he gave Darkman the names and where they lived, and that he told him everything.","Rick pleads, 'But I gave you the names. Where they lived... I told you everything.'",Character Understanding,broad_coverage_event_chain
59,15、EXT. LIMOUSINE|17、EXT LIMOUSINE - HIS POV,What does Durant do to Strack Sr. that directly leads to him being found collapsed at the service station?,Durant reveals himself and shoots Strack Sr.,"Durant reveals himself from behind a newspaper and shoots Strack Sr; , causing him to collapse.",Narrative Progression,supplementary_cross_scene
60,15、EXT. LIMOUSINE|17、EXT LIMOUSINE - HIS POV,What specific incident at the service station prompts Strack Jr. to rush to his father's side?,Strack Sr. collapses onto a black cable at the service station,Strack Sr; collapses onto a black cable at the service station as a bell rings continuously.,Narrative Progression,supplementary_cross_scene
61,44、INT. WOMAN'S POWDER ROOM|25、INT STRACK'S OFFICE - DAY,What does Strack suggest to Julie about her briefcase that interrupts his initial inquiry and prompts her to refuse and demand more time?,Strack proposes temporary custody of briefcase to access memorandum,"During their office meeting, Strack proposes that Julie leave her briefcase unattended so he can retrieve the memorandum, which she immediately refuses, leading to her request for.",Narrative Progression,supplementary_cross_scene
62,46、INT. RICK'S APARTMENT -- BEDROOM -- LATER|49、INT. JULIE'S APARTMENT - BEDROOM - NIGHT|52、EXT. ONASSIS CONEY ISLAND RESTAURANT- DAY,"Which character is shown to have violent confrontations with Rick and Pauly, while also forming a haunting, intimate connection with Julie?",Darkman,"Darkman is in a ongoing adversaries relationship with Rick, is in a unsettling connection relationship with Julie, and is in a ongoing adversaries relationship with Pauly.",Role-Relation Continuity,supplementary_cross_scene
63,6、INT WESTLAKE LAB|43、INT WESTLAKE LAB/APARTMENT - DAY|62、INT. A BEDROOM,"Which character is Yakitito's research partner, Durant's nemesis, and Julie's romantic interest?",Peyton,"Peyton is in a collaborative research partners relationship with Yakitito Yanagita, is in a deep-seated enmity relationship with Durant, and is in a romantic partners relationship with Julie.",Role-Relation Continuity,supplementary_cross_scene
64,7、INT. HUNT CLUB LOBBY- DAY|8、INT HUNT CLUB PRIVATE DINING. ROOM - DAY,How does Louis Strack Sr. show his distrust of Julie Hastings' negotiation skills during their initial meeting?,Louis Strack Sr. expresses distrust in Julie Hastings' negotiation abilities,"After Julie Hastings introduces herself as the representative, Louis Strack Sr; interrupts, questioning why a woman is handling the negotiation and demanding to know where Herb.",Narrative Progression,supplementary_cross_scene
