id,related_scenes,question,answer,related_context,question_type,question_source
28,47、INT HAZEL'S BEDROOM - LATER | 21、INT HAZEL'S DINING ROOM - NIGHT,How does Hazel respond when she receives a text from Gus asking if he has truly reached the end of the book?,"Hazel smiles, unable to suppress her amusement.","Hazel receives a text from Gus asking if he has truly reached the end of the book. She smiles, unable to suppress her amusement.",Character Understanding,broad_coverage_event_chain
29,49、INT HAZEL'S BEDROOM - LATER | 8、INT CHURCH - SAME | 21、INT HAZEL'S DINING ROOM - NIGHT,Why does Hazel send a message telling Augustus she can't see him anymore?,"Hazel sends the message because she believes she will cause him emotional pain in the future due to her illness, and she wants to protect him from that suffering.","She texts him, 'I don't know if you'll understand this but I can't see you anymore. I mean I want to. I just...' Then she adds, 'I'm a grenade,' and sends it. After a pause, she sends another message: 'When I look at you, all I can see is what I'm going to put you through. I can't have that. I'm sorry.'",Causal-Motivational Reasoning,broad_coverage_event_chain
30,9、INT BATHROOM - SAME | 49、INT HAZEL'S BEDROOM - LATER | 47、INT HAZEL'S BEDROOM - LATER | 21、INT HAZEL'S DINING ROOM - NIGHT,What does Hazel state about herself in her text to Augustus?,Hazel states that she is a grenade.,"She texts him, 'I don't know if you'll understand this but I can't see you anymore. I mean I want to. I just...' Then she adds, 'I'm a grenade,' and sends it.",Character Understanding,broad_coverage_event_chain
31,49、INT HAZEL'S BEDROOM - LATER | 21、INT HAZEL'S DINING ROOM - NIGHT,How does Hazel respond when she reads Gus's text about the book ending mid-sentence?,Hazel bursts out laughing and is unable to contain her amusement.,"Hazel reads a third message from Gus, this one filled with exaggerated outrage over a book ending mid-sentence. She bursts out laughing, unable to contain her amusement.",Character Understanding,broad_coverage_event_chain
32,28、INT HAZEL'S BEDROOM - LATER THAT NIGHT | 35、EXT PARK - LATER,What does Gus state about Hazel in relation to his wish?,"Gus states that Hazel is his wish, meaning that meeting her was what he truly wanted all along.",Gus then tells her that she is his wish—that meeting her was what he truly wanted all along.,Character Understanding,broad_coverage_event_chain
33,27、INT GUS'S BASEMENT BEDROOM - SAME | 8、INT CHURCH - SAME | 21、INT HAZEL'S DINING ROOM - NIGHT,What does Gus state about how he feels after reading Hazel's book?,"Gus states that reading Hazel's book again felt like she had given him something important, like a gift.","He tells Hazel he read her book again and says it felt like she had given him something important, like a gift.",Character Understanding,broad_coverage_event_chain
34,19、EXT/INT GUS'S HOUSE - SAME,What does Gus say about the basketball memorabilia that are not his?,Gus says that the basketball memorabilia that are not his are just cancer perks.,"Gus points to a few items and says those are his, from when he actually played. The rest, he says, are just cancer perks.",Character Understanding,broad_coverage_scene
35,30、INT HAZEL'S BEDROOM - MORNING | 35、EXT PARK - LATER,What does Hazel state when she questions Gus's motivation for arranging the trip to Amsterdam?,Hazel states that she wonders if Gus is only doing it so she will kiss him.,"Hazel says, 'Are you only doing this so I'll kiss you?' after Gus reveals he arranged for them to travel to Amsterdam.",Character Understanding,broad_coverage_event_chain
36,10、INT CHURCH BASEMENT - LATER | 21、INT HAZEL'S DINING ROOM - NIGHT | 35、EXT PARK - LATER,What does Gus state about Hazel in relation to his wish?,Gus states that Hazel is his wish and that meeting her was what he truly wanted all along.,Gus then tells her that she is his wish—that meeting her was what he truly wanted all along.,Character Understanding,broad_coverage_event_chain
37,19、EXT/INT GUS'S HOUSE - SAME | 8、INT CHURCH - SAME | 21、INT HAZEL'S DINING ROOM - NIGHT,What does Gus state about Hazel's way of speaking?,Gus states that he loves it when Hazel talks in medical terms.,He smiled. 'Ooh Hazel Grace... I love it when you talk medical to me.',Character Understanding,broad_coverage_event_chain
38,25、INT LANCASTER HOUSE - DINING ROOM - ANOTHER NIGHT | 49、INT HAZEL'S BEDROOM - LATER | 8、INT CHURCH - SAME | 21、INT HAZEL'S DINING ROOM - NIGHT,How does Hazel respond when she receives a text from Gus asking if he has truly reached the end of the book?,"Hazel smiles, unable to suppress her amusement.","Hazel receives a text from Gus asking if he has truly reached the end of the book. She smiles, unable to suppress her amusement.",Character Understanding,broad_coverage_event_chain
39,19、EXT/INT GUS'S HOUSE - SAME | 18、INT GUS'S CAR - SAME | 19、EXT/INT GUS'S HOUSE - SAME,What does Gus say about the basketball memorabilia that are not his?,Gus says that the memorabilia that are not his are just cancer perks.,"Gus points to a few items and says those are his, from when he actually played. The rest, he says, are just cancer perks.",Character Understanding,broad_coverage_event_chain
40,100、INT CHURCH - DAY|101、EXT CEMETARY - DAY,"How should the dynamic between Hazel and Van Houten be described after the cemetery confrontation, in contrast to the church?",from ongoing adversarial stance to ongoing adversaries,"Earlier, the relationship between Hazel Grace Lancaster and Peter Van Houten is marked by ongoing adversarial stance; later, it shifts to ongoing adversaries.",Role-Relation Continuity,supplementary_cross_scene
41,20、INT HAZEL'S BEDROOM - ANOTHER NIGHT|21、INT HAZEL'S DINING ROOM - NIGHT,What happens during dinner that first makes Hazel smile in response to Gus's messages?,Hazel receives a second text message from Gus,"In Episode unit 2, Hazel receives a text from Gus asking if he has truly reached the end of the book, causing her to smile while at the dinner table with her parents.",Narrative Progression,supplementary_cross_scene
42,24、INT GUS'S BASEMENT - LATER,What sudden action by Isaac interrupts Hazel and Gus's attempt to comfort him and sets off his destructive outburst?,Isaac begins kicking his gaming chair across the room,"In the basement scene, after Hazel and Gus try to console Isaac over his breakup, he suddenly stands up and kicks his gaming chair across the room, initiating the shift to violence.",Narrative Progression,supplementary_cross_scene
43,24、INT GUS'S BASEMENT - LATER,"What sudden action by Isaac, right after Hazel arrives, shifts the scene from his distress to him destroying his trophies?",Isaac begins kicking his gaming chair across the room,"Isaac suddenly stands up, his face twisted with emotion, and without warning kicks his gaming chair across the room, escalating the situation toward him breaking his trophies.",Narrative Progression,supplementary_cross_scene
44,33、EXT HAZEL'S HOUSE - FRONT|35、EXT PARK - LATER,What does Gus do to help Hazel that sets the stage for her kiss?,Gus helps Hazel walk up a small hill and lays out a blanket,"In the picnic scene, Gus helps Hazel up a small hill and spreads a blanket on the ground.",Narrative Progression,supplementary_cross_scene
45,1、INT DOCTOR'S OFFICE - DAY|5、INT HAZEL'S LIVING ROOM - ANOTHER DAY|44、INT HOSPITAL ICU - FLASHBACK,"Who is Hazel's mother, Michael's parenting partner, and wife to Hazel's dad?",Frannie,"Frannie is in a mother relationship with Hazel Grace Lancaster, is in a established parental partnership relationship with Michael, and is in a spouse relationship with Dad.",Role-Relation Continuity,supplementary_cross_scene
46,1、INT DOCTOR'S OFFICE - DAY|3、INT CHURCH BASEMENT - DAY|5、INT HAZEL'S LIVING ROOM - ANOTHER DAY,Which character is the daughter of both Frannie and Michael and is close friends with Isaac?,Hazel Grace Lancaster,"Hazel Grace Lancaster is in a daughter relationship with Frannie, is in a are close friends relationship with Isaac, and is in a daughter relationship with Michael.",Role-Relation Continuity,supplementary_cross_scene
