id,related_scenes,question,answer,related_context,question_type,question_source
11,28、INT. DINING HALL - AFTERNOON,What emotion does Buster express toward Dr. Larch?,Disgust.,"Buster makes a face, disgusted.",Character Understanding,broad_coverage_scene
12,45、INT. HOSPITAL ROOM - NIGHT,Why does the distraught woman hold Homer's head against her belly?,Because she believes no one should have a baby without someone wanting to connect with it.,You shouldn't have a baby if there's no one who wants to put his face right there!,Causal-Motivational Reasoning,broad_coverage_scene
13,26、INT. DELIVERY ROOM - DAY,"In [26、INT. DELIVERY ROOM - DAY], What is Carla's emotional state after giving birth?",Distressed and anxious.,"Carla screams, refuses to see the baby, and avoids knowing the sex.",Character Understanding,broad_coverage_scene
14,24、INT. CORRIDOR - DAY,"In [24、INT. CORRIDOR - DAY], What belief does Larch express about helping women?",You have to feel obligated to help women who can't get help elsewhere.,LARCH: How can you not feel *obligated* to help them when they can't get help anywhere else?,Character Understanding,broad_coverage_scene
15,17、INT. DELIVERY ROOM - DAY,"In [17、INT. DELIVERY ROOM - DAY], What is Homer's emotional state towards Dr. Larch?",Adoring,Homer looks adoringly at Dr. Larch,Character Understanding,broad_coverage_scene
16,53、EXT. ST. CLOUD'S - GRAVEYARD - EARLY MORNING,Why is Buster bewildered after Larch's explanation?,Because Larch's explanation about the girl's death being due to secrecy and ignorance is confusing to him.,"Buster nods, but he's totally bewildered.",Causal-Motivational Reasoning,broad_coverage_scene
17,53、EXT. ST. CLOUD'S - GRAVEYARD - EARLY MORNING,What causes Homer to roll his eyes during Larch's conversation?,He has heard Larch's argument too many times.,Homer has heard this too many times; he rolls his eyes.,Causal-Motivational Reasoning,broad_coverage_scene
18,42、INT. GIRLS' DIVISION - NIGHT,Why is Edna happy for Hazel?,Because Hazel has found a family.,Let us be happy for Hazel. Hazel has found a family.,Causal-Motivational Reasoning,broad_coverage_scene
19,20、EXT. INCINERATOR - DAY,"In [20、EXT. INCINERATOR - DAY], What is Homer's emotional state when he looks into the pail?",Disgusted,Homer's disgusted expression,Character Understanding,broad_coverage_scene
20,20、EXT. INCINERATOR - DAY,"In [20、EXT. INCINERATOR - DAY], What status does Larch claim for Homer?",An orphan,God forgive me. I have *made* an orphan by loving him too much.,Character Understanding,broad_coverage_scene
21,"7、INT. BOY'S DIVISION, DOORWAY - NIGHT","In [7、INT. BOY'S DIVISION, DOORWAY - NIGHT], What is Homer's behavioral state when first presented to Larch?",He never makes a sound.,There's something wrong with him! He never makes a sound.,Character Understanding,broad_coverage_scene
22,59、EXT. ORPHANAGE DRIVEWAY - DAY,Why does Homer examine the car?,To cover the awkward silence.,"An awkward silence, which Homer covers by examining the car.",Causal-Motivational Reasoning,broad_coverage_scene
23,11、INT. DELIVERY ROOM - DAY,"In [11、INT. DELIVERY ROOM - DAY], What is Larch's emotional state when he sees Homer?",Faintly smiling,He smiles faintly.,Character Understanding,broad_coverage_scene
24,11、INT. DELIVERY ROOM - DAY,"In [11、INT. DELIVERY ROOM - DAY], What is the physical condition of the woman?",Very pregnant,The naked belly of a VERY PREGNANT WOMAN.,Character Understanding,broad_coverage_scene
25,17、INT. DELIVERY ROOM - DAY,"In [17、INT. DELIVERY ROOM - DAY], What is Homer's status according to Dr. Larch?",He is an orphan,had I created a true and everlasting orphan?,Character Understanding,broad_coverage_scene
26,29、EXT. INCINERATOR - AFTERNOON,What does Homer claim about his medical qualifications?,He hasn't been to medical school or high school.,I'm *not* a doctor. I haven't been to medical school--I haven't even been to high school!,Character Understanding,broad_coverage_scene
27,22、INT. CORRIDOR - DAY,"In [22、INT. CORRIDOR - DAY], What is Homer's behavioral state in the passage?",He is calling out as though he's just coming down the corridor.,Homer calls out as though he's just coming down the corridor.,Character Understanding,broad_coverage_scene
28,62、INT. KITCHEN - LATE AFTERNOON,Why is the person leaving according to the dialogue?,Because Angela said he needs to see the world.,LARCH (to Angela) you're the one who says he needs to see the world!,Causal-Motivational Reasoning,broad_coverage_scene
29,"10、EXT. HILL, ST. CLOUD'S - DAY",What action does Larch perform with Homer on the orphanage hill?,Larch carries Homer up the orphanage hill.,Larch carries Homer up the orphanage hill.,Scene Grounding,broad_coverage_scene
30,65、INT./EXT. WALLY'S CAR - ON THE ROAD - AFTERNOON,"In [65、INT./EXT. WALLY'S CAR - ON THE ROAD - AFTERNOON], What object does Wally use to glance at Candy?",The rear-view mirror,Wally keeps glancing at Candy in the rear-view mirror,Scene Grounding,broad_coverage_scene
31,28、INT. DINING HALL - AFTERNOON | 29、EXT. INCINERATOR - AFTERNOON,What does Buster state about the smell of the old man?,Buster states that the old man smells of ether and that the smell is strong enough to put someone to sleep.,"Buster sniffs the air and says the old man smells of ether, and that he has seen him do it before. Buster says the smell is strong enough to put someone to sleep.",Character Understanding,broad_coverage_event_chain
32,48、INT. BOYS' DIVISION - NIGHT (LATER),What does Larch state about the cause of his father's death?,"Larch states that his father died from alcohol, explaining that he drank himself to death.",Larch clarifies that alcohol killed him—he drank himself to death.,Character Understanding,broad_coverage_scene
33,30、INT. DISPENSARY - NIGHT | 48、INT. BOYS' DIVISION - NIGHT (LATER),What does Larch state about her father's cause of death?,"Larch states that her father died from cirrhosis caused by alcohol, explaining that he drank himself to death.",Larch clarifies that alcohol killed him—he drank himself to death.,Character Understanding,broad_coverage_event_chain
34,41、INT./EXT. ORPHANAGE - DAY | 42、INT. GIRLS' DIVISION - NIGHT | 32、EXT. ST. CLOUD'S - THE HILL - NIGHT,What does Edna state about the orphans' reaction to Hazel leaving?,Edna states that the orphans should be happy for Hazel because she has found a family.,"Edna, standing with the girls, offers a farewell blessing to Hazel, saying they should be happy for her because she has found a family.",Character Understanding,broad_coverage_event_chain
35,27、INT. OPERATING ROOM - DAY | 25、INT. OPERATING ROOM - DAY,What does Angela state about Dorothy's medical history regarding her appendix?,"Angela states that no one has touched Dorothy's appendix, indicating she has not had her appendix removed.","Angela looks for a scar on Dorothy’s abdomen but finds none, saying no one has touched her appendix.",Character Understanding,broad_coverage_event_chain
36,45、INT. HOSPITAL ROOM - NIGHT | 26、INT. DELIVERY ROOM - DAY,What does Carla state about seeing the baby after giving birth?,Carla states that she does not want to see the baby or know its sex immediately after giving birth.,"Carla, still on the bed, gasps for breath and says she doesn’t want to see the baby or know the sex.",Character Understanding,broad_coverage_event_chain
37,38、INT. GIRLS' DIVISION - DAY | 42、INT. GIRLS' DIVISION - NIGHT | 32、EXT. ST. CLOUD'S - THE HILL - NIGHT,What does Edna state about Hazel being able to cry?,Edna states that Hazel can cry as much as she wants and contradicts Mary Agnes by saying it is not true that Hazel will be sent back for crying.,"Edna contradicts her, saying that is not true, and tells Hazel she can cry as much as she wants.",Character Understanding,broad_coverage_event_chain
38,14、EXT. COUPLE #3'S HOME - NIGHT | 15、EXT. ORPHANAGE - EARLY MORNING | 45、INT. HOSPITAL ROOM - NIGHT,What does the pregnant woman state to Homer while holding his head against her belly?,"She tells him to stay, repeating the words as if anchoring him in place.","She tells him to stay, repeating the words as if anchoring him in place.",Character Understanding,broad_coverage_event_chain
39,37、INT. BABY ROOM - MORNING,Why did Homer change the baby's name from Little Wilbur to Wilbur?,Homer changed the baby's name from Little Wilbur to Wilbur because Larch expressed dislike for the 'Little' part of the name.,"Larch comments that they haven't had a baby named Wilbur in about a year, adding that they used to have dozens, after Homer revises the name to just Wilbur following Larch's objection to the 'Little' prefix.",Causal-Motivational Reasoning,broad_coverage_scene
40,37、INT. BABY ROOM - MORNING | 41、INT./EXT. ORPHANAGE - DAY | 42、INT. GIRLS' DIVISION - NIGHT | 32、EXT. ST. CLOUD'S - THE HILL - NIGHT,What does Edna state about the world as the evening settles in?,Edna states that the world is growing quiet and the fever of life is subsiding.,"Edna's voice carries from beyond the scene, reciting words about shadows lengthening, the evening settling in, the world growing quiet, and the fever of life subsiding.",Character Understanding,broad_coverage_event_chain
41,24、INT. CORRIDOR - DAY | 47、INT. DINING HALL - NIGHT | 21、INT. DISPENSARY - DAY | 5、INT./EXT. ORPHANAGE - DAY,What does Homer state about his willingness to perform abortions?,"Homer states that he does not want to perform abortions, although he has no issue with Larch doing them.","Homer, sounding weary, says again that he only meant he doesn't want to perform abortions, adding that he has no issue with Larch doing them.",Character Understanding,broad_coverage_event_chain
42,"40、INT. WINDOW, CORRIDOR - DAY",What does Curly express about being wanted by others?,Curly expresses that no one ever wants him.,Curly says no one ever wants him.,Character Understanding,broad_coverage_scene
43,24、INT. CORRIDOR - DAY | 47、INT. DINING HALL - NIGHT | 24、INT. CORRIDOR - DAY,What does Homer repeatedly say to himself as he enters the operating room?,Homer repeatedly says 'of use' to himself.,"As Homer opens the door and steps inside, he quietly repeats the words, 'of use, of use, of use,' under his breath.",Character Understanding,broad_coverage_event_chain
44,37、INT. BABY ROOM - MORNING | 42、INT. GIRLS' DIVISION - NIGHT | 32、EXT. ST. CLOUD'S - THE HILL - NIGHT,Why does Carla weep as she walks away from St. Cloud's?,"Carla weeps as she walks away from St. Cloud's because Hazel, whom she likely cared for, has been adopted and left the orphanage, marking a moment of emotional loss.","The sound of Edna's voice lingers as Carla walks down the hill away from St. Cloud's, her figure silhouetted against the sky, weeping, not looking back, following the scene where Hazel is adopted and farewells are said.",Causal-Motivational Reasoning,broad_coverage_event_chain
45,"10、EXT. HILL, ST. CLOUD'S - DAY | 15、EXT. ORPHANAGE - EARLY MORNING",What does Homer say to the pregnant woman while they wait at the orphanage door?,Homer tells her not to be frightened and says that everyone is nice there.,"Homer reaches over and takes her hand. 'Don't be frightened,' he says. 'Everyone is nice here.'",Character Understanding,broad_coverage_event_chain
46,101、EXT. CAPE KENNETH - MOVIE THEATRE - NIGHT|108、INT. WALLY'S CAR - DRIVE-IN THEATRE - EARLY EVENING,How would you describe the relationship between Homer and Candy after their drive-in theatre experience compared to their earlier movie theatre outing?,from trusted companions to developing intimacy,"Earlier, the relationship between Homer Wells and Candy is marked by trusted companions; later, it shifts to developing intimacy.",Role-Relation Continuity,supplementary_cross_scene
47,103、INT. ST. CLOUD'S - DINING HALL - EVENING|131、EXT. ORCHARDS - DAY,How would you describe the evolution of the relationship between Homer Wells and Dr. Larch from their early interactions to the later stages of the film?,from skeptical and dismissive to mentor and protégé,"Earlier, the relationship between Homer Wells and Dr. Larch is marked by skeptical and dismissive; later, it shifts to mentor and protégé.",Role-Relation Continuity,supplementary_cross_scene
48,25、INT. OPERATING ROOM - DAY|27、INT. OPERATING ROOM - DAY,What medical complication arises that leads Larch and Homer to examine her uterus?,Larch and Homer examine Dorothy's uterus after failed abortion,"In the operating room, Larch and Homer stand over a basin containing Dorothy's uterus, studying the disintegrating tissue after a failed abortion.",Narrative Progression,supplementary_cross_scene
49,26、INT. DELIVERY ROOM - DAY|27、INT. OPERATING ROOM - DAY,What pivotal event involving both of them interrupts the flow and leads to the disposal of her uterine tissue?,Larch and Homer examine Dorothy's uterus after failed abortion,"Larch and Homer stand over a basin containing Dorothy's uterus, studying the tissue in silence, as the organ disintegrates with no visible wounds.",Narrative Progression,supplementary_cross_scene
50,35、EXT. ST. CLOUD'S - EARLY MORNING,What does Buster do to Mary Agnes and Clara during the snowball fight that escalates the conflict and leads to their later argument?,Buster hits Mary Agnes and Clara with snowballs,"Buster throws two snowballs that strike Mary Agnes and Clara, prompting Mary Agnes to lunge at him and intensify the fight, which later results in them blaming each other.",Narrative Progression,supplementary_cross_scene
51,47、INT. DINING HALL - NIGHT|48、INT. BOYS' DIVISION - NIGHT (LATER),What do the boys do right after watching King Kong that sets up Fuzzy's question about David Copperfield's father?,Boys climb into bed,The boys climb into bed as Homer adjusts Fuzzy's breathing tent.,Narrative Progression,supplementary_cross_scene
52,9、INT. COUPLE #2'S HOME - DAY|62、INT. KITCHEN - LATE AFTERNOON|63、INT. BOYS' DIVISION - AFTERNOON,"Who is the character that protects Homer Wells, is identified as Wilbur Larch, and works closely with Nurse Edna?",Dr. Larch,"Dr. Larch is in a protective bond relationship with Homer Wells, is in a is Wilbur relationship with Wilbur Larch, and is in a supportive partners relationship with Nurse Edna.",Role-Relation Continuity,supplementary_cross_scene
53,64、EXT. DRIVEWAY - AFTERNOON|74、EXT. CAPE KENNETH - LOBSTER POUND - AFTERNOON|85、EXT. ORCHARDS - MORNING,"Which character is Ray's daughter and maintains a close, trusting bond with Homer Wells while also being romantically involved with Wally?",Candy,"Candy is in a trusting companions relationship with Homer Wells, is in a daughter relationship with Ray, and is in a romantic partners relationship with Wally.",Role-Relation Continuity,supplementary_cross_scene
