id,related_scenes,question,answer,related_context,question_type,question_source
15,16、INT. BRENNAN HOUSE - DOWN THE HALL,What action does Lara take upon exiting the bathroom?,She sees the coat with a water spot and nods to a team member,"She sees the coat with the water spot; nods to a team member, who takes it and bags it under:",Scene Grounding,broad_coverage_scene
16,51、INT. BRENNAN HOUSE - KITCHEN -- NIGHT,"In [51、INT. BRENNAN HOUSE - KITCHEN -- NIGHT], What is John's behavioral state when he sees Lara's hand?",Afraid to move and look up,"John stares at the hand, afraid to move, afraid to look up",Character Understanding,broad_coverage_scene
17,37、INT. JOHN'S BEDROOM -- NIGHT,"In [37、INT. JOHN'S BEDROOM -- NIGHT], What is John's current activity?",Sifting through evidence,As John sifts through the evidence,Character Understanding,broad_coverage_scene
18,35、EXT. GRACE AND GEORGE'S HOUSE - BACK YARD -- LATE AFTERNOON,What does Erit say to John before leaving?,I know you won't want to hear this...,ERIT I know you won't want to hear this...,Character Understanding,broad_coverage_scene
19,31、INT. COURTROOM -- A SHORT TIME LATER,What does John claim about the incident involving Lara's purse?,It was a robbery! Someone stole her purse!,JOHN It was a robbery! Someone stole her purse!,Character Understanding,broad_coverage_scene
20,27、INT. JOHN'S BATHROOM -- NIGHT,What does John say while staring at his watch?,"Twenty-eight, twenty-nine, thirty.","JOHN Twenty-eight, twenty-nine, thirty.",Character Understanding,broad_coverage_scene
21,14、INT. BRENNAN HOUSE - DOWNSTAIRS BATHROOM,What does Lara believe about the blood on her coat?,She believes she doesn't know how the blood got there.,"Lara looks at her coat, wonders how the hell she got blood on her shoulder.",Character Understanding,broad_coverage_scene
22,146、INT. COUNTY JAIL - CORRIDOR -- DAY | 130、INT. BRENNAN HOUSE - BACK DOOR -- NIGHT | 148、INT. MAJOR'S OFFICE -- A SHORT TIME LATER,Why does the Major show John the broken piece of a key?,"The Major shows John the broken piece of a key to warn him about the consequences of his actions, implying that if John is responsible for using the bump key, it could lead to both of John's parents being imprisoned, endangering his children.","The Major places a small metal object on the desk—the broken piece of a key that had jammed in a lock—and uses it to warn John by suggesting that if it was John’s, he should consider what would happen to his children if both parents ended up in prison.",Causal-Motivational Reasoning,broad_coverage_event_chain
23,148、INT. MAJOR'S OFFICE -- A SHORT TIME LATER | 146、INT. COUNTY JAIL - CORRIDOR -- DAY | 147、INT. COUNTY JAIL - ANOTHER CORRIDOR -- DAY,When does John attempt to insert the bump key into the elevator's lock?,John attempts to insert the bump key into the elevator's lock while the group of visitors pauses for a door to open.,"As the group of visitors pauses for a door to open, John moves close to the elevator. He folds his coat over his arm to hide his hand and slips a bump key into the elevator's lock.",Temporal Reasoning,broad_coverage_event_chain
24,135、INT. COUNTY JAIL - CONTACT VISITING ROOM -- MORNING,Why does Lara say she won’t know where to picture John anymore?,"Lara says she won’t know where to picture John anymore because he will no longer be in the familiar places she associates with him, such as on the sofa by the window.","Lara explains that when she closes her eyes, she sees John on the sofa by the window and their son in his bedroom, indicating these are the images she holds of him; with the change in their situation, she won’t know where to picture him anymore.",Causal-Motivational Reasoning,broad_coverage_scene
25,157、EXT. PARK -- DAY,What does John state about remembering Nicole?,"John states that he only remembers her daughter, not her.","When Nicole questions whether John remembers her, he admits with a smile that he actually only remembers her daughter.",Character Understanding,broad_coverage_scene
26,143、EXT. DON'S PARKING LOT - MANCHESTER -- AFTERNOON,What does Mike state about John's desire for the documents?,Mike states that John wants the documents too much and is going to ruin everything because of it.,Mike tells John he wants this too much and is going to mess it up.,Character Understanding,broad_coverage_scene
27,135、INT. COUNTY JAIL - CONTACT VISITING ROOM -- MORNING,What does Lara state about where she pictures John when she closes her eyes?,"Lara states that when she closes her eyes, she pictures John on the sofa by the window.","She says she won't know where to picture him anymore, explaining that when she closes her eyes, she sees him on the sofa by the window and their son in his bedroom.",Character Understanding,broad_coverage_scene
28,170、EXT. P.M.H. LAB -- MORNING | 176、EXT. MEDICAL FACILITY -- DAY | 165、EXT. COUNTY JAIL -- MORNING | 172、EXT. MEDICAL FACILITY -- DAY,What does John do immediately after the driver locks the van and enters the building?,"John approaches the driver's door, checks that no one is watching, and uses a tennis ball to unlock the door.","The driver steps out of the van, locks it with his key fob, and walks into the building, leaving the vehicle unattended. John approaches the driver's door and scans the area, ensuring no one is watching. He places a tennis ball over the key slot, presses down, and pushes it flat. The door lock disengages with a click, and he opens the door.",Temporal Reasoning,broad_coverage_event_chain
29,143、EXT. DON'S PARKING LOT - MANCHESTER -- AFTERNOON | 144、INT. BRENNAN HOUSE - GARAGE -- AFTERNOON | 142、INT. PRIUS - DON'S PARKING LOT - MANCHESTER -- AFTERNOON | 143、EXT. DON'S PARKING LOT - MANCHESTER -- AFTERNOON,What time did John check his watch when he ignored Mick's phone call?,John checked his watch at 2:27 when he ignored Mick's phone call.,"John glances at his watch: 2:27. His phone rings, showing Mick's name on the screen. He presses ignore.",Temporal Reasoning,broad_coverage_event_chain
30,145、INT. COUNTY JAIL - ENTRY HALL -- DAY | 146、INT. COUNTY JAIL - CORRIDOR -- DAY | 151、INT. T-TRAIN -- DAY,What does John state about his attempt to open the elevator lock?,John does not make any verbal statement about his attempt to open the elevator lock.,The passage describes John's actions with the bump key and the lock but does not include any spoken words or direct statements from John regarding the attempt.,Character Understanding,broad_coverage_event_chain
31,144、INT. BRENNAN HOUSE - GARAGE -- AFTERNOON | 142、INT. PRIUS - DON'S PARKING LOT - MANCHESTER -- AFTERNOON | 148、INT. MAJOR'S OFFICE -- A SHORT TIME LATER,What does John state about knowing what a bump key is?,John states that he does not know what a bump key is.,"When the Major asks John if he knows what a bump key is, John shakes his head.",Character Understanding,broad_coverage_event_chain
32,155、EXT. BRENNAN HOUSE -- CONTINUOUS | 156、INT. JOHN'S BEDROOM -- EVENING | 157、EXT. PARK -- DAY,What does John state about Lara's legal situation?,John states that Lara is in prison but insists she is innocent and did not kill the woman.,"John says, 'She's in prison,' and then insists, 'She's innocent. She didn't kill the woman.'",Character Understanding,broad_coverage_event_chain
33,139、INT. BRENNAN HOUSE - GARAGE -- DAY | 161、EXT. PAULA'S HOUSE - BACKYARD -- LATE AFTERNOON,When does John realize that Paula might be in danger?,"John realizes that Paula might be in danger while watering her garden, after recalling their earlier conversation when he sees his open garage across the alley.","Something catches John's attention. He turns and looks back across the alley at his open garage, remembering their earlier conversation. He drops the hose and takes Luke's hand.",Temporal Reasoning,broad_coverage_event_chain
34,145、INT. COUNTY JAIL - ENTRY HALL -- DAY | 165、EXT. COUNTY JAIL -- MORNING | 172、EXT. MEDICAL FACILITY -- DAY,What does John state about how he gained access to the van?,John states that he used a tennis ball to unlock the van door by pressing it over the key slot.,"He places a tennis ball over the key slot, presses down, and pushes it flat. The door lock disengages with a click, and he opens the door.",Character Understanding,broad_coverage_event_chain
35,148、INT. MAJOR'S OFFICE -- A SHORT TIME LATER | 146、INT. COUNTY JAIL - CORRIDOR -- DAY,When does the alarm sound in relation to John's action at the elevator lock?,The alarm sounds after John inserts the bump key into the elevator lock and joins the crowd entering the visiting room.,"John slips a bump key into the elevator's lock while near the back of the group; after he joins the crowd entering the visiting room, a guard tries to use his key, feels resistance, and then the alarm blares.",Temporal Reasoning,broad_coverage_event_chain
36,139、INT. BRENNAN HOUSE - GARAGE -- DAY | 142、INT. PRIUS - DON'S PARKING LOT - MANCHESTER -- AFTERNOON | 176、EXT. MEDICAL FACILITY -- DAY,Why does John reach between the car seats after ignoring the phone call?,"John reaches between the car seats to feel for the gun, likely to reassure himself of its presence after choosing to ignore Mick's call.","After ignoring the call from Mick, John immediately reaches between the car seats, feeling for the gun.",Causal-Motivational Reasoning,broad_coverage_event_chain
37,103、EXT. HILL DISTRICT -- NIGHT|117、EXT. HILL DISTRICT -- NIGHT,How should the relationship between John and Mouss be characterized in 'The Next Three Days'?,from adversarial interaction to mutual antagonism,"Earlier, the relationship between John and Mouss is marked by adversarial interaction; later, it shifts to mutual antagonism.",Role-Relation Continuity,supplementary_cross_scene
38,143、EXT. DON'S PARKING LOT - MANCHESTER -- AFTERNOON,What cautionary remark does Mike make to John right before departing with the money in the parking lot?,Mike warns John about wanting the deal too much,"After handing over the passports and receiving the envelope of money, Mike tells John he wants the deal too much and is going to ruin it.",Narrative Progression,supplementary_cross_scene
39,143、EXT. DON'S PARKING LOT - MANCHESTER -- AFTERNOON,What does Mike confront John about in the parking lot before departing?,Mike confronts John about failing to leave as instructed,"In the parking lot, Mike confronts John for not leaving as instructed, warning him about the risks before departing.",Narrative Progression,supplementary_cross_scene
40,142、INT. PRIUS - DON'S PARKING LOT - MANCHESTER -- AFTERNOON|143、EXT. DON'S PARKING LOT - MANCHESTER -- AFTERNOON,What does Mike confront John about in the parking lot?,Mike confronts John about failing to leave as instructed,"In the parking lot, Mike confronts John for not leaving as instructed and warns him that the man he was watching is a police officer.",Narrative Progression,supplementary_cross_scene
41,142、INT. PRIUS - DON'S PARKING LOT - MANCHESTER -- AFTERNOON|143、EXT. DON'S PARKING LOT - MANCHESTER -- AFTERNOON,What does Mike confront John about when he finds him still in the parking lot?,Mike confronts John about failing to leave as instructed,"In the parking lot, Mike confronts John for not leaving as planned, warning him that he wants the deal too much and will ruin it.",Narrative Progression,supplementary_cross_scene
42,8、INT. LUKE'S ROOM -- NIGHT|10、INT. BRENNAN HOUSE - BATHROOM|271、INT. ELEVATOR LOBBY - P3 LEVEL -- CONTINUOUS,Who is Luke's mother and finds herself in ongoing conflict with both her husband John and the pursuing Lieutenant Nabulsi?,Lara Brennan,"Lara Brennan is in a mother relationship with Luke, is in a ongoing antagonism relationship with John, and is in a pursuer and pursued relationship with Lieutenant Nabulsi.",Role-Relation Continuity,supplementary_cross_scene
43,3、EXT. STEAK HOUSE PARKING LOT -- NIGHT|19、INT. JOHN'S BEDROOM -- NIGHT|31、INT. COURTROOM -- A SHORT TIME LATER,"Which character is Lara Brennan's husband, Luke's father, and collaborates with Meyer on legal appeals?",John,"John is in a close companions relationship with Lara Brennan, is in a father relationship with Luke, and is in a trusted legal team relationship with Meyer.",Role-Relation Continuity,supplementary_cross_scene
