id,related_scenes,question,answer,related_context,question_type,question_source
33,43、INT. TERMINAL | 40、INT. ROCKET HANGAR | 44、INT. MENTAL HOSPITAL,What does Ted state about his intentions when following Elaine?,Ted states that he is going straight to mission control because someone has to listen to him.,He insists that someone has to listen to him and declares he is going straight to mission control.,Character Understanding,broad_coverage_event_chain
34,21、EXT. REAR OF TERMINAL BUILDING - NIGHT,What does Sarg state about his availability to join Marge?,Sarg states that he cannot join Marge and tells her to go without him because they have a condition red.,"Sarg tells his wife Marge that he cannot join her, saying, 'Marge, you better go without me. We've got a condition red.'",Character Understanding,broad_coverage_scene
35,40、INT. ROCKET HANGAR | 44、INT. MENTAL HOSPITAL,Why did Simon have Ted sedated during the rocket test operation?,"Simon had Ted sedated because he claimed Ted was a danger to himself and the mission, and that his behavior threatened peace in the Middle East.","Simon puts his arm around Elaine, telling her that Ted is a danger to himself and to the mission, and that his behavior threatens peace in the Middle East.",Causal-Motivational Reasoning,broad_coverage_event_chain
36,20、EXT. TERMINAL - NIGHT | 39、INT. TERMINAL - ANOTHER AREA | 40、INT. ROCKET HANGAR,What does Simon state about Ted during the confrontation with the guards?,Simon states that Ted is a danger to himself and a threat to the mission.,"Simon comforts her as she cries, saying Ted is a danger to himself and a threat to the mission.",Character Understanding,broad_coverage_event_chain
37,44、INT. MENTAL HOSPITAL | 43、INT. TERMINAL | 44、INT. MENTAL HOSPITAL,What does Ted say when Elaine tries to say goodbye?,Ted says there should be no goodbyes and tells Elaine to just go.,"He says, 'No goodbyes, Elaine. Just go,' when she leans in to kiss him.",Character Understanding,broad_coverage_event_chain
38,38、INT. TERMINAL | 40、INT. ROCKET HANGAR | 44、INT. MENTAL HOSPITAL,Why does Ted believe Simon is a threat to the mission?,"Ted believes Simon is a threat to the mission because he thinks Simon is ignoring critical safety issues, such as wiring that shorts out under high temperatures, and covering up Ted's warnings by discrediting his mental state.","Ted points to a section of wiring, insisting it shorts out under high temperatures, but Simon brushes him off and claims the wiring meets safety standards. Ted accuses Simon of spreading rumors about his mental state, and later warns Simon he won't get away with it, indicating he believes Simon is compromising the mission's integrity.",Causal-Motivational Reasoning,broad_coverage_event_chain
39,20、EXT. TERMINAL - NIGHT | 39、INT. TERMINAL - ANOTHER AREA | 43、INT. TERMINAL | 40、INT. ROCKET HANGAR,Why does Simon believe Ted must be stopped and sedated during the rocket test operation?,"Simon believes Ted must be stopped and sedated because he sees Ted's behavior as a danger to himself and the mission, and as a threat to peace in the Middle East.","Simon puts his arm around Elaine, telling her that Ted is a danger to himself and to the mission, and that his behavior threatens peace in the Middle East.",Causal-Motivational Reasoning,broad_coverage_event_chain
40,39、INT. TERMINAL - ANOTHER AREA | 40、INT. ROCKET HANGAR | 43、INT. TERMINAL | 44、INT. MENTAL HOSPITAL,Why does Simon believe Ted must be stopped from interfering with the Mercury mission?,"Simon believes Ted must be stopped because he sees Ted's behavior as a danger to himself, the mission, and global peace, particularly in the Middle East.","Simon holds Elaine and says that Ted is a danger to himself and to the mission, and that his behavior threatens peace in the Middle East.",Causal-Motivational Reasoning,broad_coverage_event_chain
41,39、INT. TERMINAL - ANOTHER AREA | 44、INT. MENTAL HOSPITAL | 40、INT. ROCKET HANGAR,What does Elaine state about her reason for leaving Ted?,Elaine states that she cannot stay with someone who won't face reality and that it is best for everyone.,She explains she can’t stay with someone who won’t face reality and says it’s best for everyone.,Character Understanding,broad_coverage_event_chain
42,50、INT. TERMINAL | 40、INT. ROCKET HANGAR | 43、INT. TERMINAL | 44、INT. MENTAL HOSPITAL,Why was Ted sedated during the rocket test operation?,"Ted was sedated because his behavior was seen as a danger to himself and the mission, and it was believed to threaten peace in the Middle East.","Simon tells Elaine that Ted is a danger to himself and to the mission, and that his behavior threatens peace in the Middle East, justifying the sedation.",Causal-Motivational Reasoning,broad_coverage_event_chain
43,40、INT. ROCKET HANGAR | 43、INT. TERMINAL | 44、INT. MENTAL HOSPITAL,What does Simon state about Ted's behavior?,"Simon states that Ted is a danger to himself and to the mission, and that his behavior threatens peace in the Middle East.","Simon tells Elaine that Ted is a danger to himself and to the mission, and that his behavior threatens peace in the Middle East.",Character Understanding,broad_coverage_event_chain
44,38、INT. TERMINAL | 39、INT. TERMINAL - ANOTHER AREA | 40、INT. ROCKET HANGAR | 43、INT. TERMINAL | 44、INT. MENTAL HOSPITAL,What does Ted state about the evidence regarding the mission?,Ted states that the evidence is all in the specifications.,"Ted accuses her of being just like the others and snatches a set of design plans from a passing technician, shouting that the evidence is all in the specifications.",Character Understanding,broad_coverage_event_chain
45,39、INT. TERMINAL - ANOTHER AREA | 41、INT. TERMINAL - OUTSIDE DRUGSTORE,What does Elaine state about Simon's emotional stability?,Elaine states that Simon doesn't know the meaning of fear.,"She says Simon is stable, a good provider, and doesn't know the meaning of fear.",Character Understanding,broad_coverage_event_chain
46,"23、EXT. TERMINAL, PASSENGER ARRIVAL AREA - NIGHT",What does the porter state about dogs on the shuttle?,The porter states that dogs are not allowed on the shuttle.,The porter shakes his head and says no dogs are allowed on the shuttle.,Character Understanding,broad_coverage_scene
47,44、INT. MENTAL HOSPITAL | 43、INT. TERMINAL | 44、INT. MENTAL HOSPITAL,What does Ted say when Elaine tries to say goodbye?,Ted says there will be no goodbyes and tells her to leave.,"Ted tells her there will be no goodbyes, only for her to leave.",Character Understanding,broad_coverage_event_chain
48,103、INT. CABIN - OUTSIDE TOILET|106、EXT. GRAVESIDE - RAINY DAY,"How would you describe the evolution of Ted Striker and Elaine's relationship by the time of the rainy funeral scene, especially in contrast to their earlier strained encounter?",from former romantic partners to close and affectionate partners,"Earlier, the relationship between Ted Striker and Elaine is marked by former romantic partners; later, it shifts to close and affectionate partners.",Role-Relation Continuity,supplementary_cross_scene
49,32、INT. HOTEL ROOM - DAY|44、INT. MENTAL HOSPITAL|172、INT. CABIN,"Which character is romantically involved with Elaine, has an adversarial relationship with Simon Kurtz, and collaborates with Mr. Coffee as a trusted technical partner?",Ted Striker,"Ted Striker is in a in a relationship with relationship with Elaine, is in a mutual antagonism relationship with Simon Kurtz, and is in a trusted technical partners relationship with Mr. Coffee.",Role-Relation Continuity,supplementary_cross_scene
50,33、EXT. TOWN SQUARE - DAY,What specific question from the soldier during the interrogation causes the second peasant to panic and flee?,Soldier interrogates second peasant about drug dealing or communism,"In the town square, the soldier asks the second peasant, 'Drug dealer or communist?' This causes the peasant to panic and run, leading to soldiers opening fire and a chase to Hotel.",Narrative Progression,supplementary_cross_scene
51,39、INT. TERMINAL - ANOTHER AREA|40、INT. ROCKET HANGAR,What does Simon do to dismiss Ted and pull Elaine away after Ted's interruption?,Simon dismisses Ted as still unwell and pulls Elaine away,"Simon tells Elaine that Ted is still sick, then takes her by the arm and leads her away.",Narrative Progression,supplementary_cross_scene
52,40、INT. ROCKET HANGAR|44、INT. MENTAL HOSPITAL,What interrupts Ted Striker's attempt to expose the faulty wiring in the rocket hangar?,Guards apprehend Ted as he struggles and rants,"Simon signals the guards, who move in and grab Ted as he struggles and shouts, waving design plans and insisting there is something wrong with the wiring.",Narrative Progression,supplementary_cross_scene
53,41、INT. TERMINAL - OUTSIDE DRUGSTORE|42、INT. DRUGSTORE,What does the druggist give Simon in the drugstore that leads to him walking through a window?,Druggist gives Simon a bottle of anti-fear pills,"The Druggist hands Simon a huge bottle of pills; The label reads, 'ANTI-FEAR PILLS.",Narrative Progression,supplementary_cross_scene
54,41、INT. TERMINAL - OUTSIDE DRUGSTORE|44、INT. MENTAL HOSPITAL|88、INT. COCKPIT,"Which character navigates a rivalry with Ted Striker, a romance with Simon Kurtz, and professional deference to Captain Oveur?",Elaine,"Elaine is in a ongoing adversaries relationship with Ted Striker, is in a romantic partners relationship with Simon Kurtz, and is in a subordinate trust in command relationship with Oveur.",Role-Relation Continuity,supplementary_cross_scene
