id,related_scenes,question,answer,related_context,question_type,question_source
12,63、INT. ROSE THEATER - DAY,"In [63、INT. ROSE THEATER - DAY], What advice does Polonius give about handling quarrels?","Beware of entrance to a quarrel, but being in, bear it that the opposed may beware of thee.","""POLONIUS"" (over-acting) ...Beware of entrance to a quarrel, but being in, bear it that the opposed may beware of thee. Give every man thy ear, but few thy voice, take each man's censure, but reserve thy judgment....",Character Understanding,broad_coverage_scene
13,44、EXT. THE CITY GATES OF LONDON - DAY,What is displayed above the city gate?,The severed heads of murderers sit on pikes.,"Above the gate, the severed heads of murderers sit on pikes.",Scene Grounding,broad_coverage_scene
14,23、INT. HEDINGHAM CASTLE - GREAT HALL - NIGHT,"In [23、INT. HEDINGHAM CASTLE - GREAT HALL - NIGHT], What costume does Boy Oxford wear?",A winged costume for the character of 'Puck',wears a winged costume for the character of 'Puck',Scene Grounding,broad_coverage_scene
15,5、EXT. BANKSIDE LONDON - 1604 NIGHT,"In [5、EXT. BANKSIDE LONDON - 1604 NIGHT], What is Jonson's emotional state as he approaches the theater?",He is frantic.,He frantically opens the wooden door to the theater,Character Understanding,broad_coverage_scene
16,38、INT. WHITEHALL PALACE - OLD ELIZABETH'S BEDROOM - DAY,"In [38、INT. WHITEHALL PALACE - OLD ELIZABETH'S BEDROOM - DAY], Where does Robert sneak into?",The room behind William Cecil,William Cecil hasn't realized that his son Robert has sneaked in the room behind him to listen in.,Scene Grounding,broad_coverage_scene
17,62、INT./EXT. THE ROSE THEATER - DAY,"In [62、INT./EXT. THE ROSE THEATER - DAY], What is the behavioral state of the Mermaid's Wits while watching Shakespeare?",Watching with stony silence,He looks up to see the Mermaid's Wits all watching him with stony silence.,Character Understanding,broad_coverage_scene
18,54、INT. RICHMOND PALACE - GREAT HALL - NIGHT,What does Young Elizabeth say about Young Oxford's play?,We liked your play tonight very much. Your young King Henry reminded us of you.,Young Elizabeth: 'We liked your play tonight very much. Your young King Henry reminded us of you.',Character Understanding,broad_coverage_scene
19,70、INT. CECIL HOUSE - WILLIAM CECIL'S STUDY - DAY,"In [70、INT. CECIL HOUSE - WILLIAM CECIL'S STUDY - DAY], What is William Cecil's physical condition?","Deathly ill, pale, and sweaty",William Cecil is pale and sweaty-- he is deathly ill,Character Understanding,broad_coverage_scene
20,62、INT./EXT. THE ROSE THEATER - DAY,"In [62、INT./EXT. THE ROSE THEATER - DAY], What is the emotional state of Jonson and the Wits after each performance?",More and more depressed,"And as each play is seen, Jonson and the rest of the Wits seem more and more depressed.",Character Understanding,broad_coverage_scene
21,63、INT. ROSE THEATER - DAY,What does Polonius suggest about giving voice to others?,"Give every man thy ear, but few thy voice.","""POLONIUS"" (over-acting) ...Beware of entrance to a quarrel, but being in, bear it that the opposed may beware of thee. Give every man thy ear, but few thy voice, take each man's censure, but reserve thy judgment....",Character Understanding,broad_coverage_scene
22,70、INT. CECIL HOUSE - WILLIAM CECIL'S STUDY - DAY,"In [70、INT. CECIL HOUSE - WILLIAM CECIL'S STUDY - DAY], What emotional state does Robert Cecil display when his father is angry?",Hurt,Robert Cecil looks hurt by his father's anger,Character Understanding,broad_coverage_scene
23,57、EXT. RICHMOND PALACE - BALCONY - SAME TIME,What does Bessie tell William Cecil about the queen's whereabouts?,The queen went riding with the Earl of Oxford.,BESSIE My lord. Her majesty went riding with the Earl of Oxford.,Character Understanding,broad_coverage_scene
24,61、INT. THE MERMAID'S TAVERN - DAY,"In [61、INT. THE MERMAID'S TAVERN - DAY], What belief does Nashe express about Shakespeare's capabilities?",He's a one-trick pony.,NASHE: A one-trick pony. He'll never be able to do it again.,Character Understanding,broad_coverage_scene
25,21、INT. CECIL HOUSE - GREAT HALL - DUSK,"In [21、INT. CECIL HOUSE - GREAT HALL - DUSK], What attire does Essex have when accompanying Elizabeth?",A splendid jewel-encrusted doublet,"Essex is on her arm, dressed in a splendid jewel-encrusted doublet.",Scene Grounding,broad_coverage_scene
26,15、INT. THE ENTRY OF THE ROSE THEATER - CONTINUOUS,What does Ben Jonson state about the nature of the play during the premiere of Hamlet?,Ben Jonson states that the play is a comedy and not an act of treason.,Jonson insists the play is a comedy and not an act of treason.,Character Understanding,broad_coverage_scene
27,16、INT. A JAIL CELL - DAY | 27、EXT. OXFORD STONE - GARDEN - DAY | 28、EXT. MAZE - DAY,What does Jonson express when he learns his release from prison was not officially sanctioned?,Jonson expresses panic and concern upon learning his release was not officially sanctioned.,"Jonson grows uneasy and whispers in a panicked tone, asking if his release was not officially sanctioned.",Character Understanding,broad_coverage_event_chain
28,48、EXT/INT. ROSE THEATER - DAY | 15、INT. THE ENTRY OF THE ROSE THEATER - CONTINUOUS | 19、EXT. ESSEX HOUSE - DAY,What does Oxford state about the person he realizes is the playwright?,Oxford states that he is shocked to realize the playwright is an actor.,"Oxford stares in disbelief and exclaims, 'An actor?!' upon realizing that the playwright he has been discussing is not only present but performing before him.",Character Understanding,broad_coverage_event_chain
29,49、INT. OXFORD STONE - STUDY - DAY | 5、EXT. BANKSIDE LONDON - 1604 NIGHT | 9、EXT/INT. THE ROSE THEATER - CONTINUOUS,What happens after Jonson receives the manuscript from Oxford?,Jonson runs to the theater and enters it with the manuscript.,"Jonson runs up the street holding the manuscript, his steps quick and urgent. He reaches the large circular theater and grabs the wooden door, pulling it open as he steps inside.",Temporal Reasoning,broad_coverage_event_chain
30,10、EXT. THE ROSE THEATER - NIGHT,What does Jonson do when he hears the fireworks ignite beneath the stage?,Jonson turns to look when he hears the fireworks ignite.,"The sound jolts Jonson. He turns just as the timbers of the theater give way, crashing down in a storm of sparks and smoke, while fireworks burst violently overhead.",Character Understanding,broad_coverage_scene
31,50、INT. OXFORD STONE - HALLWAY - DAY | 27、EXT. OXFORD STONE - GARDEN - DAY | 28、EXT. MAZE - DAY,What does Anne do when she sees Jonson leaving Oxford's study?,She sees Jonson but does not speak or call out to him.,"When she saw Jonson coming toward her, her eyes briefly widened. She did not speak, nor did she call out to him. She held her silence and continued on her way.",Character Understanding,broad_coverage_event_chain
32,24、INT. HEDINGHAM CASTLE - KITCHEN - LATER | 23、INT. HEDINGHAM CASTLE - GREAT HALL - NIGHT | 24、INT. HEDINGHAM CASTLE - KITCHEN - LATER,What does Young Elizabeth state about her hope for salvation if plays are sinful?,She hopes her salvation is delayed until very late in life if plays are truly sinful.,"Elizabeth says that if plays are truly sinful, she hopes her own salvation is delayed until very late in life.",Character Understanding,broad_coverage_event_chain
33,31、INT. CECIL HOUSE - HALLWAY - DAY | 32、INT. CECIL HOUSE - GREAT HALL - DAY,What does Young Oxford state about how long he will stay at the Cecil household?,"Young Oxford states that he will stay at the Cecil household only until he reaches maturity, as ordered by the Queen.","Oxford replies that he will stay only until he reaches maturity, as ordered by the Queen.",Character Understanding,broad_coverage_event_chain
34,38、INT. WHITEHALL PALACE - OLD ELIZABETH'S BEDROOM - DAY | 39、INT. CECIL HOUSE - GREAT HALL - DAY | 40、INT. WESTMINSTER ABBEY - DAY,What does William Cecil state he can do about the incident involving Young Oxford?,"William Cecil states that he can conceal the incident by claiming self-defense, asserting that the other man drew his sword first.","He declares that the incident can be concealed by claiming self-defense, saying the other man drew his sword first.",Character Understanding,broad_coverage_event_chain
35,17、INT. TENNIS COURT AT ESSEX HOUSE - DAY | 19、EXT. ESSEX HOUSE - DAY | 21、INT. CECIL HOUSE - GREAT HALL - DUSK,Why did Essex present Southampton's gift to the Queen instead of Southampton doing so himself?,"Essex presented the gift to the Queen because he was positioned at her side when she entered the hall and took the initiative to announce Southampton's offering, which prompted her to look toward Southampton in expectation.","Essex, standing at the Queen's side as she enters the hall, turns to her and says that the Lord of Southampton has a gift. Elizabeth's eyes brighten at the mention of a present. Southampton remains in place as the Queen looks toward him, her expression expectant, while Essex stands close beside her, watching.",Causal-Motivational Reasoning,broad_coverage_event_chain
36,19、EXT. ESSEX HOUSE - DAY | 21、INT. CECIL HOUSE - GREAT HALL - DUSK,What does Oxford state about the gift he gives to Southampton?,"Oxford states that he has a gift for Southampton to deliver, which is elaborate and carefully prepared, but he does not state the gift’s purpose, contents, or intended recipient.","He asks Southampton to deliver a gift—something elaborate and carefully prepared. The gift’s purpose, contents, and intended recipient are not spoken aloud.",Character Understanding,broad_coverage_event_chain
37,31、INT. CECIL HOUSE - HALLWAY - DAY | 32、INT. CECIL HOUSE - GREAT HALL - DAY | 33、INT. CECIL HOUSE - HALLWAY - DAY | 34、INT. CECIL HOUSE - YOUNG OXFORD'S ROOM - DAY,Why did the servant hide behind the tapestry when Young Oxford entered the chamber?,The servant hid because he heard Young Oxford's approaching footsteps and did not want to be seen while holding stolen parchments.,"The servant freezes at the sound of approaching footsteps, grabs a handful of parchments, and hides behind the tapestry as Young Oxford enters the chamber.",Causal-Motivational Reasoning,broad_coverage_event_chain
38,17、INT. TENNIS COURT AT ESSEX HOUSE - DAY | 18、INT. CHANGING ROOMS/ESSEX HOUSE - DAY | 19、EXT. ESSEX HOUSE - DAY,What does Southampton state about his belief regarding Essex's parentage?,"Southampton states that it is no rumor that Essex is the son of the Queen, insisting that anyone can see the Queen's likeness in him and that everyone believes he is her son.","Southampton insists it is no rumor—that anyone can see the Queen's likeness in Essex, and that everyone believes he is her son.",Character Understanding,broad_coverage_event_chain
39,15、INT. THE ENTRY OF THE ROSE THEATER - CONTINUOUS,Why does the nobleman leave the theater abruptly during the performance?,"The nobleman leaves abruptly because he is offended by Shakespeare's satirical portrayal of Fastidious, which mocks excessive vanity and inappropriate behavior, and the audience's laughter at his reaction suggests he feels personally targeted.","The audience notices, laughs louder, and points at his hasty exit, indicating his reaction is tied to the mockery of Fastidious, whom Shakespeare ridicules for his grooming habits and visits to places like the pig-house and whore-house.",Causal-Motivational Reasoning,broad_coverage_scene
40,28、EXT. MAZE - DAY | 49、INT. OXFORD STONE - STUDY - DAY | 28、EXT. MAZE - DAY,What does Oxford state about the plays he has written?,"Oxford states that he has written many plays, some of which have been performed at court and others that have never been seen, and that he intends for Jonson to put his name to all of them.","He reveals he has written many plays, some performed at court, others never seen. He intends for Jonson to put his name to all of them.",Character Understanding,broad_coverage_event_chain
41,12、INT. TOWER OF LONDON - AN INTERROGATION ROOM - DAWN,What sarcastic response to a question about his preferred play genre leads to him being struck?,Benjamin Jonson responds sarcastically to question about preferred play genre,"In the interrogation scene, Jonson mocks the interrogator by sarcastically listing play genres—pastoral, historical, or a mix—when asked about his plays, which provokes a guard to.",Narrative Progression,supplementary_cross_scene
42,21、INT. CECIL HOUSE - GREAT HALL - DUSK|31、INT. CECIL HOUSE - HALLWAY - DAY|152、INT. WHITEHALL PALACE - HALLWAY - CONTINUOUS,"Which character is defined by his adversarial relationships with Essex and Oxford, and is the son of William Cecil?",Robert Cecil,"Robert Cecil is in a ongoing adversaries relationship with Earl Of Essex, is in a son relationship with William Cecil, and is in a ongoing adversaries relationship with Oxford.",Role-Relation Continuity,supplementary_cross_scene
43,28、EXT. MAZE - DAY|152、INT. WHITEHALL PALACE - HALLWAY - CONTINUOUS|158、INT. WHITEHALL PALACE - AUDIENCE CHAMBER - DAY,"Which character is Ben Jonson's patron, Queen Elizabeth's son, and Southampton's father?",Oxford,"Oxford is in a patron and protégé relationship with Ben Jonson, is in a son relationship with Queen Elizabeth, and is in a father relationship with Southampton.",Role-Relation Continuity,supplementary_cross_scene
44,166、INT. OXFORD STONE - OXFORD'S BEDROOM - CONTINUOUS|167、INT. OXFORD STONE - OUTSIDE OXFORD'S BEDROOM - DUSK,How should the relationship between Ben Jonson and Oxford be described in the moments surrounding Oxford's deathbed scene?,from mutual trust in authorship to mutual reverence,"Earlier, the relationship between Ben Jonson and Oxford is marked by mutual trust in authorship; later, it shifts to mutual reverence.",Role-Relation Continuity,supplementary_cross_scene
45,23、INT. HEDINGHAM CASTLE - GREAT HALL - NIGHT|24、INT. HEDINGHAM CASTLE - KITCHEN - LATER,What does Young Elizabeth do right after Boy Oxford's performance that allows her to defuse the tension with William Cecil later?,Young Elizabeth expresses delight at the performance,"After the play, Young Elizabeth claps with delight and laughs, showing her positive reaction to Boy Oxford's performance.",Narrative Progression,supplementary_cross_scene
46,27、EXT. OXFORD STONE - GARDEN - DAY,What does Oxford admit to Jonson about the circumstances of his release from prison?,Oxford confirms he secured Jonson's freedom with difficulty,"In the garden scene, Oxford confirms to Jonson that he secured his freedom with difficulty, as revealed when he explains using his father-in-law's name.",Narrative Progression,supplementary_cross_scene
47,39、INT. CECIL HOUSE - GREAT HALL - DAY|30、INT. CECIL HOUSE - HALLWAY - DAY,What does William Cecil do after confronting Robert Cecil that causes Robert to become upset and stare out the window?,William Cecil slams door after confronting Robert Cecil,"William Cecil confronts Robert about the play and Edward's return, then slams the door as he leaves, prompting Robert to walk to a window and stare out, visibly distressed.",Narrative Progression,supplementary_cross_scene
