movie_id,language,row_count,relative_path
en4f8be69c09c643ddb50e5d728ced107f,English,53,data/per_movie/English/en4f8be69c09c643ddb50e5d728ced107f/question_pairs_merged.csv
en5901146f32f0412995212ecc9f7e694c,English,43,data/per_movie/English/en5901146f32f0412995212ecc9f7e694c/question_pairs_merged.csv
en5a2464c851a44d5e814a92455b48783b,English,53,data/per_movie/English/en5a2464c851a44d5e814a92455b48783b/question_pairs_merged.csv
en5e7d0ab69a264987ad93be4a13bf5670,English,44,data/per_movie/English/en5e7d0ab69a264987ad93be4a13bf5670/question_pairs_merged.csv
en6277019821914a26ba881ef5d254969f,English,40,data/per_movie/English/en6277019821914a26ba881ef5d254969f/question_pairs_merged.csv
en6301ea1cf28f477a974e7cb126420d26,English,53,data/per_movie/English/en6301ea1cf28f477a974e7cb126420d26/question_pairs_merged.csv
en6825fec0dcce429abef2b213d6372bbd,English,70,data/per_movie/English/en6825fec0dcce429abef2b213d6372bbd/question_pairs_merged.csv
en69e9830df5f14930bfd6ec2e9744f84e,English,44,data/per_movie/English/en69e9830df5f14930bfd6ec2e9744f84e/question_pairs_merged.csv
en6e3adb1c4f5546c4a6178969b0cb2f43,English,55,data/per_movie/English/en6e3adb1c4f5546c4a6178969b0cb2f43/question_pairs_merged.csv
en70e2a8ef10674e9584d2d665ba2a59db,English,72,data/per_movie/English/en70e2a8ef10674e9584d2d665ba2a59db/question_pairs_merged.csv
en71e5903530494ef792e87e8915c657c4,English,53,data/per_movie/English/en71e5903530494ef792e87e8915c657c4/question_pairs_merged.csv
en75adf53b6d3142588f900aaa97847091,English,41,data/per_movie/English/en75adf53b6d3142588f900aaa97847091/question_pairs_merged.csv
en78cb624224a74387bfcbba89fcafa933,English,45,data/per_movie/English/en78cb624224a74387bfcbba89fcafa933/question_pairs_merged.csv
en7ca13db75ab44faa9d147be6e5540ab7,English,73,data/per_movie/English/en7ca13db75ab44faa9d147be6e5540ab7/question_pairs_merged.csv
en7e3d15d9e49b4e4aa78528e4f2d0e9c3,English,43,data/per_movie/English/en7e3d15d9e49b4e4aa78528e4f2d0e9c3/question_pairs_merged.csv
en7f8648f5449c4f9da46febfd68cdbd58,English,64,data/per_movie/English/en7f8648f5449c4f9da46febfd68cdbd58/question_pairs_merged.csv
en81542a899b344c4685a873aead53bff1,English,50,data/per_movie/English/en81542a899b344c4685a873aead53bff1/question_pairs_merged.csv
en84ff0693fcff4a248aac61e40934aab5,English,56,data/per_movie/English/en84ff0693fcff4a248aac61e40934aab5/question_pairs_merged.csv
en8546b56484754b42b4bc1b26acaff242,English,54,data/per_movie/English/en8546b56484754b42b4bc1b26acaff242/question_pairs_merged.csv
en8549e3d0b5db47a98dea7624fcdf2a0c,English,52,data/per_movie/English/en8549e3d0b5db47a98dea7624fcdf2a0c/question_pairs_merged.csv
en891ad2b0053b41d48ce33f75cc636305,English,54,data/per_movie/English/en891ad2b0053b41d48ce33f75cc636305/question_pairs_merged.csv
en8dc9b5e23f324c86a3593ba801f672ac,English,44,data/per_movie/English/en8dc9b5e23f324c86a3593ba801f672ac/question_pairs_merged.csv
en8e1f5d05ae954087a5822c031ecf9d3b,English,41,data/per_movie/English/en8e1f5d05ae954087a5822c031ecf9d3b/question_pairs_merged.csv
en907f369c73384a6a9b4d5cc8b683203a,English,47,data/per_movie/English/en907f369c73384a6a9b4d5cc8b683203a/question_pairs_merged.csv
en97608cba906d4e549dfa0a6a4964fb63,English,51,data/per_movie/English/en97608cba906d4e549dfa0a6a4964fb63/question_pairs_merged.csv
en97cd44f4ac92471e9137b4d2262a4dac,English,42,data/per_movie/English/en97cd44f4ac92471e9137b4d2262a4dac/question_pairs_merged.csv
en98f7f7e775624d9a8b43bd900ef12a36,English,54,data/per_movie/English/en98f7f7e775624d9a8b43bd900ef12a36/question_pairs_merged.csv
ena1acdede6d524bffaf3a93bf0087206c,English,41,data/per_movie/English/ena1acdede6d524bffaf3a93bf0087206c/question_pairs_merged.csv
ena8f6324d99f04af0961fa7d98f9af983,English,59,data/per_movie/English/ena8f6324d99f04af0961fa7d98f9af983/question_pairs_merged.csv
enadb2496983c5461982b98e1afd844b33,English,73,data/per_movie/English/enadb2496983c5461982b98e1afd844b33/question_pairs_merged.csv
enae65d9ec6fc04e98899464a06a5ccf62,English,59,data/per_movie/English/enae65d9ec6fc04e98899464a06a5ccf62/question_pairs_merged.csv
enb43327ef98f144afae56e30053028568,English,48,data/per_movie/English/enb43327ef98f144afae56e30053028568/question_pairs_merged.csv
enb557c570b673482eb52293536d886051,English,61,data/per_movie/English/enb557c570b673482eb52293536d886051/question_pairs_merged.csv
enb844ecabcc7f4bc380cc87b5d3e24348,English,64,data/per_movie/English/enb844ecabcc7f4bc380cc87b5d3e24348/question_pairs_merged.csv
enba0f98e3fab842c387810d1e1085d5e0,English,54,data/per_movie/English/enba0f98e3fab842c387810d1e1085d5e0/question_pairs_merged.csv
enbb5dfbf639f341a8a5e95832409357b3,English,61,data/per_movie/English/enbb5dfbf639f341a8a5e95832409357b3/question_pairs_merged.csv
enbb70fec49be04d91b97f930985c5432f,English,47,data/per_movie/English/enbb70fec49be04d91b97f930985c5432f/question_pairs_merged.csv
enbbd7083882674c1fa0c668d4d7331e22,English,52,data/per_movie/English/enbbd7083882674c1fa0c668d4d7331e22/question_pairs_merged.csv
enc05e4f27bd8448ebaf9883c64aa4d599,English,48,data/per_movie/English/enc05e4f27bd8448ebaf9883c64aa4d599/question_pairs_merged.csv
enc06bd10943f9488ea14f5db2174b4779,English,60,data/per_movie/English/enc06bd10943f9488ea14f5db2174b4779/question_pairs_merged.csv
enc2f5fbfaed0d40bdb7bea61090a8df6c,English,62,data/per_movie/English/enc2f5fbfaed0d40bdb7bea61090a8df6c/question_pairs_merged.csv
enc6e53029ab49475dbb82bf89a57e1a42,English,59,data/per_movie/English/enc6e53029ab49475dbb82bf89a57e1a42/question_pairs_merged.csv
enc76f658069e44354af1c5f8ab366d9ff,English,61,data/per_movie/English/enc76f658069e44354af1c5f8ab366d9ff/question_pairs_merged.csv
enca11f6b8ddcc4844a5ee14e1c7b9762e,English,44,data/per_movie/English/enca11f6b8ddcc4844a5ee14e1c7b9762e/question_pairs_merged.csv
ence0f8f6cc6994a0b9b565d6910852f82,English,51,data/per_movie/English/ence0f8f6cc6994a0b9b565d6910852f82/question_pairs_merged.csv
encfd3090ddb3146318f2edf3bf6807b30,English,41,data/per_movie/English/encfd3090ddb3146318f2edf3bf6807b30/question_pairs_merged.csv
end1e9449b581f407491eab2f5742a7478,English,45,data/per_movie/English/end1e9449b581f407491eab2f5742a7478/question_pairs_merged.csv
end30e8354cc2549e29114e0b2f142ca37,English,42,data/per_movie/English/end30e8354cc2549e29114e0b2f142ca37/question_pairs_merged.csv
end5a824f9c5a34d1b8b0181b434ae6674,English,54,data/per_movie/English/end5a824f9c5a34d1b8b0181b434ae6674/question_pairs_merged.csv
enda758a230fce4106a0a250e267fdbab8,English,46,data/per_movie/English/enda758a230fce4106a0a250e267fdbab8/question_pairs_merged.csv
endd6934919fe24835b367651ac58b0d6d,English,55,data/per_movie/English/endd6934919fe24835b367651ac58b0d6d/question_pairs_merged.csv
endf4af255fff1417397ad8dc82d404df7,English,54,data/per_movie/English/endf4af255fff1417397ad8dc82d404df7/question_pairs_merged.csv
endffac0563af542049ec8e89fb53065ba,English,57,data/per_movie/English/endffac0563af542049ec8e89fb53065ba/question_pairs_merged.csv
ene1433f380b2d4da7b5a3781c6512968f,English,64,data/per_movie/English/ene1433f380b2d4da7b5a3781c6512968f/question_pairs_merged.csv
ene1511ec4987a483f84d938257332734c,English,61,data/per_movie/English/ene1511ec4987a483f84d938257332734c/question_pairs_merged.csv
ene31a5765eef2481ba7f4a03de7180508,English,47,data/per_movie/English/ene31a5765eef2481ba7f4a03de7180508/question_pairs_merged.csv
ene7ea5a09bac248ef93cb96fea57e1d53,English,40,data/per_movie/English/ene7ea5a09bac248ef93cb96fea57e1d53/question_pairs_merged.csv
ene827f5ab63c84c2eb5d32f6d149e9b5d,English,40,data/per_movie/English/ene827f5ab63c84c2eb5d32f6d149e9b5d/question_pairs_merged.csv
ene9057ea21d1c4171b3eb1b705a5763fb,English,50,data/per_movie/English/ene9057ea21d1c4171b3eb1b705a5763fb/question_pairs_merged.csv
enea12b0b06c5e46f799710f03435ecaa4,English,59,data/per_movie/English/enea12b0b06c5e46f799710f03435ecaa4/question_pairs_merged.csv
enea9d585da5e24885b289f0eb491f42ae,English,46,data/per_movie/English/enea9d585da5e24885b289f0eb491f42ae/question_pairs_merged.csv
enec3061f1b9d346fa84285a8f3eb111ba,English,50,data/per_movie/English/enec3061f1b9d346fa84285a8f3eb111ba/question_pairs_merged.csv
enf13d66c0d1a5499d9941d74fa4ed1d7a,English,41,data/per_movie/English/enf13d66c0d1a5499d9941d74fa4ed1d7a/question_pairs_merged.csv
enf18baec3a1b8400da447b89e0b39bb61,English,42,data/per_movie/English/enf18baec3a1b8400da447b89e0b39bb61/question_pairs_merged.csv
enf1d20cc82ed548c5b2aac849e53e68f6,English,45,data/per_movie/English/enf1d20cc82ed548c5b2aac849e53e68f6/question_pairs_merged.csv
enf30d36a744764b89b68ac58103b401f0,English,46,data/per_movie/English/enf30d36a744764b89b68ac58103b401f0/question_pairs_merged.csv
enf53d09c71da246cfb21c10366409a6b1,English,56,data/per_movie/English/enf53d09c71da246cfb21c10366409a6b1/question_pairs_merged.csv
enf689530f4ca245d28318dd0fdb24c50d,English,59,data/per_movie/English/enf689530f4ca245d28318dd0fdb24c50d/question_pairs_merged.csv
enf70932f1126d4ce791057d9a8b377ada,English,42,data/per_movie/English/enf70932f1126d4ce791057d9a8b377ada/question_pairs_merged.csv
enf7e99e169f8b4820b95496eadb014785,English,56,data/per_movie/English/enf7e99e169f8b4820b95496eadb014785/question_pairs_merged.csv
enf854f6d986194b25a467dae9b922f46e,English,71,data/per_movie/English/enf854f6d986194b25a467dae9b922f46e/question_pairs_merged.csv
enf903e9b905b54ea09072b039caccdbeb,English,56,data/per_movie/English/enf903e9b905b54ea09072b039caccdbeb/question_pairs_merged.csv
enff3a622961b84aa091a2a5babfe2aa18,English,43,data/per_movie/English/enff3a622961b84aa091a2a5babfe2aa18/question_pairs_merged.csv
ch031fd9f8e8339ed61190f6e72d73dc8b05e8aef2,Chinese,43,data/per_movie/Chinese/ch031fd9f8e8339ed61190f6e72d73dc8b05e8aef2/question_pairs_merged.csv
ch0322a858c8bac81427599b9ce19beab3dfdaec4a,Chinese,40,data/per_movie/Chinese/ch0322a858c8bac81427599b9ce19beab3dfdaec4a/question_pairs_merged.csv
ch060a57fa2cc7b375d4db567c3ec463f4c7f0dd75,Chinese,43,data/per_movie/Chinese/ch060a57fa2cc7b375d4db567c3ec463f4c7f0dd75/question_pairs_merged.csv
ch0a030ed73550489a6cf95bdd8d09a426c8f45a6a,Chinese,43,data/per_movie/Chinese/ch0a030ed73550489a6cf95bdd8d09a426c8f45a6a/question_pairs_merged.csv
ch0b3b18b813e9ce3dcea7e660ab062e79e2637aab,Chinese,45,data/per_movie/Chinese/ch0b3b18b813e9ce3dcea7e660ab062e79e2637aab/question_pairs_merged.csv
ch0c733d3c1e5b335c7a44a0c18d42e0b8ec40a841,Chinese,49,data/per_movie/Chinese/ch0c733d3c1e5b335c7a44a0c18d42e0b8ec40a841/question_pairs_merged.csv
ch232d9fa92b0f7586b39d9a6beb75dc2827489ed3,Chinese,41,data/per_movie/Chinese/ch232d9fa92b0f7586b39d9a6beb75dc2827489ed3/question_pairs_merged.csv
ch264d4181722e2f969e974d0f57ae7dea83d4bef4,Chinese,43,data/per_movie/Chinese/ch264d4181722e2f969e974d0f57ae7dea83d4bef4/question_pairs_merged.csv
ch28bd3f170039ebe85275b2d5a4d26c1bb8c8f2f0,Chinese,43,data/per_movie/Chinese/ch28bd3f170039ebe85275b2d5a4d26c1bb8c8f2f0/question_pairs_merged.csv
ch2900df1120653869ea00145a6edac6585a0c942f,Chinese,48,data/per_movie/Chinese/ch2900df1120653869ea00145a6edac6585a0c942f/question_pairs_merged.csv
ch3a57b2f5c710ef650faa2af0210b76d702c456a7,Chinese,41,data/per_movie/Chinese/ch3a57b2f5c710ef650faa2af0210b76d702c456a7/question_pairs_merged.csv
ch3e4c8f9bd713a665352a147555ff68bf302935cf,Chinese,38,data/per_movie/Chinese/ch3e4c8f9bd713a665352a147555ff68bf302935cf/question_pairs_merged.csv
ch48a3d3de9f887c24c526ff5db17160702612afcb,Chinese,43,data/per_movie/Chinese/ch48a3d3de9f887c24c526ff5db17160702612afcb/question_pairs_merged.csv
ch4d39a27d2dbb2057f23eff0c5ccbfc3501a343a3,Chinese,41,data/per_movie/Chinese/ch4d39a27d2dbb2057f23eff0c5ccbfc3501a343a3/question_pairs_merged.csv
ch554cfa228c483a7e64cb73bbc932dcb8415e69c3,Chinese,40,data/per_movie/Chinese/ch554cfa228c483a7e64cb73bbc932dcb8415e69c3/question_pairs_merged.csv
ch65a92838a9e782e6aae93c01ec0de618faca113f,Chinese,43,data/per_movie/Chinese/ch65a92838a9e782e6aae93c01ec0de618faca113f/question_pairs_merged.csv
ch6c733e4efe1ce5abf66b263d3cb3b9d6b0e66881,Chinese,41,data/per_movie/Chinese/ch6c733e4efe1ce5abf66b263d3cb3b9d6b0e66881/question_pairs_merged.csv
ch6d1d9f66a85adc2119804cfbe50dea12dba17fc3,Chinese,42,data/per_movie/Chinese/ch6d1d9f66a85adc2119804cfbe50dea12dba17fc3/question_pairs_merged.csv
ch73ecaf82fb8df861b68086928a68837ffe7b8836,Chinese,43,data/per_movie/Chinese/ch73ecaf82fb8df861b68086928a68837ffe7b8836/question_pairs_merged.csv
ch7f2f1c3b1d9899f8dea12e1b14d136c1c64f0e8f,Chinese,40,data/per_movie/Chinese/ch7f2f1c3b1d9899f8dea12e1b14d136c1c64f0e8f/question_pairs_merged.csv
ch8606bf8817d260b5a5068017192d58bcb3968160,Chinese,44,data/per_movie/Chinese/ch8606bf8817d260b5a5068017192d58bcb3968160/question_pairs_merged.csv
ch89a645353ab1034f9c3cf6f0e52cb1d825a383d8,Chinese,43,data/per_movie/Chinese/ch89a645353ab1034f9c3cf6f0e52cb1d825a383d8/question_pairs_merged.csv
ch8a8ced6eb92fd22eb399f04e3dc5091bc76fb001,Chinese,43,data/per_movie/Chinese/ch8a8ced6eb92fd22eb399f04e3dc5091bc76fb001/question_pairs_merged.csv
ch9c01ad091190fa199992e11c4db3753ed009c3b3,Chinese,42,data/per_movie/Chinese/ch9c01ad091190fa199992e11c4db3753ed009c3b3/question_pairs_merged.csv
cha6a614a1901d587ca47bfaad01e2091c55ef0410,Chinese,46,data/per_movie/Chinese/cha6a614a1901d587ca47bfaad01e2091c55ef0410/question_pairs_merged.csv
cha9b2e0b377b122037bc5bcbe4ed13155ee1ea4dd,Chinese,41,data/per_movie/Chinese/cha9b2e0b377b122037bc5bcbe4ed13155ee1ea4dd/question_pairs_merged.csv
chad83aa5c1d76c9068cb7f2693704827931d91b36,Chinese,42,data/per_movie/Chinese/chad83aa5c1d76c9068cb7f2693704827931d91b36/question_pairs_merged.csv
chae00e2dc4c421582cf30f3c1560de30f5db40b72,Chinese,41,data/per_movie/Chinese/chae00e2dc4c421582cf30f3c1560de30f5db40b72/question_pairs_merged.csv
chb23b5d80b64a100b58872d47658af25d2191f4cd,Chinese,52,data/per_movie/Chinese/chb23b5d80b64a100b58872d47658af25d2191f4cd/question_pairs_merged.csv
chb8e00f0278050f26b72df848231e592f51534361,Chinese,40,data/per_movie/Chinese/chb8e00f0278050f26b72df848231e592f51534361/question_pairs_merged.csv
chc287cf500dba3fdc512a55d138da55aa1b4d72c5,Chinese,43,data/per_movie/Chinese/chc287cf500dba3fdc512a55d138da55aa1b4d72c5/question_pairs_merged.csv
chc2f31bb0076a9af2ee30ece37559865c58b9b2ad,Chinese,50,data/per_movie/Chinese/chc2f31bb0076a9af2ee30ece37559865c58b9b2ad/question_pairs_merged.csv
chc685e0cf677e155ba6bb8fdee80921a141fe8db3,Chinese,43,data/per_movie/Chinese/chc685e0cf677e155ba6bb8fdee80921a141fe8db3/question_pairs_merged.csv
chc8ef1e21bbf697c997957ec09a27524aaf059edf,Chinese,41,data/per_movie/Chinese/chc8ef1e21bbf697c997957ec09a27524aaf059edf/question_pairs_merged.csv
chc95f46bf2d0ae423702d26a7fcbe510f620879ce,Chinese,71,data/per_movie/Chinese/chc95f46bf2d0ae423702d26a7fcbe510f620879ce/question_pairs_merged.csv
chd402648d2a03c186ae42765c5c33fee162b110b5,Chinese,43,data/per_movie/Chinese/chd402648d2a03c186ae42765c5c33fee162b110b5/question_pairs_merged.csv
chdd7e4ae2272bbacd475645b1e574deb4eb829567,Chinese,48,data/per_movie/Chinese/chdd7e4ae2272bbacd475645b1e574deb4eb829567/question_pairs_merged.csv
che261d398714901ce9e34d79269f6c07c1b54c65f,Chinese,42,data/per_movie/Chinese/che261d398714901ce9e34d79269f6c07c1b54c65f/question_pairs_merged.csv
che5a4fc62d8f770710a95c6990e35c81c42866aa6,Chinese,41,data/per_movie/Chinese/che5a4fc62d8f770710a95c6990e35c81c42866aa6/question_pairs_merged.csv
chec4732423c118aa09eb74002dbdbd703a266b0cc,Chinese,43,data/per_movie/Chinese/chec4732423c118aa09eb74002dbdbd703a266b0cc/question_pairs_merged.csv
chf32a77e1d4c1d385b707ddbcb565ff3d2d4cce3c,Chinese,43,data/per_movie/Chinese/chf32a77e1d4c1d385b707ddbcb565ff3d2d4cce3c/question_pairs_merged.csv
chf4bc38ad92a58a87e8b51efe2214e53d0e6b2e96,Chinese,43,data/per_movie/Chinese/chf4bc38ad92a58a87e8b51efe2214e53d0e6b2e96/question_pairs_merged.csv
