id,related_scenes,question,answer,related_context,question_type,question_source
17,7、EXT. HOUSING TRACT - NIGHT,"In [7、EXT. HOUSING TRACT - NIGHT], What is Benny's behavioral state when he describes the fires?",Persistent,"It's there. The fog's thicker now, but it's there. What do you think started those fires?",Character Understanding,broad_coverage_scene
18,3、EXT. HIGHWAY - NIGHT,What details are mentioned about the sign's message?,"It states 'Pinewood Estates,' a housing development financed by the Farmers Bank of Wisconsin.","The sign tells us we are headed for 'Pinewood Estates,' a housing development financed by the Farmers Bank of Wisconsin.",Scene Grounding,broad_coverage_scene
19,57、INT. MUSTANG - DAWN,Why does Jenny begin to scream?,Because the STAR MAN grabs her sweatshirt.,STAR MAN manages to grab the tail of her sweatshirt. Jenny begins to scream,Causal-Motivational Reasoning,broad_coverage_scene
20,25、EXT. WOODS - NIGHT,"In [25、EXT. WOODS - NIGHT], What does the man try to close on his life-support suit?",A shoulder-to-hip tear,The figure thrashes over on its back and tries to close a shoulder-to-hip tear in its life-support suit.,Scene Grounding,broad_coverage_scene
21,9、INT. POLICE CAR - NIGHT | 12、EXT. HOUSING TRACT - NIGHT,Why did the searchlight stop shining on Benny?,"The searchlight stopped shining because Benny fired two shots toward it, causing the beam to cut out.","He fired two shots toward the source of the light. The beam cut out instantly, plunging the area back into darkness.",Causal-Motivational Reasoning,broad_coverage_event_chain
22,25、EXT. WOODS - NIGHT | 29、EXT. FOOT OF EMBANKMENT - DAWNBREAK | 48、INT. JENNY'S HOUSE - BEDROOM - DAWNBREAK,What does the Star Man state about his condition after waking up?,"The Star Man does not verbally state his condition, but his actions indicate he assesses his lung function and suit damage after waking up.","He quickly sits up and parts the tear in his suit, looking at his lung beneath the translucent skin. The organ has turned from brown to a deep yellow ocher. He takes several deep breaths, watching the lung expand and contract smoothly with each inhalation. After a moment, he runs his hands over the damaged sections of his spacesuit, checking the extent of the harm.",Character Understanding,broad_coverage_event_chain
23,7、EXT. HOUSING TRACT - NIGHT | 12、EXT. HOUSING TRACT - NIGHT,What does Mike state about Benny's actions after the gunfire?,Mike expresses shock and asks Benny what he is doing.,"Mike reacts with shock, exclaiming, 'Jesus, Benny. What are you doing?'",Character Understanding,broad_coverage_event_chain
24,36、EXT. HILLSIDE - DAY | 40、EXT. HOUSE - NIGHT | 50、EXT. JENNY'S HOUSE - DAWNBREAK | 49、INT. HOUSE - DAWNBREAK,What does Jenny state about the Star Man's appearance and her feelings toward him during their confrontation?,"Jenny states that the Star Man looks like Scott but insists he is not Scott, and she expresses that she is afraid and does not know what he is, which prevents her from going with him despite wanting to help.","She tells him he looks like Scott, but she knows he’s not Scott, and she doesn’t know what he is. Her voice trembles as she says she wants to help, but she can’t because of her fear.",Character Understanding,broad_coverage_event_chain
25,35、EXT. HOUSE - DAY | 50、EXT. JENNY'S HOUSE - DAWNBREAK | 49、INT. HOUSE - DAWNBREAK,What does Jenny state about the Star Man when she refuses to leave with him?,Jenny states that the Star Man looks like Scott but she knows he is not Scott and she does not know what he is.,"She tells him he looks like Scott, but she knows he’s not Scott, and she doesn’t know what he is.",Character Understanding,broad_coverage_event_chain
26,41、INT. HOUSE - NIGHT | 44、INT. HOUSE - NIGHT | 41、INT. HOUSE - NIGHT | 40、EXT. HOUSE - NIGHT,What does Jenny state about her desire when she pleads with the Star Man?,Jenny states that she does not want to be hurt.,"Jenny pleads with the Star Man, begging him not to hurt her.",Character Understanding,broad_coverage_event_chain
27,27、EXT. HOUSING TRACT - DAWNBREAK | 30、INT. BIOQUARANTINE TENT (HOUSING TRACT) - DAWNBREAK,What does Shermin state about the other alien after the helmet projects an image?,Shermin states that the other alien is alive.,"Shermin stared, then whispered in disbelief, 'The other one is alive!'",Character Understanding,broad_coverage_event_chain
28,36、EXT. HILLSIDE - DAY | 40、EXT. HOUSE - NIGHT,What does the Star Man do immediately after Jenny returns to the house for the second garbage can?,"The Star Man steps out from the shadows and moves away, becoming no longer visible in the dim yard.","As she returns for the second can, the Star Man steps out from the shadows where he had been concealed. He moves away, no longer visible in the dim yard.",Temporal Reasoning,broad_coverage_event_chain
29,40、EXT. HOUSE - NIGHT | 42、INT. BEDROOM - NIGHT | 44、INT. HOUSE - NIGHT,What does Jenny state about her intention when she picks up the gun and reaches for the phone?,Jenny intends to call for help after finding the gun.,"After finding the Army-issued .45, she releases the safety and holds the gun tightly while keeping her eyes on the door, then reaches for the phone on the night table to call for help.",Character Understanding,broad_coverage_event_chain
30,47、INT. HELICOPTER - NIGHT | 32、INT. HELICOPTER - DAWNBREAK,What does Dr. Bergen state about the extraterrestrial's possible origin and characteristics?,"Dr. Bergen states that the extraterrestrial may come from a planet receiving only reflected light, possibly from a ring of moons, and that its home atmosphere likely has higher water content and slightly lower pressure than Earth's.","He offers his observations, suggesting the creature may have come from a planet that receives only reflected light, possibly from a ring of moons, and that its home atmosphere likely has higher water content and slightly lower pressure than Earth's.",Character Understanding,broad_coverage_event_chain
31,36、EXT. HILLSIDE - DAY | 40、EXT. HOUSE - NIGHT | 50、EXT. JENNY'S HOUSE - DAWNBREAK | 49、INT. HOUSE - DAWNBREAK,What does Jenny state about the Star Man's appearance and identity during her breakdown?,Jenny states that the Star Man looks like Scott but emphasizes that she knows he is not Scott and that she does not know what he actually is.,"She tells him he looks like Scott, but she knows he’s not Scott, and she doesn’t know what he is.",Character Understanding,broad_coverage_event_chain
32,41、INT. HOUSE - NIGHT | 44、INT. HOUSE - NIGHT | 50、EXT. JENNY'S HOUSE - DAWNBREAK | 49、INT. HOUSE - DAWNBREAK,What does Jenny state about the Star Man's appearance and her feelings toward him during her breakdown?,"Jenny states that the Star Man looks like Scott but says he is not Scott, and she expresses that she is afraid and does not know what he is.","She tells him he looks like Scott, but she knows he’s not Scott, and she doesn’t know what he is. Her voice trembles as she says she wants to help, but she can’t because of her fear.",Character Understanding,broad_coverage_event_chain
33,14、EXT. HOUSING TRACT - NIGHT | 16、EXT. HOUSING TRACT - NIGHT,What does Benny state about being left alone after he is injured?,Benny pleads not to be left alone.,"Benny, clutching his shoulder, pleads not to be left alone.",Character Understanding,broad_coverage_event_chain
34,43、INT. HALLWAY - NIGHT | 42、INT. BEDROOM - NIGHT | 44、INT. HOUSE - NIGHT,What does Jenny state about her actions when she finds the gun in the closet?,Jenny does not state anything about her actions when she finds the gun in the closet.,"The passage describes Jenny's actions silently finding the Army-issued .45 in the pocket of a down jacket and releasing the safety, but there is no indication that she says anything.",Character Understanding,broad_coverage_event_chain
35,12、EXT. HOUSING TRACT - NIGHT,Why did Benny fire his weapon at the light in the fog?,Benny fired his weapon because he was startled after the searchlight suddenly illuminated him and he perceived a potential threat.,"Hands trembling, Benny raises his gun. 'Stop!! Police!!' The light locks onto him. Startled, he fires two shots.",Causal-Motivational Reasoning,broad_coverage_scene
36,108、INT./EXT. MUSTANG - DAY|110、INT. MUSTANG - NIGHT,How should the relationship between them be characterized compared to when they affirmed their friendship earlier?,from mutual friends to mutual companions,"Earlier, the relationship between Jennyhaydn and Star Man is marked by mutual friends; later, it shifts to mutual companions.",Role-Relation Continuity,supplementary_cross_scene
37,12、EXT. HOUSING TRACT - NIGHT,What sudden event during the night search makes Benny feel threatened and start shooting?,Police searchlight turns toward Benny,"The police searchlight swung toward Benny, illuminating him suddenly in the fog.",Narrative Progression,supplementary_cross_scene
38,44、INT. HOUSE - NIGHT|73、INT. MUSTANG - AFTERNOON|142、EXT. TREES - NIGHT,"Which character is Jenny Haydn's adversary to developing a mutual understanding with her, while also clashing with Shermin?",Star Man,"Star Man is in a ongoing adversaries relationship with Jennyhaydn, is in a developing mutual understanding relationship with Jenny Haydn, and is in a engaged in mutual combat relationship with Shermin.",Role-Relation Continuity,supplementary_cross_scene
39,184、INT. ROADRUNNER - DAY|193、EXT. PICKUP - DAY,How should we characterize the relationship between Jenny and Star Man as it evolves from hostility to partnership in evasion?,from adversarial presence to cooperating partners in evasion,"Earlier, the relationship between Jennyhaydn and Star Man is marked by adversarial presence; later, it shifts to cooperating partners in evasion.",Role-Relation Continuity,supplementary_cross_scene
40,30、INT. BIOQUARANTINE TENT (HOUSING TRACT) - DAWNBREAK,What specific action with the drill causes the sudden explosion during the alien body examination?,Drill breaks through alien faceplate causing sudden explosion,"The drill bit broke through the alien's faceplate, and the panel suddenly exploded outward.",Narrative Progression,supplementary_cross_scene
41,40、EXT. HOUSE - NIGHT|42、INT. BEDROOM - NIGHT|44、INT. HOUSE - NIGHT,What does Jenny do to block the Star Man's entry when he chases her?,Jenny slams and locks the door against the Star Man,"From Episode unit 2: Jenny reaches the room just ahead of the Star Man, slamming the door shut and locking it before he can get in.",Narrative Progression,supplementary_cross_scene
42,40、EXT. HOUSE - NIGHT|42、INT. BEDROOM - NIGHT|41、INT. HOUSE - NIGHT,"What immediate action does Jenny take to block the Star Man when he chases her into the house, leading to her escape upstairs?",Jenny slams and locks the door against the Star Man,"In the bedroom scene, Jenny reaches the room ahead of the Star Man, slamming the door shut and locking it before he can enter, which interrupts his pursuit and sets up her.",Narrative Progression,supplementary_cross_scene
