id,related_scenes,question,answer,related_context,question_type,question_source
11,17、EXT. JEWISH DEFENSE LEAGUE FRONT GATE - CONTINUOUS,What does Hammer say when the Computerized Voice initiates the Jew Confirmation Test?,You've gotta be kidding me. They're still doing this?,He's clearly irritated by this. HAMMER You've gotta be kidding me. They're still doing this?,Character Understanding,broad_coverage_scene
12,6、EXT. GHETTO ALLEY - MOMENTS LATER,Why does Shlomo's morale improve after talking to The Hammer?,Because The Hammer encourages him to be proud of his identity.,"Hey, hey! Be proud of who you are... The kid's morale is boosted.",Causal-Motivational Reasoning,broad_coverage_scene
13,35、INT. CHIEF'S OFFICE - CONTINUOUS,What specific movies does Hammer request the Chief to mass produce?,"Yentl, Fiddler On The Roof, and Chaim Potok's The Chosen","You mean you want us to make copies of Yentl, Fiddler On The Roof, and Chaim Potok's The Chosen?",Scene Grounding,broad_coverage_scene
14,57、EXT. COMPOUND PERIMETER WALL - DAY,What does The Hammer say he is praying for?,Praying to god that we don't kill ourselves going over this wall.,HAMMER: Just praying to god that we don't kill ourselves going over this wall.,Character Understanding,broad_coverage_scene
15,27、INT. DUKE'S BAR - AFTERNOON,"In [27、INT. DUKE'S BAR - AFTERNOON], What is the Hammer's emotional state when he enters the bar?",Calm and composed,"The Hammer maintains his cool, takes a deep breath",Character Understanding,broad_coverage_scene
16,34、EXT. JEWISH GHETTO STREET - MOMENTS LATER,How does The Hammer handle the last number of the phone number?,He struggles with the last number but quickly remembers it.,"The Hammer struggles with the last number, but then quickly remembers.",Scene Grounding,broad_coverage_scene
17,60、INT. SANTA'S CONFERENCE ROOM - CONTINUOUS,What does Santa threaten about Esther?,And you won't even be able to say goodbye to your Esther. So sad. So long Mordechai. Give my father my regards.,SANTA: And you won't even be able to say goodbye to your Esther. So sad. So long Mordechai. Give my father my regards.,Character Understanding,broad_coverage_scene
18,56、INT. SANTA'S CONFERENCE ROOM - DAY,What does the sassy black prostitute threaten Santa with?,No more visits to the South Pole if he calls her that again.,if you call me that one more time there ain't gonna be no more visits down to the South Pole!,Character Understanding,broad_coverage_scene
19,46、INT. BEN GURION AIRPORT - CHERTZ CAR RENTAL COUNTER,What does 'Chello' refer to in the dialogue?,A mispronounced or exaggerated version of 'Hello'.,The Israeli Rental Agent says 'Chello' with a Ch sound and spittle.,Scene Grounding,broad_coverage_scene
20,28、EXT. DUKE'S BAR - CONTINUOUS,"In [28、EXT. DUKE'S BAR - CONTINUOUS], What is the Hammer's behavioral state when pouring Manischewitz?",Methodical,pours the Manischewitz out on the astroturf lawn in a methodical manner,Character Understanding,broad_coverage_scene
21,55、EXT. NORTH POLE - DAY,"In [55、EXT. NORTH POLE - DAY], Where are Hammer and Mo when they use the binoculars?",On a snow-covered bluff,The Hammer and Mo crawl onto the snow covered bluff overlooking Santa's Workshop.,Scene Grounding,broad_coverage_scene
22,51、INT. JEWISH ATOMIC CLOCK - MOMENTS LATER,What is the Jewish Atomic Clock?,A large clock with Jewish holidays on its face and the year 5734 on an odometer.,"The clock's face features Jewish holidays instead of numerals, with '5734' on an odometer-like gauge.",Scene Grounding,broad_coverage_scene
23,29、INT. JEWISH HOME - DAY,"In [29、INT. JEWISH HOME - DAY], What is Maccabee's emotional state when he hears his mother's call?",Disgusted,Maccabee looks over his shoulder in disgust,Character Understanding,broad_coverage_scene
24,41、INT. THE HAMMER'S PAD - NIGHT,What camera movement is described as transitioning from the stereo to the dancers?,A SLOW PAN from the stereo into a TIGHT SHOT.,We do a SLOW PAN from the stereo into a TIGHT SHOT of Esther and the Hammer slow dancing.,Scene Grounding,broad_coverage_scene
25,40、INT. THE GOLDEN MENORAH - CONTINUOUS,What does Joshua ask the Hammer?,Wanna cut a rug?,"JOSHUA: Hey Morty, wanna cut a rug?",Character Understanding,broad_coverage_scene
26,19、INT. KARATE ROOM - CONTINUOUS,"In [19、INT. KARATE ROOM - CONTINUOUS], What is The Hammer's emotional state when meeting Sammy Davis Jr. Jr.?",A bit taken back,The Hammer is a bit taken back.,Character Understanding,broad_coverage_scene
27,11、EXT. THE JEWISH DEFENSE LEAGUE - DAY,"In [11、EXT. THE JEWISH DEFENSE LEAGUE - DAY], What is the shape of the building described?",Star Of David,A building resembling the Pentagon with the exception that it's shaped like the Star Of David.,Scene Grounding,broad_coverage_scene
28,23、INT. KWANZAA LIBERATION FRONT HQ - MOMENTS LATER,"In [23、INT. KWANZAA LIBERATION FRONT HQ - MOMENTS LATER], What is Mohammed's role in the operation?",Leader of the operation,"Mohammed, clearly the leader of the operation, pushes his way through.",Character Understanding,broad_coverage_scene
29,37、INT. CAVERNOUS ROOM - MOMENTS LATER | 38、EXT. ALLEY - DAY | 41、INT. THE HAMMER'S PAD - NIGHT,What does Harriet Tubbelman state about safety once the ride begins?,She states that they should be safe from that point onward as long as they follow the river to its conclusion.,"'You should be safe from here on out,' she says. 'Just follow the river to its conclusion.'",Character Understanding,broad_coverage_event_chain
30,45、EXT. BEN GURION AIRPORT - ISRAEL - DAY | 46、INT. BEN GURION AIRPORT - CHERTZ CAR RENTAL COUNTER,What does the Hammer say he wants to rent when speaking to the Israeli rental agent?,"The Hammer says he wants to rent the biggest Cadillac available, preferably one that is lowered and has white wall tires.","The Hammer approaches the counter and asks the Israeli rental agent if she speaks English. After she confirms, he tells her he wants to rent the biggest Cadillac they have, preferably lowered with white wall tires.",Character Understanding,broad_coverage_event_chain
31,38、EXT. ALLEY - DAY | 43、INT. HAMMER'S BEDROOM - MORNING | 44、INT. JEWISH DEFENSE LEAGUE - MAIN CHAMBER - DAY,What does the Hammer state about his relationship with Esther after learning about the conversation with his mother?,The Hammer states that they can no longer be together romantically.,"He tells her he thought they had something real, and when she pleads that they still do, he pauses and says he’s sorry but they can’t be together romantically anymore.",Character Understanding,broad_coverage_event_chain
32,6、EXT. GHETTO ALLEY - MOMENTS LATER | 23、INT. KWANZAA LIBERATION FRONT HQ - MOMENTS LATER | 44、INT. JEWISH DEFENSE LEAGUE - MAIN CHAMBER - DAY,Why does The Hammer leave without Esther despite her wanting to join him?,The Hammer leaves without Esther because he believes the mission is too dangerous and that his days of working with her are over.,"Esther pleads to join, but Hammer refuses, insisting the mission is too dangerous and that his days of working with her are over.",Causal-Motivational Reasoning,broad_coverage_event_chain
33,40、INT. THE GOLDEN MENORAH - CONTINUOUS,What does the Hebrew Hammer state about his frequency of visiting the bar?,He states that he visits the bar about once a week.,"The Hammer calls back, 'Yeah, about once a week!' and then repeats it louder when Esther does not initially hear.",Character Understanding,broad_coverage_scene
34,43、INT. HAMMER'S BEDROOM - MORNING | 44、INT. JEWISH DEFENSE LEAGUE - MAIN CHAMBER - DAY,What does the Hammer state about his relationship with Esther after learning about the conversation with his mother?,The Hammer states that they can no longer be together romantically.,"He tells her he thought they had something real, and after she pleads that they still do, he pauses and says he’s sorry but they can’t be together romantically anymore.",Character Understanding,broad_coverage_event_chain
35,13、INT. HEBREW HAMMER INVESTIGATIONS - PRIVATE OFFICE - DAY | 15、INT. MRS. CARVER'S DINING ROOM - 4 HOURS LATER,What does Esther state about the sign on Mordechai Hammer's office door?,Esther states that she does not understand the meaning of the sign and demands to see credentials related to it.,She asks him seriously what it means and demands to see his credentials.,Character Understanding,broad_coverage_event_chain
36,37、INT. CAVERNOUS ROOM - MOMENTS LATER | 41、INT. THE HAMMER'S PAD - NIGHT,Why does Harriet Tubbelman tell Esther and the Hammer to keep their arms and legs inside the boat?,She tells them to keep their arms and legs inside the boat to ensure their safety during the ride.,"She reminds them to keep their arms and legs inside the boat at all times, indicating a safety precaution for the journey.",Causal-Motivational Reasoning,broad_coverage_event_chain
37,14、EXT. MRS. CARVER'S HOUSE - SHABAT | 15、INT. MRS. CARVER'S DINING ROOM - 4 HOURS LATER,What does Mrs. Carver state about her interaction with Esther when the Hammer returns to the dining room?,Mrs. Carver states that she was explaining something to Esther while the Hammer was away.,"She begins telling him about how she was just explaining something to Esther, her voice smooth and deliberate, taking control of what is said.",Character Understanding,broad_coverage_event_chain
38,47、EXT. ISRAELI OPEN HIGHWAY - DAY | 48、INT. ESTHER'S CADILLAC - CONTINUOUS | 49、EXT. ISRAELI OPEN HIGHWAY - CONTINUOUS,What does Esther do after the Hammer passes by in his Cadillac?,Esther gets into her car and follows the Hammer onto the highway.,"The Hammer speeds by in his large Cadillac, unaware of her presence. She gets into her car, starts the engine, and pulls out after him. Esther pulls off from a side road and merges onto the highway, following the Hammer.",Temporal Reasoning,broad_coverage_event_chain
39,47、EXT. ISRAELI OPEN HIGHWAY - DAY | 33、INT. HAMMER'S CADDY - CONTINUOUS,What does the Hammer tell Shlomo about the videotape he gives him?,The Hammer tells Shlomo to get home and watch the videotape as soon as possible.,"The Hammer tells him, 'Get yourself home and watch this as soon as possible.'",Character Understanding,broad_coverage_event_chain
40,33、INT. HAMMER'S CADDY - CONTINUOUS | 6、EXT. GHETTO ALLEY - MOMENTS LATER,What does The Hammer tell Shlomo to do after comforting him?,The Hammer tells Shlomo to stay Jewish.,"As The Hammer turned to leave, he pointed back at Shlomo and said, 'Stay Jewish.'",Character Understanding,broad_coverage_event_chain
41,13、INT. HEBREW HAMMER INVESTIGATIONS - PRIVATE OFFICE - DAY | 15、INT. MRS. CARVER'S DINING ROOM - 4 HOURS LATER | 44、INT. JEWISH DEFENSE LEAGUE - MAIN CHAMBER - DAY,When does the meeting end in relation to the Sabbath?,The meeting ends just before the Sabbath begins at sundown.,"Hammer stands up from his desk and announces that the meeting must end, as the Sabbath begins at sundown.",Temporal Reasoning,broad_coverage_event_chain
42,13、INT. HEBREW HAMMER INVESTIGATIONS - PRIVATE OFFICE - DAY | 41、INT. THE HAMMER'S PAD - NIGHT,Why does Esther question the meaning of the sign on Mordechai Hammer's door?,"Esther questions the meaning of the sign because she is confused and wants to understand its significance, demanding to see his credentials as a result.","She pauses and stares at the sign on his door that reads 'certified circumcised dick,' asks him seriously what it means, and demands to see his credentials.",Causal-Motivational Reasoning,broad_coverage_event_chain
43,40、INT. THE GOLDEN MENORAH - CONTINUOUS | 26、EXT. DUKE'S BAR - DAY,When does the Hammer arrive at the bar in relation to Esther shouting across the wall?,The Hammer arrives at the bar before Esther shouts across the wall.,"The passage first describes the Hammer arriving and entering the bar, and only afterward describes the scene where Esther shouts across the wall to him, indicating the sequence of events.",Temporal Reasoning,broad_coverage_event_chain
44,13、INT. HEBREW HAMMER INVESTIGATIONS - PRIVATE OFFICE - DAY|41、INT. THE HAMMER'S PAD - NIGHT,What does Esther do that interrupts her warning and leads to the intimate moment with The Hammer?,Esther refuses to leave Hammer's side,Esther refuses to leave Mordechai Hammer's office and insists on accompanying him until he agrees to speak with her father.,Narrative Progression,supplementary_cross_scene
45,8、INT. 'HEBREW HAMMER INVESTIGATIONS' OFFICE BUILDING - MOMENTS|10、INT. SANTA'S CONFERENCE ROOM - DAY|14、EXT. MRS. CARVER'S HOUSE - SHABAT,"Who is the character that is revealed to be Mordechai Jefferson Carver, a trusted ally of Santa Claus, and the son of Mrs. Carver?",Hebrew Hammer,"Hebrew Hammer is in a is the same person as relationship with Mordechai Jefferson Carver, is in a trusted allies relationship with Santa Claus, and is in a child relationship with Mrs. Carver.",Role-Relation Continuity,supplementary_cross_scene
46,15、INT. MRS. CARVER'S DINING ROOM - 4 HOURS LATER,What does Hammer do during the Hanukkah dinner that lets Mrs. Carver pull Esther aside for a private chat?,Hammer leaves the table to use the bathroom,"After Hammer stands and leaves for the bathroom, Mrs; Carver turns to Esther and begins discussing a deal, interrupting the enforced mealtime.",Narrative Progression,supplementary_cross_scene
47,17、EXT. JEWISH DEFENSE LEAGUE FRONT GATE - CONTINUOUS|18、INT. JEWISH DEFENSE LEAGUE - HALLWAY - MOMENTS LATER,"How should the relationship between Hebrew Hammer and Chief Mordechai be characterized in the hallway scene, compared to when Hammer was at the gate?",from trusted by Chief to trusted colleagues,"Earlier, the relationship between Hebrew Hammer and Chief Mordechai is marked by trusted by Chief; later, it shifts to trusted colleagues.",Role-Relation Continuity,supplementary_cross_scene
48,12、INT. THE JEWISH DEFENSE LEAGUE - DAY|13、INT. HEBREW HAMMER INVESTIGATIONS - PRIVATE OFFICE - DAY|36、INT. MALL OF AMERICA - DAY,"Which character is Mordechai Jefferson Carver's daughter, a persistent ally of the Hebrew Hammer, and engages in flirtatious banter with Tony?",Esther,"Esther is in a daughter relationship with Mordechai Jefferson Carver, is in a persistent ally relationship with Hebrew Hammer, and is in a flirtatious rapport relationship with Tony.",Role-Relation Continuity,supplementary_cross_scene
49,13、INT. HEBREW HAMMER INVESTIGATIONS - PRIVATE OFFICE - DAY|36、INT. MALL OF AMERICA - DAY,"How would you describe the partnership between Hebrew Hammer and Esther by the time they are at the Mall of America, compared to when she first approached him?",from persistent ally to trusted partners,"Earlier, the relationship between Hebrew Hammer and Esther is marked by persistent ally; later, it shifts to trusted partners.",Role-Relation Continuity,supplementary_cross_scene
50,37、INT. CAVERNOUS ROOM - MOMENTS LATER,What pivotal introduction does Harriet Tubbelman make to Esther and the Hammer as they board the Underground Jewish Railroad?,Harriet Tubbelman introduces herself as Moses,"Harriet Tubbelman tells Esther and the Hammer that her name is Harriet Tubbelman, but they can call her Moses.",Narrative Progression,supplementary_cross_scene
51,6、EXT. GHETTO ALLEY - MOMENTS LATER,What does the Hammer do to intervene when the Gentile boys are harassing Shlomo?,The Hammer intercepts the yarmulke and confronts the teenage Gentile,"As the yarmulke spins through the air, a hand darts in and catches it before it reaches the teenage Gentile; The boy looks up, startled, to see The Hammer standing over him.",Narrative Progression,supplementary_cross_scene
