id,related_scenes,question,answer,related_context,question_type,question_source
20,"14、EXT. FOREST, SPAIN - DAY","In [14、EXT. FOREST, SPAIN - DAY], What is Philip's emotional state when he sees the felled forest?","He is troubled and sensitive, feeling too much.",I am cursed with sensitivity. I feel too much.,Character Understanding,broad_coverage_scene
21,"25、INT. HALLWAY, WHITEHALL PALACE - DAY",What does Raleigh do when he thanks Bess?,Gives a bow and singles out Bess with his eyes,"Raleigh gives a bow, his eyes singling out Bess.",Scene Grounding,broad_coverage_scene
22,41、INT. WHITEHALL PALACE - NIGHT,"In [41、INT. WHITEHALL PALACE - NIGHT], What is Margaret's action?",Observing Bess from the shadows.,Margaret watches her from the shadows.,Character Understanding,broad_coverage_scene
23,"34、INT. PRIVY CHAMBER, WHITEHALL PALACE - DAY",What is Elizabeth's facial expression indicating?,"She appears distracted, not listening to Walsingham.","We are on her face, and we can see that she hears nothing of what he tells her. Her mind is all on Raleigh's voice.",Scene Grounding,broad_coverage_scene
24,"17、INT. MARY STUART'S QUARTERS, CHARTLEY HALL - DAY","In [17、INT. MARY STUART'S QUARTERS, CHARTLEY HALL - DAY], What does Mary hold out of sight when speaking to Paulet?",The letter,The other hand holds the letter out of sight.,Scene Grounding,broad_coverage_scene
25,"14、EXT. FOREST, SPAIN - DAY","In [14、EXT. FOREST, SPAIN - DAY], What is Reston's emotional state as he observes the fires?",He exhibits fanatical certainty.,out of the depths of his own fanatical certainty,Character Understanding,broad_coverage_scene
26,12、INT. QUEEN'S PRIVATE QUARTERS - NIGHT,What does Elizabeth ask about the lines on her face?,Lines round my mouth. Where did they come from?,Lines round my mouth. Where did they come from?,Character Understanding,broad_coverage_scene
27,"52、INT. QUEEN'S PRIVATE QUARTERS, WHITEHALL PALACE - DAY","In [52、INT. QUEEN'S PRIVATE QUARTERS, WHITEHALL PALACE - DAY], What emotional state does Elizabeth show after listening to Walsingham?",Displays anger,anger shows on her face,Character Understanding,broad_coverage_scene
28,70、EXT. THAMES - DUSK,"In [70、EXT. THAMES - DUSK], What returns down the night river?",The royal barge,The royal barge returns down the night river.,Scene Grounding,broad_coverage_scene
29,7、EXT. THAMES - DAY,What belief does Hatton express about the nation?,Half the nation clings to the old superstitions.,HATTON (V.O.) We believe half the nation clings to the old superstitions.,Character Understanding,broad_coverage_scene
30,"44、INT. HALLWAY, WHITEHALL PALACE - DAY",When does Bess look back?,After Walsingham throws a glance.,"Bess looks back. Walsingham is also looking back, and seems to be watching her.",Temporal Reasoning,broad_coverage_scene
31,27、INT. WALSINGHAM'S HOUSE - EVENING,What action does Walsingham take after embracing William?,He pushes him back to take a good look at him.,WALSINGHAM You look terrible... They embrace. Then Walsingham pushes him back to take a good look at him.,Scene Grounding,broad_coverage_scene
32,19、EXT. WHITEHALL PALACE - DAY,"In [19、EXT. WHITEHALL PALACE - DAY], Where does the crowd gather to see the Queen?",The route from the Presence Chamber to the Chapel Royal,This is the route from the Presence Chamber to the Chapel Royal.,Scene Grounding,broad_coverage_scene
33,"8、INT. PRIVY CHAMBER, WHITEHALL PALACE - DAY",What does Elizabeth believe fear leads to?,Fear creates fear.,"Fear creates fear, sir.",Causal-Motivational Reasoning,broad_coverage_scene
34,"29、INT. GREAT HALL, WHITEHALL PALACE - DAY",How does the Archduke Charles deliver his speech?,Trembling with shyness and struggling through his speech.,"ARCHDUKE CHARLES is still a boy: sixteen years old, slight, pale, trembling with shyness. He struggles through his rehearsed speech.",Scene Grounding,broad_coverage_scene
35,30、INT. QUEEN'S PRIVATE QUARTERS - DAY,"What is Bess doing, and how is Elizabeth behaving during this interaction?","Bess is reading to Elizabeth, who is watching her but her mind is elsewhere.","Bess is reading to Elizabeth. Elizabeth watching her, her mind elsewhere.",Scene Grounding,broad_coverage_scene
36,"11、EXT THE TYGER, ENGLISH CHANNEL - DAY","In [11、EXT THE TYGER, ENGLISH CHANNEL - DAY], Where is Raleigh standing as the ship approaches the cliffs?",On the prow of a war-ship,Raleigh is standing on the prow of a war-ship as it cuts through the water toward the white cliffs of Dover.,Scene Grounding,broad_coverage_scene
37,"8、INT. PRIVY CHAMBER, WHITEHALL PALACE - DAY",Why does Howard argue they must act?,Their inaction is taken to be weakness.,Our inaction is taken to be weakness.,Causal-Motivational Reasoning,broad_coverage_scene
38,26、EXT. WOOD - DUSK,How does Savage react upon realizing Babington's intention?,Blubbering with fear,Now he's blubbering with fear.,Scene Grounding,broad_coverage_scene
39,50、INT. TORTURE ROOM - DAY,What does Francis Throckmorton state about his soul during the interrogation?,Francis Throckmorton states that his soul will soon be free.,Throckmorton struggles to lift his head and replies that his soul will go free soon.,Character Understanding,broad_coverage_scene
40,"23、INT. ANTECHAMBER, WHITEHALL PALACE - DAY | 37、INT PRESENCE CHAMBER, WHITEHALL PALACE - DAY | 24、INT. GREAT HALL, WHITEHALL PALACE - DAY",What does Raleigh state about his loyalty to Queen Elizabeth?,Raleigh states that he is the most loyal subject of Queen Elizabeth.,"Raleigh declares himself the most loyal subject of Queen Elizabeth, then bows and departs with his men.",Character Understanding,broad_coverage_event_chain
41,"25、INT. HALLWAY, WHITEHALL PALACE - DAY | 24、INT. GREAT HALL, WHITEHALL PALACE - DAY",What does Don Guerau do when Raleigh presents the tobacco leaf?,"Don Guerau wrinkles his nose, complains of the smell, and exits the chamber in anger upon realizing he is being mocked.","Don Guerau wrinkles his nose, complaining of the smell, and realizing Raleigh is mocking him, turns and exits the chamber in anger.",Character Understanding,broad_coverage_event_chain
42,"38、INT QUEEN'S PRIVATE QUARTERS - DAY | 37、INT PRESENCE CHAMBER, WHITEHALL PALACE - DAY | 24、INT. GREAT HALL, WHITEHALL PALACE - DAY",What does Elizabeth state about Raleigh during the conclusion of his audience?,"Elizabeth makes a wry remark about Raleigh's appearance, which draws faint laughter from the court.","She makes a wry remark about his appearance, drawing faint laughter from the court.",Character Understanding,broad_coverage_event_chain
43,"37、INT PRESENCE CHAMBER, WHITEHALL PALACE - DAY | 38、INT QUEEN'S PRIVATE QUARTERS - DAY | 37、INT PRESENCE CHAMBER, WHITEHALL PALACE - DAY | 29、INT. GREAT HALL, WHITEHALL PALACE - DAY",What does Bess state she will do after Raleigh asks what she wants?,Bess states that she will think of something.,"When he asks what she wants, their eyes meet, and a quiet tension passes between them. She says she will think of something and hurries away to follow the Queen.",Character Understanding,broad_coverage_event_chain
44,"24、INT. GREAT HALL, WHITEHALL PALACE - DAY | 37、INT PRESENCE CHAMBER, WHITEHALL PALACE - DAY | 24、INT. GREAT HALL, WHITEHALL PALACE - DAY",What does Queen Elizabeth state about Archduke Charles's suitability as a match?,Queen Elizabeth states that Archduke Charles is more suited in age to Bess than to herself.,Elizabeth observes that he is more suited in age to Bess than to herself and asks how old he is.,Character Understanding,broad_coverage_event_chain
45,"27、INT. WALSINGHAM'S HOUSE - EVENING | 28、INT. LIVING ROOM, WALSINGHAM'S HOUSE - NIGHT",What does William state about the possibility of reconciling the church?,William states that he doubts the church can be reconciled because compromise is no longer in fashion and both sides believe there is only one truth and one God.,"William doubted the church could be reconciled, saying compromise was no longer in fashion and that both sides believed there was only one truth and one God.",Character Understanding,broad_coverage_event_chain
46,"23、INT. ANTECHAMBER, WHITEHALL PALACE - DAY | 25、INT. HALLWAY, WHITEHALL PALACE - DAY",What does Raleigh state about his situation before Bess helped him?,Raleigh states that he would still be in outer darkness if not for Bess's help.,"Raleigh thanks Bess directly, saying he would still be in outer darkness without her help.",Character Understanding,broad_coverage_event_chain
47,30、INT. QUEEN'S PRIVATE QUARTERS - DAY,What does Bess state about the man's perspective compared to others at court?,Bess states that it is refreshing to meet a man who looks beyond the court.,Bess says it is refreshing to meet a man who looks beyond the court.,Character Understanding,broad_coverage_scene
48,"28、INT. LIVING ROOM, WALSINGHAM'S HOUSE - NIGHT",Why does Ursula ask William to speak to Walsingham about resting?,Ursula asks William to speak to Walsingham because she believes Walsingham will listen to his brother and hopes William can convince him to take better care of his health.,"Ursula insists Walsingham take better care of himself and turns to William, urging him to speak to his brother, reminding him that Walsingham is his kin and should listen to him.",Causal-Motivational Reasoning,broad_coverage_scene
49,50、INT. TORTURE ROOM - DAY,What does Francis Throckmorton do when he sees his father brought into the chamber?,Francis Throckmorton cries out in anguish and pleads for it to stop before whispering a name.,"Francis cries out in anguish. He pleads for it to stop, then whispers a name.",Character Understanding,broad_coverage_scene
50,"27、INT. WALSINGHAM'S HOUSE - EVENING | 28、INT. LIVING ROOM, WALSINGHAM'S HOUSE - NIGHT",What does Walsingham state about the dangers of questioning the ways of God?,Walsingham states that these are dangerous times to question the ways of God.,Walsingham warns him that these are dangerous times to question the ways of God and tells him to take care.,Character Understanding,broad_coverage_event_chain
51,"28、INT. LIVING ROOM, WALSINGHAM'S HOUSE - NIGHT",Why does Walsingham encourage William to stay longer?,Walsingham encourages William to stay longer because he believes every man deserves a rest.,"Walsingham tells him not to leave too soon, adding that every man deserves a rest.",Causal-Motivational Reasoning,broad_coverage_scene
52,"14、EXT. FOREST, SPAIN - DAY",What does Father Reston state about the fires he sees in the deforested landscape?,Father Reston states that the fires are the light of purification.,He murmurs that the fires are the light of purification.,Character Understanding,broad_coverage_scene
53,"3、INT. HALLWAY/SALON, ESCORIAL PALACE - DAY",When do the cathedral bells begin to ring in relation to Philip's speech to the court?,The cathedral bells begin to ring after Philip speaks to the court in the grand salon.,"After Philip speaks, the cathedral bells begin to ring.",Temporal Reasoning,broad_coverage_scene
54,"6、INT. PRIVY CHAMBER, WHITEHALL PALACE - DAY|9、EXT. ROYAL BARGE, THAMES - DAY|10、INT. ST PAUL'S CATHEDRAL - DAY","Which character is Mary Stuart's cousin, Bess Throckmorton's favored companion, and Francis Walsingham's trusted associate?",Queen Elizabeth,"Queen Elizabeth is in a is cousin to relationship with The Queen, is in a favored companion relationship with Bess Throckmorton, and is in a trusted associates relationship with Francis Walsingham.",Role-Relation Continuity,supplementary_cross_scene
55,"109、INT. MAP ROOM, WHITEHALL PALACE - DAY|110、INT. WHITEHALL PALACE - DAY","How would you describe the relationship between Queen Elizabeth and Francis Walsingham when they are in her quarters, compared to their earlier strategic discussion in the map room?",from trusted advisor and monarch to trusted advisor relationship,"Earlier, the relationship between Queen Elizabeth and Francis Walsingham is marked by trusted advisor and monarch; later, it shifts to trusted advisor relationship.",Role-Relation Continuity,supplementary_cross_scene
56,103、INT. QUEEN'S PRIVATE QUARTERS - NIGHT|167、INT. RALEIGH'S HOUSE - DAY,"How should the relationship between Queen Elizabeth and Sir Raleigh be characterized after she blesses his newborn son, in contrast to their earlier bond?",from trusted confidants to standing in disfavor,"Earlier, the relationship between Queen Elizabeth and Sir Raleigh is marked by trusted confidants; later, it shifts to standing in disfavor.",Role-Relation Continuity,supplementary_cross_scene
57,"17、INT. MARY STUART'S QUARTERS, CHARTLEY HALL - DAY",What secret action by Annette prompts Mary Stuart to distract Sir Amyas Paulet?,Annette delivers letter to Mary Stuart,"Annette approaches Mary Stuart and kneels before her, handing her a letter.",Narrative Progression,supplementary_cross_scene
58,26、EXT. WOOD - DUSK,What does Babington say to Savage that makes him realize he's about to be killed?,Babington tells Savage to make peace with God,Babington tells Savage to make peace with God.,Narrative Progression,supplementary_cross_scene
59,"21、EXT. WHITEHALL PALACE - DAY|47、INT. HALLWAY, WHITEHALL PALACE - DAY|57、EXT. DECK, TYGER - DAY","Which character is characterized by his close companionship with Calley, his mutual antagonism with Francis Walsingham, and his steadfast loyalty to the Queen?",Sir Raleigh,"Sir Raleigh is in a close companions relationship with Calley, is in a mutual antagonism relationship with Francis Walsingham, and is in a remains a loyal friend relationship with The Queen.",Role-Relation Continuity,supplementary_cross_scene
