id,related_scenes,question,answer,related_context,question_type,question_source
11,33、INT. AIRLOCK - CONTINUOUS,What causes Ripley to crawl toward the hatch?,She is struggling to escape the failing ship.,Ripley tries to pick herself up... crawling toward the hatch.,Causal-Motivational Reasoning,broad_coverage_scene
12,28、INT. THE BETTY,When does the new alien emerge?,After the Queen's belly pops open,"THE QUEENS BELLY POPS OPEN. Blood shoots everywhere, burning into the walls. And all the screaming stops... Something emerges from the wound",Temporal Reasoning,broad_coverage_scene
13,28、INT. THE BETTY,When does the Queen's belly pop open?,After the aliens become frantic and the Queen's belly begins moving violently,"the aliens franticly agitated as the Queens belly begins moving more violently. SHRIEKS, and RIPLEY does as well, from effort or sympathy, it is hard to tell, as THE QUEENS BELLY POPS OPEN",Temporal Reasoning,broad_coverage_scene
14,31、INT. DOCKING BAY,Why does Ripley leap off the platform?,To escape the closing airlock doors.,the airlock doors move closer together... Ripley reaches the edge... LEAPS... airlock doors thirty feet below almost closed.,Causal-Motivational Reasoning,broad_coverage_scene
15,31、INT. DOCKING BAY,What causes Ripley to run towards the airlock?,The slam against the metal door indicates aliens are present.,A SLAM against the metal door behind her tells her the aliens are here.,Causal-Motivational Reasoning,broad_coverage_scene
16,22、INT..NEXT CHAMBER,"In [22、INT..NEXT CHAMBER], Where is the confrontation between Ripley and the figure taking place?",On a ghost ship,we're getting the fuck off this ghost ship,Scene Grounding,broad_coverage_scene
17,32、INT. BETTY - CONTINUOUS,What causes Johner to suggest shaking off the problem on descent?,Vriess's report that something is on them.,VRIESS: Something's on us! JOHNER: Forget it! we'll shake it off on descent.,Causal-Motivational Reasoning,broad_coverage_scene
18,9、INT. OBSERVATION ROOM,Why does Wren correct Gediman's description of Ripley?,Because Gediman's description is unscientific.,Wren shoots Gediman a stern look at his unscientific parlance.,Causal-Motivational Reasoning,broad_coverage_scene
19,15、INT. COCKPIT CONTINUOUS,What causes Elgyn to threaten Rane with a Wichita stomp?,To intimidate him into compliance.,General Perez is gonna do a Wichita stomp on your virgin ass.,Causal-Motivational Reasoning,broad_coverage_scene
20,34、INT. AIRLOCK - CONTINUOUS,Why does Ripley scream after the newborn's action?,Because the newborn smashes through the window.,RIPLEY NOO!! NOOO! CUT TO:,Causal-Motivational Reasoning,broad_coverage_scene
21,20、INT. HALLWAY BY ENGINE ROOM - CONTINUOUS,What does the alien do after leaping into the lifeboat?,starts feeding on the men strapped down,an alien suddenly LEAPS into it.. starts feeding on the men strapped down - they are screaming,Scene Grounding,broad_coverage_scene
22,2、INT. AURIGA,"In [2、INT. AURIGA], What is the emotional state of the guards?",empty and cold,expressions empty and cold,Character Understanding,broad_coverage_scene
23,23、INT. OBSERVATION ROOM TWO - CONTINUOUS,What is left in the queen's chamber according to Wren?,A residue of slime,A residue of slime is all that's left here.,Scene Grounding,broad_coverage_scene
24,24、INT. THE GARDEN CONTINUOUS,How does the jeep move through the Garden's access paths?,"Electric, emitting a low hum, through paths just wider than the jeep, surrounded by tall plants","The jeep pulls out. It's electric, so it emits just a low hum as she takes it at a good clip toward the other side. The access paths are just a bit wider than the jeep itself, plants rising tall all around them.",Scene Grounding,broad_coverage_scene
25,19、INT. A CHAMBER,"In [19、INT. A CHAMBER], What is Gediman's emotional state?",Nervous,"Gediman looks a little nervous, not sure this is a good idea.",Character Understanding,broad_coverage_scene
26,17、INT. AIR LOCK,What action follows the outer doors closing?,Pressurized air shoots into the airlock.,Pressurized air shoot into the airlock for a few seconds,Scene Grounding,broad_coverage_scene
27,12、INT. MESS HALL,"In [12、INT. MESS HALL], What is Ripley's emotional state when she recalls the memory?",Weary,She shakes her head wearily.,Character Understanding,broad_coverage_scene
28,23、INT. OBSERVATION ROOM TWO - CONTINUOUS,What does Ripley observe about the aliens and soldiers?,Two aliens making short work of a group of soldiers,Ripley looks up and can just see two aliens making short work of a group of soldiers.,Scene Grounding,broad_coverage_scene
29,7、INT. RIPLEY'S CELL,"In [7、INT. RIPLEY'S CELL], What object allows the guard to observe Ripley from above?",A thick pane of glass in the ceiling,"The only light on her comes from directly above, from a thick pane of glass in the center of the ceiling.",Scene Grounding,broad_coverage_scene
30,20、INT. HALLWAY BY ENGINE ROOM - CONTINUOUS,What action does Vriess take when a drop of alien blood drips above him?,rolls out of the way just in time,A drop of alien blood is eating through right above him. It drips down -- and he rolls out of the way just in time,Scene Grounding,broad_coverage_scene
31,27、INT. WASTE TANK 5 - CONTINUOUS,How do the aliens secrete resin around Ripley?,In spits and globs from their backs,The resin comes out of ther backs in spits and globs.,Scene Grounding,broad_coverage_scene
32,16、INT. CARGO BAY - CONTINUOUS | 19、INT. A CHAMBER,Why did Perez initiate emergency override procedures?,Perez initiated emergency override procedures because he saw an alien on screen and received a report from a wounded lieutenant confirming containment failure.,"After seeing an alien on screen and receiving a wounded lieutenant's report of containment failure, he initiates emergency override procedures in a desperate attempt to regain control.",Causal-Motivational Reasoning,broad_coverage_event_chain
33,11、INT. OBSERVATION ROOM TWO | 20、INT. HALLWAY BY ENGINE ROOM - CONTINUOUS,What happens after the bullet hits the alien in lifeboat bay five?,"The alien's blood sprays onto the window, causing it to sizzle and crack, which leads to a breach, decompression, and the eventual explosion of the window, hurling debris and soldiers into space.","The bullet hits the alien, and its blood sprays across the window, sizzling as it eats into the material. Cracks spread rapidly through the reinforced glass. The soldier nearest to it is suddenly pulled forward as a small hole forms, then vanishes through the breach as the air rushes out. The window explodes outward, hurling debris and soldiers into the void. A violent decompression rips through the bay.",Temporal Reasoning,broad_coverage_event_chain
34,19、INT. A CHAMBER | 23、INT. OBSERVATION ROOM TWO - CONTINUOUS,What happened after Wren activated the cryotube release sequence?,"The cryotubes opened, showing changes in temperature and lifesigns, and a section of the ceiling lowered to reveal ten alien eggs positioned above the sleepers, which then all opened at the same time.","The glass tops of the cryotubes slid open, and temperature and lifesign gauges showed changes. A section of the ceiling slowly lowered and rotated, revealing ten alien eggs attached to its underside, now positioned above the sleepers. All ten eggs opened at the same time.",Temporal Reasoning,broad_coverage_event_chain
35,15、INT. COCKPIT CONTINUOUS | 18、INT. BAY | 16、INT. CARGO BAY - CONTINUOUS | 18、INT. BAY,What does Hillard state about the controlled descent of the ship?,Hillard states that the controlled descent is already taken care of.,"Hillard replied, 'Darlin', it's done,' and continued piloting the vessel.",Character Understanding,broad_coverage_event_chain
36,15、INT. COCKPIT CONTINUOUS | 16、INT. CARGO BAY - CONTINUOUS,Why did Elgyn turn off the music in the cargo bay?,"Elgyn turned off the music in the cargo bay to communicate with Call, who was working atop one of the harvesters.","He calls out for Call, who is working atop one of the machines, and switches off the music.",Causal-Motivational Reasoning,broad_coverage_event_chain
37,30、EXT. SPACE | 26、INT HALL NEARBY - CONTINUOUS | 23、INT. OBSERVATION ROOM TWO - CONTINUOUS,What does Ripley state about the hive after being injured in the decompression blast?,"Ripley states that she can hear the hive and that it is close, indicating they are on the hive, and she mentions that the queen is in pain.","After the decompression blast, Ripley mutters, 'Mistake... mistake... I can hear them, in the hive... it's close... We're on the hive,' and then whispers, 'She's in pain.'",Character Understanding,broad_coverage_event_chain
38,15、INT. COCKPIT CONTINUOUS | 16、INT. CARGO BAY - CONTINUOUS | 18、INT. BAY,Why does Elgyn request temporary lodging for the crew from Perez?,Elgyn requests temporary lodging for the crew so they can stay off the radar while Vriess repairs the harvesters.,Elgyn says the break will give Vriess time to repair the harvesters and let the crew stay off the radar until the heat dies down.,Causal-Motivational Reasoning,broad_coverage_event_chain
39,15、INT. COCKPIT CONTINUOUS | 16、INT. CARGO BAY - CONTINUOUS,What does Elgyn state about the reason for the crew's stay at the general's outpost?,Elgyn states that the break will allow Vriess time to repair the harvesters and give the crew a chance to stay off the radar until the heat dies down.,Elgyn says the break will give Vriess time to repair the harvesters and let the crew stay off the radar until the heat dies down.,Character Understanding,broad_coverage_event_chain
40,18、INT. BAY | 19、INT. A CHAMBER,What does Elgyn state about the crew's need for lodging?,Elgyn states that the crew needs temporary lodging for just a few days.,"Elgyn asks for temporary lodging for the crew, just a few days.",Character Understanding,broad_coverage_event_chain
41,15、INT. COCKPIT CONTINUOUS | 16、INT. CARGO BAY - CONTINUOUS | 18、INT. BAY | 19、INT. A CHAMBER | 23、INT. OBSERVATION ROOM TWO - CONTINUOUS,Why did Elgyn request temporary lodging for the crew from Perez?,Elgyn requested temporary lodging so the crew could stay off the radar while Vriess repaired the harvesters.,Elgyn says the break will give Vriess time to repair the harvesters and let the crew stay off the radar until the heat dies down.,Causal-Motivational Reasoning,broad_coverage_event_chain
42,15、INT. COCKPIT CONTINUOUS | 16、INT. CARGO BAY - CONTINUOUS | 18、INT. BAY | 19、INT. A CHAMBER,Why does Elgyn stop Call from escaping during the confrontation in the mess hall?,Elgyn stops Call from escaping because he wants to maintain control over her and the situation during the crew's counterattack against the guards.,"Call moves to escape, but Elgyn grabs her by the hair, stopping her.",Causal-Motivational Reasoning,broad_coverage_event_chain
43,19、INT. A CHAMBER | 23、INT. OBSERVATION ROOM TWO - CONTINUOUS,What happened immediately after the fourth alien turned to flee?,St. Just shot and killed the fleeing alien.,"The fourth alien, seeing the fate of the others, turned and fled. St Just rose from cover, raised his weapon, and fired four precise shots from forty yards. The alien collapsed.",Temporal Reasoning,broad_coverage_event_chain
44,19、INT. A CHAMBER | 20、INT. HALLWAY BY ENGINE ROOM - CONTINUOUS,What happens immediately after Perez initiates emergency override procedures?,Perez launches the first lifeboat with soldiers on board.,"After seeing an alien on screen and receiving a wounded lieutenant's report of containment failure, he initiates emergency override procedures in a desperate attempt to regain control. Soldiers rush into the first lifeboat, taking their seats and strapping in as Perez directs them.",Temporal Reasoning,broad_coverage_event_chain
45,16、INT. CARGO BAY - CONTINUOUS | 18、INT. BAY | 19、INT. A CHAMBER,Why does Elgyn insist that the damaged harvester must be repaired despite Vriess's assessment?,"Elgyn insists the damaged harvester must be repaired because the mission only requires the machines to function for a short period, making temporary functionality sufficient.","Elgyn reassures Vriess that the harvesters only need to run for a short time, indicating that full or long-term repair is unnecessary.",Causal-Motivational Reasoning,broad_coverage_event_chain
46,21、INT. CHAMBER - CONTINUOUS | 19、INT. A CHAMBER,When do the aliens breach the containment pens?,"The aliens breach the containment pens after two of them attack the third, causing its blood to melt through the floor and create a hole, which they use to escape into the lower levels.","Inside observation pen six, two of the aliens suddenly lunge at the third, tearing into it with brutal force. The third alien thrashes as its blood sprays, hissing violently as it eats through the floor. The corrosive fluid burns downward, cutting through multiple levels below. The two attacking aliens leap into the hole created by the melting floor and vanish into the lower levels.",Temporal Reasoning,broad_coverage_event_chain
47,16、INT. CARGO BAY - CONTINUOUS|19、INT. A CHAMBER,"Which character's role is marked by a mix of conflict with Johner, camaraderie with Elgyn, and a violent plot against Ripley?",Call,"Call is in a mutual antagonism relationship with Johnner, is in a trusted crew members relationship with Elgyn, and is in a attempted assassin and target relationship with Ripley.",Role-Relation Continuity,supplementary_cross_scene
48,21、INT. CHAMBER - CONTINUOUS|23、INT. OBSERVATION ROOM TWO - CONTINUOUS,What action by Wren redirects the group toward the lift shaft?,Wren directs group toward lift shaft,"In the screenplay, Wren points down an adjoining doorway, guiding the group to the lift shaft as they escape.",Narrative Progression,supplementary_cross_scene
49,21、INT. CHAMBER - CONTINUOUS|23、INT. OBSERVATION ROOM TWO - CONTINUOUS,What crucial move by Wren redirects the survivors' escape route?,Wren directs group toward lift shaft,"Following the ambush, the group rushes into a lift shaft with Wren leading the ascent, prying open doors and climbing ladders to evade the aliens.",Narrative Progression,supplementary_cross_scene
50,21、INT. CHAMBER - CONTINUOUS|23、INT. OBSERVATION ROOM TWO - CONTINUOUS,What does St Just do that interrupts the escape and sets the stage for Call's fall?,St Just hangs upside down and shoots nearby alien,"In the lift shaft scene, St Just swings upside down from his harness and fires at a nearby alien, altering the group's situation.",Narrative Progression,supplementary_cross_scene
51,21、INT. CHAMBER - CONTINUOUS|23、INT. OBSERVATION ROOM TWO - CONTINUOUS,What maneuver does St Just execute that interrupts the alien threat and sets the stage for the freeze trap confrontation?,St Just hangs upside down and shoots nearby alien,"In the shaft ascent scene, St Just swings upside down from his harness and fires at a nearby alien, redirecting the group's escape.",Narrative Progression,supplementary_cross_scene
52,12、INT. MESS HALL|21、INT. CHAMBER - CONTINUOUS|23、INT. OBSERVATION ROOM TWO - CONTINUOUS,Which character is shown as an adversary to Gediman but cooperates with Di Stephano and Johnner?,Ripley,"Ripley is in a ongoing adversaries relationship with Gediman, is in a cooperative team members relationship with Di Stephano, and is in a cooperative allies relationship with Johnner.",Role-Relation Continuity,supplementary_cross_scene
