id,related_scenes,question,answer,related_context,question_type,question_source
16,58、INT. DINING AREA,What is the purpose of the $25 million according to Jessica?,To persuade him to give up bin Laden.,"And at that moment, with 25 mil on the table, I think he gives up the Big Man.",Causal-Motivational Reasoning,broad_coverage_scene
17,46、INT. MARRIOTT HOTEL RESTAURANT - NIGHT,What does Maya believe about Bradley's trust in her leadership?,She believes Bradley doesn't believe in her lead.,You sound just like Bradley. He doesn't believe in my lead either.,Character Understanding,broad_coverage_scene
18,32、INT. PAKISTANI DETENTION AREA - CONTINUOUS,"In [32、INT. PAKISTANI DETENTION AREA - CONTINUOUS], What did Abu Ahmed bring to Ghul?",Messages from the Sheikh,He brought me many messages from the Sheikh.,Scene Grounding,broad_coverage_scene
19,31、EXT. ISLAMABAD TRAFFIC - YEARS LATER,What does Maya say about her relationship with the person she addresses?,She says she knows them and has been following and studying them.,I want you to understand that I know you. I have been following you and studying you for a long time.,Character Understanding,broad_coverage_scene
20,22、INT. AMERICAN EMBASSY - KITCHEN,What does Maya believe about Al Qaeda members' motivations?,"They are radicals, not motivated by financial rewards.",You're assuming that Al Qaeda members are motivated by financial rewards. They're radicals.,Character Understanding,broad_coverage_scene
21,29、INT. AMERICAN EMBASSY CIA SECTION - STATION CHIEF'S OFFICE -,"In [29、INT. AMERICAN EMBASSY CIA SECTION - STATION CHIEF'S OFFICE -], What is playing on the television in the background?",A news report showing disaster footage of people bloodied and screaming,"On the television in the background, the news report continues, showing disaster footage of PEOPLE bloodied, screaming.",Scene Grounding,broad_coverage_scene
22,58、INT. DINING AREA,Why does Jessica believe the guy could be called to treat bin Laden?,Because Al Qaeda needs doctors and he's rising in their ranks.,Al Qaeda needs doctors and they are short staffed and that could explain his rise.,Causal-Motivational Reasoning,broad_coverage_scene
23,61、EXT. CAMP CHAPMAN - GUARD POST,"In [61、EXT. CAMP CHAPMAN - GUARD POST], Where does the car navigate through while kicking up dust?",the maze of HESCO barriers,"We follow the car as it navigates the maze of HESCO barriers, kicking up a cloud of dust.",Scene Grounding,broad_coverage_scene
24,3、INT. INTERROGATION ROOM - LATER,"In [3、INT. INTERROGATION ROOM - LATER], Where is the interrogation taking place?",CIA black site,SUPERIMPOSE: CIA BLACK SITE - UNDISCLOSED LOCATION,Scene Grounding,broad_coverage_scene
25,28、INT./EXT. DOUBLE DECKER BUS,"In [28、INT./EXT. DOUBLE DECKER BUS], What is displayed on the TV screen after the explosion?",File footage of the aftermath,File footage of the aftermath: REPORTER (O.S.) This is what remains of the #10 bus,Scene Grounding,broad_coverage_scene
26,34、INT. GARDEN VILLA,"In [34、INT. GARDEN VILLA], Who secures the bomb on the man's leg?",A Pakistani policeman,A BOMB is being strapped to a MAN'S leg by a PAKISTANI POLICEMAN.,Scene Grounding,broad_coverage_scene
27,30、EXT. BLACK SITE - AFGHANISTAN,When does the monkey steal Daniel's ice cream?,After the CIA guard approaches Daniel,A CIA GUARD approaches Daniel... The monkey reaches through the bars and steals the remainder of Daniel's ice cream cone.,Temporal Reasoning,broad_coverage_scene
28,23、INT. MAYA'S APARTMENT,"In [23、INT. MAYA'S APARTMENT], What is Maya's behavioral state as she packs?",Hastily packing,Maya hastily throws her clothes and a wig into a suitcase,Character Understanding,broad_coverage_scene
29,8、INT. AMERICAN EMBASSY CIA SECTION - MAYA'S CUBICLE,"In [8、INT. AMERICAN EMBASSY CIA SECTION - MAYA'S CUBICLE], What does Maya do after cleaning her desk?",She sits and looks at the blank log-in screen.,then sits and looks at the blank log-in screen of her computer,Character Understanding,broad_coverage_scene
30,53、INT. AMERICAN EMBASSY CIA SECTION - STATION CHIEF'S OFFICE -,Why does Maya suggest meeting the person face-to-face?,To evaluate him themselves.,We have to evaluate him face to face.,Causal-Motivational Reasoning,broad_coverage_scene
31,2、EXT. BLACK SITE - LATER,What action does Daniel perform with the ski mask at the door?,Hands the ski mask back to Maya,"At the door, Daniel hands the ski mask back to Maya",Scene Grounding,broad_coverage_scene
32,5、EXT. DIPLOMATIC QUARTER - ISLAMABAD - DAY,"In [5、EXT. DIPLOMATIC QUARTER - ISLAMABAD - DAY], Where does Maya drive to?",Main gate of the United States Embassy in Islamabad,Maya drives through the checkpoint and up to the main gate,Scene Grounding,broad_coverage_scene
33,2、EXT. BLACK SITE - LATER,What physical characteristics define Maya's appearance?,"Pale, milky innocence, bright blue eyes, thin, frail, and steely core","She has a pale, milky innocence and bright blue eyes, thin and somewhat frail looking, yet possessing a steely core",Scene Grounding,broad_coverage_scene
34,3、INT. INTERROGATION ROOM - LATER,"In [3、INT. INTERROGATION ROOM - LATER], Where is Ammar restrained?",In a room with sound-proofed walls and puddles of water,"sound-proofed walls, the puddles of water on the floor",Scene Grounding,broad_coverage_scene
35,61、EXT. CAMP CHAPMAN - GUARD POST,"In [61、EXT. CAMP CHAPMAN - GUARD POST], Where does the sedan drive into after passing the gate?",a maze of barriers,The sedan drives past the gate into a maze of barriers.,Scene Grounding,broad_coverage_scene
36,9、INT. AMERICAN EMBASSY CIA SECTION - CONFERENCE ROOM | 14、INT. AMERICAN EMBASSY CIA SECTION - CONFERENCE ROOM,Why does Jessica believe the threat at Heathrow remains active despite the massacre in the U.S.?,Jessica believes the threat at Heathrow remains active because the plot for mass casualties was not dependent on the success of the U.S. attacks and is still unfolding independently.,"Jessica stresses that the plot for mass casualties is still active and shifts the team's focus to London and Heathrow after the massacre, indicating the threat there was separate and ongoing.",Causal-Motivational Reasoning,broad_coverage_event_chain
37,45、EXT. ISLAMABAD - NEAR THE MARRIOTT HOTEL - NIGHT,What does Maya state about her destination when questioned by the police officer at the checkpoint?,Maya states that she is going to the Marriott.,"She says, 'To the Marriott. I assume you noticed the dip plates.'",Character Understanding,broad_coverage_scene
38,31、EXT. ISLAMABAD TRAFFIC - YEARS LATER | 25、INT. FRIGATE - BLACK SITE - POLAND - DAY | 40、INT. INTERROGATION ROOM - MORNING,What does Hakim state about the prisoner's knowledge of Abu Faraj's children?,Hakim states that the prisoner told him the names of all of Faraj's children and believes the prisoner is telling the truth.,"Hakim turns to Maya and says, 'He just told me the names of all of Faraj's children. I think he's telling the truth.'",Character Understanding,broad_coverage_event_chain
39,9、INT. AMERICAN EMBASSY CIA SECTION - CONFERENCE ROOM | 35、EXT. GARDEN COMPLEX - DAY | 37、INT. INTERROGATION AREA - CONTINUOUS,What does Daniel tell Faraj about his intentions during their interaction in the cell?,"Daniel tells Faraj that he is not his friend, that he is bad news, and that he will break him, adding that he has done it before.","Daniel tells Faraj he is not his friend, that he is bad news, and that he will break him, saying he has done it before.",Character Understanding,broad_coverage_event_chain
40,35、EXT. GARDEN COMPLEX - DAY | 43、EXT. BLACK SITE - PRE-DAWN | 40、INT. INTERROGATION ROOM - MORNING,What does Daniel state about Faraj's possible responses during interrogation?,Daniel states that Faraj will either remain silent or break under pressure.,Daniel replies that Faraj will either stay silent or break from the pressure.,Character Understanding,broad_coverage_event_chain
41,15、EXT. BLACK SITE - AFTERNOON | 25、INT. FRIGATE - BLACK SITE - POLAND - DAY | 40、INT. INTERROGATION ROOM - MORNING,What does Ammar state about his memory when questioned by Daniel and Maya?,Ammar states that he is unsure of what to remember.,"Ammar responds weakly, unsure of what to remember.",Character Understanding,broad_coverage_event_chain
42,35、EXT. GARDEN COMPLEX - DAY | 36、EXT. BLACK SITE - AFGHANISTAN - DAY | 37、INT. INTERROGATION AREA - CONTINUOUS,What does Daniel state about his relationship with Faraj and his intentions toward him?,"Daniel states that he is not Faraj's friend, calls him bad news, and declares that he will break him, adding that he has done it before.","Daniel tells Faraj he is not his friend, that he is bad news, and that he will break him, saying he has done it before.",Character Understanding,broad_coverage_event_chain
43,7、INT. AMERICAN EMBASSY CIA SECTION - STAIRCASE/LOBBY | 11、INT. BLACK SITE - AFTERNOON | 2、EXT. BLACK SITE - LATER,What does Maya state about how the prisoner can help himself during the interrogation?,Maya states that the prisoner can help himself by being truthful.,"After a long silence, she spoke, her voice low but firm. 'You can help yourself by being truthful.'",Character Understanding,broad_coverage_event_chain
44,43、EXT. BLACK SITE - PRE-DAWN,Why does Daniel decide to leave the facility and go to Washington?,Daniel decides to leave the facility and go to Washington because he is emotionally exhausted from seeing too many men naked during interrogations and wants to do something normal by participating in the political process.,"He says he’s seen too many men naked, more than a hundred, and needs to do something normal for a while. He says he’s going to Washington, to take part in the political process there.",Causal-Motivational Reasoning,broad_coverage_scene
45,44、EXT. ISLAMABAD - NIGHT | 31、EXT. ISLAMABAD TRAFFIC - YEARS LATER | 25、INT. FRIGATE - BLACK SITE - POLAND - DAY | 40、INT. INTERROGATION ROOM - MORNING,Why does Maya believe the prisoner might be telling the truth about knowing Abu Faraj?,"Maya believes the prisoner might be telling the truth because he provides specific personal information about Abu Faraj, namely the names of all of Faraj's children, which would be unlikely for someone who did not actually know him.","Hakim says, 'He just told me the names of all of Faraj's children,' and adds, 'I think he's telling the truth,' implying the detail is credible and known only to someone familiar with Faraj.",Causal-Motivational Reasoning,broad_coverage_event_chain
46,31、EXT. ISLAMABAD TRAFFIC - YEARS LATER | 25、INT. FRIGATE - BLACK SITE - POLAND - DAY | 32、INT. PAKISTANI DETENTION AREA - CONTINUOUS,Why does Maya believe the prisoner might be telling the truth about knowing Abu Faraj?,"Maya believes the prisoner might be telling the truth because he provides specific personal information about Abu Faraj, namely the names of all his children, which would be difficult to know unless he had a genuine connection.","Hakim says, 'He just told me the names of all of Faraj's children,' and adds, 'I think he's telling the truth.'",Causal-Motivational Reasoning,broad_coverage_event_chain
47,35、EXT. GARDEN COMPLEX - DAY | 36、EXT. BLACK SITE - AFGHANISTAN - DAY,What does Daniel state he can do if Faraj has a music preference?,Daniel states he can make a call to arrange music if Faraj has a preference.,"He says that if Faraj has a preference, he can make a call to arrange it.",Character Understanding,broad_coverage_event_chain
48,31、EXT. ISLAMABAD TRAFFIC - YEARS LATER | 25、INT. FRIGATE - BLACK SITE - POLAND - DAY | 2、EXT. BLACK SITE - LATER,Why does Maya question whether the prisoner will ever be released?,"Maya questions whether the prisoner will ever be released because she is disturbed by the permanence and severity of his detention, especially after witnessing the intense interrogation and learning that he is considered too dangerous to ever be freed.","After the interrogation, Maya asks Daniel whether the prisoner will ever be released, and Daniel responds, 'Never,' indicating the prisoner's indefinite confinement.",Causal-Motivational Reasoning,broad_coverage_event_chain
49,35、EXT. GARDEN COMPLEX - DAY | 37、INT. INTERROGATION AREA - CONTINUOUS | 38、INT. CELL,What does Daniel say he will do to Faraj while he is in the cell?,"Daniel says he will break Faraj, stating that he is not his friend, that Faraj is bad news, and that he has broken others before.","Daniel tells Faraj he is not his friend, that he is bad news, and that he will break him, saying he has done it before.",Character Understanding,broad_coverage_event_chain
50,2、EXT. BLACK SITE - LATER,What does Maya state about returning to the interrogation room?,Maya states that they should go back in.,"Maya refuses, saying they should go back in.",Character Understanding,broad_coverage_scene
51,126、INT. LANGLEY BRIEFING ROOM|127、INT. CIA HEADQUARTERS - AF/PAK DIVISION - DAY,How would you describe the evolution of Maya and George's professional relationship from the briefing room confrontation to the collaborative office scene?,from professional rivalry to trusted colleagues,"Earlier, the relationship between Maya and George is marked by professional rivalry; later, it shifts to trusted colleagues.",Role-Relation Continuity,supplementary_cross_scene
52,147、INT. ASSAULT COMMAND CENTER - JALALABAD FORWARD OPERATING|148、EXT. JALALABAD FORWARD OPERATING BASE - DUSK,"How would you describe the relationship between Maya and Hakim by the time they are at the Jalalabad base at dusk, compared to their earlier interaction in the command center?",from cooperating partners to trusted companions,"Earlier, the relationship between Maya and Hakim is marked by cooperating partners; later, it shifts to trusted companions.",Role-Relation Continuity,supplementary_cross_scene
53,35、EXT. GARDEN COMPLEX - DAY,What critical interaction between Faraj and his courier leads directly to his capture?,Faraj and his courier meet face to face in an open area,"From episode unit 2: Faraj approaches the open area and sees his courier; They lock eyes, both pausing briefly.",Narrative Progression,supplementary_cross_scene
54,35、EXT. GARDEN COMPLEX - DAY|37、INT. INTERROGATION AREA - CONTINUOUS,What pivotal event in the garden complex leads to Abu Faraj's capture and sets up his imprisonment?,Pakistani agents in black burkhas surround and capture Abu Faraj,"In the park scene, Faraj attempts to escape but is surrounded and seized by figures in black burkhas who are revealed to be Pakistani agents, as observed by Daniel from a tower.",Narrative Progression,supplementary_cross_scene
55,3、INT. INTERROGATION ROOM - LATER|6、INT. AMERICAN EMBASSY CIA SECTION - STAIRCASE - ISLAMABAD|7、INT. AMERICAN EMBASSY CIA SECTION - STAIRCASE/LOBBY,"Who is the character that interrogates Ammar, collaborates with Maya on operations, and has a professional history with Joseph Bradley?",Daniel,"Daniel is in a ongoing adversaries relationship with Ammar, is in a operational partners relationship with Maya, and is in a trusted colleagues relationship with Joseph Bradley.",Role-Relation Continuity,supplementary_cross_scene
56,3、INT. INTERROGATION ROOM - LATER|83、INT. AMERICAN EMBASSY CIA SECTION - SECURITY BAY - DAY|89、INT. AMERICAN EMBASSY AMERICAN BAR - NIGHT,"Which character works alongside Daniel in interrogations, clashes with Larry over operational decisions, and confides in Jack?",Maya,"Maya is in a operational partners relationship with Daniel, is in a ongoing adversarial stance relationship with Larry, and is in a trusted allies relationship with Jack.",Role-Relation Continuity,supplementary_cross_scene
