id,related_scenes,question,answer,related_context,question_type,question_source
30,5、INT. NORTH'S GLOBE ROOM - CONTINUOUS,"In [5、INT. NORTH'S GLOBE ROOM - CONTINUOUS], What is the GLOBE OF BELIEF?",A structure covered with lights blanketing the continents.,THE GLOBE OF BELIEF Covered with LIGHTS blanketing the continents.,Scene Grounding,broad_coverage_scene
31,30、EXT. SKY - SLEIGH JETTING THROUGH THE SKY,What visual details describe the sleigh's movement through the portal?,A surreal light surrounds the sleigh as it hits HYPERDRIVE and gets sucked through the snow-globe portal with a WHOOSH.,A surreal light surrounds the sleigh as it hits HYPERDRIVE and gets sucked through the snow-globe portal with a WHOOSH.,Scene Grounding,broad_coverage_scene
32,13、INT. GLOBE ROOM - NIGHT,What does Bunny question about North's reason for summoning him?,He questions if it's because of North's belly.,"Hang on, hang on, you mean to say, you summoned me here THREE DAYS BEFORE EASTER because of your belly?",Character Understanding,broad_coverage_scene
33,42、INT. BOY'S BEDROOM - NIGHT,"In [42、INT. BOY'S BEDROOM - NIGHT], Where does North fall into after leaving the bed?",A rabbit hole,He falls into a rabbit hole.,Scene Grounding,broad_coverage_scene
34,11、INT. EGG TUNNEL,What action do the Easter eggs perform when they emerge from the ground?,Pop up and use their legs to move out of the way,A few EASTER EGGS pop up out of the ground; their little legs carry them out of the way of a fast approaching object.,Scene Grounding,broad_coverage_scene
35,28、INT. LAUNCHING SHED - A MOMENT LATER | 46、EXT. SKYLINE - NIGHT | 32、INT. TOOTH PALACE - A MOMENT LATER,When does Jack take control of the sleigh?,Jack takes control of the sleigh when North spots a Nightmare ahead and hands him the reins.,"As the sleigh speeds through the vast chamber, North spots a Nightmare ahead and hands the reins to Jack.",Temporal Reasoning,broad_coverage_event_chain
36,25、INT. NORTH'S LIBRARY - DAY | 35、INT. TOOTH PALACE - LAGOON - MOMENTS LATER | 36、EXT. SHANGHAI ROOFTOPS - NIGHT,Why does Jack agree to join the Guardians' mission to collect children's teeth?,Jack agrees to join the mission because North assures him that it will lead to finding his stolen memories.,"Jack stands quietly, then looks to North and asks if this will lead to finding his stolen memories. North assures him it will. Jack nods, agreeing to help.",Causal-Motivational Reasoning,broad_coverage_event_chain
37,29、EXT. SLEIGH - FLYING THROUGH THE SKY - CONTINUOUS | 28、INT. LAUNCHING SHED - A MOMENT LATER | 46、EXT. SKYLINE - NIGHT | 25、INT. NORTH'S LIBRARY - DAY,What does Jack say when the yetis lift him to his feet?,Jack protests and tells them to put him down.,"Two yetis step forward, grabbing Jack by the shoulders and lifting him to his feet. Jack protests, 'Hey, hey. Whoa, put me down.'",Character Understanding,broad_coverage_event_chain
38,23、EXT. BURGESS - NIGHT | 24、EXT. STREETS OF BURGESS - NIGHT - CONTINUOUS | 12、EXT. A SNOWY EXPANSE IN THE NORTH POLE,What happens after the yetis throw the sack containing Jack through the portal?,"The yetis charge into the portal after Jack, and the portal closes behind them.","They charge in after him, disappearing as the portal closes behind them.",Temporal Reasoning,broad_coverage_event_chain
39,4、INT. NORTH'S WORKSHOP - DUSK,What happens after the ice locomotive soars into the air?,"Wings unfold from the locomotive and jet engines ignite, propelling it forward.","Midflight, wings unfold from the locomotive and jet engines ignite, propelling it forward.",Temporal Reasoning,broad_coverage_scene
40,18、EXT. SNOWY HILL,What happens after Jack redirects the ice path as the snowplow approaches?,"The ice trail rises into a ramp, launching Jamie into the air, and he lands in a large snow mound.","As a snowplow approaches, Jack redirects the ice path, veering Jamie away just in time. The trail rises into a ramp, launching Jamie into the air. He soars over the street and lands with a soft thud in a large snow mound.",Temporal Reasoning,broad_coverage_scene
41,25、INT. NORTH'S LIBRARY - DAY | 27、INT. NORTH'S OFFICE - A MOMENT LATER | 34、EXT. VILLAGE - NIGHT - FLASHBACK - CONTINUOUS,What happens immediately after Bunny announces that something is wrong at the Tooth Palace?,The Guardians and Jack rush after Pitch as he flees on Onyx into the dark depths below the Tooth Palace.,"After speaking his final words, Pitch turns as Bunny hurls boomerangs toward him. They slice through the air, missing their target as Pitch ducks and leaps onto the back of Onyx, his shadowy steed. The creature surges forward, plunging into the dark depths below the Tooth Palace. The Guardians and Jack rush after him without hesitation, diving into the chasm.",Temporal Reasoning,broad_coverage_event_chain
42,21、INT. CUPCAKE'S BEDROOM - BURGESS - CONTINUOUS | 33、EXT. VILLAGE - NIGHT - FLASHBACK | 22、EXT. BURGESS - NIGHT,What does Pitch state about the Guardians when he speaks to the Moon?,Pitch states that his Nightmares are ready and questions whether the Guardians are ready.,"He looks up at the Moon and speaks to it, his voice filled with defiance. 'Don't look at me like that, old friend. You must have known this day would come. My Nightmares are finally ready. Are your Guardians?'",Character Understanding,broad_coverage_event_chain
43,25、INT. NORTH'S LIBRARY - DAY | 20、EXT. ROOF OF JAMIE'S HOUSE - CONTINUOUS,What does Jack state about his suitability for the Guardian role?,Jack states that he is not suited for the disciplined life of a Guardian and does not fit with their purpose.,"He declares he is not suited for the disciplined life of a Guardian, explaining that he doesn’t fit with their purpose.",Character Understanding,broad_coverage_event_chain
44,27、INT. NORTH'S OFFICE - A MOMENT LATER | 31、EXT. SKY - NEAR TOOTH'S PALACE | 32、INT. TOOTH PALACE - A MOMENT LATER | 35、INT. TOOTH PALACE - LAGOON - MOMENTS LATER,Why do the Guardians decide to collect children's teeth from around the world?,"The Guardians decide to collect children's teeth to restore belief in Tooth, which is fading as her feathers fall and the mural in her palace crumbles.","Tooth's feathers begin to fall and disappear into nothingness as cracks spread across the ancient mural in her palace, pieces of it crumbling away. North declares that they must act immediately—children around the world must be visited to collect their lost teeth, in the hope that belief in Tooth will be restored.",Causal-Motivational Reasoning,broad_coverage_event_chain
45,5、INT. NORTH'S GLOBE ROOM - CONTINUOUS | 28、INT. LAUNCHING SHED - A MOMENT LATER,What happens immediately after the sleigh launches into the sky?,Jack throws his arms up and shouts in exhilaration as the ground falls away beneath them.,The sleigh rockets to the end of the ramp and launches into the bright blue sky. Jack throws his arms up and shouts in exhilaration as the ground falls away beneath them.,Temporal Reasoning,broad_coverage_event_chain
46,18、EXT. SNOWY HILL | 17、EXT. JAMIE'S BACKYARD - DAY | 18、EXT. SNOWY HILL,What does Jack claim about the sledding adventure and the missing tooth?,"Jack claims that the wild ride and all the fun were his doing, not the Tooth Fairy’s.","Jack watches, then calls out, insisting the wild ride and all the fun were his doing, not the Tooth Fairy’s.",Character Understanding,broad_coverage_event_chain
47,35、INT. TOOTH PALACE - LAGOON - MOMENTS LATER | 36、EXT. SHANGHAI ROOFTOPS - NIGHT,What does Tooth state about the contents of the children's teeth?,"Tooth states that the children's teeth hold their most important childhood memories, which are guarded by her fairies and can be returned when people need to remember what matters.","Tooth leads Jack across the pond and stops before a large mural that shows how children’s teeth hold their most important childhood memories, and how her fairies guard them. When people need to remember what matters, the memories are returned.",Character Understanding,broad_coverage_event_chain
48,13、INT. GLOBE ROOM - NIGHT | 32、INT. TOOTH PALACE - A MOMENT LATER | 35、INT. TOOTH PALACE - LAGOON - MOMENTS LATER | 36、EXT. SHANGHAI ROOFTOPS - NIGHT,Why do the Guardians decide to collect children's lost teeth?,"The Guardians decide to collect children's lost teeth to restore belief in Tooth, which is fading as her feathers fall and the mural in her palace crumbles.","Tooth's feathers begin to fall and disappear into nothingness as cracks spread across the ancient mural in her palace, pieces of it crumbling away... North steps forward and declares that they must act immediately—children around the world must be visited to collect their lost teeth, in the hope that belief in Tooth will be restored.",Causal-Motivational Reasoning,broad_coverage_event_chain
49,4、INT. NORTH'S WORKSHOP - DUSK | 28、INT. LAUNCHING SHED - A MOMENT LATER | 31、EXT. SKY - NEAR TOOTH'S PALACE | 32、INT. TOOTH PALACE - A MOMENT LATER,Why does North hand the reins to Jack during the sleigh ride?,North hands the reins to Jack so he can draw his sword and destroy a Nightmare ahead.,North spots a Nightmare ahead and hands Jack the reins of the sleigh. He draws his sword and slices the creature in half.,Causal-Motivational Reasoning,broad_coverage_event_chain
50,101、EXT. STREETS OF BURGESS - MOMENTS LATER|119、EXT. POND - THE MOON,How should the relationship between Jack and Jamie be characterized?,from protects and stands with to trusted mentor and protégé,"Earlier, the relationship between Jack and Jamie is marked by protects and stands with; later, it shifts to trusted mentor and protégé.",Role-Relation Continuity,supplementary_cross_scene
51,4、INT. NORTH'S WORKSHOP - DUSK|13、INT. GLOBE ROOM - NIGHT,"Who is the character that often clashes with the Yetis, collaborates closely with Tooth, and immediately accepts Jack Frost as a Guardian?",North,"North is in a ongoing adversaries relationship with Yetis, is in a trusted colleagues relationship with Tooth, and is in a trusted ally relationship with Jack Frost.",Role-Relation Continuity,supplementary_cross_scene
52,25、INT. NORTH'S LIBRARY - DAY|27、INT. NORTH'S OFFICE - A MOMENT LATER,What does Bunny say to Jack that stops him from leaving and forces the story to pivot toward the Tooth Palace crisis?,Bunny challenges Jack's significance by pointing out children don't believe in him,"Bunny interrupts Jack's attempt to leave by stating that no children believe in him, which confronts Jack and redirects the narrative, leading to Bunny and Sandman rushing to.",Narrative Progression,supplementary_cross_scene
53,25、INT. NORTH'S LIBRARY - DAY,What does Bunny say to Jack that stops him from leaving and forces him to confront the Guardians?,Bunny challenges Jack's significance by pointing out children don't believe in him,"In the scene, Bunny tells Jack that no children believe in him, which causes Jack to pause and turn back, leading to increased tension and North's intervention.",Narrative Progression,supplementary_cross_scene
54,20、EXT. ROOF OF JAMIE'S HOUSE - CONTINUOUS|24、EXT. STREETS OF BURGESS - NIGHT - CONTINUOUS|25、INT. NORTH'S LIBRARY - DAY,"Which character is a trusted ally of Sandy, has a longstanding feud with Bunnymund, and resists North's authority?",Jack,"Jack is in a trusted allies relationship with Sandy, is in a ongoing adversarial history relationship with Bunnymund, and is in a current tension and resistance relationship with North.",Role-Relation Continuity,supplementary_cross_scene
55,27、INT. NORTH'S OFFICE - A MOMENT LATER|31、EXT. SKY - NEAR TOOTH'S PALACE,What event immediately follows Bunny and Sandman's warning and propels the sleigh into the nightmare-infested skies near the Tooth Palace?,Sleigh exits hyperdrive near Tooth Palace,"The sleigh bursts out of hyperdrive at the edge of the Tooth Palace, plunging into chaos.",Narrative Progression,supplementary_cross_scene
56,27、INT. NORTH'S OFFICE - A MOMENT LATER|31、EXT. SKY - NEAR TOOTH'S PALACE|32、INT. TOOTH PALACE - A MOMENT LATER,What pivotal moment brings the Guardians directly into the nightmare assault at the Tooth Palace?,Sleigh exits hyperdrive near Tooth Palace,"The sleigh bursts out of hyperdrive at the edge of the Tooth Palace, plunging into chaos.",Narrative Progression,supplementary_cross_scene
