id,related_scenes,question,answer,related_context,question_type,question_source
11,44、EXT. FOREST - NIGHT,What causes Brenda to unbutton her blouse?,Grant's instruction to take off her shirt,"GRANT Take off your shirt, doll. ... Brenda ... starts unbuttoning her blouse.",Causal-Motivational Reasoning,broad_coverage_scene
12,34、EXT. SHADED FOREST - DAY,Why does Grant stop while moving up the hill?,He is trying to remember which way to go.,"He comes to a stop, trying to remember which way to go.",Causal-Motivational Reasoning,broad_coverage_scene
13,8、INT. DINER - LATER,"In [8、INT. DINER - LATER], What is the dishwasher's emotional state?",He is yelling with fear.,YELPING with fear,Character Understanding,broad_coverage_scene
14,61、INT. GRANT LIVING ROOM - MOMENTS LATER,What causes Starla to dash toward the back of the house?,Seeing Grant's monstrous form through the window.,Starla turns to see the monstrous Grant through the window. She just stops... And then Grant lets out a FURIOUS WAIL. Starla turns and dashes toward the back of the house.,Causal-Motivational Reasoning,broad_coverage_scene
15,38、INT. GRANT MASTER BATHROOM - MOMENTS LATER,Why is Grant leaning over the sink?,He is clutching his stomach due to illness.,"Grant looks ill. He is leaning over the sink, sweating, clutching his stomach.",Causal-Motivational Reasoning,broad_coverage_scene
16,30、EXT. GRANT GARAGE - NIGHT,"In [30、EXT. GRANT GARAGE - NIGHT], What object is preventing the garage door from opening?",A new padlock locking the door to the cement driveway,"She looks down and sees a new padlock, locking the door to the cement driveway with bolts on both sides.",Scene Grounding,broad_coverage_scene
17,61、INT. GRANT LIVING ROOM - MOMENTS LATER,Why does Starla call the police?,Because she believes Grant is sick.,"STARLA: 'I think Grant's sick, he --'",Causal-Motivational Reasoning,broad_coverage_scene
18,22、INT. GRANT BEDROOM - MORNING,"In [22、INT. GRANT BEDROOM - MORNING], What is Grant's emotional state when he apologizes?",Apologetic and insecure,I'm sorry about last night. I get a little insecure sometimes...,Character Understanding,broad_coverage_scene
19,33、EXT. GRANT HOME - MORNING,Why is Tim putting up the LOST: REWARD flyer?,Because Roscoe is missing.,Starla asks 'Roscoe's gone?' and Tim responds he hasn't seen him.,Causal-Motivational Reasoning,broad_coverage_scene
20,47、INT. WHEELSY POLICE STATION - DAY,How are the children described as they follow the man?,Half-naked and clutching onto his clothes,"Three half-naked children follow him, clutching onto his clothes",Scene Grounding,broad_coverage_scene
21,34、EXT. SHADED FOREST - DAY,What causes Grant to proceed after stopping?,He remembers the correct direction.,"He does, and moves on.",Causal-Motivational Reasoning,broad_coverage_scene
22,16、EXT. SHADED CREEK - LATER,What does Grant call out to see if anyone is nearby?,"Hey, anybody 'round here? 'Lo?","GRANT Hey, anybody 'round here? 'Lo?",Character Understanding,broad_coverage_scene
23,14、INT. GRANT BEDROOM - MOMENTS LATER,What does Starla say about her mood?,I'm not in the mood.,STARLA I'm not in the mood.,Character Understanding,broad_coverage_scene
24,55、INT. OLD BARN - NIGHT,What does 'tumorous pregnancy' refer to in the passage?,"A misshapen, tumor-like condition affecting Brenda's body.","Her body is horribly pear-shaped and misshapen, like some tumorous pregnancy.",Scene Grounding,broad_coverage_scene
25,39、INT. GRANT BEDROOM - NIGHT | 14、INT. GRANT BEDROOM - MOMENTS LATER,Why does Grant stop the tubule from reaching Starla?,"Grant stops the tubule because he hesitates upon looking at Starla's vulnerable features, such as the nape of her neck and her ear, which causes him to still his body and retract the tubule.","His gaze falls on the nape of her neck, her delicate ear. His expression shifts, his body stilling. The tubule begins to retract.",Causal-Motivational Reasoning,broad_coverage_event_chain
26,29、INT. GRANT GARAGE - MOMENTS LATER,What does Grant do after killing the rat?,Grant tosses the dead rat onto the pile of meat and continues his work.,"Grant snaps its neck, then tosses the dead animal onto the pile of meat before continuing his work.",Character Understanding,broad_coverage_scene
27,11、EXT. GRANT HOUSE - NIGHT | 10、INT. GLASS WORKSHOP - EVENING | 42、EXT. WHEELSY SADDLE LODGE - MOMENTS LATER,What does Grant do immediately after leaving his office?,Grant walks across the workshop toward the exit.,Grant locks his office and walks across the workshop toward the exit.,Temporal Reasoning,broad_coverage_event_chain
28,15、INT. HENENLOTTER'S SPORTS BAR - LATER | 43、EXT. SADDLE LODGE PLAYGROUND - NIGHT | 44、EXT. FOREST - NIGHT,What does Grant state about Starla when he is at the bar with Brenda?,Grant states that Starla worries if he is out too late.,"Grant finishes his drink, stands, and says Starla worries if he’s out too late, speaking loud enough for others to hear.",Character Understanding,broad_coverage_event_chain
29,16、EXT. SHADED CREEK - LATER | 20、INT. GRANT BEDROOM - MORNING | 39、INT. GRANT BEDROOM - NIGHT,What does Grant state about Starla when she asks him what he is doing?,Grant states that Starla is pretty.,"Starla asks, 'What are you doing?' Grant looks at her and says, 'You’re pretty.'",Character Understanding,broad_coverage_event_chain
30,18、EXT. GRANT HOUSE - MORNING | 32、EXT. GRANT HOME - MOMENTS LATER | 39、INT. GRANT BEDROOM - NIGHT,What does Grant say to Starla when she sees him struggling with the tubule?,Grant says that she is pretty.,"When Starla turns and sees Grant struggling to push the tubule back under his shirt, he says, 'You're pretty.'",Character Understanding,broad_coverage_event_chain
31,14、INT. GRANT BEDROOM - MOMENTS LATER | 31、INT. GRANT FOYER - MOMENTS LATER | 39、INT. GRANT BEDROOM - NIGHT,What does Grant say to Starla when she sees him struggling with the tubule?,Grant says she is pretty.,"When Starla sees Grant struggling to push the tubule back under his shirt and asks what he is doing, he responds by saying, 'You're pretty.'",Character Understanding,broad_coverage_event_chain
32,15、INT. HENENLOTTER'S SPORTS BAR - LATER | 43、EXT. SADDLE LODGE PLAYGROUND - NIGHT | 44、EXT. FOREST - NIGHT,Why does Brenda react with horror when she sees Grant's stomach?,"Brenda reacts with horror because she sees a pulsing, veiny mass covered in blue moss and yellow growths on Grant's stomach, which is a disturbing and unnatural physical transformation.","She sees a strange, pulsing growth on his stomach—veiny, blue-moss-covered, with a yellow spout. Her expression shifts to horror—the wound has transformed into a pulsing, veiny mass covered in blue moss and yellow growths.",Causal-Motivational Reasoning,broad_coverage_event_chain
33,40、EXT. WHEELSY SADDLE LODGE - LATER | 12、INT. GRANT DINING ROOM - NIGHT | 14、INT. GRANT BEDROOM - MOMENTS LATER,What does Grant state about the man who called Starla?,Grant states that the man only wants to sleep with Starla and dismisses her explanation about the call being related to work as nonsense.,"Grant dismisses her explanation, calling it nonsense, and insists the man only wants to sleep with her.",Character Understanding,broad_coverage_event_chain
34,41、INT. WHEELSY SADDLE LODGE - NIGHT | 43、EXT. SADDLE LODGE PLAYGROUND - NIGHT | 44、EXT. FOREST - NIGHT,What does Grant say when he sees Brenda at the party?,Grant says it might be fate that they’ve met like this.,He smiles and remarks that it might be fate they’ve met like this.,Character Understanding,broad_coverage_event_chain
35,43、EXT. SADDLE LODGE PLAYGROUND - NIGHT | 45、EXT. WHEELSY SADDLE LODGE BACK PORCH - NIGHT,What does Bill say to Wally after he approaches him?,"Bill tells Wally to fuck off, calling him a fat ass.","Bill turns to him, snaps his fingers as if remembering something, and says, 'Oh yeah. Fuck you, fat ass.'",Character Understanding,broad_coverage_event_chain
36,45、EXT. WHEELSY SADDLE LODGE BACK PORCH - NIGHT,What does Bill say about who knows the way to the spot on the bluffs where the lights look like a kaleidoscope?,"Bill says that only a few people know how to get there: Wally, Rollo Linkski before he got hit by the train, and himself.","He says only a few people know how to get there—Wally, Rollo Linkski before he got hit by the train, and himself.",Character Understanding,broad_coverage_scene
37,26、INT. GRANT GARAGE - MOMENTS LATER,How does Grant organize and interact with the meat-labeled folders in the file cabinet?,"Grant organizes the meat-labeled folders alphabetically in the file cabinet by labeling empty manila folders with the names of meats, such as 'BALONEY' and 'PASTRAMI,' using a Sharpie, placing the corresponding meat inside, and filing each folder in order. He later reviews the folders by flipping through them sequentially from 'BALONEY' to 'TURKEY,' but appears unsatisfied despite their neat arrangement.","He writes 'BALONEY' on a folder, places the baloney inside, and files it; later he writes 'PASTRAMI' on another folder. He flips through a row of alphabetically labeled meat folders, from 'BALONEY' to 'TURKEY,' and checks each one in order, though he does not appear satisfied.",Scene Grounding,broad_coverage_scene
38,31、INT. GRANT FOYER - MOMENTS LATER | 39、INT. GRANT BEDROOM - NIGHT | 14、INT. GRANT BEDROOM - MOMENTS LATER,What does Grant say to himself when Starla goes upstairs after their conversation about the lock?,Grant murmurs that Starla is meat.,"Grant watches her from behind, his expression shifting as he murmurs, 'You're meat.'",Character Understanding,broad_coverage_event_chain
39,44、EXT. FOREST - NIGHT | 45、EXT. WHEELSY SADDLE LODGE BACK PORCH - NIGHT,What does Bill say to Wally after Starla leaves with Grant?,"Bill tells Wally to fuck off, calling him a fat ass.","Bill turns to him, snaps his fingers as if remembering something, and says, 'Oh yeah. Fuck you, fat ass.'",Character Understanding,broad_coverage_event_chain
40,13、INT. GRANT MASTER BATHROOM - LATER|124、INT. FOREST - NIGHT|126、INT. POLICE STATION - NIGHT,Who is Grant Grant's partner that clashes with Jack and joins forces with Trevor against the alien threat?,Starla Grant,"Starla Grant is in a domestic partners relationship with Grant Grant, is in a adversarial encounter relationship with Jack, and is in a allies in crisis relationship with Trevor.",Role-Relation Continuity,supplementary_cross_scene
41,126、INT. POLICE STATION - NIGHT|129、EXT. ROAD TOWARD WHEELSY - NIGHT,How would you describe the relationship between Starla Grant and Kylie?,from allies in crisis to trusted companions,"Earlier, the relationship between Starla Grant and Kylie is marked by allies in crisis; later, it shifts to trusted companions.",Role-Relation Continuity,supplementary_cross_scene
42,16、EXT. SHADED CREEK - LATER,"What internal development with the spore occurs after it strikes Grant, leading to his disoriented state?",Spore travels through Grant's body and connects to his cerebellum,"After embedding in Grant's stomach, the spore moves through his body, ascending toward his neck; It arrives at the base of his cerebellum and locks into place.",Narrative Progression,supplementary_cross_scene
43,41、INT. WHEELSY SADDLE LODGE - NIGHT|22、INT. GRANT BEDROOM - MORNING,What action by Grant shifts the narrative toward their romantic encounter?,Grant initiates a slow dance with Starla,"In a candlelit room, Grant calls Starla 'sugarplum', takes her hand, and they begin to slow dance, which precedes their intimate kissing and caressing.",Narrative Progression,supplementary_cross_scene
44,29、INT. GRANT GARAGE - MOMENTS LATER,What does the rat do that prompts Grant to kill it and add it to the meat pile?,Rat emerges and nibbles on meat ribs,"In the garage, a rat darts out, skitters around the pile of meat, and begins nibbling on a set of ribs, catching Grant's attention.",Narrative Progression,supplementary_cross_scene
45,45、EXT. WHEELSY SADDLE LODGE BACK PORCH - NIGHT|68、INT. POLICE STATION - DAY|69、EXT. CATTLE RANCH - LATER,"Which character is close friends with Wally, has ongoing tension with Jack, and works as partners with Margaret?",Bill,"Bill is in a are close friends relationship with Wally, is in a ongoing adversarial tension relationship with Jack, and is in a collaborative partners relationship with Margaret.",Role-Relation Continuity,supplementary_cross_scene
